"YTDRoundsin60sStreak_RANKTHISWEEK_2012","YTDRoundsin60sStreak_RANKLASTWEEK_2012","YTDRoundsin60sStreak_PLAYERNAME_2012","YTDRoundsin60sStreak__2012","YTDRoundsin60sStreak_BESTSTREAK_2012","stat_name","year"
1,1,"Chris Kirk",NA,13,"YTDRoundsin60sStreak",2012
1,1,"Scott Piercy",NA,13,"YTDRoundsin60sStreak",2012
3,3,"Johnson Wagner",NA,12,"YTDRoundsin60sStreak",2012
4,4,"Rory McIlroy",NA,11,"YTDRoundsin60sStreak",2012
5,5,"Brendon de Jonge",NA,10,"YTDRoundsin60sStreak",2012
6,6,"Harrison Frazar",NA,9,"YTDRoundsin60sStreak",2012
6,6,"Jerry Kelly",NA,9,"YTDRoundsin60sStreak",2012
6,6,"Troy Matteson",NA,9,"YTDRoundsin60sStreak",2012
9,9,"Jeff Overton",NA,8,"YTDRoundsin60sStreak",2012
9,9,"Steve Stricker",NA,8,"YTDRoundsin60sStreak",2012
11,11,"Tim Clark",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Jason Dufner",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Sergio Garcia",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Robert Garrigus",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Russell Knox",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Bill Lunde",NA,7,"YTDRoundsin60sStreak",2012
11,11,"William McGirt",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Phil Mickelson",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Ted Potter Jr",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Rory Sabbatini",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Adam Scott",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Scott Stallings",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Michael Thompson",NA,7,"YTDRoundsin60sStreak",2012
11,11,"Brendon Todd",NA,7,"YTDRoundsin60sStreak",2012
25,25,"Blake Adams",NA,6,"YTDRoundsin60sStreak",2012
25,25,"Daniel Chopra",NA,6,"YTDRoundsin60sStreak",2012
