"CarryDistance_RANKTHISWEEK_2013","CarryDistance_RANKLASTWEEK_2013","CarryDistance_PLAYERNAME_2013","CarryDistance_ROUNDS_2013","CarryDistance_AVG_2013","CarryDistance_TOTALDISTTOIMPACT_2013","CarryDistance_TOTALATTEMPTS_2013","CarryDistance_LONGESTCARRYDISTANCE_2013","CarryDistance_SHORTESTCARRYDISTANCE_2013","stat_name","year"
1,1,"Nicolas Colsaerts",50,302.1,7552.2,25,335.3,266,"CarryDistance",2013
2,2,"Dustin Johnson",71,299,8670.9,29,338,258.4,"CarryDistance",2013
3,3,"Jason Day",86,297.3,10998.7,37,332,248.3,"CarryDistance",2013
4,4,"Luke List",65,296.9,10392.7,35,334,269.1,"CarryDistance",2013
5,5,"Rory McIlroy",56,296.2,9181.3,31,327.6,254.8,"CarryDistance",2013
6,6,"Graham DeLaet",94,295.5,17436.5,59,332.7,233,"CarryDistance",2013
6,6,"Henrik Stenson",65,295.5,6500.4,22,333.6,257.8,"CarryDistance",2013
8,8,"Bubba Watson",76,295.3,11220.5,38,342.6,229.9,"CarryDistance",2013
9,9,"Charlie Beljan",62,294,9406.4,32,315.3,266.3,"CarryDistance",2013
9,9,"Scott Stallings",79,294,14993.3,51,318.9,259.7,"CarryDistance",2013
11,11,"Justin Rose",62,293.4,10563.8,36,323.8,265.1,"CarryDistance",2013
12,12,"Gary Woodland",94,293.2,12022.8,41,324.6,254.4,"CarryDistance",2013
13,13,"Robert Garrigus",69,292.9,10250.8,35,327.2,242.1,"CarryDistance",2013
14,14,"Keegan Bradley",88,292.5,15211.3,52,323.7,259.6,"CarryDistance",2013
15,15,"Kyle Stanley",71,292.2,14316.9,49,317.3,241.6,"CarryDistance",2013
16,16,"Sean OHair",56,291.8,10797.7,37,313.5,260.7,"CarryDistance",2013
17,17,"Jason Kokrak",78,290.4,15389.6,53,329.5,257.2,"CarryDistance",2013
18,18,"Tiger Woods",61,289.8,5796.6,20,334.5,263.8,"CarryDistance",2013
19,19,"Seung Yul Noh",71,289.7,12457.3,43,319.1,235.1,"CarryDistance",2013
20,20,"Eric Meierdierks",48,288.6,7791.6,27,308.9,252.4,"CarryDistance",2013
21,21,"Martin Laird",68,287.9,11516.8,40,312.2,256.9,"CarryDistance",2013
22,22,"Angel Cabrera",73,287.8,12664.8,44,315.3,222.2,"CarryDistance",2013
23,23,"Steven Bowditch",67,287.6,13227.5,46,314.2,237.7,"CarryDistance",2013
23,23,"Charl Schwartzel",69,287.6,9778.4,34,314.3,256.7,"CarryDistance",2013
25,25,"Ryan Palmer",79,287.2,14935.7,52,320.2,253.7,"CarryDistance",2013
26,26,"Harris English",95,286.1,16308.3,57,331.7,249.7,"CarryDistance",2013
27,27,"Adam Scott",61,286,8580.6,30,309.5,266.4,"CarryDistance",2013
28,28,"Scott Piercy",78,285.1,11688.2,41,321.1,230.8,"CarryDistance",2013
29,29,"Sergio Garcia",65,285,8834.6,31,318.9,255.9,"CarryDistance",2013
29,29,"Tag Ridings",69,285,10829,38,317,224.5,"CarryDistance",2013
31,31,"Shawn Stefani",63,284.9,9685.3,34,300.2,248.3,"CarryDistance",2013
32,32,"Nick Watney",88,284.6,16506.3,58,306.1,243.5,"CarryDistance",2013
33,33,"Jimmy Walker",84,284.2,17334.3,61,333.9,236.4,"CarryDistance",2013
34,34,"Patrick Reed",83,284.1,15627.9,55,319.9,257.2,"CarryDistance",2013
35,35,"Andres Romero",63,284,11359.1,40,319.5,229.2,"CarryDistance",2013
36,36,"Martin Kaymer",61,283.8,10501.9,37,316.9,248.9,"CarryDistance",2013
37,37,"Martin Flores",83,283.7,18441.4,65,310.5,236.7,"CarryDistance",2013
38,38,"Derek Ernst",58,283.5,11907.1,42,307.3,248.1,"CarryDistance",2013
39,39,"Charles Howell III",87,283.3,20111.2,71,311.2,260.5,"CarryDistance",2013
40,40,"Kevin Chappell",80,283.2,14159.9,50,307.8,255.6,"CarryDistance",2013
41,41,"Peter Hanson",45,283.1,8208.7,29,303.5,257.1,"CarryDistance",2013
41,41,"Charley Hoffman",84,283.1,18399.6,65,314.6,249.5,"CarryDistance",2013
43,43,"Aaron Baddeley",68,282.6,9325.2,33,313.8,259.9,"CarryDistance",2013
44,44,"Billy Horschel",96,282.5,20904.9,74,303.9,239.8,"CarryDistance",2013
45,45,"Josh Teater",86,282.4,14402.7,51,321.1,256.7,"CarryDistance",2013
46,46,"Lucas Glover",65,282.2,10440.4,37,312.6,245.8,"CarryDistance",2013
46,46,"Kevin Stadler",83,282.2,17499.2,62,306.1,247.8,"CarryDistance",2013
48,48,"Phil Mickelson",78,282.1,5359.6,19,306.2,254.6,"CarryDistance",2013
49,49,"Matt Jones",83,282,15511.2,55,308.9,239.9,"CarryDistance",2013
49,49,"Marc Leishman",77,282,14383.8,51,307.9,227.3,"CarryDistance",2013
51,51,"Lee Westwood",70,281.9,13248.2,47,311.4,233.6,"CarryDistance",2013
52,52,"Rickie Fowler",75,281.7,14648.4,52,305.8,250.1,"CarryDistance",2013
53,53,"Hunter Mahan",91,281.6,16330.9,58,303.4,256.5,"CarryDistance",2013
54,54,"Russell Henley",80,281.3,13785.7,49,308.3,246.7,"CarryDistance",2013
54,54,"Nicholas Thompson",99,281.3,22219.3,79,319.7,234.5,"CarryDistance",2013
56,56,"Ernie Els",63,280.8,10672,38,299.9,255.4,"CarryDistance",2013
57,57,"James Hahn",78,280.6,14872.3,53,316.1,240.5,"CarryDistance",2013
58,58,"Henrik Norlander",70,280.3,11212.8,40,310.7,236.5,"CarryDistance",2013
58,58,"John Rollins",77,280.3,16260.1,58,301.6,256.7,"CarryDistance",2013
60,60,"Troy Matteson",68,280.1,12044.4,43,308.6,254.9,"CarryDistance",2013
61,61,"Bobby Gates",49,279.9,9237.9,33,299.8,253.6,"CarryDistance",2013
61,61,"Brendan Steele",86,279.9,18190.6,65,299,254.4,"CarryDistance",2013
63,63,"Rory Sabbatini",86,279.5,16489.8,59,303.5,241,"CarryDistance",2013
64,64,"Brad Fritsch",81,279.4,16207.6,58,302.2,244.9,"CarryDistance",2013
65,65,"James Driscoll",76,279.1,12279.6,44,304,251.6,"CarryDistance",2013
66,66,"Jim Herman",59,278.9,8368.4,30,299.5,250.3,"CarryDistance",2013
67,67,"Morgan Hoffmann",64,278.7,13376.1,48,309.1,244.5,"CarryDistance",2013
67,67,"Geoff Ogilvy",57,278.7,9477.2,34,300.1,259.3,"CarryDistance",2013
67,67,"Bo Van Pelt",72,278.7,12263.1,44,300.1,254.3,"CarryDistance",2013
70,70,"Bill Haas",85,278.5,16709.8,60,299.3,247.3,"CarryDistance",2013
70,70,"Robert Streb",75,278.5,12531.6,45,305.9,248.2,"CarryDistance",2013
72,72,"Chris Kirk",89,278.4,19209.1,69,300.5,233.6,"CarryDistance",2013
73,73,"George McNeill",68,278.3,14472,52,300.7,247.1,"CarryDistance",2013
74,74,"Padraig Harrington",52,278.1,7787.7,28,305.6,238,"CarryDistance",2013
75,75,"JJ Henry",83,277.9,12782.3,46,302.9,238.4,"CarryDistance",2013
76,76,"Carl Pettersson",82,277.8,14446.3,52,309.3,249.4,"CarryDistance",2013
77,77,"Stewart Cink",71,277.7,8888,32,305.8,246.7,"CarryDistance",2013
78,78,"Scott Brown",65,277.2,13859.8,50,294.4,246.5,"CarryDistance",2013
78,78,"Steve LeBrun",66,277.2,12752.4,46,311.6,241.2,"CarryDistance",2013
78,78,"Pat Perez",69,277.2,14690.2,53,308.1,236,"CarryDistance",2013
81,81,"Matt Every",89,277,21603.7,78,300,244.3,"CarryDistance",2013
82,82,"Brandt Jobe",62,276.6,10787.6,39,304.3,236.3,"CarryDistance",2013
82,82,"Greg Owen",73,276.6,15489.2,56,307.8,242.4,"CarryDistance",2013
84,84,"Tommy Gainey",84,275.6,16263.3,59,310.3,237.1,"CarryDistance",2013
85,85,"Boo Weekley",100,275.3,19545.8,71,296.7,242.2,"CarryDistance",2013
86,86,"Cameron Percy",68,275.2,13485.2,49,298.3,232.9,"CarryDistance",2013
87,87,"Vaughn Taylor",50,274.9,9072.9,33,290.3,249.6,"CarryDistance",2013
88,88,"Luke Guthrie",82,274.8,16486.4,60,298.5,248.1,"CarryDistance",2013
89,89,"Jonas Blixt",76,274.6,16200.1,59,301.7,238.3,"CarryDistance",2013
90,90,"Scott Gardiner",61,274.3,12070.9,44,304.6,242.5,"CarryDistance",2013
90,90,"Jeff Overton",78,274.3,17553.8,64,318.5,222.4,"CarryDistance",2013
92,92,"Brian Harman",89,273.9,19720.9,72,298.1,228.3,"CarryDistance",2013
93,93,"Erik Compton",74,273.6,14226,52,307.7,232.3,"CarryDistance",2013
93,93,"Kevin Streelman",86,273.6,17234.3,63,298.2,238.4,"CarryDistance",2013
95,95,"Michael Thompson",66,273.5,13126.2,48,298,245.5,"CarryDistance",2013
96,96,"DJ Trahan",48,273.4,8202.2,30,294.4,240.2,"CarryDistance",2013
97,97,"Bud Cauley",67,273.3,13393.5,49,297.5,236.9,"CarryDistance",2013
98,98,"Brendon de Jonge",110,273.1,21571,79,295,246.5,"CarryDistance",2013
99,99,"Webb Simpson",92,272.9,16102.9,59,296.7,246.6,"CarryDistance",2013
99,99,"Cameron Tringale",80,272.9,15011.9,55,304.4,238.6,"CarryDistance",2013
101,101,"Ryo Ishikawa",72,272.5,13079.9,48,299.5,228.4,"CarryDistance",2013
102,102,"Steve Stricker",51,272.4,8716.6,32,293.2,247.6,"CarryDistance",2013
103,103,"John Senden",79,271.6,13581.4,50,293.5,246.8,"CarryDistance",2013
104,104,"Robert Allenby",58,271.5,11945.8,44,307.4,237.1,"CarryDistance",2013
104,104,"Ian Poulter",59,271.5,7874.2,29,296,224.4,"CarryDistance",2013
106,106,"Tim Herron",45,271.3,9495.2,35,294.9,239.6,"CarryDistance",2013
107,107,"Robert Karlsson",56,271.2,8950,33,295.7,228.1,"CarryDistance",2013
108,108,"Roberto Castro",97,271.1,17081.6,63,294.2,239.2,"CarryDistance",2013
109,109,"Brandt Snedeker",79,270.9,12460.7,46,297.7,239.2,"CarryDistance",2013
109,109,"Jordan Spieth",82,270.9,17609.3,65,298.8,227.1,"CarryDistance",2013
111,111,"Vijay Singh",61,270.8,11104.4,41,298.2,237.6,"CarryDistance",2013
112,112,"Sangmoon Bae",83,270.7,15969.2,59,299.7,238,"CarryDistance",2013
113,113,"David Lingmerth",68,270.5,14604.4,54,293.2,242.7,"CarryDistance",2013
113,113,"Andrew Svoboda",46,270.5,8657.2,32,291.5,245.1,"CarryDistance",2013
115,115,"John Merrick",79,270.3,15947.4,59,300.2,247.4,"CarryDistance",2013
116,116,"Michael Bradley",56,270.1,6212.4,23,291.2,243,"CarryDistance",2013
116,116,"Trevor Immelman",73,270.1,12153.6,45,293.2,251.5,"CarryDistance",2013
116,116,"Alistair Presnell",59,270.1,10532,39,294.5,240.6,"CarryDistance",2013
119,119,"Stuart Appleby",88,269.5,17517,65,302.5,223.8,"CarryDistance",2013
120,120,"Chad Campbell",78,269,14524,54,294.4,239.1,"CarryDistance",2013
120,120,"David Hearn",88,269,17753.6,66,290,225.5,"CarryDistance",2013
122,122,"William McGirt",75,268.9,15330,57,294.5,242.1,"CarryDistance",2013
123,123,"Daniel Summerhays",83,268.6,21484.5,80,293.7,231.1,"CarryDistance",2013
124,124,"Chris Stroud",88,268.5,16914,63,286.4,243.9,"CarryDistance",2013
125,125,"Fabian Gomez",65,268.2,13144.2,49,287.8,232.4,"CarryDistance",2013
125,125,"John Huh",88,268.2,17168,64,291.3,221.6,"CarryDistance",2013
127,127,"Ricky Barnes",74,268.1,12870,48,290.7,228,"CarryDistance",2013
