"Approaches200yardsRghRTP_RANKTHISWEEK_2014","Approaches200yardsRghRTP_RANKLASTWEEK_2014","Approaches200yardsRghRTP_PLAYERNAME_2014","Approaches200yardsRghRTP_ROUNDS_2014","Approaches200yardsRghRTP_AVGRTP_2014","stat_name","year"
1,1,"Boo Weekley",73,-0.476,"Approaches200yardsRghRTP",2014
2,2,"Rory McIlroy",66,-0.316,"Approaches200yardsRghRTP",2014
3,3,"Charley Hoffman",93,-0.31,"Approaches200yardsRghRTP",2014
4,4,"Adam Scott",68,-0.296,"Approaches200yardsRghRTP",2014
5,5,"Jason Dufner",57,-0.273,"Approaches200yardsRghRTP",2014
6,6,"Bo Van Pelt",83,-0.258,"Approaches200yardsRghRTP",2014
7,7,"Ryan Palmer",85,-0.257,"Approaches200yardsRghRTP",2014
8,8,"Kevin Chappell",100,-0.231,"Approaches200yardsRghRTP",2014
8,8,"Hudson Swafford",75,-0.231,"Approaches200yardsRghRTP",2014
10,10,"Sangmoon Bae",76,-0.227,"Approaches200yardsRghRTP",2014
11,11,"John Merrick",87,-0.216,"Approaches200yardsRghRTP",2014
12,12,"Brooks Koepka",56,-0.208,"Approaches200yardsRghRTP",2014
13,13,"Phil Mickelson",71,-0.206,"Approaches200yardsRghRTP",2014
14,14,"Chris Kirk",105,-0.205,"Approaches200yardsRghRTP",2014
15,15,"Bill Haas",107,-0.2,"Approaches200yardsRghRTP",2014
15,15,"Gary Woodland",93,-0.2,"Approaches200yardsRghRTP",2014
17,17,"Angel Cabrera",69,-0.194,"Approaches200yardsRghRTP",2014
18,18,"Will Wilcox",51,-0.188,"Approaches200yardsRghRTP",2014
19,19,"Patrick Reed",92,-0.178,"Approaches200yardsRghRTP",2014
20,20,"Jhonattan Vegas",77,-0.175,"Approaches200yardsRghRTP",2014
20,20,"Jimmy Walker",98,-0.175,"Approaches200yardsRghRTP",2014
22,22,"Bubba Watson",76,-0.167,"Approaches200yardsRghRTP",2014
23,23,"Jamie Lovemark",64,-0.156,"Approaches200yardsRghRTP",2014
23,23,"Andres Romero",81,-0.156,"Approaches200yardsRghRTP",2014
25,25,"Nicholas Thompson",85,-0.154,"Approaches200yardsRghRTP",2014
26,26,"Freddie Jacobson",91,-0.143,"Approaches200yardsRghRTP",2014
26,26,"Dustin Johnson",58,-0.143,"Approaches200yardsRghRTP",2014
28,28,"Vijay Singh",83,-0.14,"Approaches200yardsRghRTP",2014
29,29,"Kevin Na",94,-0.136,"Approaches200yardsRghRTP",2014
30,30,"Rory Sabbatini",82,-0.135,"Approaches200yardsRghRTP",2014
31,31,"Jason Kokrak",65,-0.125,"Approaches200yardsRghRTP",2014
31,31,"Davis Love III",74,-0.125,"Approaches200yardsRghRTP",2014
33,33,"Robert Streb",75,-0.119,"Approaches200yardsRghRTP",2014
34,34,"Charlie Wi",72,-0.116,"Approaches200yardsRghRTP",2014
35,35,"Jeff Overton",80,-0.115,"Approaches200yardsRghRTP",2014
36,36,"Charlie Beljan",76,-0.111,"Approaches200yardsRghRTP",2014
37,37,"John Senden",99,-0.105,"Approaches200yardsRghRTP",2014
38,38,"Kevin Kisner",85,-0.1,"Approaches200yardsRghRTP",2014
38,38,"Charl Schwartzel",64,-0.1,"Approaches200yardsRghRTP",2014
38,38,"Brandt Snedeker",89,-0.1,"Approaches200yardsRghRTP",2014
41,41,"Nick Watney",80,-0.097,"Approaches200yardsRghRTP",2014
42,42,"Hunter Mahan",88,-0.095,"Approaches200yardsRghRTP",2014
43,43,"Matt Every",85,-0.091,"Approaches200yardsRghRTP",2014
43,43,"Henrik Stenson",56,-0.091,"Approaches200yardsRghRTP",2014
45,45,"Kyle Stanley",87,-0.088,"Approaches200yardsRghRTP",2014
46,46,"Kevin Tway",64,-0.083,"Approaches200yardsRghRTP",2014
47,47,"Brendon de Jonge",109,-0.074,"Approaches200yardsRghRTP",2014
48,48,"Graham DeLaet",80,-0.068,"Approaches200yardsRghRTP",2014
49,49,"Louis Oosthuizen",50,-0.063,"Approaches200yardsRghRTP",2014
50,50,"Charles Howell III",106,-0.062,"Approaches200yardsRghRTP",2014
51,51,"Ricky Barnes",92,-0.059,"Approaches200yardsRghRTP",2014
52,52,"Harris English",95,-0.044,"Approaches200yardsRghRTP",2014
52,52,"Trevor Immelman",84,-0.044,"Approaches200yardsRghRTP",2014
54,54,"Marc Leishman",81,-0.043,"Approaches200yardsRghRTP",2014
55,55,"Jim Herman",62,-0.04,"Approaches200yardsRghRTP",2014
56,56,"Shawn Stefani",60,-0.038,"Approaches200yardsRghRTP",2014
57,57,"Bronson La Cassie",51,-0.036,"Approaches200yardsRghRTP",2014
58,58,"Bud Cauley",56,-0.034,"Approaches200yardsRghRTP",2014
59,59,"John Rollins",84,-0.032,"Approaches200yardsRghRTP",2014
59,59,"Lee Westwood",57,-0.032,"Approaches200yardsRghRTP",2014
61,61,"Andrew Loupe",65,-0.031,"Approaches200yardsRghRTP",2014
62,62,"Danny Lee",84,-0.027,"Approaches200yardsRghRTP",2014
63,63,"Martin Flores",85,-0.024,"Approaches200yardsRghRTP",2014
64,64,"Robert Allenby",83,-0.023,"Approaches200yardsRghRTP",2014
64,64,"Scott Brown",100,-0.023,"Approaches200yardsRghRTP",2014
66,66,"Aaron Baddeley",74,-0.021,"Approaches200yardsRghRTP",2014
67,67,"Morgan Hoffmann",103,-0.019,"Approaches200yardsRghRTP",2014
67,67,"Michael Putnam",106,-0.019,"Approaches200yardsRghRTP",2014
69,69,"Jonathan Byrd",76,0,"Approaches200yardsRghRTP",2014
69,69,"Greg Chalmers",85,0,"Approaches200yardsRghRTP",2014
69,69,"Ernie Els",85,0,"Approaches200yardsRghRTP",2014
69,69,"Brad Fritsch",50,0,"Approaches200yardsRghRTP",2014
69,69,"Lucas Glover",68,0,"Approaches200yardsRghRTP",2014
69,69,"Russell Henley",92,0,"Approaches200yardsRghRTP",2014
69,69,"JB Holmes",86,0,"Approaches200yardsRghRTP",2014
69,69,"Ryo Ishikawa",75,0,"Approaches200yardsRghRTP",2014
69,69,"Matt Kuchar",91,0,"Approaches200yardsRghRTP",2014
69,69,"Sean OHair",77,0,"Approaches200yardsRghRTP",2014
