"FedExCupPointsperEventLeaders_RANKTHISWEEK_2008","FedExCupPointsperEventLeaders_RANKLASTWEEK_2008","FedExCupPointsperEventLeaders_PLAYERNAME_2008","FedExCupPointsperEventLeaders_EVENTS_2008","FedExCupPointsperEventLeaders_POINTSPEREVENT_2008","FedExCupPointsperEventLeaders_TOTALPOINTS_2008","stat_name","year"
78,78,"Ken Duke",25,223.778,5594.438,"FedExCupPointsperEventLeaders",2008
79,79,"Mathew Goggin",20,222.868,4457.36,"FedExCupPointsperEventLeaders",2008
80,80,"Corey Pavin",18,216.861,3903.494,"FedExCupPointsperEventLeaders",2008
81,81,"Tom Pernice Jr",23,215.4,4954.193,"FedExCupPointsperEventLeaders",2008
82,82,"Bernhard Langer",2,213.125,426.25,"FedExCupPointsperEventLeaders",2008
83,83,"Nicholas Thompson",27,210.944,5695.487,"FedExCupPointsperEventLeaders",2008
84,84,"Cliff Kresge",22,203.943,4486.737,"FedExCupPointsperEventLeaders",2008
85,85,"Mark Wilson",22,191.465,4212.227,"FedExCupPointsperEventLeaders",2008
86,86,"Scott Verplank",18,189.537,3411.662,"FedExCupPointsperEventLeaders",2008
87,87,"Matt Kuchar",22,185.646,4084.202,"FedExCupPointsperEventLeaders",2008
88,88,"John Rollins",22,185.191,4074.208,"FedExCupPointsperEventLeaders",2008
89,89,"Charles Howell III",23,184.209,4236.812,"FedExCupPointsperEventLeaders",2008
90,90,"Jonathan Byrd",22,182.312,4010.866,"FedExCupPointsperEventLeaders",2008
91,91,"Dean Wilson",26,180.315,4688.198,"FedExCupPointsperEventLeaders",2008
92,92,"Brad Adamonis",21,176.541,3707.36,"FedExCupPointsperEventLeaders",2008
93,93,"Michael Letzig",22,176.301,3878.625,"FedExCupPointsperEventLeaders",2008
94,94,"Kevin Na",23,176.19,4052.368,"FedExCupPointsperEventLeaders",2008
95,95,"Steve Flesch",23,175.918,4046.11,"FedExCupPointsperEventLeaders",2008
96,96,"Bob Tway",15,174.322,2614.833,"FedExCupPointsperEventLeaders",2008
97,97,"John Mallinger",22,172.432,3793.493,"FedExCupPointsperEventLeaders",2008
98,98,"Richard Johnson",15,167.333,2509.988,"FedExCupPointsperEventLeaders",2008
99,99,"Alex Cejka",23,165.288,3801.631,"FedExCupPointsperEventLeaders",2008
100,100,"Brian Davis",24,163.158,3915.794,"FedExCupPointsperEventLeaders",2008
101,101,"Nathan Green",23,160.771,3697.722,"FedExCupPointsperEventLeaders",2008
102,102,"Angel Cabrera",14,160.201,2242.813,"FedExCupPointsperEventLeaders",2008
103,103,"Lucas Glover",23,157.246,3616.664,"FedExCupPointsperEventLeaders",2008
104,104,"Brett Quigley",17,156.649,2663.036,"FedExCupPointsperEventLeaders",2008
105,105,"George McNeill",22,154.966,3409.251,"FedExCupPointsperEventLeaders",2008
106,106,"Troy Matteson",23,153.2,3523.608,"FedExCupPointsperEventLeaders",2008
107,107,"Nick Watney",20,151.813,3036.262,"FedExCupPointsperEventLeaders",2008
108,108,"Jay Williamson",23,151.434,3482.985,"FedExCupPointsperEventLeaders",2008
109,109,"Tom Lehman",16,151.247,2419.956,"FedExCupPointsperEventLeaders",2008
110,110,"Mark Calcavecchia",22,150.19,3304.189,"FedExCupPointsperEventLeaders",2008
111,111,"Zach Johnson",20,148.414,2968.274,"FedExCupPointsperEventLeaders",2008
112,112,"David Toms",17,148.219,2519.722,"FedExCupPointsperEventLeaders",2008
113,113,"Ryan Palmer",15,143.869,2158.038,"FedExCupPointsperEventLeaders",2008
114,114,"Shane Bertsch",22,143.313,3152.88,"FedExCupPointsperEventLeaders",2008
115,115,"Charley Hoffman",23,142.446,3276.264,"FedExCupPointsperEventLeaders",2008
116,116,"Matt Jones",23,142.315,3273.249,"FedExCupPointsperEventLeaders",2008
117,117,"Kevin Streelman",24,141.763,3402.32,"FedExCupPointsperEventLeaders",2008
118,118,"Rich Beem",20,141.635,2832.703,"FedExCupPointsperEventLeaders",2008
119,119,"Tim Wilkinson",22,140.268,3085.888,"FedExCupPointsperEventLeaders",2008
120,120,"Eric Axley",25,139.131,3478.264,"FedExCupPointsperEventLeaders",2008
121,121,"Joe Ogilvie",23,134.523,3094.023,"FedExCupPointsperEventLeaders",2008
122,122,"Bill Haas",24,132.174,3172.187,"FedExCupPointsperEventLeaders",2008
123,123,"Gavin Coles",13,130.671,1698.722,"FedExCupPointsperEventLeaders",2008
124,124,"Charles Warren",22,125.875,2769.25,"FedExCupPointsperEventLeaders",2008
125,125,"Glen Day",14,123.377,1727.273,"FedExCupPointsperEventLeaders",2008
126,126,"Jason Day",19,122.493,2327.364,"FedExCupPointsperEventLeaders",2008
127,127,"Martin Laird",19,121.218,2303.146,"FedExCupPointsperEventLeaders",2008
128,128,"Vaughn Taylor",24,120.881,2901.152,"FedExCupPointsperEventLeaders",2008
129,129,"Bo Van Pelt",23,119.839,2756.3,"FedExCupPointsperEventLeaders",2008
130,130,"Roland Thatcher",15,118.458,1776.875,"FedExCupPointsperEventLeaders",2008
131,131,"James Driscoll",21,116.996,2456.923,"FedExCupPointsperEventLeaders",2008
132,132,"Bob Estes",21,115.375,2422.866,"FedExCupPointsperEventLeaders",2008
133,133,"Bob May",4,112.548,450.19,"FedExCupPointsperEventLeaders",2008
134,134,"Dustin Johnson",24,111.613,2678.702,"FedExCupPointsperEventLeaders",2008
135,135,"Joe Durant",21,107.795,2263.687,"FedExCupPointsperEventLeaders",2008
136,136,"Michael Allen",20,106.598,2131.951,"FedExCupPointsperEventLeaders",2008
137,137,"John Huston",14,106.279,1487.904,"FedExCupPointsperEventLeaders",2008
138,138,"Tim Petrovic",23,104.36,2400.29,"FedExCupPointsperEventLeaders",2008
139,139,"Daisuke Maruyama",4,104.25,417,"FedExCupPointsperEventLeaders",2008
140,140,"Tim Herron",21,102.746,2157.672,"FedExCupPointsperEventLeaders",2008
141,141,"Chris Riley",13,98.217,1276.824,"FedExCupPointsperEventLeaders",2008
142,142,"Patrick Sheehan",26,97.706,2540.343,"FedExCupPointsperEventLeaders",2008
143,143,"Bob Heintz",12,97.041,1164.488,"FedExCupPointsperEventLeaders",2008
144,144,"Arron Oberholser",8,96.863,774.901,"FedExCupPointsperEventLeaders",2008
145,145,"Marco Dawson",17,95.429,1622.294,"FedExCupPointsperEventLeaders",2008
146,146,"Craig Kanada",17,94.361,1604.143,"FedExCupPointsperEventLeaders",2008
147,147,"Jeff Gove",14,93.397,1307.56,"FedExCupPointsperEventLeaders",2008
148,148,"Jesper Parnevik",20,90.881,1817.622,"FedExCupPointsperEventLeaders",2008
149,149,"Jason Gore",25,90.308,2257.696,"FedExCupPointsperEventLeaders",2008
150,150,"Jason Dufner",12,90.165,1081.975,"FedExCupPointsperEventLeaders",2008
151,151,"Davis Love III",17,88.947,1512.098,"FedExCupPointsperEventLeaders",2008
152,152,"Justin Bolli",20,88.458,1769.153,"FedExCupPointsperEventLeaders",2008
153,153,"Frank Lickliter II",23,86.34,1985.815,"FedExCupPointsperEventLeaders",2008
154,154,"Lee Janzen",20,86.07,1721.405,"FedExCupPointsperEventLeaders",2008
155,155,"Brett Rumford",19,85.495,1624.403,"FedExCupPointsperEventLeaders",2008
156,156,"Chris DiMarco",22,85.043,1870.937,"FedExCupPointsperEventLeaders",2008
157,157,"Jon Mills",24,81.814,1963.536,"FedExCupPointsperEventLeaders",2008
158,158,"JJ Henry",25,81.036,2025.896,"FedExCupPointsperEventLeaders",2008
159,159,"Will Ma Kenzie",16,80.576,1289.208,"FedExCupPointsperEventLeaders",2008
160,160,"Fred Funk",13,79.882,1038.464,"FedExCupPointsperEventLeaders",2008
161,161,"Jose Coceres",13,77.552,1008.181,"FedExCupPointsperEventLeaders",2008
162,162,"YE Yang",22,77.323,1701.106,"FedExCupPointsperEventLeaders",2008
163,163,"Garrett Willis",10,76.622,766.219,"FedExCupPointsperEventLeaders",2008
164,164,"Tag Ridings",22,76.3,1678.605,"FedExCupPointsperEventLeaders",2008
165,165,"Jeff Overton",24,73.094,1754.251,"FedExCupPointsperEventLeaders",2008
166,166,"Carlos Franco",19,72.223,1372.243,"FedExCupPointsperEventLeaders",2008
167,167,"Todd Hamilton",23,71.638,1647.671,"FedExCupPointsperEventLeaders",2008
168,168,"Kevin Stadler",23,70.518,1621.906,"FedExCupPointsperEventLeaders",2008
169,169,"Scott Sterling",21,69.872,1467.322,"FedExCupPointsperEventLeaders",2008
170,170,"Omar Uresti",17,67.871,1153.814,"FedExCupPointsperEventLeaders",2008
171,171,"Robert Garrigus",22,66.729,1468.039,"FedExCupPointsperEventLeaders",2008
172,172,"Mark Hensby",19,66.365,1260.926,"FedExCupPointsperEventLeaders",2008
173,173,"Doug LaBelle II",17,64.848,1102.419,"FedExCupPointsperEventLeaders",2008
174,174,"JP Hayes",20,63.757,1275.139,"FedExCupPointsperEventLeaders",2008
175,175,"Brent Geiberger",11,63.045,693.5,"FedExCupPointsperEventLeaders",2008
176,176,"Dan Forsman",10,62.338,623.375,"FedExCupPointsperEventLeaders",2008
177,177,"Bob Sowards",15,61.359,920.392,"FedExCupPointsperEventLeaders",2008
178,178,"Harrison Frazar",17,61.349,1042.938,"FedExCupPointsperEventLeaders",2008
179,179,"Jeff Maggert",21,61.265,1286.558,"FedExCupPointsperEventLeaders",2008
180,180,"Nick Flanagan",22,59.798,1315.554,"FedExCupPointsperEventLeaders",2008
181,181,"Kent Jones",16,59.782,956.519,"FedExCupPointsperEventLeaders",2008
182,182,"Jose Maria Olazabal",4,58.838,235.35,"FedExCupPointsperEventLeaders",2008
183,183,"John Riegger",17,58.398,992.76,"FedExCupPointsperEventLeaders",2008
184,184,"Andrew Buckle",12,57.778,693.332,"FedExCupPointsperEventLeaders",2008
185,185,"Cameron Beckman",22,57.384,1262.456,"FedExCupPointsperEventLeaders",2008
186,186,"Ryan Armour",25,57.063,1426.576,"FedExCupPointsperEventLeaders",2008
187,187,"Brenden Pappas",17,56.611,962.392,"FedExCupPointsperEventLeaders",2008
188,188,"Brandt Jobe",17,55.303,940.143,"FedExCupPointsperEventLeaders",2008
189,189,"Ian Leggatt",5,53.763,268.813,"FedExCupPointsperEventLeaders",2008
190,190,"Kenneth Ferrie",19,52.631,999.993,"FedExCupPointsperEventLeaders",2008
191,191,"Scott Hoch",1,51.75,51.75,"FedExCupPointsperEventLeaders",2008
192,192,"Michael Sim",5,51.108,255.542,"FedExCupPointsperEventLeaders",2008
193,193,"Marc Turnesa",23,51.055,1174.264,"FedExCupPointsperEventLeaders",2008
194,194,"Ted Purdy",19,50.631,961.988,"FedExCupPointsperEventLeaders",2008
195,195,"Brian Bateman",17,48.913,831.529,"FedExCupPointsperEventLeaders",2008
196,196,"Billy Andrade",20,47.445,948.893,"FedExCupPointsperEventLeaders",2008
197,197,"Fulton Allem",1,47,47,"FedExCupPointsperEventLeaders",2008
198,198,"Larry Mize",15,46.907,703.605,"FedExCupPointsperEventLeaders",2008
199,199,"Robert Damron",8,45.683,365.464,"FedExCupPointsperEventLeaders",2008
200,200,"Jin Park",23,45.523,1047.032,"FedExCupPointsperEventLeaders",2008
201,201,"Sandy Lyle",2,45.375,90.75,"FedExCupPointsperEventLeaders",2008
202,202,"Alejandro Canizares",11,45.227,497.493,"FedExCupPointsperEventLeaders",2008
203,203,"Nick Price",1,42.5,42.5,"FedExCupPointsperEventLeaders",2008
204,204,"Jimmy Walker",17,41.376,703.391,"FedExCupPointsperEventLeaders",2008
205,205,"Paul Stankowski",12,40.686,488.232,"FedExCupPointsperEventLeaders",2008
206,206,"Shaun Micheel",16,40.053,640.843,"FedExCupPointsperEventLeaders",2008
207,207,"Shigeki Maruyama",18,40.045,720.812,"FedExCupPointsperEventLeaders",2008
208,208,"Stephen Leaney",17,39.888,678.097,"FedExCupPointsperEventLeaders",2008
209,209,"Brett Wetterich",11,37.923,417.152,"FedExCupPointsperEventLeaders",2008
210,210,"Craig Parry",4,37.878,151.513,"FedExCupPointsperEventLeaders",2008
211,211,"Craig Barlow",15,37.796,566.938,"FedExCupPointsperEventLeaders",2008
212,212,"Robert Gamez",20,37.438,748.764,"FedExCupPointsperEventLeaders",2008
213,213,"Chad Collins",17,37.202,632.44,"FedExCupPointsperEventLeaders",2008
214,214,"Steve Allan",16,37.194,595.109,"FedExCupPointsperEventLeaders",2008
215,215,"Michael Bradley",9,35.627,320.643,"FedExCupPointsperEventLeaders",2008
216,216,"David Lutterus",16,35.397,566.359,"FedExCupPointsperEventLeaders",2008
217,217,"Tom Byrum",11,31.162,342.779,"FedExCupPointsperEventLeaders",2008
218,218,"Mathias Gronberg",23,31.087,715.005,"FedExCupPointsperEventLeaders",2008
219,219,"Todd Demsey",18,30.638,551.478,"FedExCupPointsperEventLeaders",2008
220,220,"Dicky Pride",11,29.295,322.25,"FedExCupPointsperEventLeaders",2008
221,221,"Jay Delsing",7,28.571,200,"FedExCupPointsperEventLeaders",2008
222,222,"Neal Lancaster",8,28.395,227.156,"FedExCupPointsperEventLeaders",2008
223,223,"Dennis Paulson",1,26.75,26.75,"FedExCupPointsperEventLeaders",2008
223,223,"Ted Schulz",1,26.75,26.75,"FedExCupPointsperEventLeaders",2008
225,225,"Paul Claxton",16,26.263,420.214,"FedExCupPointsperEventLeaders",2008
226,226,"Jim McGovern",19,25.687,488.05,"FedExCupPointsperEventLeaders",2008
227,227,"Mark Brooks",16,25.596,409.536,"FedExCupPointsperEventLeaders",2008
228,228,"Rick Fehr",1,24.75,24.75,"FedExCupPointsperEventLeaders",2008
230,230,"Kyle Thompson",19,24.284,461.404,"FedExCupPointsperEventLeaders",2008
231,231,"Paul Azinger",8,23.781,190.25,"FedExCupPointsperEventLeaders",2008
232,232,"Chris Stroud",22,22.67,498.732,"FedExCupPointsperEventLeaders",2008
233,233,"Olin Browne",23,22.407,515.372,"FedExCupPointsperEventLeaders",2008
234,234,"Jonathan Kaye",8,22.106,176.85,"FedExCupPointsperEventLeaders",2008
235,235,"Ronnie Black",2,21.955,43.909,"FedExCupPointsperEventLeaders",2008
236,236,"Kirk Triplett",4,21.764,87.054,"FedExCupPointsperEventLeaders",2008
237,237,"David Frost",3,21.45,64.35,"FedExCupPointsperEventLeaders",2008
238,238,"Joey Sindelar",4,19.902,79.609,"FedExCupPointsperEventLeaders",2008
239,239,"Tom Scherrer",14,19.095,267.333,"FedExCupPointsperEventLeaders",2008
240,240,"Jason Allred",16,17.88,286.081,"FedExCupPointsperEventLeaders",2008
241,241,"Gabriel Hjertstedt",3,17.417,52.25,"FedExCupPointsperEventLeaders",2008
241,241,"Andrew Magee",3,17.417,52.25,"FedExCupPointsperEventLeaders",2008
243,243,"John Morse",6,17.167,103,"FedExCupPointsperEventLeaders",2008
244,244,"Chris Smith",5,16.268,81.339,"FedExCupPointsperEventLeaders",2008
245,245,"Notah Begay III",6,13.722,82.333,"FedExCupPointsperEventLeaders",2008
246,246,"Brad Elder",16,13.275,212.393,"FedExCupPointsperEventLeaders",2008
247,247,"John Daly",15,12.133,182,"FedExCupPointsperEventLeaders",2008
248,248,"Len Mattiace",10,11.606,116.063,"FedExCupPointsperEventLeaders",2008
249,249,"Guy Boros",5,11.35,56.75,"FedExCupPointsperEventLeaders",2008
250,250,"Cody Freeman",19,11.241,213.571,"FedExCupPointsperEventLeaders",2008
251,251,"Grant Waite",5,10.45,52.25,"FedExCupPointsperEventLeaders",2008
252,252,"Mark OMeara",5,10.4,52,"FedExCupPointsperEventLeaders",2008
253,253,"David Duval",15,9.905,148.575,"FedExCupPointsperEventLeaders",2008
254,254,"Travis Perkins",17,8.951,152.159,"FedExCupPointsperEventLeaders",2008
255,255,"Ron Whittaker",16,8.757,140.104,"FedExCupPointsperEventLeaders",2008
256,256,"Spike McRoy",3,8.542,25.625,"FedExCupPointsperEventLeaders",2008
257,257,"JL Lewis",14,8.139,113.95,"FedExCupPointsperEventLeaders",2008
258,258,"Tommy Gainey",18,6.613,119.034,"FedExCupPointsperEventLeaders",2008
259,259,"Duffy Waldorf",4,6.563,26.25,"FedExCupPointsperEventLeaders",2008
260,260,"Skip Kendall",6,4.708,28.25,"FedExCupPointsperEventLeaders",2008
261,261,"Bob Burns",6,3.958,23.75,"FedExCupPointsperEventLeaders",2008
262,262,"Jim Gallagher Jr",6,3.917,23.5,"FedExCupPointsperEventLeaders",2008
