"FirstTeeEarlyPar4ScoringAverage_RANKTHISWEEK_2014","FirstTeeEarlyPar4ScoringAverage_RANKLASTWEEK_2014","FirstTeeEarlyPar4ScoringAverage_PLAYERNAME_2014","FirstTeeEarlyPar4ScoringAverage_ROUNDS_2014","FirstTeeEarlyPar4ScoringAverage_AVG_2014","FirstTeeEarlyPar4ScoringAverage_TOTALSTROKES_2014","FirstTeeEarlyPar4ScoringAverage_TOTALHOLES_2014","stat_name","year"
1,1,"Dustin Johnson",58,3.91,458,117,"FirstTeeEarlyPar4ScoringAverage",2014
1,1,"Adam Scott",68,3.91,348,89,"FirstTeeEarlyPar4ScoringAverage",2014
1,1,"Jimmy Walker",98,3.91,942,241,"FirstTeeEarlyPar4ScoringAverage",2014
4,4,"Henrik Stenson",56,3.93,428,109,"FirstTeeEarlyPar4ScoringAverage",2014
5,5,"Matt Kuchar",91,3.94,418,106,"FirstTeeEarlyPar4ScoringAverage",2014
6,6,"Justin Rose",70,3.95,601,152,"FirstTeeEarlyPar4ScoringAverage",2014
7,7,"Kevin Chappell",100,3.96,1330,336,"FirstTeeEarlyPar4ScoringAverage",2014
7,7,"Kevin Kisner",85,3.96,1066,269,"FirstTeeEarlyPar4ScoringAverage",2014
7,7,"Brooks Koepka",56,3.96,923,233,"FirstTeeEarlyPar4ScoringAverage",2014
7,7,"Rory McIlroy",66,3.96,412,104,"FirstTeeEarlyPar4ScoringAverage",2014
11,11,"Danny Lee",84,3.97,993,250,"FirstTeeEarlyPar4ScoringAverage",2014
11,11,"Andrew Loupe",65,3.97,730,184,"FirstTeeEarlyPar4ScoringAverage",2014
11,11,"Ryan Palmer",85,3.97,890,224,"FirstTeeEarlyPar4ScoringAverage",2014
14,14,"Chris Kirk",105,3.98,1430,359,"FirstTeeEarlyPar4ScoringAverage",2014
14,14,"Russell Knox",92,3.98,1397,351,"FirstTeeEarlyPar4ScoringAverage",2014
14,14,"Phil Mickelson",71,3.98,808,203,"FirstTeeEarlyPar4ScoringAverage",2014
14,14,"Michael Thompson",74,3.98,1113,280,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Keegan Bradley",89,3.99,809,203,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Erik Compton",88,3.99,825,207,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Harris English",95,3.99,1218,305,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Brad Fritsch",50,3.99,559,140,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Sergio Garcia",61,3.99,614,154,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Luke Guthrie",85,3.99,1050,263,"FirstTeeEarlyPar4ScoringAverage",2014
18,18,"Kevin Na",94,3.99,1168,293,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"Retief Goosen",94,4,1363,341,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"JB Holmes",86,4,869,217,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"Charles Howell III",106,4,1782,446,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"Ryan Moore",86,4,983,246,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"Jeff Overton",80,4,1323,331,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"Brendan Steele",89,4,1316,329,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"Daniel Summerhays",98,4,1309,327,"FirstTeeEarlyPar4ScoringAverage",2014
25,25,"David Toms",64,4,664,166,"FirstTeeEarlyPar4ScoringAverage",2014
33,33,"Sangmoon Bae",76,4.01,1275,318,"FirstTeeEarlyPar4ScoringAverage",2014
