"TotalEagles_RANKTHISWEEK_2009","TotalEagles_RANKLASTWEEK_2009","TotalEagles_PLAYERNAME_2009","TotalEagles_ROUNDS_2009","TotalEagles_TOTAL_2009","stat_name","year"
1,1,"Bubba Watson",73,17,"TotalEagles",2009
2,2,"Retief Goosen",74,16,"TotalEagles",2009
3,3,"John Senden",100,15,"TotalEagles",2009
4,4,"Zach Johnson",94,14,"TotalEagles",2009
5,5,"Charley Hoffman",97,13,"TotalEagles",2009
5,5,"Dustin Johnson",85,13,"TotalEagles",2009
5,5,"Chris Stroud",88,13,"TotalEagles",2009
8,8,"Robert Garrigus",83,12,"TotalEagles",2009
8,8,"Pat Perez",74,12,"TotalEagles",2009
8,8,"Chris Riley",77,12,"TotalEagles",2009
8,8,"Kevin Stadler",65,12,"TotalEagles",2009
8,8,"Jimmy Walker",74,12,"TotalEagles",2009
8,8,"Nick Watney",86,12,"TotalEagles",2009
14,14,"Jonathan Byrd",89,11,"TotalEagles",2009
14,14,"Ben Crane",93,11,"TotalEagles",2009
14,14,"Harrison Frazar",93,11,"TotalEagles",2009
14,14,"JJ Henry",97,11,"TotalEagles",2009
14,14,"Michael Letzig",96,11,"TotalEagles",2009
14,14,"Bill Lunde",83,11,"TotalEagles",2009
14,14,"Nicholas Thompson",96,11,"TotalEagles",2009
14,14,"DJ Trahan",96,11,"TotalEagles",2009
22,22,"Cameron Beckman",87,10,"TotalEagles",2009
22,22,"Daniel Chopra",89,10,"TotalEagles",2009
22,22,"Martin Laird",72,10,"TotalEagles",2009
22,22,"Davis Love III",89,10,"TotalEagles",2009
22,22,"John Mallinger",90,10,"TotalEagles",2009
22,22,"Troy Matteson",95,10,"TotalEagles",2009
22,22,"Phil Mickelson",66,10,"TotalEagles",2009
22,22,"Kevin Na",91,10,"TotalEagles",2009
22,22,"Tag Ridings",50,10,"TotalEagles",2009
22,22,"John Rollins",92,10,"TotalEagles",2009
22,22,"Webb Simpson",94,10,"TotalEagles",2009
22,22,"Camilo Villegas",76,10,"TotalEagles",2009
22,22,"Mike Weir",85,10,"TotalEagles",2009
22,22,"Tiger Woods",64,10,"TotalEagles",2009
22,22,"YE Yang",83,10,"TotalEagles",2009
37,37,"Aaron Baddeley",66,9,"TotalEagles",2009
37,37,"Rich Beem",77,9,"TotalEagles",2009
37,37,"Chad Campbell",90,9,"TotalEagles",2009
37,37,"Steve Elkington",70,9,"TotalEagles",2009
37,37,"Bill Haas",91,9,"TotalEagles",2009
37,37,"Marc Leishman",91,9,"TotalEagles",2009
37,37,"John Merrick",91,9,"TotalEagles",2009
37,37,"Greg Owen",97,9,"TotalEagles",2009
37,37,"Brett Quigley",92,9,"TotalEagles",2009
37,37,"Johnson Wagner",81,9,"TotalEagles",2009
47,47,"Brad Adamonis",70,8,"TotalEagles",2009
47,47,"Robert Allenby",71,8,"TotalEagles",2009
47,47,"Briny Baird",89,8,"TotalEagles",2009
47,47,"Matt Bettencourt",98,8,"TotalEagles",2009
47,47,"Stewart Cink",79,8,"TotalEagles",2009
47,47,"Ken Duke",87,8,"TotalEagles",2009
47,47,"Bob Estes",78,8,"TotalEagles",2009
47,47,"Sergio Garcia",59,8,"TotalEagles",2009
47,47,"Tim Herron",87,8,"TotalEagles",2009
47,47,"Matt Jones",56,8,"TotalEagles",2009
47,47,"Jeff Overton",92,8,"TotalEagles",2009
47,47,"Ryan Palmer",78,8,"TotalEagles",2009
47,47,"Carl Pettersson",86,8,"TotalEagles",2009
47,47,"DA Points",99,8,"TotalEagles",2009
47,47,"Ted Purdy",101,8,"TotalEagles",2009
47,47,"Andres Romero",58,8,"TotalEagles",2009
47,47,"Heath Slocum",95,8,"TotalEagles",2009
47,47,"Kevin Streelman",97,8,"TotalEagles",2009
47,47,"Kevin Sutherland",96,8,"TotalEagles",2009
47,47,"David Toms",98,8,"TotalEagles",2009
47,47,"Bo Van Pelt",100,8,"TotalEagles",2009
47,47,"Matt Weibring",65,8,"TotalEagles",2009
47,47,"Charlie Wi",92,8,"TotalEagles",2009
70,70,"Jason Day",61,7,"TotalEagles",2009
70,70,"Ernie Els",70,7,"TotalEagles",2009
70,70,"Todd Hamilton",83,7,"TotalEagles",2009
70,70,"Steve Marino",98,7,"TotalEagles",2009
70,70,"George McNeill",82,7,"TotalEagles",2009
70,70,"Rocco Mediate",79,7,"TotalEagles",2009
70,70,"James Nitties",86,7,"TotalEagles",2009
70,70,"Sean OHair",80,7,"TotalEagles",2009
70,70,"Nick OHern",90,7,"TotalEagles",2009
70,70,"Rory Sabbatini",81,7,"TotalEagles",2009
70,70,"Vaughn Taylor",88,7,"TotalEagles",2009
70,70,"Peter Tomasulo",61,7,"TotalEagles",2009
70,70,"Scott Verplank",88,7,"TotalEagles",2009
83,83,"Michael Allen",73,6,"TotalEagles",2009
83,83,"Stephen Ames",77,6,"TotalEagles",2009
83,83,"Ricky Barnes",67,6,"TotalEagles",2009
83,83,"Jason Bohn",88,6,"TotalEagles",2009
83,83,"Tim Clark",81,6,"TotalEagles",2009
83,83,"Jason Dufner",90,6,"TotalEagles",2009
83,83,"Derek Fathauer",63,6,"TotalEagles",2009
83,83,"Steve Flesch",77,6,"TotalEagles",2009
83,83,"Mathew Goggin",76,6,"TotalEagles",2009
83,83,"Paul Goydos",79,6,"TotalEagles",2009
83,83,"Anthony Kim",76,6,"TotalEagles",2009
83,83,"Steve Lowery",83,6,"TotalEagles",2009
83,83,"Billy Mayfair",83,6,"TotalEagles",2009
83,83,"Scott McCarron",91,6,"TotalEagles",2009
83,83,"Joe Ogilvie",85,6,"TotalEagles",2009
83,83,"Leif Olson",51,6,"TotalEagles",2009
83,83,"Tom Pernice Jr",82,6,"TotalEagles",2009
83,83,"Kenny Perry",92,6,"TotalEagles",2009
83,83,"Scott Piercy",85,6,"TotalEagles",2009
83,83,"Chez Reavie",81,6,"TotalEagles",2009
83,83,"Steve Stricker",81,6,"TotalEagles",2009
83,83,"Mark Wilson",99,6,"TotalEagles",2009
83,83,"Casey Wittenberg",71,6,"TotalEagles",2009
106,106,"Woody Austin",84,5,"TotalEagles",2009
106,106,"Kris Blanks",60,5,"TotalEagles",2009
106,106,"Greg Chalmers",85,5,"TotalEagles",2009
106,106,"Fred Couples",54,5,"TotalEagles",2009
106,106,"Brian Davis",103,5,"TotalEagles",2009
106,106,"Chris DiMarco",97,5,"TotalEagles",2009
106,106,"David Duval",56,5,"TotalEagles",2009
106,106,"Jim Furyk",86,5,"TotalEagles",2009
106,106,"Jason Gore",74,5,"TotalEagles",2009
106,106,"Padraig Harrington",66,5,"TotalEagles",2009
106,106,"Jerry Kelly",90,5,"TotalEagles",2009
106,106,"Justin Leonard",95,5,"TotalEagles",2009
106,106,"Jarrod Lyle",65,5,"TotalEagles",2009
106,106,"Bryce Molder",69,5,"TotalEagles",2009
106,106,"Rod Pampling",72,5,"TotalEagles",2009
106,106,"Corey Pavin",73,5,"TotalEagles",2009
106,106,"Aron Price",89,5,"TotalEagles",2009
106,106,"Justin Rose",71,5,"TotalEagles",2009
106,106,"Vijay Singh",71,5,"TotalEagles",2009
106,106,"Brandt Snedeker",81,5,"TotalEagles",2009
106,106,"Kirk Triplett",60,5,"TotalEagles",2009
106,106,"Brian Vranesh",51,5,"TotalEagles",2009
106,106,"Charles Warren",63,5,"TotalEagles",2009
129,129,"Alex Cejka",82,4,"TotalEagles",2009
129,129,"Glen Day",79,4,"TotalEagles",2009
129,129,"Nathan Green",104,4,"TotalEagles",2009
129,129,"JB Holmes",74,4,"TotalEagles",2009
129,129,"Lee Janzen",74,4,"TotalEagles",2009
129,129,"Kent Jones",73,4,"TotalEagles",2009
129,129,"Colt Knost",71,4,"TotalEagles",2009
129,129,"Matt Kuchar",82,4,"TotalEagles",2009
129,129,"Peter Lonard",86,4,"TotalEagles",2009
129,129,"Hunter Mahan",94,4,"TotalEagles",2009
129,129,"David Mathis",82,4,"TotalEagles",2009
129,129,"Ryan Moore",89,4,"TotalEagles",2009
129,129,"Geoff Ogilvy",78,4,"TotalEagles",2009
129,129,"Tim Petrovic",97,4,"TotalEagles",2009
129,129,"Jeff Quinney",78,4,"TotalEagles",2009
129,129,"Darron Stiles",52,4,"TotalEagles",2009
129,129,"Boo Weekley",79,4,"TotalEagles",2009
129,129,"Jay Williamson",69,4,"TotalEagles",2009
129,129,"Dean Wilson",81,4,"TotalEagles",2009
148,148,"Tommy Armour III",58,3,"TotalEagles",2009
148,148,"Eric Axley",71,3,"TotalEagles",2009
148,148,"Mark Brooks",55,3,"TotalEagles",2009
148,148,"Ben Curtis",63,3,"TotalEagles",2009
148,148,"Charles Howell III",99,3,"TotalEagles",2009
148,148,"Ryuji Imada",85,3,"TotalEagles",2009
148,148,"Jeff Klauk",97,3,"TotalEagles",2009
148,148,"Spencer Levin",75,3,"TotalEagles",2009
148,148,"Jeff Maggert",79,3,"TotalEagles",2009
148,148,"Parker McLachlin",71,3,"TotalEagles",2009
148,148,"Rick Price",54,3,"TotalEagles",2009
148,148,"Adam Scott",53,3,"TotalEagles",2009
148,148,"Patrick Sheehan",51,3,"TotalEagles",2009
148,148,"Brendon Todd",53,3,"TotalEagles",2009
162,162,"Stuart Appleby",79,2,"TotalEagles",2009
162,162,"Brian Bateman",55,2,"TotalEagles",2009
162,162,"Bart Bryant",58,2,"TotalEagles",2009
162,162,"Angel Cabrera",55,2,"TotalEagles",2009
162,162,"Mark Calcavecchia",72,2,"TotalEagles",2009
162,162,"Brendon de Jonge",90,2,"TotalEagles",2009
162,162,"Luke Donald",79,2,"TotalEagles",2009
162,162,"Joe Durant",62,2,"TotalEagles",2009
162,162,"Brad Faxon",59,2,"TotalEagles",2009
162,162,"Lucas Glover",93,2,"TotalEagles",2009
162,162,"Richard Johnson",85,2,"TotalEagles",2009
162,162,"Cliff Kresge",78,2,"TotalEagles",2009
162,162,"Will Ma Kenzie",69,2,"TotalEagles",2009
162,162,"Ian Poulter",59,2,"TotalEagles",2009
162,162,"Marc Turnesa",77,2,"TotalEagles",2009
162,162,"Gary Woodland",53,2,"TotalEagles",2009
178,178,"KJ Choi",65,1,"TotalEagles",2009
178,178,"Brian Gay",96,1,"TotalEagles",2009
178,178,"Bob Heintz",59,1,"TotalEagles",2009
178,178,"Tom Lehman",55,1,"TotalEagles",2009
178,178,"Scott Sterling",51,1,"TotalEagles",2009
183,183,"Freddie Jacobson",83,NA,"TotalEagles",2009
183,183,"Greg Kraft",51,NA,"TotalEagles",2009
