"Approach_RANKTHISWEEK_2011","Approach_RANKLASTWEEK_2011","Approach_PLAYERNAME_2011","Approach_ROUNDS_2011","Approach_AVGRTP_2011","stat_name","year"
56,56,"Boo Weekley",66,-0.142,"Approach",2011
57,57,"Jimmy Walker",79,-0.14,"Approach",2011
58,58,"Kent Jones",76,-0.139,"Approach",2011
59,59,"Chad Campbell",99,-0.137,"Approach",2011
59,59,"Steve Flesch",88,-0.137,"Approach",2011
61,61,"David Duval",67,-0.136,"Approach",2011
62,62,"Marc Leishman",87,-0.134,"Approach",2011
63,63,"Michael Connell",76,-0.13,"Approach",2011
63,63,"Pat Perez",76,-0.13,"Approach",2011
65,65,"James Driscoll",71,-0.129,"Approach",2011
65,65,"Johnson Wagner",81,-0.129,"Approach",2011
67,67,"Joe Ogilvie",75,-0.128,"Approach",2011
67,67,"Justin Rose",79,-0.128,"Approach",2011
67,67,"Adam Scott",60,-0.128,"Approach",2011
70,70,"Kris Blanks",92,-0.127,"Approach",2011
71,71,"Jim Furyk",87,-0.126,"Approach",2011
72,72,"Nick OHern",89,-0.124,"Approach",2011
73,73,"Steve Marino",76,-0.123,"Approach",2011
74,74,"Geoff Ogilvy",69,-0.122,"Approach",2011
75,75,"Arjun Atwal",91,-0.121,"Approach",2011
76,76,"Vaughn Taylor",89,-0.119,"Approach",2011
77,77,"Scott Stallings",84,-0.118,"Approach",2011
78,78,"Jason Day",76,-0.117,"Approach",2011
78,78,"Rod Pampling",72,-0.117,"Approach",2011
78,78,"Carl Pettersson",95,-0.117,"Approach",2011
78,78,"Chez Reavie",92,-0.117,"Approach",2011
82,82,"Jonathan Byrd",83,-0.114,"Approach",2011
83,83,"Bill Lunde",92,-0.113,"Approach",2011
83,83,"Martin Piller",63,-0.113,"Approach",2011
85,85,"Paul Goydos",81,-0.112,"Approach",2011
85,85,"Sung Kang",63,-0.112,"Approach",2011
87,87,"Garrett Willis",71,-0.11,"Approach",2011
88,88,"Ryuji Imada",83,-0.109,"Approach",2011
88,88,"Martin Laird",77,-0.109,"Approach",2011
90,90,"Paul Stankowski",78,-0.107,"Approach",2011
91,91,"Rocco Mediate",53,-0.105,"Approach",2011
92,92,"Padraig Harrington",60,-0.103,"Approach",2011
92,92,"Alex Prugh",82,-0.103,"Approach",2011
94,94,"Tag Ridings",87,-0.102,"Approach",2011
95,95,"Hunter Haas",96,-0.1,"Approach",2011
96,96,"Lucas Glover",74,-0.099,"Approach",2011
97,97,"Cameron Beckman",71,-0.098,"Approach",2011
98,98,"Michael Thompson",79,-0.095,"Approach",2011
98,98,"Cameron Tringale",110,-0.095,"Approach",2011
98,98,"Gary Woodland",93,-0.095,"Approach",2011
101,101,"William McGirt",103,-0.094,"Approach",2011
102,102,"Tommy Gainey",104,-0.093,"Approach",2011
103,103,"Stephen Ames",69,-0.092,"Approach",2011
103,103,"Matt Jones",71,-0.092,"Approach",2011
105,105,"DA Points",89,-0.091,"Approach",2011
105,105,"Chris Stroud",88,-0.091,"Approach",2011
105,105,"Charlie Wi",83,-0.091,"Approach",2011
108,108,"Chris Couch",73,-0.089,"Approach",2011
109,109,"Kevin Kisner",70,-0.088,"Approach",2011
110,110,"Shane Bertsch",62,-0.087,"Approach",2011
110,110,"Ian Poulter",52,-0.087,"Approach",2011
112,112,"Harrison Frazar",58,-0.086,"Approach",2011
113,113,"Aron Price",58,-0.085,"Approach",2011
114,114,"Freddie Jacobson",92,-0.084,"Approach",2011
115,115,"Ben Curtis",66,-0.081,"Approach",2011
116,116,"John Senden",94,-0.08,"Approach",2011
117,117,"Kevin Na",84,-0.079,"Approach",2011
117,117,"John Rollins",85,-0.079,"Approach",2011
119,119,"Alex Cejka",59,-0.078,"Approach",2011
119,119,"Steve Elkington",50,-0.078,"Approach",2011
119,119,"Billy Horschel",75,-0.078,"Approach",2011
122,122,"Brendon de Jonge",105,-0.077,"Approach",2011
123,123,"Joe Durant",71,-0.076,"Approach",2011
123,123,"JB Holmes",57,-0.076,"Approach",2011
125,125,"Lee Janzen",62,-0.074,"Approach",2011
125,125,"Josh Teater",104,-0.074,"Approach",2011
127,127,"Brandt Jobe",100,-0.072,"Approach",2011
127,127,"Ryan Moore",79,-0.072,"Approach",2011
129,129,"Steven Bowditch",86,-0.071,"Approach",2011
129,129,"Tim Petrovic",88,-0.071,"Approach",2011
131,131,"Justin Leonard",82,-0.07,"Approach",2011
132,132,"Matt Bettencourt",84,-0.069,"Approach",2011
133,133,"Ernie Els",71,-0.068,"Approach",2011
133,133,"Jeff Overton",92,-0.068,"Approach",2011
135,135,"Joseph Bramlett",73,-0.067,"Approach",2011
135,135,"Scott McCarron",65,-0.067,"Approach",2011
135,135,"Jim Renner",65,-0.067,"Approach",2011
138,138,"Scott Gutschewski",67,-0.066,"Approach",2011
139,139,"Billy Mayfair",94,-0.065,"Approach",2011
140,140,"Rickie Fowler",84,-0.063,"Approach",2011
140,140,"Nate Smith",66,-0.063,"Approach",2011
142,142,"JJ Henry",96,-0.062,"Approach",2011
142,142,"Robert Karlsson",61,-0.062,"Approach",2011
144,144,"Andres Gonzales",60,-0.061,"Approach",2011
145,145,"Tim Herron",85,-0.06,"Approach",2011
145,145,"Shaun Micheel",77,-0.06,"Approach",2011
147,147,"Michael Bradley",74,-0.059,"Approach",2011
148,148,"Kevin Chappell",78,-0.057,"Approach",2011
148,148,"Chris Riley",76,-0.057,"Approach",2011
150,150,"Sean OHair",71,-0.055,"Approach",2011
151,151,"Tom Gillis",55,-0.054,"Approach",2011
152,152,"Angel Cabrera",50,-0.052,"Approach",2011
152,152,"Nathan Green",81,-0.052,"Approach",2011
154,154,"Will Strickler",51,-0.051,"Approach",2011
155,155,"Vijay Singh",79,-0.05,"Approach",2011
156,156,"Charl Schwartzel",58,-0.048,"Approach",2011
157,157,"Daniel Summerhays",75,-0.047,"Approach",2011
158,158,"Justin Hicks",60,-0.046,"Approach",2011
159,159,"DJ Trahan",91,-0.044,"Approach",2011
160,160,"Troy Merritt",63,-0.043,"Approach",2011
160,160,"Kevin Stadler",88,-0.043,"Approach",2011
162,162,"Rich Beem",53,-0.038,"Approach",2011
162,162,"Keegan Bradley",91,-0.038,"Approach",2011
164,164,"Bobby Gates",82,-0.032,"Approach",2011
164,164,"Michael Putnam",67,-0.032,"Approach",2011
166,166,"John Merrick",71,-0.03,"Approach",2011
167,167,"George McNeill",69,-0.029,"Approach",2011
168,168,"Alexandre Rocha",65,-0.023,"Approach",2011
168,168,"Jhonattan Vegas",84,-0.023,"Approach",2011
170,170,"Marc Turnesa",54,-0.017,"Approach",2011
171,171,"Ricky Barnes",78,-0.013,"Approach",2011
172,172,"Sergio Garcia",61,-0.011,"Approach",2011
173,173,"YE Yang",63,-0.01,"Approach",2011
174,174,"Ryan Palmer",82,-0.008,"Approach",2011
175,175,"Trevor Immelman",84,0,"Approach",2011
175,175,"Colt Knost",80,0,"Approach",2011
175,175,"David Mathis",83,0,"Approach",2011
175,175,"Matt McQuillan",59,0,"Approach",2011
179,179,"Jarrod Lyle",83,0.005,"Approach",2011
180,180,"Richard Johnson",64,0.007,"Approach",2011
181,181,"Stuart Appleby",65,0.013,"Approach",2011
182,182,"Bio Kim",71,0.019,"Approach",2011
183,183,"Derek Lamely",65,0.02,"Approach",2011
184,184,"DJ Brigman",67,0.041,"Approach",2011
185,185,"Zack Miller",86,0.071,"Approach",2011
186,186,"Retief Goosen",50,0.089,"Approach",2011
