"Approach_RANKTHISWEEK_2011","Approach_RANKLASTWEEK_2011","Approach_PLAYERNAME_2011","Approach_ROUNDS_2011","Approach_AVGRTP_2011","stat_name","year"
1,1,"Luke Donald",73,-0.288,"Approach",2011
2,2,"Greg Chalmers",88,-0.283,"Approach",2011
3,3,"Charley Hoffman",93,-0.267,"Approach",2011
4,4,"Webb Simpson",98,-0.262,"Approach",2011
5,5,"Brian Davis",105,-0.252,"Approach",2011
6,6,"Woody Austin",59,-0.248,"Approach",2011
6,6,"Phil Mickelson",79,-0.248,"Approach",2011
8,8,"Aaron Baddeley",77,-0.241,"Approach",2011
9,9,"Chris Kirk",87,-0.232,"Approach",2011
10,10,"Nick Watney",80,-0.231,"Approach",2011
11,11,"Robert Garrigus",83,-0.223,"Approach",2011
12,12,"Mark Wilson",89,-0.217,"Approach",2011
13,13,"Dean Wilson",62,-0.21,"Approach",2011
14,14,"Zach Johnson",79,-0.206,"Approach",2011
15,15,"Hunter Mahan",92,-0.203,"Approach",2011
16,16,"Ben Martin",74,-0.201,"Approach",2011
17,17,"Steve Stricker",70,-0.2,"Approach",2011
18,18,"Bryce Molder",82,-0.198,"Approach",2011
19,19,"KJ Choi",77,-0.196,"Approach",2011
19,19,"Scott Piercy",78,-0.196,"Approach",2011
21,21,"JP Hayes",56,-0.195,"Approach",2011
21,21,"Jerry Kelly",85,-0.195,"Approach",2011
23,23,"Davis Love III",70,-0.194,"Approach",2011
24,24,"Charles Howell III",108,-0.191,"Approach",2011
25,25,"Chris DiMarco",93,-0.188,"Approach",2011
25,25,"David Hearn",88,-0.188,"Approach",2011
27,27,"Matt Kuchar",94,-0.186,"Approach",2011
28,28,"Fabian Gomez",84,-0.185,"Approach",2011
29,29,"Brian Gay",90,-0.184,"Approach",2011
30,30,"Graeme McDowell",50,-0.176,"Approach",2011
31,31,"Blake Adams",116,-0.175,"Approach",2011
32,32,"Robert Allenby",84,-0.174,"Approach",2011
32,32,"Kevin Streelman",90,-0.174,"Approach",2011
34,34,"David Toms",78,-0.173,"Approach",2011
35,35,"Spencer Levin",113,-0.171,"Approach",2011
35,35,"Brendan Steele",89,-0.171,"Approach",2011
37,37,"Heath Slocum",89,-0.168,"Approach",2011
38,38,"Briny Baird",60,-0.167,"Approach",2011
39,39,"Stewart Cink",72,-0.164,"Approach",2011
39,39,"Ben Crane",76,-0.164,"Approach",2011
41,41,"Jason Bohn",74,-0.161,"Approach",2011
41,41,"Troy Matteson",91,-0.161,"Approach",2011
43,43,"Brandt Snedeker",85,-0.159,"Approach",2011
43,43,"Camilo Villegas",69,-0.159,"Approach",2011
45,45,"Bill Haas",93,-0.157,"Approach",2011
45,45,"Anthony Kim",72,-0.157,"Approach",2011
47,47,"Rory Sabbatini",85,-0.155,"Approach",2011
48,48,"Bo Van Pelt",92,-0.154,"Approach",2011
49,49,"Jim Herman",69,-0.153,"Approach",2011
50,50,"Kyle Stanley",98,-0.152,"Approach",2011
50,50,"Roland Thatcher",67,-0.152,"Approach",2011
50,50,"Bubba Watson",85,-0.152,"Approach",2011
53,53,"Andres Romero",77,-0.149,"Approach",2011
54,54,"Dustin Johnson",72,-0.147,"Approach",2011
55,55,"Jason Dufner",78,-0.146,"Approach",2011
