"ConsecutiveCuts_RANKTHISWEEK_2006","ConsecutiveCuts_RANKLASTWEEK_2006","ConsecutiveCuts_PLAYERNAME_2006","ConsecutiveCuts__2006","ConsecutiveCuts_TOTAL_2006","ConsecutiveCuts_STARTTOURNAMENTID_2006","stat_name","year"
20,20,"Brett Wetterich",NA,6,2006370,"ConsecutiveCuts",2006
29,29,"Sergio Garcia",NA,5,2006310,"ConsecutiveCuts",2006
29,29,"Hunter Haas",NA,5,2005400,"ConsecutiveCuts",2006
29,29,"David Howell",NA,5,2006340,"ConsecutiveCuts",2006
29,29,"Miguel Angel Jimenez",NA,5,2006150,"ConsecutiveCuts",2006
29,29,"Zach Johnson",NA,5,2006370,"ConsecutiveCuts",2006
29,29,"Robert Karlsson",NA,5,2006310,"ConsecutiveCuts",2006
29,29,"Wayne Levi",NA,5,2001300,"ConsecutiveCuts",2006
29,29,"Frank Lickliter II",NA,5,2006410,"ConsecutiveCuts",2006
29,29,"Troy Matteson",NA,5,2006430,"ConsecutiveCuts",2006
29,29,"Graeme McDowell",NA,5,2006240,"ConsecutiveCuts",2006
29,29,"Arron Oberholser",NA,5,2006370,"ConsecutiveCuts",2006
29,29,"Tim Petrovic",NA,5,2006430,"ConsecutiveCuts",2006
29,29,"Tag Ridings",NA,5,2006430,"ConsecutiveCuts",2006
29,29,"John Rollins",NA,5,2006410,"ConsecutiveCuts",2006
29,29,"Henrik Stenson",NA,5,2006250,"ConsecutiveCuts",2006
29,29,"Steve Stricker",NA,5,2006350,"ConsecutiveCuts",2006
29,29,"Dean Wilson",NA,5,2006410,"ConsecutiveCuts",2006
29,29,"Mark Wilson",NA,5,2006400,"ConsecutiveCuts",2006
47,47,"Michael Allen",NA,4,2006430,"ConsecutiveCuts",2006
47,47,"Woody Austin",NA,4,2006430,"ConsecutiveCuts",2006
47,47,"Henrik Bjornstad",NA,4,2006430,"ConsecutiveCuts",2006
47,47,"Jonathan Byrd",NA,4,2006450,"ConsecutiveCuts",2006
47,47,"Chad Campbell",NA,4,2006440,"ConsecutiveCuts",2006
47,47,"Ken Duke",NA,4,2004460,"ConsecutiveCuts",2006
47,47,"Stephen Gangluff",NA,4,2002490,"ConsecutiveCuts",2006
47,47,"Jay Haas",NA,4,2006190,"ConsecutiveCuts",2006
47,47,"Steve Lowery",NA,4,2006430,"ConsecutiveCuts",2006
47,47,"Rod Pampling",NA,4,2006370,"ConsecutiveCuts",2006
47,47,"Chris Smith",NA,4,2006400,"ConsecutiveCuts",2006
47,47,"Mike Sposa",NA,4,2006410,"ConsecutiveCuts",2006
47,47,"Scott Verplank",NA,4,2006440,"ConsecutiveCuts",2006
47,47,"Lee Westwood",NA,4,2006310,"ConsecutiveCuts",2006
61,61,"Briny Baird",NA,3,2006400,"ConsecutiveCuts",2006
61,61,"Ryan Dillon",NA,3,2001420,"ConsecutiveCuts",2006
61,61,"Simon Dyson",NA,3,2005300,"ConsecutiveCuts",2006
61,61,"David Frost",NA,3,2006320,"ConsecutiveCuts",2006
61,61,"Bill Haas",NA,3,2006460,"ConsecutiveCuts",2006
61,61,"Bob Heintz",NA,3,2005460,"ConsecutiveCuts",2006
61,61,"Mikko Ilonen",NA,3,2001310,"ConsecutiveCuts",2006
61,61,"Lee Janzen",NA,3,2006460,"ConsecutiveCuts",2006
61,61,"Richard Johnson",NA,3,2006450,"ConsecutiveCuts",2006
61,61,"Soren Kjeldsen",NA,3,2003430,"ConsecutiveCuts",2006
61,61,"Greg Kraft",NA,3,2006450,"ConsecutiveCuts",2006
61,61,"Spencer Levin",NA,3,2005350,"ConsecutiveCuts",2006
61,61,"Jonathan Lomas",NA,3,1995290,"ConsecutiveCuts",2006
61,61,"Casey Martin",NA,3,2004050,"ConsecutiveCuts",2006
61,61,"Shigeki Maruyama",NA,3,2006460,"ConsecutiveCuts",2006
61,61,"Nick OHern",NA,3,2006370,"ConsecutiveCuts",2006
61,61,"Jose Maria Olazabal",NA,3,2006350,"ConsecutiveCuts",2006
61,61,"Scott Piercy",NA,3,2006360,"ConsecutiveCuts",2006
61,61,"Ian Poulter",NA,3,2006350,"ConsecutiveCuts",2006
61,61,"Bob Shearer",NA,3,1984320,"ConsecutiveCuts",2006
61,61,"Mike Small",NA,3,2006360,"ConsecutiveCuts",2006
61,61,"Vaughn Taylor",NA,3,2006450,"ConsecutiveCuts",2006
83,83,"Steve Allan",NA,2,2005480,"ConsecutiveCuts",2006
83,83,"Cameron Beckman",NA,2,2006410,"ConsecutiveCuts",2006
83,83,"John Bickerton",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Thomas Bjorn",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Justin Bolli",NA,2,2005430,"ConsecutiveCuts",2006
83,83,"Jaxon Brigman",NA,2,2005200,"ConsecutiveCuts",2006
83,83,"Angel Cabrera",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Mark Calcavecchia",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Michael Campbell",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Paul Casey",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Brandel Chamblee",NA,2,2003450,"ConsecutiveCuts",2006
83,83,"Neil Cheetham",NA,2,2001310,"ConsecutiveCuts",2006
83,83,"Fred Couples",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Ben Crenshaw",NA,2,2006150,"ConsecutiveCuts",2006
83,83,"Bubba Dickerson",NA,2,2006460,"ConsecutiveCuts",2006
83,83,"Johan Edfors",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Peter Hanson",NA,2,2005300,"ConsecutiveCuts",2006
83,83,"Padraig Harrington",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Kazuhiko Hosokawa",NA,2,2001220,"ConsecutiveCuts",2006
83,83,"Ryan Howison",NA,2,2000455,"ConsecutiveCuts",2006
83,83,"Brandt Jobe",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Kevin Johnson",NA,2,2002300,"ConsecutiveCuts",2006
83,83,"Anthony Kim",NA,2,2006410,"ConsecutiveCuts",2006
83,83,"Franklin Langham",NA,2,2005485,"ConsecutiveCuts",2006
83,83,"Stephen Leaney",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Blaine McCallister",NA,2,2006410,"ConsecutiveCuts",2006
83,83,"Parker McLachlin",NA,2,2006020,"ConsecutiveCuts",2006
83,83,"Mac McLendon",NA,2,1980430,"ConsecutiveCuts",2006
83,83,"Phil Mickelson",NA,2,2006350,"ConsecutiveCuts",2006
83,83,"Larry Mize",NA,2,2006410,"ConsecutiveCuts",2006
83,83,"Jack Newton",NA,2,1982420,"ConsecutiveCuts",2006
83,83,"Ryan Palmer",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Brenden Pappas",NA,2,2005400,"ConsecutiveCuts",2006
83,83,"Jesper Parnevik",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Tom Pernice Jr",NA,2,2006480,"ConsecutiveCuts",2006
83,83,"Michael Putnam",NA,2,2005400,"ConsecutiveCuts",2006
83,83,"Loren Roberts",NA,2,2006160,"ConsecutiveCuts",2006
83,83,"Robert Rock",NA,2,2005300,"ConsecutiveCuts",2006
83,83,"Justin Rose",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Marco Ruiz",NA,2,2003300,"ConsecutiveCuts",2006
83,83,"John Schroeder",NA,2,1995300,"ConsecutiveCuts",2006
83,83,"Charl Schwartzel",NA,2,2006370,"ConsecutiveCuts",2006
83,83,"Heath Slocum",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Bob Smith",NA,2,1985280,"ConsecutiveCuts",2006
83,83,"Hideto Tanihara",NA,2,2006310,"ConsecutiveCuts",2006
83,83,"Roland Thatcher",NA,2,2005485,"ConsecutiveCuts",2006
83,83,"Nicholas Thompson",NA,2,2006460,"ConsecutiveCuts",2006
83,83,"Nick Watney",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Brian Watts",NA,2,2005330,"ConsecutiveCuts",2006
83,83,"Steve Webster",NA,2,2005300,"ConsecutiveCuts",2006
83,83,"DA Weibring",NA,2,2003160,"ConsecutiveCuts",2006
83,83,"Mike Weir",NA,2,2006470,"ConsecutiveCuts",2006
83,83,"Ron Whittaker",NA,2,2006460,"ConsecutiveCuts",2006
83,83,"Thaworn Wiratchant",NA,2,2006310,"ConsecutiveCuts",2006
83,83,"Casey Wittenberg",NA,2,2005485,"ConsecutiveCuts",2006
83,83,"YE Yang",NA,2,2005340,"ConsecutiveCuts",2006
83,83,"Don Yrene",NA,2,2006080,"ConsecutiveCuts",2006
