"Approachesfrom200yardsRgh_RANKTHISWEEK_2015","Approachesfrom200yardsRgh_RANKLASTWEEK_2015","Approachesfrom200yardsRgh_PLAYERNAME_2015","Approachesfrom200yardsRgh_ROUNDS_2015","Approachesfrom200yardsRgh_AVG_2015","Approachesfrom200yardsRgh_TOTALDISTANCEFEET_2015","Approachesfrom200yardsRgh_OFATTEMPTS_2015","Approachesfrom200yardsRgh_RELATIVETOPAR_2015","stat_name","year"
1,1,"Jim Furyk",71,NA,1166.5,21,3,"Approachesfrom200yardsRgh",2015
2,2,"Andrew Putnam",68,NA,2266.917,40,1,"Approachesfrom200yardsRgh",2015
3,3,"Justin Rose",69,NA,1084.667,19,-3,"Approachesfrom200yardsRgh",2015
4,4,"George McNeill",93,NA,3431.417,60,-5,"Approachesfrom200yardsRgh",2015
5,5,"Louis Oosthuizen",68,NA,1769.417,30,-12,"Approachesfrom200yardsRgh",2015
6,6,"Billy Hurley III",83,NA,2193.5,36,5,"Approachesfrom200yardsRgh",2015
7,7,"Eric Axley",57,NA,1341.583,22,3,"Approachesfrom200yardsRgh",2015
8,8,"Tom Hoge",83,NA,2590.833,42,-6,"Approachesfrom200yardsRgh",2015
9,9,"Blayne Barber",76,NA,1987.25,32,-4,"Approachesfrom200yardsRgh",2015
9,9,"Brendon Todd",96,NA,2359.583,38,1,"Approachesfrom200yardsRgh",2015
11,11,"John Merrick",78,NA,1741,28,-5,"Approachesfrom200yardsRgh",2015
12,12,"Heath Slocum",57,NA,1121.583,18,5,"Approachesfrom200yardsRgh",2015
13,13,"Jon Curran",83,NA,2375.667,38,7,"Approachesfrom200yardsRgh",2015
14,14,"Charley Hoffman",97,NA,2377.083,38,-13,"Approachesfrom200yardsRgh",2015
15,15,"Colt Knost",90,NA,2567.833,41,6,"Approachesfrom200yardsRgh",2015
16,16,"Geoff Ogilvy",50,NA,1531.833,24,-2,"Approachesfrom200yardsRgh",2015
17,17,"Bill Haas",89,NA,2300.5,36,-6,"Approachesfrom200yardsRgh",2015
18,18,"Charlie Beljan",76,NA,2304.75,36,-9,"Approachesfrom200yardsRgh",2015
18,18,"Ryan Moore",81,NA,1984.583,31,4,"Approachesfrom200yardsRgh",2015
20,20,"Jim Herman",88,NA,2435.5,38,-2,"Approachesfrom200yardsRgh",2015
21,21,"Angel Cabrera",53,NA,2310.417,36,-1,"Approachesfrom200yardsRgh",2015
22,22,"Spencer Levin",99,NA,2539.25,39,-2,"Approachesfrom200yardsRgh",2015
23,23,"Danny Lee",120,NA,2866.583,44,3,"Approachesfrom200yardsRgh",2015
24,24,"Ricky Barnes",82,NA,3532.75,54,-2,"Approachesfrom200yardsRgh",2015
25,25,"Graham DeLaet",65,NA,1507.833,23,-5,"Approachesfrom200yardsRgh",2015
26,26,"Chris Stroud",84,NA,2494.333,38,6,"Approachesfrom200yardsRgh",2015
27,27,"Stewart Cink",77,NA,2111.833,32,-5,"Approachesfrom200yardsRgh",2015
27,27,"Brendon de Jonge",106,NA,3498.917,53,-6,"Approachesfrom200yardsRgh",2015
27,27,"Scott Stallings",60,NA,2310.083,35,-6,"Approachesfrom200yardsRgh",2015
30,30,"Brendan Steele",88,NA,2578.833,39,-9,"Approachesfrom200yardsRgh",2015
31,31,"Michael Thompson",83,NA,3043.167,46,0,"Approachesfrom200yardsRgh",2015
