"ConsecutivePar5Birdies_RANKTHISWEEK_2006","ConsecutivePar5Birdies_RANKLASTWEEK_2006","ConsecutivePar5Birdies_PLAYERNAME_2006","ConsecutivePar5Birdies_EVENTS_2006","ConsecutivePar5Birdies_NUMBEROFHOLES_2006","stat_name","year"
1,1,"Brandt Jobe",28,13,"ConsecutivePar5Birdies",2006
1,1,"Brett Quigley",33,13,"ConsecutivePar5Birdies",2006
3,3,"Padraig Harrington",15,12,"ConsecutivePar5Birdies",2006
3,3,"Tag Ridings",33,12,"ConsecutivePar5Birdies",2006
5,5,"Lee Janzen",28,11,"ConsecutivePar5Birdies",2006
5,5,"Ryan Palmer",30,11,"ConsecutivePar5Birdies",2006
7,7,"Woody Austin",31,10,"ConsecutivePar5Birdies",2006
7,7,"Rich Beem",27,10,"ConsecutivePar5Birdies",2006
7,7,"Harrison Frazar",29,10,"ConsecutivePar5Birdies",2006
7,7,"Lucas Glover",31,10,"ConsecutivePar5Birdies",2006
11,11,"Ben Crane",26,9,"ConsecutivePar5Birdies",2006
11,11,"Shigeki Maruyama",30,9,"ConsecutivePar5Birdies",2006
11,11,"Vijay Singh",27,9,"ConsecutivePar5Birdies",2006
11,11,"Bo Van Pelt",28,9,"ConsecutivePar5Birdies",2006
15,15,"Paul Azinger",30,8,"ConsecutivePar5Birdies",2006
15,15,"Brian Bateman",26,8,"ConsecutivePar5Birdies",2006
15,15,"Cameron Beckman",16,8,"ConsecutivePar5Birdies",2006
15,15,"Shane Bertsch",34,8,"ConsecutivePar5Birdies",2006
15,15,"Jason Day",7,8,"ConsecutivePar5Birdies",2006
15,15,"Ernie Els",18,8,"ConsecutivePar5Birdies",2006
15,15,"Robert Gamez",30,8,"ConsecutivePar5Birdies",2006
15,15,"Jason Gore",29,8,"ConsecutivePar5Birdies",2006
15,15,"Mathias Gronberg",30,8,"ConsecutivePar5Birdies",2006
15,15,"JP Hayes",19,8,"ConsecutivePar5Birdies",2006
