"OnePuttPercentageRound2_RANKTHISWEEK_2007","OnePuttPercentageRound2_RANKLASTWEEK_2007","OnePuttPercentageRound2_PLAYERNAME_2007","OnePuttPercentageRound2__2007","OnePuttPercentageRound2_Pct_2007","OnePuttPercentageRound2_OF1PUTTS_2007","OnePuttPercentageRound2_OFHOLES_2007","stat_name","year"
1,1,"Padraig Harrington",NA,45.1,138,306,"OnePuttPercentageRound2",2007
2,2,"Shigeki Maruyama",NA,44.86,218,486,"OnePuttPercentageRound2",2007
3,3,"Kevin Na",NA,44.22,199,450,"OnePuttPercentageRound2",2007
4,4,"Chris Riley",NA,44.12,135,306,"OnePuttPercentageRound2",2007
5,5,"Tim Clark",NA,43.83,142,324,"OnePuttPercentageRound2",2007
6,6,"Tiger Woods",NA,43.7,118,270,"OnePuttPercentageRound2",2007
7,7,"Aaron Baddeley",NA,43.69,173,396,"OnePuttPercentageRound2",2007
8,8,"Phil Mickelson",NA,43.61,157,360,"OnePuttPercentageRound2",2007
9,9,"Sergio Garcia",NA,43.21,140,324,"OnePuttPercentageRound2",2007
10,10,"Tom Pernice Jr",NA,43.19,241,558,"OnePuttPercentageRound2",2007
11,11,"Geoff Ogilvy",NA,43.12,163,378,"OnePuttPercentageRound2",2007
12,12,"Ken Duke",NA,43.01,240,558,"OnePuttPercentageRound2",2007
13,13,"Jonathan Byrd",NA,43,178,414,"OnePuttPercentageRound2",2007
14,14,"Freddie Jacobson",NA,42.78,154,360,"OnePuttPercentageRound2",2007
15,15,"Mark Hensby",NA,42.51,176,414,"OnePuttPercentageRound2",2007
16,16,"Jose Maria Olazabal",NA,42.22,114,270,"OnePuttPercentageRound2",2007
17,17,"Tim Petrovic",NA,42.01,242,576,"OnePuttPercentageRound2",2007
18,18,"Paul Goydos",NA,41.98,136,324,"OnePuttPercentageRound2",2007
19,19,"Mike Weir",NA,41.53,157,378,"OnePuttPercentageRound2",2007
20,20,"Adam Scott",NA,41.36,134,324,"OnePuttPercentageRound2",2007
21,21,"Chris DiMarco",NA,41.3,171,414,"OnePuttPercentageRound2",2007
21,21,"Mathias Gronberg",NA,41.3,223,540,"OnePuttPercentageRound2",2007
23,23,"Eric Axley",NA,41.27,260,630,"OnePuttPercentageRound2",2007
24,24,"Craig Lile",NA,41.2,178,432,"OnePuttPercentageRound2",2007
25,25,"Steve Stricker",NA,41.16,163,396,"OnePuttPercentageRound2",2007
26,26,"Ryan Moore",NA,40.87,206,504,"OnePuttPercentageRound2",2007
27,27,"Woody Austin",NA,40.74,198,486,"OnePuttPercentageRound2",2007
27,27,"Todd Hamilton",NA,40.74,198,486,"OnePuttPercentageRound2",2007
29,29,"Steve Lowery",NA,40.66,161,396,"OnePuttPercentageRound2",2007
30,30,"Vijay Singh",NA,40.6,190,468,"OnePuttPercentageRound2",2007
31,31,"Arron Oberholser",NA,40.52,124,306,"OnePuttPercentageRound2",2007
32,32,"Joe Ogilvie",NA,40.5,226,558,"OnePuttPercentageRound2",2007
33,33,"Parker McLachlin",NA,40.48,204,504,"OnePuttPercentageRound2",2007
34,34,"John Mallinger",NA,40.42,211,522,"OnePuttPercentageRound2",2007
35,35,"Bob Heintz",NA,40.33,196,486,"OnePuttPercentageRound2",2007
36,36,"Gavin Coles",NA,40.12,195,486,"OnePuttPercentageRound2",2007
37,37,"Brian Gay",NA,40.1,231,576,"OnePuttPercentageRound2",2007
38,38,"Brian Davis",NA,40.08,202,504,"OnePuttPercentageRound2",2007
38,38,"Heath Slocum",NA,40.08,202,504,"OnePuttPercentageRound2",2007
40,40,"Nathan Green",NA,40.04,209,522,"OnePuttPercentageRound2",2007
41,41,"Billy Andrade",NA,39.96,187,468,"OnePuttPercentageRound2",2007
42,42,"Jeff Maggert",NA,39.81,172,432,"OnePuttPercentageRound2",2007
43,43,"Ryuji Imada",NA,39.78,222,558,"OnePuttPercentageRound2",2007
43,43,"Steve Wheatcroft",NA,39.78,179,450,"OnePuttPercentageRound2",2007
45,45,"Retief Goosen",NA,39.74,93,234,"OnePuttPercentageRound2",2007
45,45,"Charlie Wi",NA,39.74,186,468,"OnePuttPercentageRound2",2007
47,47,"Zach Johnson",NA,39.72,143,360,"OnePuttPercentageRound2",2007
48,48,"Carl Pettersson",NA,39.63,214,540,"OnePuttPercentageRound2",2007
49,49,"Vaughn Taylor",NA,39.53,185,468,"OnePuttPercentageRound2",2007
50,50,"Rich Barcelo",NA,39.32,184,468,"OnePuttPercentageRound2",2007
51,51,"Dean Wilson",NA,39.3,191,486,"OnePuttPercentageRound2",2007
52,52,"Justin Rose",NA,39.26,106,270,"OnePuttPercentageRound2",2007
53,53,"Michael Sim",NA,39.22,120,306,"OnePuttPercentageRound2",2007
