"EarlyPar5ScoringAverage_RANKTHISWEEK_2011","EarlyPar5ScoringAverage_RANKLASTWEEK_2011","EarlyPar5ScoringAverage_PLAYERNAME_2011","EarlyPar5ScoringAverage_ROUNDS_2011","EarlyPar5ScoringAverage_AVG_2011","EarlyPar5ScoringAverage_TOTALSTROKES_2011","EarlyPar5ScoringAverage_TOTALHOLES_2011","stat_name","year"
168,168,"Andres Gonzales",60,4.79,517,108,"EarlyPar5ScoringAverage",2011
168,168,"Hunter Haas",96,4.79,737,154,"EarlyPar5ScoringAverage",2011
168,168,"Rocco Mediate",53,4.79,489,102,"EarlyPar5ScoringAverage",2011
168,168,"Andres Romero",77,4.79,556,116,"EarlyPar5ScoringAverage",2011
175,175,"Briny Baird",60,4.8,456,95,"EarlyPar5ScoringAverage",2011
175,175,"Nathan Green",81,4.8,643,134,"EarlyPar5ScoringAverage",2011
175,175,"Garrett Willis",71,4.8,490,102,"EarlyPar5ScoringAverage",2011
178,178,"Billy Horschel",75,4.81,601,125,"EarlyPar5ScoringAverage",2011
179,179,"Daniel Summerhays",75,4.82,626,130,"EarlyPar5ScoringAverage",2011
180,180,"Shaun Micheel",77,4.84,658,136,"EarlyPar5ScoringAverage",2011
181,181,"Richard Johnson",64,4.85,582,120,"EarlyPar5ScoringAverage",2011
181,181,"David Mathis",83,4.85,640,132,"EarlyPar5ScoringAverage",2011
183,183,"Marc Turnesa",54,4.86,437,90,"EarlyPar5ScoringAverage",2011
184,184,"Padraig Harrington",60,4.87,443,91,"EarlyPar5ScoringAverage",2011
185,185,"Paul Goydos",81,4.9,652,133,"EarlyPar5ScoringAverage",2011
185,185,"Matt McQuillan",59,4.9,377,77,"EarlyPar5ScoringAverage",2011
