"OnePuttPercentageRound3_RANKTHISWEEK_2007","OnePuttPercentageRound3_RANKLASTWEEK_2007","OnePuttPercentageRound3_PLAYERNAME_2007","OnePuttPercentageRound3__2007","OnePuttPercentageRound3_Pct_2007","OnePuttPercentageRound3_OF1PUTTS_2007","OnePuttPercentageRound3_OFHOLES_2007","stat_name","year"
1,1,"Padraig Harrington",NA,48.02,121,252,"OnePuttPercentageRound3",2007
2,2,"Jonathan Byrd",NA,47.44,111,234,"OnePuttPercentageRound3",2007
3,3,"Jaco Van Zyl",NA,46.67,42,90,"OnePuttPercentageRound3",2007
4,4,"Daniel Chopra",NA,46.11,166,360,"OnePuttPercentageRound3",2007
5,5,"Tim Petrovic",NA,45.77,173,378,"OnePuttPercentageRound3",2007
6,6,"Tim Clark",NA,45.63,115,252,"OnePuttPercentageRound3",2007
7,7,"Henrik Stenson",NA,45.06,73,162,"OnePuttPercentageRound3",2007
8,8,"Jose Maria Olazabal",NA,45,81,180,"OnePuttPercentageRound3",2007
9,9,"Stuart Appleby",NA,44.44,112,252,"OnePuttPercentageRound3",2007
9,9,"Aaron Baddeley",NA,44.44,144,324,"OnePuttPercentageRound3",2007
11,11,"Sean OHair",NA,43.69,173,396,"OnePuttPercentageRound3",2007
12,12,"Rory Sabbatini",NA,43.52,141,324,"OnePuttPercentageRound3",2007
13,13,"Sergio Garcia",NA,43.33,117,270,"OnePuttPercentageRound3",2007
14,14,"Steve Stricker",NA,43.21,140,324,"OnePuttPercentageRound3",2007
15,15,"Shigeki Maruyama",NA,43.16,101,234,"OnePuttPercentageRound3",2007
16,16,"Tom Pernice Jr",NA,43.12,163,378,"OnePuttPercentageRound3",2007
17,17,"Brandt Snedeker",NA,42.75,177,414,"OnePuttPercentageRound3",2007
18,18,"Chris Tidland",NA,42.59,69,162,"OnePuttPercentageRound3",2007
19,19,"Woody Austin",NA,42.5,153,360,"OnePuttPercentageRound3",2007
20,20,"Matt Kuchar",NA,42.36,122,288,"OnePuttPercentageRound3",2007
20,20,"Bryce Molder",NA,42.36,61,144,"OnePuttPercentageRound3",2007
22,22,"Dean Wilson",NA,42.28,137,324,"OnePuttPercentageRound3",2007
23,23,"John Rollins",NA,42.17,167,396,"OnePuttPercentageRound3",2007
24,24,"Mike Weir",NA,42.11,144,342,"OnePuttPercentageRound3",2007
25,25,"Geoff Ogilvy",NA,41.98,136,324,"OnePuttPercentageRound3",2007
25,25,"Tag Ridings",NA,41.98,68,162,"OnePuttPercentageRound3",2007
27,27,"Retief Goosen",NA,41.92,83,198,"OnePuttPercentageRound3",2007
27,27,"Paul Goydos",NA,41.92,83,198,"OnePuttPercentageRound3",2007
