"TenthTeeLateScoringAverage_RANKTHISWEEK_2011","TenthTeeLateScoringAverage_RANKLASTWEEK_2011","TenthTeeLateScoringAverage_PLAYERNAME_2011","TenthTeeLateScoringAverage_ROUNDS_2011","TenthTeeLateScoringAverage_AVG_2011","TenthTeeLateScoringAverage_TOTALSTROKES_2011","TenthTeeLateScoringAverage_TOTAL10THTEELATERNDS_2011","stat_name","year"
32,32,"Vaughn Taylor",89,70.07,1051,15,"TenthTeeLateScoringAverage",2011
33,33,"Jhonattan Vegas",84,70.08,841,12,"TenthTeeLateScoringAverage",2011
34,34,"Jonathan Byrd",83,70.1,701,10,"TenthTeeLateScoringAverage",2011
34,34,"Justin Rose",79,70.1,701,10,"TenthTeeLateScoringAverage",2011
36,36,"Jason Bohn",74,70.15,912,13,"TenthTeeLateScoringAverage",2011
37,37,"Spencer Levin",113,70.19,1474,21,"TenthTeeLateScoringAverage",2011
38,38,"Briny Baird",60,70.23,913,13,"TenthTeeLateScoringAverage",2011
39,39,"Stewart Cink",72,70.25,562,8,"TenthTeeLateScoringAverage",2011
39,39,"Davis Love III",70,70.25,562,8,"TenthTeeLateScoringAverage",2011
41,41,"Freddie Jacobson",92,70.27,1054,15,"TenthTeeLateScoringAverage",2011
42,42,"Zach Johnson",79,70.3,703,10,"TenthTeeLateScoringAverage",2011
42,42,"Ryan Moore",79,70.3,703,10,"TenthTeeLateScoringAverage",2011
44,44,"Steve Marino",76,70.38,915,13,"TenthTeeLateScoringAverage",2011
44,44,"Tag Ridings",87,70.38,1126,16,"TenthTeeLateScoringAverage",2011
46,46,"Sergio Garcia",61,70.4,352,5,"TenthTeeLateScoringAverage",2011
46,46,"Kevin Na",84,70.4,1056,15,"TenthTeeLateScoringAverage",2011
48,48,"Chad Campbell",99,70.41,1197,17,"TenthTeeLateScoringAverage",2011
49,49,"Ricky Barnes",78,70.42,845,12,"TenthTeeLateScoringAverage",2011
49,49,"Kevin Stadler",88,70.42,1338,19,"TenthTeeLateScoringAverage",2011
51,51,"Marc Leishman",87,70.43,1479,21,"TenthTeeLateScoringAverage",2011
52,52,"Chris DiMarco",93,70.44,1127,16,"TenthTeeLateScoringAverage",2011
53,53,"Cameron Tringale",110,70.45,1550,22,"TenthTeeLateScoringAverage",2011
54,54,"Rod Pampling",72,70.46,916,13,"TenthTeeLateScoringAverage",2011
55,55,"Greg Chalmers",88,70.47,1057,15,"TenthTeeLateScoringAverage",2011
56,56,"Chris Kirk",87,70.48,1480,21,"TenthTeeLateScoringAverage",2011
57,57,"Woody Austin",59,70.5,846,12,"TenthTeeLateScoringAverage",2011
57,57,"Kent Jones",76,70.5,846,12,"TenthTeeLateScoringAverage",2011
57,57,"John Merrick",71,70.5,846,12,"TenthTeeLateScoringAverage",2011
60,60,"Brian Davis",105,70.53,1058,15,"TenthTeeLateScoringAverage",2011
60,60,"Brendon de Jonge",105,70.53,1199,17,"TenthTeeLateScoringAverage",2011
62,62,"Tim Herron",85,70.54,917,13,"TenthTeeLateScoringAverage",2011
63,63,"Stephen Ames",69,70.57,494,7,"TenthTeeLateScoringAverage",2011
63,63,"Robert Garrigus",83,70.57,988,14,"TenthTeeLateScoringAverage",2011
65,65,"Jim Renner",65,70.58,1341,19,"TenthTeeLateScoringAverage",2011
66,66,"Ryuji Imada",83,70.6,1412,20,"TenthTeeLateScoringAverage",2011
66,66,"Billy Mayfair",94,70.6,1412,20,"TenthTeeLateScoringAverage",2011
66,66,"Bryce Molder",82,70.6,1059,15,"TenthTeeLateScoringAverage",2011
69,69,"Michael Connell",76,70.62,918,13,"TenthTeeLateScoringAverage",2011
70,70,"Kyle Stanley",98,70.63,1342,19,"TenthTeeLateScoringAverage",2011
71,71,"Blake Adams",116,70.65,1837,26,"TenthTeeLateScoringAverage",2011
71,71,"Bill Lunde",92,70.65,1201,17,"TenthTeeLateScoringAverage",2011
71,71,"Nick OHern",89,70.65,1201,17,"TenthTeeLateScoringAverage",2011
74,74,"Troy Matteson",91,70.67,1272,18,"TenthTeeLateScoringAverage",2011
75,75,"Shane Bertsch",62,70.7,707,10,"TenthTeeLateScoringAverage",2011
76,76,"Alex Cejka",59,70.71,495,7,"TenthTeeLateScoringAverage",2011
76,76,"Shaun Micheel",77,70.71,990,14,"TenthTeeLateScoringAverage",2011
78,78,"George McNeill",69,70.73,778,11,"TenthTeeLateScoringAverage",2011
79,79,"Jason Day",76,70.75,283,4,"TenthTeeLateScoringAverage",2011
79,79,"Trevor Immelman",84,70.75,566,8,"TenthTeeLateScoringAverage",2011
79,79,"Phil Mickelson",79,70.75,283,4,"TenthTeeLateScoringAverage",2011
82,82,"David Mathis",83,70.78,1274,18,"TenthTeeLateScoringAverage",2011
83,83,"DA Points",89,70.79,1699,24,"TenthTeeLateScoringAverage",2011
84,84,"Charlie Wi",83,70.8,1062,15,"TenthTeeLateScoringAverage",2011
84,84,"Dean Wilson",62,70.8,708,10,"TenthTeeLateScoringAverage",2011
86,86,"Brian Gay",90,70.82,1558,22,"TenthTeeLateScoringAverage",2011
86,86,"Lucas Glover",74,70.82,779,11,"TenthTeeLateScoringAverage",2011
88,88,"Carl Pettersson",95,70.83,1275,18,"TenthTeeLateScoringAverage",2011
88,88,"Bo Van Pelt",92,70.83,1275,18,"TenthTeeLateScoringAverage",2011
90,90,"Lee Janzen",62,70.85,921,13,"TenthTeeLateScoringAverage",2011
91,91,"Joe Ogilvie",75,70.88,1134,16,"TenthTeeLateScoringAverage",2011
92,92,"Hunter Haas",96,70.89,1347,19,"TenthTeeLateScoringAverage",2011
93,93,"Chris Stroud",88,70.9,1489,21,"TenthTeeLateScoringAverage",2011
94,94,"Jim Furyk",87,70.92,922,13,"TenthTeeLateScoringAverage",2011
94,94,"Kevin Streelman",90,70.92,922,13,"TenthTeeLateScoringAverage",2011
96,96,"JJ Henry",96,70.94,1277,18,"TenthTeeLateScoringAverage",2011
97,97,"Tommy Gainey",104,70.95,1490,21,"TenthTeeLateScoringAverage",2011
97,97,"Brandt Jobe",100,70.95,1419,20,"TenthTeeLateScoringAverage",2011
99,99,"DJ Trahan",91,70.96,1703,24,"TenthTeeLateScoringAverage",2011
100,100,"Charley Hoffman",93,71,1278,18,"TenthTeeLateScoringAverage",2011
100,100,"Sung Kang",63,71,781,11,"TenthTeeLateScoringAverage",2011
100,100,"Justin Leonard",82,71,994,14,"TenthTeeLateScoringAverage",2011
100,100,"Graeme McDowell",50,71,284,4,"TenthTeeLateScoringAverage",2011
100,100,"John Senden",94,71,1207,17,"TenthTeeLateScoringAverage",2011
100,100,"Johnson Wagner",81,71,1065,15,"TenthTeeLateScoringAverage",2011
100,100,"YE Yang",63,71,568,8,"TenthTeeLateScoringAverage",2011
107,107,"Josh Teater",104,71.11,1280,18,"TenthTeeLateScoringAverage",2011
108,108,"Anthony Kim",72,71.13,569,8,"TenthTeeLateScoringAverage",2011
108,108,"Heath Slocum",89,71.13,1067,15,"TenthTeeLateScoringAverage",2011
108,108,"Brandt Snedeker",85,71.13,569,8,"TenthTeeLateScoringAverage",2011
111,111,"Tim Petrovic",88,71.18,1210,17,"TenthTeeLateScoringAverage",2011
112,112,"Steven Bowditch",86,71.2,1424,20,"TenthTeeLateScoringAverage",2011
112,112,"Ben Martin",74,71.2,1424,20,"TenthTeeLateScoringAverage",2011
112,112,"Ryan Palmer",82,71.2,1068,15,"TenthTeeLateScoringAverage",2011
115,115,"Michael Thompson",79,71.21,997,14,"TenthTeeLateScoringAverage",2011
116,116,"Ben Curtis",66,71.22,1282,18,"TenthTeeLateScoringAverage",2011
117,117,"Keegan Bradley",91,71.23,926,13,"TenthTeeLateScoringAverage",2011
118,118,"Colt Knost",80,71.25,855,12,"TenthTeeLateScoringAverage",2011
118,118,"Jeff Overton",92,71.25,855,12,"TenthTeeLateScoringAverage",2011
118,118,"Rory Sabbatini",85,71.25,1140,16,"TenthTeeLateScoringAverage",2011
121,121,"Fabian Gomez",84,71.27,1568,22,"TenthTeeLateScoringAverage",2011
121,121,"Andres Romero",77,71.27,1069,15,"TenthTeeLateScoringAverage",2011
123,123,"Kevin Chappell",78,71.32,1355,19,"TenthTeeLateScoringAverage",2011
124,124,"Richard Johnson",64,71.33,1284,18,"TenthTeeLateScoringAverage",2011
124,124,"Robert Karlsson",61,71.33,642,9,"TenthTeeLateScoringAverage",2011
124,124,"Vijay Singh",79,71.33,856,12,"TenthTeeLateScoringAverage",2011
127,127,"John Rollins",85,71.35,1213,17,"TenthTeeLateScoringAverage",2011
128,128,"Brendan Steele",89,71.36,999,14,"TenthTeeLateScoringAverage",2011
129,129,"Joe Durant",71,71.38,928,13,"TenthTeeLateScoringAverage",2011
129,129,"Bio Kim",71,71.38,1499,21,"TenthTeeLateScoringAverage",2011
131,131,"Chris Riley",76,71.4,714,10,"TenthTeeLateScoringAverage",2011
132,132,"Arjun Atwal",91,71.41,1571,22,"TenthTeeLateScoringAverage",2011
133,133,"Steve Flesch",88,71.42,857,12,"TenthTeeLateScoringAverage",2011
134,134,"William McGirt",103,71.44,1143,16,"TenthTeeLateScoringAverage",2011
134,134,"Scott Piercy",78,71.44,1143,16,"TenthTeeLateScoringAverage",2011
136,136,"Zack Miller",86,71.47,1215,17,"TenthTeeLateScoringAverage",2011
137,137,"Cameron Beckman",71,71.5,1001,14,"TenthTeeLateScoringAverage",2011
137,137,"KJ Choi",77,71.5,429,6,"TenthTeeLateScoringAverage",2011
137,137,"Bobby Gates",82,71.5,1573,22,"TenthTeeLateScoringAverage",2011
137,137,"Scott Stallings",84,71.5,1430,20,"TenthTeeLateScoringAverage",2011
141,141,"David Duval",67,71.56,1145,16,"TenthTeeLateScoringAverage",2011
142,142,"Matt Jones",71,71.58,1360,19,"TenthTeeLateScoringAverage",2011
143,143,"Michael Bradley",74,71.65,1433,20,"TenthTeeLateScoringAverage",2011
144,144,"Andres Gonzales",60,71.69,932,13,"TenthTeeLateScoringAverage",2011
145,145,"Retief Goosen",50,71.73,789,11,"TenthTeeLateScoringAverage",2011
146,146,"Nathan Green",81,71.74,1363,19,"TenthTeeLateScoringAverage",2011
147,147,"Matt Bettencourt",84,71.75,1435,20,"TenthTeeLateScoringAverage",2011
148,148,"Marc Turnesa",54,71.79,1005,14,"TenthTeeLateScoringAverage",2011
149,149,"Chez Reavie",92,71.82,1221,17,"TenthTeeLateScoringAverage",2011
150,150,"Jim Herman",69,71.83,1293,18,"TenthTeeLateScoringAverage",2011
150,150,"Pat Perez",76,71.83,862,12,"TenthTeeLateScoringAverage",2011
152,152,"Sean OHair",71,71.88,1150,16,"TenthTeeLateScoringAverage",2011
152,152,"Daniel Summerhays",75,71.88,1222,17,"TenthTeeLateScoringAverage",2011
154,154,"Nate Smith",66,71.9,1438,20,"TenthTeeLateScoringAverage",2011
155,155,"Garrett Willis",71,71.94,1295,18,"TenthTeeLateScoringAverage",2011
156,156,"Padraig Harrington",60,72,504,7,"TenthTeeLateScoringAverage",2011
156,156,"Billy Horschel",75,72,792,11,"TenthTeeLateScoringAverage",2011
156,156,"Dustin Johnson",72,72,648,9,"TenthTeeLateScoringAverage",2011
156,156,"Kevin Kisner",70,72,1152,16,"TenthTeeLateScoringAverage",2011
156,156,"Matt McQuillan",59,72,1296,18,"TenthTeeLateScoringAverage",2011
156,156,"Bubba Watson",85,72,216,3,"TenthTeeLateScoringAverage",2011
162,162,"Stuart Appleby",65,72.07,1009,14,"TenthTeeLateScoringAverage",2011
163,163,"Martin Piller",63,72.11,1370,19,"TenthTeeLateScoringAverage",2011
164,164,"Robert Allenby",84,72.13,1154,16,"TenthTeeLateScoringAverage",2011
165,165,"Jarrod Lyle",83,72.14,1587,22,"TenthTeeLateScoringAverage",2011
166,166,"Derek Lamely",65,72.15,938,13,"TenthTeeLateScoringAverage",2011
167,167,"Joseph Bramlett",73,72.23,939,13,"TenthTeeLateScoringAverage",2011
168,168,"Paul Goydos",81,72.27,1084,15,"TenthTeeLateScoringAverage",2011
168,168,"Alexandre Rocha",65,72.27,795,11,"TenthTeeLateScoringAverage",2011
170,170,"DJ Brigman",67,72.28,1301,18,"TenthTeeLateScoringAverage",2011
171,171,"Troy Merritt",63,72.29,1229,17,"TenthTeeLateScoringAverage",2011
172,172,"Justin Hicks",60,72.37,1375,19,"TenthTeeLateScoringAverage",2011
173,173,"James Driscoll",71,72.38,579,8,"TenthTeeLateScoringAverage",2011
173,173,"Harrison Frazar",58,72.38,941,13,"TenthTeeLateScoringAverage",2011
175,175,"Rocco Mediate",53,72.4,724,10,"TenthTeeLateScoringAverage",2011
176,176,"JP Hayes",56,72.55,798,11,"TenthTeeLateScoringAverage",2011
177,177,"Ernie Els",71,72.67,436,6,"TenthTeeLateScoringAverage",2011
178,178,"Scott McCarron",65,72.7,727,10,"TenthTeeLateScoringAverage",2011
179,179,"Rich Beem",53,72.71,1018,14,"TenthTeeLateScoringAverage",2011
180,180,"Alex Prugh",82,72.81,1529,21,"TenthTeeLateScoringAverage",2011
181,181,"Scott Gutschewski",67,73,949,13,"TenthTeeLateScoringAverage",2011
181,181,"Adam Scott",60,73,219,3,"TenthTeeLateScoringAverage",2011
183,183,"Roland Thatcher",67,73.09,804,11,"TenthTeeLateScoringAverage",2011
184,184,"Angel Cabrera",50,73.11,658,9,"TenthTeeLateScoringAverage",2011
185,185,"Will Strickler",51,73.17,878,12,"TenthTeeLateScoringAverage",2011
186,186,"Tom Gillis",55,73.58,883,12,"TenthTeeLateScoringAverage",2011
