"SubParRounds_RANKTHISWEEK_2016","SubParRounds_RANKLASTWEEK_2016","SubParRounds_PLAYERNAME_2016","SubParRounds_EVENTS_2016","stat_name","year"
87,80,"Jimmy Walker",12,"SubParRounds",2016
87,86,"Gary Woodland",12,"SubParRounds",2016
98,86,"Russell Henley",14,"SubParRounds",2016
98,86,"Kevin Kisner",14,"SubParRounds",2016
98,118,"Scott Langley",13,"SubParRounds",2016
98,86,"Will Ma Kenzie",17,"SubParRounds",2016
98,118,"Phil Mickelson",11,"SubParRounds",2016
98,98,"Henrik Norlander",13,"SubParRounds",2016
98,86,"Ryan Palmer",12,"SubParRounds",2016
98,98,"John Senden",15,"SubParRounds",2016
98,98,"Scott Stallings",17,"SubParRounds",2016
98,86,"Kyle Stanley",17,"SubParRounds",2016
98,86,"David Toms",11,"SubParRounds",2016
98,98,"Johnson Wagner",14,"SubParRounds",2016
110,115,"Blayne Barber",16,"SubParRounds",2016
110,98,"Jason Bohn",11,"SubParRounds",2016
110,118,"Jason Gore",15,"SubParRounds",2016
110,131,"Chesson Hadley",16,"SubParRounds",2016
110,115,"Tom Hoge",15,"SubParRounds",2016
110,98,"Billy Horschel",12,"SubParRounds",2016
110,98,"Hiroshi Iwata",18,"SubParRounds",2016
110,98,"Whee Kim",18,"SubParRounds",2016
110,98,"Troy Merritt",14,"SubParRounds",2016
110,98,"Ryan Moore",11,"SubParRounds",2016
110,98,"Will Wilcox",16,"SubParRounds",2016
121,118,"Erik Compton",16,"SubParRounds",2016
121,115,"Matt Jones",15,"SubParRounds",2016
121,131,"Rory McIlroy",9,"SubParRounds",2016
121,118,"Carlos Ortiz",17,"SubParRounds",2016
121,148,"Justin Rose",10,"SubParRounds",2016
121,118,"Steve Wheatcroft",16,"SubParRounds",2016
127,118,"Thomas Aiken",13,"SubParRounds",2016
127,118,"Stuart Appleby",13,"SubParRounds",2016
127,118,"Keegan Bradley",14,"SubParRounds",2016
127,118,"Jason Day",9,"SubParRounds",2016
127,136,"Retief Goosen",10,"SubParRounds",2016
127,118,"Bill Haas",12,"SubParRounds",2016
127,155,"James Hahn",15,"SubParRounds",2016
127,118,"Padraig Harrington",11,"SubParRounds",2016
127,118,"Henrik Stenson",8,"SubParRounds",2016
136,131,"JB Holmes",10,"SubParRounds",2016
136,136,"Rob Oppenheim",11,"SubParRounds",2016
136,131,"Jordan Spieth",9,"SubParRounds",2016
136,131,"Bubba Watson",8,"SubParRounds",2016
140,136,"Chad Collins",16,"SubParRounds",2016
140,136,"Brice Garnett",9,"SubParRounds",2016
140,136,"Luke Guthrie",11,"SubParRounds",2016
140,136,"JJ Henry",14,"SubParRounds",2016
140,136,"Morgan Hoffmann",15,"SubParRounds",2016
140,136,"Brooks Koepka",11,"SubParRounds",2016
140,136,"Davis Love III",11,"SubParRounds",2016
140,136,"Graeme McDowell",11,"SubParRounds",2016
140,148,"Martin Piller",12,"SubParRounds",2016
140,136,"Webb Simpson",10,"SubParRounds",2016
140,136,"Cameron Smith",14,"SubParRounds",2016
151,148,"Shane Bertsch",9,"SubParRounds",2016
151,148,"Sergio Garcia",8,"SubParRounds",2016
151,148,"Andres Gonzales",17,"SubParRounds",2016
151,162,"Francesco Molinari",10,"SubParRounds",2016
151,148,"Sam Saunders",15,"SubParRounds",2016
151,148,"Vijay Singh",13,"SubParRounds",2016
157,155,"Angel Cabrera",13,"SubParRounds",2016
157,155,"Rhein Gibson",13,"SubParRounds",2016
157,155,"Branden Grace",9,"SubParRounds",2016
157,155,"Kelly Kraft",12,"SubParRounds",2016
157,164,"Ian Poulter",10,"SubParRounds",2016
157,155,"Charl Schwartzel",8,"SubParRounds",2016
157,155,"Shawn Stefani",16,"SubParRounds",2016
164,171,"Derek Ernst",12,"SubParRounds",2016
164,171,"Robert Garrigus",11,"SubParRounds",2016
164,162,"Steve Stricker",8,"SubParRounds",2016
167,164,"Steve Marino",14,"SubParRounds",2016
167,164,"George McNeill",13,"SubParRounds",2016
167,164,"Wes Roach",12,"SubParRounds",2016
167,164,"Rory Sabbatini",14,"SubParRounds",2016
167,171,"Vaughn Taylor",11,"SubParRounds",2016
167,164,"Brendon Todd",18,"SubParRounds",2016
167,164,"DJ Trahan",7,"SubParRounds",2016
167,171,"Mark Wilson",13,"SubParRounds",2016
175,182,"Steven Bowditch",14,"SubParRounds",2016
175,171,"DH Lee",13,"SubParRounds",2016
175,171,"Justin Leonard",8,"SubParRounds",2016
175,171,"Shane Lowry",10,"SubParRounds",2016
175,182,"Hunter Mahan",14,"SubParRounds",2016
175,171,"Cameron Percy",7,"SubParRounds",2016
175,171,"Pat Perez",11,"SubParRounds",2016
175,171,"DA Points",11,"SubParRounds",2016
175,171,"Brian Stuard",8,"SubParRounds",2016
184,182,"Jonathan Byrd",6,"SubParRounds",2016
184,182,"Tim Clark",7,"SubParRounds",2016
184,182,"Matt Every",14,"SubParRounds",2016
184,182,"Geoff Ogilvy",14,"SubParRounds",2016
184,182,"Carl Pettersson",14,"SubParRounds",2016
184,182,"Dicky Pride",13,"SubParRounds",2016
184,182,"Ollie Schniederjans",7,"SubParRounds",2016
184,182,"Nick Watney",5,"SubParRounds",2016
192,192,"Kiradech Aphibarnrat",5,"SubParRounds",2016
192,192,"Matthew Fitzpatrick",7,"SubParRounds",2016
192,192,"Billy Hurley III",8,"SubParRounds",2016
192,192,"Lucas Lee",9,"SubParRounds",2016
192,192,"Darron Stiles",10,"SubParRounds",2016
197,197,"Jamie Donaldson",8,"SubParRounds",2016
197,197,"Justin Hicks",10,"SubParRounds",2016
197,197,"Andrew Landry",9,"SubParRounds",2016
197,197,"Louis Oosthuizen",6,"SubParRounds",2016
197,197,"Rod Pampling",8,"SubParRounds",2016
197,197,"Andres Romero",8,"SubParRounds",2016
197,197,"Hunter Stewart",7,"SubParRounds",2016
197,197,"Bernd Wiesberger",7,"SubParRounds",2016
197,197,"Danny Willett",5,"SubParRounds",2016
206,206,"Robert Allenby",16,"SubParRounds",2016
206,206,"Byeong Hun An",7,"SubParRounds",2016
206,206,"Abraham Ancer",11,"SubParRounds",2016
206,206,"Bud Cauley",6,"SubParRounds",2016
206,211,"Ernie Els",10,"SubParRounds",2016
206,221,"Martin Kaymer",6,"SubParRounds",2016
206,206,"Marc Turnesa",5,"SubParRounds",2016
213,211,"Michael Bradley",5,"SubParRounds",2016
213,211,"Miguel Angel Carballo",11,"SubParRounds",2016
213,211,"Brian Davis",8,"SubParRounds",2016
213,211,"Brian Gay",8,"SubParRounds",2016
213,211,"Ryo Ishikawa",6,"SubParRounds",2016
213,211,"Thongchai Jaidee",6,"SubParRounds",2016
213,211,"Jarrod Lyle",7,"SubParRounds",2016
213,211,"Ryan Ruffels",6,"SubParRounds",2016
213,211,"Andy Sullivan",7,"SubParRounds",2016
222,221,"Blake Adams",4,"SubParRounds",2016
222,221,"Charlie Beljan",13,"SubParRounds",2016
222,221,"Rafa Cabrera Bello",4,"SubParRounds",2016
222,221,"Ken Duke",9,"SubParRounds",2016
222,221,"Scott Hend",3,"SubParRounds",2016
222,221,"Tim Herron",7,"SubParRounds",2016
222,221,"Hao Tong Li",3,"SubParRounds",2016
222,221,"John Merrick",7,"SubParRounds",2016
222,221,"Lee Westwood",4,"SubParRounds",2016
222,221,"Chris Wood",5,"SubParRounds",2016
232,232,"Cameron Beckman",7,"SubParRounds",2016
232,232,"Rodolfo Cazaubon",3,"SubParRounds",2016
232,232,"Ross Fisher",2,"SubParRounds",2016
232,232,"Soren Kjeldsen",5,"SubParRounds",2016
232,232,"Trey Mullinax",2,"SubParRounds",2016
232,232,"Thomas Pieters",3,"SubParRounds",2016
232,232,"John Rollins",5,"SubParRounds",2016
232,239,"Bobby Wyatt",3,"SubParRounds",2016
240,239,"Rafael Campos",2,"SubParRounds",2016
240,239,"Danny Chia",2,"SubParRounds",2016
240,239,"Bryson DeChambeau",5,"SubParRounds",2016
240,257,"Matt Dobyns",5,"SubParRounds",2016
240,239,"Andrew Dodt",2,"SubParRounds",2016
240,239,"Paul Dunne",3,"SubParRounds",2016
240,239,"Gonzalo Fdez Castano",2,"SubParRounds",2016
240,239,"Steve Flesch",3,"SubParRounds",2016
240,239,"Tommy Gainey",4,"SubParRounds",2016
240,239,"Trevor Immelman",7,"SubParRounds",2016
240,239,"KT Kim",2,"SubParRounds",2016
240,239,"Richard Lee",2,"SubParRounds",2016
240,239,"Frank Lickliter II",4,"SubParRounds",2016
240,239,"Nick Mason",1,"SubParRounds",2016
240,239,"Billy Mayfair",3,"SubParRounds",2016
240,239,"Ted Purdy",4,"SubParRounds",2016
240,239,"Michael Putnam",7,"SubParRounds",2016
240,239,"Jon Rahm",1,"SubParRounds",2016
258,257,"Matt Atkins",1,"SubParRounds",2016
258,257,"Ryan Blaum",1,"SubParRounds",2016
258,257,"Dean Burmester",1,"SubParRounds",2016
258,257,"SSP Chawrasia",2,"SubParRounds",2016
258,257,"George Coetzee",2,"SubParRounds",2016
258,257,"Zecheng Dou",1,"SubParRounds",2016
258,257,"James Driscoll",1,"SubParRounds",2016
258,257,"Tommy Fleetwood",1,"SubParRounds",2016
258,257,"Martin Flores",1,"SubParRounds",2016
258,257,"Fred Funk",4,"SubParRounds",2016
258,257,"Tom Gillis",7,"SubParRounds",2016
258,257,"Brandon Hagy",2,"SubParRounds",2016
258,257,"Tyrrell Hatton",1,"SubParRounds",2016
258,257,"David Howell",1,"SubParRounds",2016
258,257,"Daisuke Kataoka",1,"SubParRounds",2016
258,257,"Satoshi Kodaira",2,"SubParRounds",2016
258,257,"Maverick McNealy",1,"SubParRounds",2016
258,257,"James Morrison",1,"SubParRounds",2016
258,257,"Paul Peterson",1,"SubParRounds",2016
258,257,"Tim Petrovic",3,"SubParRounds",2016
258,257,"Alex Prugh",7,"SubParRounds",2016
258,257,"Bo Van Pelt",5,"SubParRounds",2016
280,280,"Joe Affrunti",2,"SubParRounds",2016
280,280,"Eric Axley",3,"SubParRounds",2016
280,280,"Gregory Bourdy",1,"SubParRounds",2016
280,280,"Yi Cao",1,"SubParRounds",2016
280,280,"Greg Chalmers",5,"SubParRounds",2016
280,280,"Nick Cullen",1,"SubParRounds",2016
280,280,"Jorge Fernandez Valdes",1,"SubParRounds",2016
280,280,"Trevor Fisher Jr",1,"SubParRounds",2016
280,280,"Mark Hensby",2,"SubParRounds",2016
280,280,"Miguel Angel Jimenez",1,"SubParRounds",2016
280,280,"Robert Karlsson",2,"SubParRounds",2016
280,280,"Ben Leong",1,"SubParRounds",2016
280,280,"WC Liang",1,"SubParRounds",2016
280,280,"Prayad Marksaeng",1,"SubParRounds",2016
280,280,"Lee McCoy",1,"SubParRounds",2016
280,280,"Yusaku Miyazato",2,"SubParRounds",2016
280,280,"Alexander Noren",1,"SubParRounds",2016
280,280,"Thorbjorn Olesen",2,"SubParRounds",2016
280,280,"John Peterson",3,"SubParRounds",2016
280,280,"Xander Schauffele",2,"SubParRounds",2016
280,280,"Adam Svensson",2,"SubParRounds",2016
280,280,"Hideto Tanihara",1,"SubParRounds",2016
280,280,"Benjamin Taylor",1,"SubParRounds",2016
280,280,"Nicholas Thompson",5,"SubParRounds",2016
304,304,"Max Alverio",1,"SubParRounds",2016
304,304,"Mark Anderson",1,"SubParRounds",2016
304,304,"Wu Ashun",1,"SubParRounds",2016
304,304,"Arjun Atwal",1,"SubParRounds",2016
304,304,"Craig Barlow",1,"SubParRounds",2016
304,304,"Matt Bettencourt",2,"SubParRounds",2016
304,304,"Frankie Capan",1,"SubParRounds",2016
304,304,"Gavin Coles",1,"SubParRounds",2016
304,304,"Austin Connelly",3,"SubParRounds",2016
304,304,"Austin Cook",1,"SubParRounds",2016
304,304,"John Daly",1,"SubParRounds",2016
304,304,"Charlie Danielson",1,"SubParRounds",2016
304,304,"Glen Day",2,"SubParRounds",2016
304,304,"Chris DiMarco",2,"SubParRounds",2016
304,304,"Nacho Elvira",1,"SubParRounds",2016
304,304,"Edward Figueroa",1,"SubParRounds",2016
304,304,"Marcus Fraser",2,"SubParRounds",2016
304,304,"Oscar Fraustro",1,"SubParRounds",2016
304,304,"Domenico Geminiani",1,"SubParRounds",2016
304,304,"Ben Geyer",1,"SubParRounds",2016
304,304,"Kramer Hickok",1,"SubParRounds",2016
304,304,"Bo Hoag",1,"SubParRounds",2016
304,304,"Nathan Holman",1,"SubParRounds",2016
304,304,"Marty Jertson",1,"SubParRounds",2016
304,304,"Hyung Sung Kim",1,"SubParRounds",2016
304,304,"Romain Langasque",1,"SubParRounds",2016
304,304,"Bernhard Langer",1,"SubParRounds",2016
304,304,"Matt Mabrey",1,"SubParRounds",2016
304,304,"Byron Meth",1,"SubParRounds",2016
304,304,"Toshinori Muto",1,"SubParRounds",2016
304,304,"Renato Paratore",1,"SubParRounds",2016
304,304,"Jin Park",1,"SubParRounds",2016
304,304,"Brett Quigley",1,"SubParRounds",2016
304,304,"Jonathan Randolph",1,"SubParRounds",2016
304,304,"Curtis Reed",1,"SubParRounds",2016
304,304,"Chris Riley",2,"SubParRounds",2016
304,304,"Heath Slocum",2,"SubParRounds",2016
304,304,"Brian Smock",2,"SubParRounds",2016
304,304,"Chad Sorensen",1,"SubParRounds",2016
304,304,"Joel Stalter",1,"SubParRounds",2016
304,304,"Miguel Tabuena",1,"SubParRounds",2016
304,304,"Curtis Thompson",1,"SubParRounds",2016
304,304,"Omar Uresti",2,"SubParRounds",2016
304,304,"Danie van Tonder",1,"SubParRounds",2016
304,304,"Sebastian Vazquez",1,"SubParRounds",2016
304,304,"Scott Wolfes",1,"SubParRounds",2016
304,304,"Greg Yates",1,"SubParRounds",2016
304,304,"Xinjun Zhang",1,"SubParRounds",2016
