"Approaches100125yardsRghRTP_RANKTHISWEEK_2007","Approaches100125yardsRghRTP_RANKLASTWEEK_2007","Approaches100125yardsRghRTP_PLAYERNAME_2007","Approaches100125yardsRghRTP_ROUNDS_2007","Approaches100125yardsRghRTP_AVGRTP_2007","stat_name","year"
1,1,"Anders Hansen",55,-0.286,"Approaches100125yardsRghRTP",2007
2,2,"Kenny Perry",83,-0.238,"Approaches100125yardsRghRTP",2007
3,3,"Steve Allan",63,-0.235,"Approaches100125yardsRghRTP",2007
4,4,"Heath Slocum",101,-0.219,"Approaches100125yardsRghRTP",2007
5,5,"Michael Boyd",61,-0.192,"Approaches100125yardsRghRTP",2007
6,6,"Joey Sindelar",75,-0.167,"Approaches100125yardsRghRTP",2007
7,7,"Bob Heintz",85,-0.147,"Approaches100125yardsRghRTP",2007
8,8,"Jay Williamson",50,-0.143,"Approaches100125yardsRghRTP",2007
9,9,"Chris Riley",59,-0.136,"Approaches100125yardsRghRTP",2007
10,10,"Ken Duke",112,-0.119,"Approaches100125yardsRghRTP",2007
11,11,"Bart Bryant",87,-0.111,"Approaches100125yardsRghRTP",2007
11,11,"Padraig Harrington",64,-0.111,"Approaches100125yardsRghRTP",2007
11,11,"Duffy Waldorf",69,-0.111,"Approaches100125yardsRghRTP",2007
14,14,"Stewart Cink",91,-0.108,"Approaches100125yardsRghRTP",2007
15,15,"Davis Love III",66,-0.105,"Approaches100125yardsRghRTP",2007
16,16,"Tommy Armour III",81,-0.1,"Approaches100125yardsRghRTP",2007
17,17,"Robert Garrigus",95,-0.096,"Approaches100125yardsRghRTP",2007
18,18,"Jose Maria Olazabal",52,-0.091,"Approaches100125yardsRghRTP",2007
19,19,"Jeff Overton",60,-0.079,"Approaches100125yardsRghRTP",2007
20,20,"Lucas Glover",98,-0.065,"Approaches100125yardsRghRTP",2007
21,21,"Corey Pavin",81,-0.063,"Approaches100125yardsRghRTP",2007
22,22,"Sean OHair",98,-0.053,"Approaches100125yardsRghRTP",2007
23,23,"Bubba Watson",80,-0.048,"Approaches100125yardsRghRTP",2007
24,24,"Bubba Dickerson",51,-0.043,"Approaches100125yardsRghRTP",2007
25,25,"Michael Sim",52,-0.038,"Approaches100125yardsRghRTP",2007
25,25,"Camilo Villegas",82,-0.038,"Approaches100125yardsRghRTP",2007
27,27,"Jesper Parnevik",88,-0.037,"Approaches100125yardsRghRTP",2007
28,28,"Matt Kuchar",85,-0.034,"Approaches100125yardsRghRTP",2007
28,28,"Stephen Leaney",82,-0.034,"Approaches100125yardsRghRTP",2007
30,30,"Jerry Kelly",101,-0.029,"Approaches100125yardsRghRTP",2007
31,31,"Woody Austin",95,-0.028,"Approaches100125yardsRghRTP",2007
