"PuttingInside10_RANKTHISWEEK_2014","PuttingInside10_RANKLASTWEEK_2014","PuttingInside10_PLAYERNAME_2014","PuttingInside10_ROUNDS_2014","PuttingInside10_PctMADE_2014","PuttingInside10_ATTEMPTS_2014","PuttingInside10_PUTTSMADE_2014","stat_name","year"
1,1,"Luke Donald",57,90.57,785,711,"PuttingInside10",2014
2,2,"Greg Chalmers",85,90.08,1301,1172,"PuttingInside10",2014
3,3,"Graeme McDowell",66,89.66,803,720,"PuttingInside10",2014
4,4,"Patrick Reed",92,89.49,1332,1192,"PuttingInside10",2014
5,5,"Billy Horschel",92,89.37,1261,1127,"PuttingInside10",2014
6,6,"Freddie Jacobson",91,89.35,1446,1292,"PuttingInside10",2014
7,7,"John Senden",99,89.23,1448,1292,"PuttingInside10",2014
8,8,"Jerry Kelly",80,89.18,1192,1063,"PuttingInside10",2014
9,9,"Matt Kuchar",91,89.16,1356,1209,"PuttingInside10",2014
10,10,"Tim Clark",75,89.14,1133,1010,"PuttingInside10",2014
11,11,"Russell Henley",92,89.03,1349,1201,"PuttingInside10",2014
12,12,"Jason Day",54,88.96,598,532,"PuttingInside10",2014
12,12,"Richard Lee",80,88.96,1123,999,"PuttingInside10",2014
14,14,"Retief Goosen",94,88.95,1430,1272,"PuttingInside10",2014
15,15,"Ryan Palmer",85,88.94,1203,1070,"PuttingInside10",2014
16,16,"Keegan Bradley",89,88.87,1204,1070,"PuttingInside10",2014
17,17,"Chad Collins",78,88.8,1107,983,"PuttingInside10",2014
18,18,"Hunter Mahan",88,88.79,1311,1164,"PuttingInside10",2014
19,19,"Daniel Summerhays",98,88.73,1579,1401,"PuttingInside10",2014
20,20,"Zach Johnson",97,88.69,1538,1364,"PuttingInside10",2014
21,21,"Justin Leonard",75,88.68,1131,1003,"PuttingInside10",2014
21,21,"Brendon Todd",108,88.68,1626,1442,"PuttingInside10",2014
23,23,"William McGirt",96,88.66,1534,1360,"PuttingInside10",2014
24,24,"Chesson Hadley",84,88.64,1312,1163,"PuttingInside10",2014
25,25,"Rickie Fowler",91,88.6,1132,1003,"PuttingInside10",2014
26,26,"Chris Stroud",88,88.59,1297,1149,"PuttingInside10",2014
27,27,"Sean OHair",77,88.56,1250,1107,"PuttingInside10",2014
28,28,"Aaron Baddeley",74,88.49,1060,938,"PuttingInside10",2014
28,28,"Jimmy Walker",98,88.49,1321,1169,"PuttingInside10",2014
30,30,"Morgan Hoffmann",103,88.48,1632,1444,"PuttingInside10",2014
31,31,"Bryce Molder",77,88.43,1193,1055,"PuttingInside10",2014
32,32,"JJ Henry",91,88.42,1459,1290,"PuttingInside10",2014
33,33,"Hudson Swafford",75,88.38,1076,951,"PuttingInside10",2014
34,34,"Scott Langley",95,88.37,1445,1277,"PuttingInside10",2014
35,35,"Troy Merritt",62,88.35,996,880,"PuttingInside10",2014
36,36,"Justin Hicks",103,88.32,1653,1460,"PuttingInside10",2014
37,37,"Kevin Kisner",85,88.3,1282,1132,"PuttingInside10",2014
38,38,"Brice Garnett",92,88.27,1449,1279,"PuttingInside10",2014
39,39,"Ben Martin",80,88.25,1149,1014,"PuttingInside10",2014
40,40,"David Hearn",97,88.23,1487,1312,"PuttingInside10",2014
40,40,"Cameron Tringale",111,88.23,1809,1596,"PuttingInside10",2014
42,42,"Stuart Appleby",92,88.22,1537,1356,"PuttingInside10",2014
43,43,"Jason Bohn",81,88.17,1352,1192,"PuttingInside10",2014
44,44,"Ian Poulter",57,88.14,767,676,"PuttingInside10",2014
44,44,"Adam Scott",68,88.14,1012,892,"PuttingInside10",2014
46,46,"Rory McIlroy",66,88.13,868,765,"PuttingInside10",2014
47,47,"Jim Furyk",84,88.11,1220,1075,"PuttingInside10",2014
48,48,"Tyrone Van Aswegen",79,88.09,1201,1058,"PuttingInside10",2014
49,49,"Andres Romero",81,88.08,1300,1145,"PuttingInside10",2014
50,50,"Bronson La Cassie",51,88.07,679,598,"PuttingInside10",2014
51,51,"Billy Hurley III",86,88.04,1338,1178,"PuttingInside10",2014
52,52,"Brian Gay",81,88.03,1161,1022,"PuttingInside10",2014
53,53,"Johnson Wagner",69,87.99,1074,945,"PuttingInside10",2014
54,54,"Kevin Na",94,87.96,1420,1249,"PuttingInside10",2014
55,55,"Bill Haas",107,87.95,1510,1328,"PuttingInside10",2014
56,56,"KJ Choi",80,87.94,1227,1079,"PuttingInside10",2014
57,57,"Brooks Koepka",56,87.93,779,685,"PuttingInside10",2014
57,57,"Martin Laird",66,87.93,1027,903,"PuttingInside10",2014
57,57,"Josh Teater",90,87.93,1400,1231,"PuttingInside10",2014
60,60,"Ben Curtis",77,87.92,1159,1019,"PuttingInside10",2014
61,61,"Brendon de Jonge",109,87.87,1706,1499,"PuttingInside10",2014
61,61,"Russell Knox",92,87.87,1542,1355,"PuttingInside10",2014
63,63,"James Driscoll",71,87.85,1070,940,"PuttingInside10",2014
64,64,"Ben Crane",81,87.8,1434,1259,"PuttingInside10",2014
65,65,"James Hahn",82,87.74,1362,1195,"PuttingInside10",2014
66,66,"Will Wilcox",51,87.73,750,658,"PuttingInside10",2014
67,67,"Brian Stuard",91,87.66,1353,1186,"PuttingInside10",2014
68,68,"Michael Thompson",74,87.65,1093,958,"PuttingInside10",2014
69,69,"Will Ma Kenzie",82,87.6,1339,1173,"PuttingInside10",2014
70,70,"Matt Every",85,87.58,1159,1015,"PuttingInside10",2014
70,70,"Phil Mickelson",71,87.58,918,804,"PuttingInside10",2014
72,72,"Andrew Svoboda",77,87.57,1223,1071,"PuttingInside10",2014
73,73,"Shawn Stefani",60,87.56,1061,929,"PuttingInside10",2014
74,74,"Jeff Overton",80,87.55,1213,1062,"PuttingInside10",2014
75,75,"Briny Baird",50,87.49,847,741,"PuttingInside10",2014
75,75,"Harris English",95,87.49,1375,1203,"PuttingInside10",2014
75,75,"George McNeill",79,87.49,1279,1119,"PuttingInside10",2014
78,78,"Webb Simpson",87,87.47,1349,1180,"PuttingInside10",2014
78,78,"Brendan Steele",89,87.47,1301,1138,"PuttingInside10",2014
80,80,"Spencer Levin",59,87.46,933,816,"PuttingInside10",2014
81,81,"JB Holmes",86,87.43,1440,1259,"PuttingInside10",2014
81,81,"Dustin Johnson",58,87.43,748,654,"PuttingInside10",2014
83,83,"Pat Perez",84,87.42,1383,1209,"PuttingInside10",2014
83,83,"Charlie Wi",72,87.42,1208,1056,"PuttingInside10",2014
85,85,"Brad Fritsch",50,87.36,728,636,"PuttingInside10",2014
86,86,"Jason Kokrak",65,87.33,1113,972,"PuttingInside10",2014
86,86,"Kevin Tway",64,87.33,884,772,"PuttingInside10",2014
88,88,"Henrik Stenson",56,87.32,710,620,"PuttingInside10",2014
89,89,"Erik Compton",88,87.31,1395,1218,"PuttingInside10",2014
89,89,"Sergio Garcia",61,87.31,725,633,"PuttingInside10",2014
91,91,"Jordan Spieth",102,87.28,1454,1269,"PuttingInside10",2014
92,92,"Troy Matteson",62,87.27,935,816,"PuttingInside10",2014
93,93,"Tim Wilkinson",86,87.23,1331,1161,"PuttingInside10",2014
94,94,"Charles Howell III",106,87.21,1767,1541,"PuttingInside10",2014
94,94,"YE Yang",79,87.21,1149,1002,"PuttingInside10",2014
96,96,"Bubba Watson",76,87.2,1047,913,"PuttingInside10",2014
97,97,"David Lingmerth",80,87.19,1249,1089,"PuttingInside10",2014
98,98,"Charley Hoffman",93,87.16,1417,1235,"PuttingInside10",2014
99,99,"Jonas Blixt",64,87.14,801,698,"PuttingInside10",2014
99,99,"Kevin Stadler",90,87.14,1236,1077,"PuttingInside10",2014
101,101,"Brian Davis",93,87.11,1497,1304,"PuttingInside10",2014
102,102,"Mike Weir",69,87.07,990,862,"PuttingInside10",2014
103,103,"Chris Kirk",105,87.05,1568,1365,"PuttingInside10",2014
104,104,"Ricky Barnes",92,87.01,1447,1259,"PuttingInside10",2014
105,105,"Charl Schwartzel",64,86.99,999,869,"PuttingInside10",2014
106,106,"John Huh",87,86.97,1320,1148,"PuttingInside10",2014
106,106,"Martin Kaymer",65,86.97,890,774,"PuttingInside10",2014
108,108,"Angel Cabrera",69,86.96,1135,987,"PuttingInside10",2014
109,109,"Nick Watney",80,86.94,1049,912,"PuttingInside10",2014
110,110,"Scott Brown",100,86.88,1547,1344,"PuttingInside10",2014
111,111,"Carl Pettersson",91,86.85,1597,1387,"PuttingInside10",2014
112,112,"Gary Woodland",93,86.83,1359,1180,"PuttingInside10",2014
113,113,"Mark Wilson",69,86.82,1077,935,"PuttingInside10",2014
114,114,"Bud Cauley",56,86.8,856,743,"PuttingInside10",2014
115,115,"Danny Lee",84,86.77,1270,1102,"PuttingInside10",2014
116,116,"Chad Campbell",57,86.71,858,744,"PuttingInside10",2014
117,117,"Robert Garrigus",80,86.69,1352,1172,"PuttingInside10",2014
118,118,"Luke Guthrie",85,86.65,1401,1214,"PuttingInside10",2014
119,119,"Heath Slocum",71,86.63,1152,998,"PuttingInside10",2014
120,120,"Andrew Loupe",65,86.62,912,790,"PuttingInside10",2014
121,121,"Scott Stallings",77,86.6,1179,1021,"PuttingInside10",2014
122,122,"Stewart Cink",91,86.58,1349,1168,"PuttingInside10",2014
123,123,"Matt Jones",83,86.56,1109,960,"PuttingInside10",2014
124,124,"John Rollins",84,86.55,1264,1094,"PuttingInside10",2014
125,125,"DH Lee",54,86.53,839,726,"PuttingInside10",2014
126,126,"David Toms",64,86.52,1009,873,"PuttingInside10",2014
127,127,"Robert Allenby",83,86.49,1318,1140,"PuttingInside10",2014
127,127,"Michael Putnam",106,86.49,1747,1511,"PuttingInside10",2014
129,129,"Sangmoon Bae",76,86.46,1204,1041,"PuttingInside10",2014
129,129,"Camilo Villegas",95,86.46,1566,1354,"PuttingInside10",2014
131,131,"Justin Rose",70,86.45,974,842,"PuttingInside10",2014
132,132,"Brian Harman",111,86.43,1872,1618,"PuttingInside10",2014
133,133,"Wes Roach",67,86.42,935,808,"PuttingInside10",2014
134,134,"Ryan Moore",86,86.41,1155,998,"PuttingInside10",2014
135,135,"Jim Herman",62,86.4,919,794,"PuttingInside10",2014
135,135,"Kevin Streelman",79,86.4,1118,966,"PuttingInside10",2014
135,135,"Jhonattan Vegas",77,86.4,1235,1067,"PuttingInside10",2014
138,138,"Brandt Snedeker",89,86.32,1221,1054,"PuttingInside10",2014
139,139,"Paul Casey",56,86.31,811,700,"PuttingInside10",2014
140,140,"Tommy Gainey",73,86.29,1138,982,"PuttingInside10",2014
141,141,"John Peterson",62,86.28,1064,918,"PuttingInside10",2014
142,142,"Robert Streb",75,86.25,1193,1029,"PuttingInside10",2014
143,143,"Jonathan Byrd",76,86.24,1228,1059,"PuttingInside10",2014
144,144,"Lee Westwood",57,86.23,799,689,"PuttingInside10",2014
145,145,"Kevin Chappell",100,86.2,1645,1418,"PuttingInside10",2014
145,145,"Martin Flores",85,86.2,1283,1106,"PuttingInside10",2014
145,145,"Marc Leishman",81,86.2,1297,1118,"PuttingInside10",2014
148,148,"Ted Potter Jr",68,86.18,1129,973,"PuttingInside10",2014
149,149,"Ernie Els",85,86.1,1180,1016,"PuttingInside10",2014
150,150,"Jamie Lovemark",64,86.09,906,780,"PuttingInside10",2014
150,150,"Bo Van Pelt",83,86.09,1258,1083,"PuttingInside10",2014
152,152,"Woody Austin",63,86.08,1085,934,"PuttingInside10",2014
153,153,"Seung Yul Noh",92,86.01,1408,1211,"PuttingInside10",2014
154,154,"Graham DeLaet",80,86,1186,1020,"PuttingInside10",2014
155,155,"DA Points",75,85.88,1055,906,"PuttingInside10",2014
156,156,"Gonzalo Fdez Castano",83,85.85,1307,1122,"PuttingInside10",2014
157,157,"Ryo Ishikawa",75,85.83,1157,993,"PuttingInside10",2014
158,158,"Ken Duke",80,85.82,1248,1071,"PuttingInside10",2014
159,159,"Jeff Maggert",54,85.78,844,724,"PuttingInside10",2014
160,160,"Steven Bowditch",93,85.63,1496,1281,"PuttingInside10",2014
161,161,"Derek Ernst",80,85.62,1217,1042,"PuttingInside10",2014
162,162,"Charlie Beljan",76,85.6,1264,1082,"PuttingInside10",2014
163,163,"Hideki Matsuyama",82,85.5,1207,1032,"PuttingInside10",2014
164,164,"Louis Oosthuizen",50,85.47,578,494,"PuttingInside10",2014
165,165,"Jim Renner",61,85.4,1007,860,"PuttingInside10",2014
166,166,"Roberto Castro",76,85.32,1131,965,"PuttingInside10",2014
167,167,"Vijay Singh",83,85.28,1467,1251,"PuttingInside10",2014
168,168,"Trevor Immelman",84,85.25,1295,1104,"PuttingInside10",2014
169,169,"Nicholas Thompson",85,85.13,1352,1151,"PuttingInside10",2014
170,170,"Davis Love III",74,85.12,1210,1030,"PuttingInside10",2014
171,171,"Jason Dufner",57,85.11,806,686,"PuttingInside10",2014
172,172,"Rory Sabbatini",82,85.08,1240,1055,"PuttingInside10",2014
173,173,"Geoff Ogilvy",84,85,1393,1184,"PuttingInside10",2014
174,174,"John Merrick",87,84.97,1377,1170,"PuttingInside10",2014
175,175,"Boo Weekley",73,84.18,1106,931,"PuttingInside10",2014
176,176,"Kyle Stanley",87,82.97,1433,1189,"PuttingInside10",2014
177,177,"Lucas Glover",68,81.22,948,770,"PuttingInside10",2014
