"Approachesfrom250275yardsRgh_RANKTHISWEEK_2012","Approachesfrom250275yardsRgh_RANKLASTWEEK_2012","Approachesfrom250275yardsRgh_PLAYERNAME_2012","Approachesfrom250275yardsRgh_ROUNDS_2012","Approachesfrom250275yardsRgh_AVG_2012","Approachesfrom250275yardsRgh_TOTALDISTANCEFEET_2012","Approachesfrom250275yardsRgh_OFATTEMPTS_2012","Approachesfrom250275yardsRgh_RELATIVETOPAR_2012","stat_name","year"
1,1,"Freddie Jacobson",61,NA,38.583,1,0,"Approachesfrom250275yardsRgh",2012
2,2,"Dustin Johnson",70,NA,132.833,3,-3,"Approachesfrom250275yardsRgh",2012
3,3,"Graeme McDowell",55,NA,44.333,1,-1,"Approachesfrom250275yardsRgh",2012
4,4,"Kyle Thompson",51,NA,98.583,2,-1,"Approachesfrom250275yardsRgh",2012
5,5,"Padraig Harrington",67,NA,198.5,4,-4,"Approachesfrom250275yardsRgh",2012
6,6,"Bill Haas",79,NA,258.833,5,-2,"Approachesfrom250275yardsRgh",2012
7,7,"John Daly",50,NA,105.083,2,-1,"Approachesfrom250275yardsRgh",2012
8,8,"William McGirt",96,NA,322.667,6,-4,"Approachesfrom250275yardsRgh",2012
9,9,"Ernie Els",80,NA,164,3,-1,"Approachesfrom250275yardsRgh",2012
10,10,"Brendon Todd",78,NA,222.417,4,0,"Approachesfrom250275yardsRgh",2012
11,11,"Jonas Blixt",72,NA,392.75,7,-5,"Approachesfrom250275yardsRgh",2012
12,12,"Keegan Bradley",90,NA,283.083,5,-4,"Approachesfrom250275yardsRgh",2012
13,13,"Tim Clark",60,NA,114.833,2,-1,"Approachesfrom250275yardsRgh",2012
14,14,"Rickie Fowler",84,NA,345.667,6,-3,"Approachesfrom250275yardsRgh",2012
15,15,"Robert Karlsson",54,NA,233.333,4,-3,"Approachesfrom250275yardsRgh",2012
16,16,"Graham DeLaet",79,NA,424.833,7,-2,"Approachesfrom250275yardsRgh",2012
17,17,"David Mathis",83,NA,248.417,4,-3,"Approachesfrom250275yardsRgh",2012
18,18,"Andres Romero",68,NA,812.083,13,-5,"Approachesfrom250275yardsRgh",2012
19,19,"Roberto Castro",92,NA,375.25,6,-4,"Approachesfrom250275yardsRgh",2012
20,20,"Ryan Palmer",81,NA,501.333,8,-6,"Approachesfrom250275yardsRgh",2012
21,21,"Charlie Beljan",61,NA,383.083,6,-2,"Approachesfrom250275yardsRgh",2012
22,22,"Kyle Reifers",86,NA,255.833,4,-1,"Approachesfrom250275yardsRgh",2012
23,23,"Dicky Pride",62,NA,454.167,7,-5,"Approachesfrom250275yardsRgh",2012
24,24,"Josh Teater",97,NA,393,6,-2,"Approachesfrom250275yardsRgh",2012
25,25,"Adam Scott",59,NA,263.167,4,-1,"Approachesfrom250275yardsRgh",2012
26,26,"Garth Mulroy",59,NA,198,3,-1,"Approachesfrom250275yardsRgh",2012
26,26,"Sean OHair",84,NA,264,4,-2,"Approachesfrom250275yardsRgh",2012
28,28,"JB Holmes",90,NA,462.417,7,-1,"Approachesfrom250275yardsRgh",2012
29,29,"Seung Yul Noh",105,NA,795.667,12,-10,"Approachesfrom250275yardsRgh",2012
30,30,"James Driscoll",83,NA,932.667,14,-7,"Approachesfrom250275yardsRgh",2012
31,31,"Rory McIlroy",60,NA,336.333,5,-2,"Approachesfrom250275yardsRgh",2012
32,32,"Stewart Cink",71,NA,607.5,9,-4,"Approachesfrom250275yardsRgh",2012
33,33,"Harris English",98,NA,886.833,13,-9,"Approachesfrom250275yardsRgh",2012
34,34,"JJ Henry",93,NA,68.583,1,0,"Approachesfrom250275yardsRgh",2012
35,35,"Louis Oosthuizen",65,NA,274.5,4,-2,"Approachesfrom250275yardsRgh",2012
36,36,"Blake Adams",107,NA,618.417,9,-5,"Approachesfrom250275yardsRgh",2012
37,37,"Brian Davis",91,NA,483.417,7,-4,"Approachesfrom250275yardsRgh",2012
38,38,"Brendon de Jonge",115,NA,829.667,12,-4,"Approachesfrom250275yardsRgh",2012
39,39,"Jason Day",57,NA,761.833,11,-6,"Approachesfrom250275yardsRgh",2012
40,40,"Vaughn Taylor",81,NA,625.667,9,-6,"Approachesfrom250275yardsRgh",2012
41,41,"Jonathan Byrd",69,NA,766.083,11,-3,"Approachesfrom250275yardsRgh",2012
42,42,"Billy Hurley III",70,NA,418.333,6,-2,"Approachesfrom250275yardsRgh",2012
43,43,"Charl Schwartzel",56,NA,280.167,4,-2,"Approachesfrom250275yardsRgh",2012
44,44,"Vijay Singh",99,NA,282.417,4,2,"Approachesfrom250275yardsRgh",2012
44,44,"Scott Stallings",78,NA,353.083,5,-1,"Approachesfrom250275yardsRgh",2012
46,46,"Sergio Garcia",57,NA,501,7,-4,"Approachesfrom250275yardsRgh",2012
47,47,"Bubba Watson",68,NA,573.167,8,-5,"Approachesfrom250275yardsRgh",2012
48,48,"Roland Thatcher",55,NA,358.833,5,0,"Approachesfrom250275yardsRgh",2012
48,48,"Gary Woodland",70,NA,645.417,9,2,"Approachesfrom250275yardsRgh",2012
50,50,"Matt Bettencourt",80,NA,509.583,7,1,"Approachesfrom250275yardsRgh",2012
51,51,"Aaron Baddeley",73,NA,658.5,9,-4,"Approachesfrom250275yardsRgh",2012
52,52,"Troy Matteson",100,NA,1107.75,15,-1,"Approachesfrom250275yardsRgh",2012
53,53,"Chez Reavie",83,NA,295.5,4,-2,"Approachesfrom250275yardsRgh",2012
54,54,"Sangmoon Bae",81,NA,666.167,9,-4,"Approachesfrom250275yardsRgh",2012
55,55,"Mathew Goggin",65,NA,670.333,9,0,"Approachesfrom250275yardsRgh",2012
55,55,"Tim Herron",88,NA,298,4,-2,"Approachesfrom250275yardsRgh",2012
57,57,"Matt Every",80,NA,670.917,9,-5,"Approachesfrom250275yardsRgh",2012
57,57,"Jeff Overton",101,NA,1193.917,16,-7,"Approachesfrom250275yardsRgh",2012
59,59,"Boo Weekley",74,NA,149.667,2,-1,"Approachesfrom250275yardsRgh",2012
60,60,"JJ Killeen",101,NA,898.583,12,-5,"Approachesfrom250275yardsRgh",2012
61,61,"Brian Gay",91,NA,225.5,3,4,"Approachesfrom250275yardsRgh",2012
62,62,"Harrison Frazar",56,NA,301.75,4,-1,"Approachesfrom250275yardsRgh",2012
63,63,"Johnson Wagner",88,NA,757.75,10,-8,"Approachesfrom250275yardsRgh",2012
64,64,"Angel Cabrera",54,NA,304.083,4,0,"Approachesfrom250275yardsRgh",2012
65,65,"Greg Owen",90,NA,991.667,13,-5,"Approachesfrom250275yardsRgh",2012
66,66,"Stephen Ames",54,NA,228.917,3,0,"Approachesfrom250275yardsRgh",2012
67,67,"Brandt Snedeker",81,NA,383.083,5,-3,"Approachesfrom250275yardsRgh",2012
