"610FinalRoundPerformance_RANKTHISWEEK_2016","610FinalRoundPerformance_RANKLASTWEEK_2016","610FinalRoundPerformance_PLAYERNAME_2016","610FinalRoundPerformance_EVENTS_2016","610FinalRoundPerformance_PctTIMESIMPROVED_2016","610FinalRoundPerformance_OFTIMESIMPROVED_2016","stat_name","year"
1,1,"Aaron Baddeley",15,100,1,"610FinalRoundPerformance",2016
1,1,"Jason Bohn",11,100,1,"610FinalRoundPerformance",2016
1,1,"Alex Cejka",15,100,1,"610FinalRoundPerformance",2016
1,1,"Chad Collins",16,100,1,"610FinalRoundPerformance",2016
1,1,"Harris English",15,100,2,"610FinalRoundPerformance",2016
1,1,"Rickie Fowler",12,100,3,"610FinalRoundPerformance",2016
1,NA,"Fabian Gomez",15,100,1,"610FinalRoundPerformance",2016
1,1,"Branden Grace",9,100,1,"610FinalRoundPerformance",2016
1,1,"JB Holmes",10,100,1,"610FinalRoundPerformance",2016
1,1,"Billy Horschel",12,100,1,"610FinalRoundPerformance",2016
1,1,"Zach Johnson",12,100,1,"610FinalRoundPerformance",2016
1,1,"Patton Kizzire",16,100,1,"610FinalRoundPerformance",2016
1,1,"Russell Knox",14,100,1,"610FinalRoundPerformance",2016
1,1,"Martin Laird",13,100,1,"610FinalRoundPerformance",2016
1,1,"Jamie Lovemark",17,100,1,"610FinalRoundPerformance",2016
1,1,"Shane Lowry",10,100,1,"610FinalRoundPerformance",2016
1,1,"Peter Malnati",19,100,1,"610FinalRoundPerformance",2016
1,1,"Graeme McDowell",11,100,1,"610FinalRoundPerformance",2016
1,1,"Ryan Moore",11,100,1,"610FinalRoundPerformance",2016
1,1,"Scott Piercy",12,100,1,"610FinalRoundPerformance",2016
1,1,"Patrick Reed",14,100,1,"610FinalRoundPerformance",2016
1,1,"Adam Scott",10,100,1,"610FinalRoundPerformance",2016
1,1,"Vijay Singh",13,100,1,"610FinalRoundPerformance",2016
1,1,"Kevin Streelman",15,100,1,"610FinalRoundPerformance",2016
1,1,"Vaughn Taylor",11,100,1,"610FinalRoundPerformance",2016
1,1,"Cameron Tringale",14,100,1,"610FinalRoundPerformance",2016
27,27,"Scott Brown",17,66.7,2,"610FinalRoundPerformance",2016
28,28,"Roberto Castro",16,50,1,"610FinalRoundPerformance",2016
28,28,"Jon Curran",18,50,1,"610FinalRoundPerformance",2016
28,28,"Jason Day",9,50,1,"610FinalRoundPerformance",2016
28,28,"Brice Garnett",9,50,1,"610FinalRoundPerformance",2016
28,28,"Bill Haas",12,50,1,"610FinalRoundPerformance",2016
28,28,"John Huh",16,50,1,"610FinalRoundPerformance",2016
28,28,"Smylie Kaufman",16,50,1,"610FinalRoundPerformance",2016
28,28,"Will Ma Kenzie",17,50,1,"610FinalRoundPerformance",2016
28,28,"Kevin Na",14,50,1,"610FinalRoundPerformance",2016
28,1,"Martin Piller",12,50,1,"610FinalRoundPerformance",2016
28,28,"Chez Reavie",16,50,1,"610FinalRoundPerformance",2016
28,28,"Kyle Reifers",19,50,1,"610FinalRoundPerformance",2016
28,28,"Charl Schwartzel",8,50,1,"610FinalRoundPerformance",2016
41,40,"Freddie Jacobson",16,33.3,1,"610FinalRoundPerformance",2016
41,40,"Nick Taylor",17,33.3,1,"610FinalRoundPerformance",2016
43,42,"Thomas Aiken",13,0,NA,"610FinalRoundPerformance",2016
43,42,"Tyler Aldridge",18,0,NA,"610FinalRoundPerformance",2016
43,42,"Blayne Barber",16,0,NA,"610FinalRoundPerformance",2016
43,42,"Ricky Barnes",18,0,NA,"610FinalRoundPerformance",2016
43,42,"Daniel Berger",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Steven Bowditch",14,0,NA,"610FinalRoundPerformance",2016
43,NA,"Paul Casey",11,0,NA,"610FinalRoundPerformance",2016
43,42,"KJ Choi",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Stewart Cink",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Ben Crane",17,0,NA,"610FinalRoundPerformance",2016
43,42,"Jason Dufner",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Derek Ernst",12,0,NA,"610FinalRoundPerformance",2016
43,42,"Matt Every",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Sergio Garcia",8,0,NA,"610FinalRoundPerformance",2016
43,NA,"Lucas Glover",16,0,NA,"610FinalRoundPerformance",2016
43,42,"Retief Goosen",10,0,NA,"610FinalRoundPerformance",2016
43,42,"Jason Gore",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Emiliano Grillo",13,0,NA,"610FinalRoundPerformance",2016
43,42,"James Hahn",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Padraig Harrington",11,0,NA,"610FinalRoundPerformance",2016
43,42,"David Hearn",18,0,NA,"610FinalRoundPerformance",2016
43,42,"Russell Henley",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Charley Hoffman",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Charles Howell III",17,0,NA,"610FinalRoundPerformance",2016
43,42,"Hiroshi Iwata",18,0,NA,"610FinalRoundPerformance",2016
43,42,"Dustin Johnson",9,0,NA,"610FinalRoundPerformance",2016
43,42,"Matt Jones",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Whee Kim",18,0,NA,"610FinalRoundPerformance",2016
43,42,"Si Woo Kim",19,0,NA,"610FinalRoundPerformance",2016
43,42,"Chris Kirk",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Kevin Kisner",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Matt Kuchar",12,0,NA,"610FinalRoundPerformance",2016
43,42,"Anirban Lahiri",13,0,NA,"610FinalRoundPerformance",2016
43,42,"Danny Lee",16,0,NA,"610FinalRoundPerformance",2016
43,42,"Spencer Levin",19,0,NA,"610FinalRoundPerformance",2016
43,42,"David Lingmerth",15,0,NA,"610FinalRoundPerformance",2016
43,42,"Luke List",17,0,NA,"610FinalRoundPerformance",2016
43,42,"Hideki Matsuyama",12,0,NA,"610FinalRoundPerformance",2016
43,42,"Troy Merritt",14,0,NA,"610FinalRoundPerformance",2016
43,42,"Phil Mickelson",11,0,NA,"610FinalRoundPerformance",2016
43,42,"Seung Yul Noh",17,0,NA,"610FinalRoundPerformance",2016
