"CurrentStreakwithouta3Putt_RANKTHISWEEK_2008","CurrentStreakwithouta3Putt_RANKLASTWEEK_2008","CurrentStreakwithouta3Putt_PLAYERNAME_2008","CurrentStreakwithouta3Putt_EVENTS_2008","CurrentStreakwithouta3Putt_VALUE_2008","stat_name","year"
1,1,"Ben Curtis",22,146,"CurrentStreakwithouta3Putt",2008
2,2,"Jim Furyk",26,130,"CurrentStreakwithouta3Putt",2008
3,3,"Dudley Hart",22,129,"CurrentStreakwithouta3Putt",2008
4,4,"Omar Uresti",24,112,"CurrentStreakwithouta3Putt",2008
5,5,"John Rollins",28,107,"CurrentStreakwithouta3Putt",2008
6,6,"Bob Tway",20,103,"CurrentStreakwithouta3Putt",2008
7,7,"Richard Johnson",21,100,"CurrentStreakwithouta3Putt",2008
7,7,"Geoff Ogilvy",20,100,"CurrentStreakwithouta3Putt",2008
9,9,"Kevin Streelman",32,98,"CurrentStreakwithouta3Putt",2008
10,10,"Brett Quigley",25,96,"CurrentStreakwithouta3Putt",2008
11,11,"JP Hayes",26,93,"CurrentStreakwithouta3Putt",2008
12,12,"Brett Rumford",26,91,"CurrentStreakwithouta3Putt",2008
13,13,"Davis Love III",23,87,"CurrentStreakwithouta3Putt",2008
14,14,"Mike Weir",26,85,"CurrentStreakwithouta3Putt",2008
15,15,"Ken Duke",33,84,"CurrentStreakwithouta3Putt",2008
16,16,"Charley Hoffman",29,75,"CurrentStreakwithouta3Putt",2008
16,16,"Charlie Wi",27,75,"CurrentStreakwithouta3Putt",2008
18,18,"Jimmy Walker",24,74,"CurrentStreakwithouta3Putt",2008
19,19,"Mark Wilson",29,72,"CurrentStreakwithouta3Putt",2008
20,20,"Pat Perez",27,71,"CurrentStreakwithouta3Putt",2008
20,20,"Brandt Snedeker",26,71,"CurrentStreakwithouta3Putt",2008
23,23,"Kent Jones",23,69,"CurrentStreakwithouta3Putt",2008
24,24,"Kevin Stadler",30,68,"CurrentStreakwithouta3Putt",2008
25,25,"Brian Gay",31,67,"CurrentStreakwithouta3Putt",2008
25,25,"Jason Gore",33,67,"CurrentStreakwithouta3Putt",2008
27,27,"Rocco Mediate",27,66,"CurrentStreakwithouta3Putt",2008
27,27,"Chris Stroud",29,66,"CurrentStreakwithouta3Putt",2008
29,29,"Ted Purdy",25,65,"CurrentStreakwithouta3Putt",2008
30,30,"Steve Marino",32,62,"CurrentStreakwithouta3Putt",2008
31,31,"Sean OHair",25,61,"CurrentStreakwithouta3Putt",2008
32,32,"Freddie Jacobson",24,60,"CurrentStreakwithouta3Putt",2008
32,32,"Joe Ogilvie",29,60,"CurrentStreakwithouta3Putt",2008
34,34,"Carl Pettersson",29,57,"CurrentStreakwithouta3Putt",2008
35,35,"Kevin Sutherland",26,56,"CurrentStreakwithouta3Putt",2008
36,36,"Mathew Goggin",27,55,"CurrentStreakwithouta3Putt",2008
36,36,"Ryuji Imada",25,55,"CurrentStreakwithouta3Putt",2008
38,38,"Robert Gamez",26,54,"CurrentStreakwithouta3Putt",2008
38,38,"Corey Pavin",20,54,"CurrentStreakwithouta3Putt",2008
40,40,"Rich Beem",29,52,"CurrentStreakwithouta3Putt",2008
40,40,"James Driscoll",28,52,"CurrentStreakwithouta3Putt",2008
42,42,"Cameron Beckman",29,48,"CurrentStreakwithouta3Putt",2008
42,42,"Rory Sabbatini",23,48,"CurrentStreakwithouta3Putt",2008
44,44,"Steve Elkington",25,47,"CurrentStreakwithouta3Putt",2008
45,45,"Shane Bertsch",29,46,"CurrentStreakwithouta3Putt",2008
46,46,"Chris Riley",17,45,"CurrentStreakwithouta3Putt",2008
46,46,"Nick Watney",27,45,"CurrentStreakwithouta3Putt",2008
48,48,"Angel Cabrera",17,43,"CurrentStreakwithouta3Putt",2008
48,48,"Tim Clark",27,43,"CurrentStreakwithouta3Putt",2008
48,48,"Brad Elder",23,43,"CurrentStreakwithouta3Putt",2008
51,51,"Stephen Leaney",17,41,"CurrentStreakwithouta3Putt",2008
51,51,"Charles Warren",29,41,"CurrentStreakwithouta3Putt",2008
