"Approaches_RANKTHISWEEK_2011","Approaches_RANKLASTWEEK_2011","Approaches_PLAYERNAME_2011","Approaches_ROUNDS_2011","Approaches_AVGRTP_2011","stat_name","year"
1,1,"Luke Donald",73,-0.25,"Approaches",2011
2,2,"Martin Laird",77,-0.24,"Approaches",2011
3,3,"David Toms",78,-0.231,"Approaches",2011
4,4,"Steve Stricker",70,-0.208,"Approaches",2011
5,5,"Ricky Barnes",78,-0.138,"Approaches",2011
6,6,"Steve Flesch",88,-0.095,"Approaches",2011
7,7,"Kris Blanks",92,-0.077,"Approaches",2011
8,8,"Freddie Jacobson",92,-0.065,"Approaches",2011
9,9,"Ian Poulter",52,-0.059,"Approaches",2011
10,10,"Hunter Haas",96,-0.056,"Approaches",2011
10,10,"Bubba Watson",85,-0.056,"Approaches",2011
12,12,"Bryce Molder",82,-0.053,"Approaches",2011
13,13,"Stewart Cink",72,-0.05,"Approaches",2011
13,13,"Graeme McDowell",50,-0.05,"Approaches",2011
13,13,"Ryan Palmer",82,-0.05,"Approaches",2011
16,16,"Robert Karlsson",61,-0.038,"Approaches",2011
17,17,"Spencer Levin",113,-0.031,"Approaches",2011
18,18,"Vijay Singh",79,-0.024,"Approaches",2011
19,19,"Rich Beem",53,0,"Approaches",2011
19,19,"Shane Bertsch",62,0,"Approaches",2011
19,19,"Ben Curtis",66,0,"Approaches",2011
19,19,"Jason Dufner",78,0,"Approaches",2011
19,19,"Sergio Garcia",61,0,"Approaches",2011
19,19,"Brian Gay",90,0,"Approaches",2011
19,19,"Charley Hoffman",93,0,"Approaches",2011
19,19,"Kent Jones",76,0,"Approaches",2011
19,19,"Matt Kuchar",94,0,"Approaches",2011
19,19,"Steve Marino",76,0,"Approaches",2011
19,19,"Carl Pettersson",95,0,"Approaches",2011
19,19,"Camilo Villegas",69,0,"Approaches",2011
31,31,"Jeff Overton",92,0.023,"Approaches",2011
32,32,"JB Holmes",57,0.026,"Approaches",2011
33,33,"Bill Haas",93,0.029,"Approaches",2011
34,34,"Hunter Mahan",92,0.03,"Approaches",2011
34,34,"Kyle Stanley",98,0.03,"Approaches",2011
36,36,"Phil Mickelson",79,0.04,"Approaches",2011
37,37,"Scott Stallings",84,0.042,"Approaches",2011
38,38,"Padraig Harrington",60,0.043,"Approaches",2011
38,38,"Sean OHair",71,0.043,"Approaches",2011
38,38,"Boo Weekley",66,0.043,"Approaches",2011
41,41,"Davis Love III",70,0.05,"Approaches",2011
42,42,"Blake Adams",116,0.067,"Approaches",2011
43,43,"Justin Rose",79,0.071,"Approaches",2011
44,44,"Steven Bowditch",86,0.074,"Approaches",2011
45,45,"Kevin Kisner",70,0.077,"Approaches",2011
46,46,"Brandt Snedeker",85,0.08,"Approaches",2011
47,47,"Josh Teater",104,0.081,"Approaches",2011
48,48,"Jason Day",76,0.083,"Approaches",2011
48,48,"YE Yang",63,0.083,"Approaches",2011
50,50,"Harrison Frazar",58,0.087,"Approaches",2011
51,51,"Stephen Ames",69,0.095,"Approaches",2011
52,52,"Billy Mayfair",94,0.097,"Approaches",2011
52,52,"Charlie Wi",83,0.097,"Approaches",2011
54,54,"Zach Johnson",79,0.1,"Approaches",2011
54,54,"Dustin Johnson",72,0.1,"Approaches",2011
54,54,"George McNeill",69,0.1,"Approaches",2011
57,57,"JP Hayes",56,0.105,"Approaches",2011
58,58,"Michael Thompson",79,0.111,"Approaches",2011
58,58,"Nick Watney",80,0.111,"Approaches",2011
60,60,"Anthony Kim",72,0.128,"Approaches",2011
61,61,"Richard Johnson",64,0.13,"Approaches",2011
62,62,"Robert Garrigus",83,0.132,"Approaches",2011
63,63,"Ben Crane",76,0.133,"Approaches",2011
63,63,"Jim Furyk",87,0.133,"Approaches",2011
63,63,"Aron Price",58,0.133,"Approaches",2011
66,66,"Cameron Beckman",71,0.135,"Approaches",2011
67,67,"Angel Cabrera",50,0.136,"Approaches",2011
68,68,"James Driscoll",71,0.138,"Approaches",2011
69,69,"Nathan Green",81,0.143,"Approaches",2011
69,69,"Chris Kirk",87,0.143,"Approaches",2011
69,69,"John Rollins",85,0.143,"Approaches",2011
72,72,"Brandt Jobe",100,0.147,"Approaches",2011
73,73,"Jim Herman",69,0.148,"Approaches",2011
74,74,"Rod Pampling",72,0.15,"Approaches",2011
75,75,"Joe Ogilvie",75,0.152,"Approaches",2011
76,76,"Tim Herron",85,0.154,"Approaches",2011
77,77,"Paul Stankowski",78,0.158,"Approaches",2011
78,78,"Tom Gillis",55,0.16,"Approaches",2011
79,79,"Chris Stroud",88,0.163,"Approaches",2011
80,80,"Scott Piercy",78,0.167,"Approaches",2011
80,80,"Marc Turnesa",54,0.167,"Approaches",2011
