"Approaches_RANKTHISWEEK_2011","Approaches_RANKLASTWEEK_2011","Approaches_PLAYERNAME_2011","Approaches_ROUNDS_2011","Approaches_AVGRTP_2011","stat_name","year"
82,82,"David Mathis",83,0.172,"Approaches",2011
83,83,"Tim Petrovic",88,0.176,"Approaches",2011
83,83,"Johnson Wagner",81,0.176,"Approaches",2011
85,85,"Michael Bradley",74,0.179,"Approaches",2011
86,86,"Pat Perez",76,0.182,"Approaches",2011
86,86,"Chris Riley",76,0.182,"Approaches",2011
88,88,"Chris Couch",73,0.188,"Approaches",2011
88,88,"John Merrick",71,0.188,"Approaches",2011
90,90,"Brendon de Jonge",105,0.189,"Approaches",2011
90,90,"Bio Kim",71,0.189,"Approaches",2011
92,92,"Jason Bohn",74,0.19,"Approaches",2011
92,92,"Geoff Ogilvy",69,0.19,"Approaches",2011
92,92,"Jimmy Walker",79,0.19,"Approaches",2011
95,95,"Stuart Appleby",65,0.194,"Approaches",2011
95,95,"Rocco Mediate",53,0.194,"Approaches",2011
97,97,"Paul Goydos",81,0.195,"Approaches",2011
98,98,"DJ Trahan",91,0.196,"Approaches",2011
99,99,"Steve Elkington",50,0.2,"Approaches",2011
99,99,"Mark Wilson",89,0.2,"Approaches",2011
101,101,"Arjun Atwal",91,0.205,"Approaches",2011
102,102,"Greg Chalmers",88,0.207,"Approaches",2011
103,103,"Ernie Els",71,0.211,"Approaches",2011
103,103,"Ryan Moore",79,0.211,"Approaches",2011
105,105,"Gary Woodland",93,0.212,"Approaches",2011
106,106,"Retief Goosen",50,0.214,"Approaches",2011
107,107,"Charles Howell III",108,0.216,"Approaches",2011
108,108,"Joe Durant",71,0.217,"Approaches",2011
108,108,"Ben Martin",74,0.217,"Approaches",2011
110,110,"Tag Ridings",87,0.222,"Approaches",2011
111,111,"Robert Allenby",84,0.231,"Approaches",2011
111,111,"Colt Knost",80,0.231,"Approaches",2011
111,111,"Alexandre Rocha",65,0.231,"Approaches",2011
114,114,"Fabian Gomez",84,0.25,"Approaches",2011
114,114,"Kevin Streelman",90,0.25,"Approaches",2011
116,116,"Matt Bettencourt",84,0.256,"Approaches",2011
117,117,"Brian Davis",105,0.257,"Approaches",2011
118,118,"Jonathan Byrd",83,0.258,"Approaches",2011
119,119,"Keegan Bradley",91,0.262,"Approaches",2011
120,120,"Jerry Kelly",85,0.263,"Approaches",2011
121,121,"Webb Simpson",98,0.265,"Approaches",2011
122,122,"Ryuji Imada",83,0.267,"Approaches",2011
122,122,"Chez Reavie",92,0.267,"Approaches",2011
124,124,"Woody Austin",59,0.273,"Approaches",2011
124,124,"JJ Henry",96,0.273,"Approaches",2011
124,124,"Marc Leishman",87,0.273,"Approaches",2011
127,127,"Trevor Immelman",84,0.28,"Approaches",2011
128,128,"Alex Cejka",59,0.286,"Approaches",2011
128,128,"Troy Matteson",91,0.286,"Approaches",2011
128,128,"Dean Wilson",62,0.286,"Approaches",2011
131,131,"Aaron Baddeley",77,0.289,"Approaches",2011
131,131,"Kevin Stadler",88,0.289,"Approaches",2011
133,133,"Billy Horschel",75,0.294,"Approaches",2011
133,133,"Bo Van Pelt",92,0.294,"Approaches",2011
135,135,"Brendan Steele",89,0.296,"Approaches",2011
136,136,"Matt Jones",71,0.3,"Approaches",2011
136,136,"Martin Piller",63,0.3,"Approaches",2011
138,138,"John Senden",94,0.303,"Approaches",2011
139,139,"Bill Lunde",92,0.306,"Approaches",2011
140,140,"Lee Janzen",62,0.308,"Approaches",2011
141,141,"Alex Prugh",82,0.311,"Approaches",2011
142,142,"Jhonattan Vegas",84,0.313,"Approaches",2011
143,143,"Daniel Summerhays",75,0.318,"Approaches",2011
144,144,"Scott Gutschewski",67,0.32,"Approaches",2011
145,145,"Nick OHern",89,0.321,"Approaches",2011
146,146,"Bobby Gates",82,0.323,"Approaches",2011
147,147,"Rory Sabbatini",85,0.324,"Approaches",2011
148,148,"Rickie Fowler",84,0.333,"Approaches",2011
148,148,"Sung Kang",63,0.333,"Approaches",2011
148,148,"Zack Miller",86,0.333,"Approaches",2011
148,148,"Nate Smith",66,0.333,"Approaches",2011
152,152,"Chris DiMarco",93,0.34,"Approaches",2011
153,153,"DA Points",89,0.345,"Approaches",2011
154,154,"Chad Campbell",99,0.346,"Approaches",2011
155,155,"Michael Connell",76,0.353,"Approaches",2011
155,155,"Scott McCarron",65,0.353,"Approaches",2011
155,155,"Charl Schwartzel",58,0.353,"Approaches",2011
158,158,"Adam Scott",60,0.357,"Approaches",2011
158,158,"Cameron Tringale",110,0.357,"Approaches",2011
160,160,"Justin Hicks",60,0.364,"Approaches",2011
161,161,"Roland Thatcher",67,0.37,"Approaches",2011
162,162,"Justin Leonard",82,0.375,"Approaches",2011
162,162,"William McGirt",103,0.375,"Approaches",2011
164,164,"Shaun Micheel",77,0.378,"Approaches",2011
165,165,"Derek Lamely",65,0.389,"Approaches",2011
166,166,"Joseph Bramlett",73,0.391,"Approaches",2011
167,167,"David Hearn",88,0.394,"Approaches",2011
168,168,"Matt McQuillan",59,0.4,"Approaches",2011
169,169,"KJ Choi",77,0.409,"Approaches",2011
169,169,"Lucas Glover",74,0.409,"Approaches",2011
169,169,"Michael Putnam",67,0.409,"Approaches",2011
172,172,"Heath Slocum",89,0.433,"Approaches",2011
173,173,"Vaughn Taylor",89,0.442,"Approaches",2011
174,174,"Jarrod Lyle",83,0.452,"Approaches",2011
175,175,"DJ Brigman",67,0.458,"Approaches",2011
176,176,"Troy Merritt",63,0.464,"Approaches",2011
177,177,"Andres Gonzales",60,0.474,"Approaches",2011
178,178,"Garrett Willis",71,0.484,"Approaches",2011
179,179,"Tommy Gainey",104,0.486,"Approaches",2011
180,180,"Kevin Na",84,0.515,"Approaches",2011
181,181,"Andres Romero",77,0.526,"Approaches",2011
182,182,"Briny Baird",60,0.588,"Approaches",2011
183,183,"Kevin Chappell",78,0.591,"Approaches",2011
184,184,"David Duval",67,0.611,"Approaches",2011
185,185,"Jim Renner",65,0.63,"Approaches",2011
186,186,"Will Strickler",51,0.7,"Approaches",2011
