"Par5GoingfortheGreen_RANKTHISWEEK_2008","Par5GoingfortheGreen_RANKLASTWEEK_2008","Par5GoingfortheGreen_PLAYERNAME_2008","Par5GoingfortheGreen_ROUNDS_2008","Par5GoingfortheGreen_Pct_2008","Par5GoingfortheGreen_ATTEMPTS_2008","Par5GoingfortheGreen_NONATTEMPTS_2008","stat_name","year"
63,63,"Padraig Harrington",52,52.08,50,46,"Par5GoingfortheGreen",2008
64,64,"Mark Calcavecchia",67,52.07,88,81,"Par5GoingfortheGreen",2008
65,65,"Brenden Pappas",66,52.05,89,82,"Par5GoingfortheGreen",2008
66,66,"Kenny Perry",97,51.67,139,130,"Par5GoingfortheGreen",2008
67,67,"Steve Marino",119,51.61,160,150,"Par5GoingfortheGreen",2008
68,68,"John Huston",56,51.22,84,80,"Par5GoingfortheGreen",2008
69,69,"Nathan Green",95,50.87,147,142,"Par5GoingfortheGreen",2008
70,70,"Carlos Franco",73,50.72,105,102,"Par5GoingfortheGreen",2008
71,71,"Bob Sowards",61,50.63,81,79,"Par5GoingfortheGreen",2008
72,72,"John Senden",93,50.61,125,122,"Par5GoingfortheGreen",2008
73,73,"Woody Austin",109,50.35,142,140,"Par5GoingfortheGreen",2008
73,73,"Bo Van Pelt",101,50.35,143,141,"Par5GoingfortheGreen",2008
75,75,"Paul Casey",55,50,57,57,"Par5GoingfortheGreen",2008
75,75,"Brandt Jobe",52,50,72,72,"Par5GoingfortheGreen",2008
75,75,"John Riegger",73,50,100,100,"Par5GoingfortheGreen",2008
75,75,"Rory Sabbatini",77,50,95,95,"Par5GoingfortheGreen",2008
79,79,"Joe Ogilvie",100,49.63,135,137,"Par5GoingfortheGreen",2008
80,80,"Joe Durant",92,49.59,122,124,"Par5GoingfortheGreen",2008
81,81,"Hunter Mahan",87,49.53,106,108,"Par5GoingfortheGreen",2008
82,82,"Steve Lowery",74,49.51,102,104,"Par5GoingfortheGreen",2008
83,83,"Frank Lickliter II",107,48.85,149,156,"Par5GoingfortheGreen",2008
84,84,"Kevin Na",97,48.63,142,150,"Par5GoingfortheGreen",2008
85,85,"Mark Hensby",71,48.56,101,107,"Par5GoingfortheGreen",2008
86,86,"Alejandro Canizares",52,48.36,59,63,"Par5GoingfortheGreen",2008
87,87,"Brett Quigley",80,47.9,114,124,"Par5GoingfortheGreen",2008
88,88,"Jon Mills",95,47.76,117,128,"Par5GoingfortheGreen",2008
89,89,"Travis Perkins",53,47.66,61,67,"Par5GoingfortheGreen",2008
90,90,"Johnson Wagner",83,47.6,99,109,"Par5GoingfortheGreen",2008
91,91,"Kenneth Ferrie",72,47.52,96,106,"Par5GoingfortheGreen",2008
92,92,"Retief Goosen",59,46.92,61,69,"Par5GoingfortheGreen",2008
93,93,"Scott McCarron",63,46.91,76,86,"Par5GoingfortheGreen",2008
94,94,"Rich Beem",90,46.46,118,136,"Par5GoingfortheGreen",2008
94,94,"Ben Crane",86,46.46,105,121,"Par5GoingfortheGreen",2008
96,96,"Chad Campbell",94,46.34,114,132,"Par5GoingfortheGreen",2008
97,97,"Ken Duke",116,45.82,148,175,"Par5GoingfortheGreen",2008
98,98,"John Rollins",94,45.35,117,141,"Par5GoingfortheGreen",2008
99,99,"Charlie Wi",97,44.96,116,142,"Par5GoingfortheGreen",2008
100,100,"Jeff Maggert",86,44.9,110,135,"Par5GoingfortheGreen",2008
101,101,"Will Ma Kenzie",62,44.75,81,100,"Par5GoingfortheGreen",2008
102,102,"KJ Choi",74,44.64,75,93,"Par5GoingfortheGreen",2008
103,103,"David Toms",70,44.38,71,89,"Par5GoingfortheGreen",2008
104,104,"Billy Mayfair",103,44.32,121,152,"Par5GoingfortheGreen",2008
105,105,"Ernie Els",51,44.23,46,58,"Par5GoingfortheGreen",2008
106,106,"Tom Lehman",51,44.17,53,67,"Par5GoingfortheGreen",2008
107,107,"Eric Axley",113,44.11,131,166,"Par5GoingfortheGreen",2008
108,108,"Chad Collins",72,43.98,84,107,"Par5GoingfortheGreen",2008
109,109,"Kent Jones",68,43.68,76,98,"Par5GoingfortheGreen",2008
110,110,"Scott Verplank",82,43.62,82,106,"Par5GoingfortheGreen",2008
111,111,"Carl Pettersson",110,43.54,128,166,"Par5GoingfortheGreen",2008
112,112,"Stuart Appleby",87,43.5,87,113,"Par5GoingfortheGreen",2008
113,113,"Parker McLachlin",88,43.31,110,144,"Par5GoingfortheGreen",2008
114,114,"Tim Petrovic",97,43.08,112,148,"Par5GoingfortheGreen",2008
115,115,"Brandt Snedeker",85,43.07,87,115,"Par5GoingfortheGreen",2008
116,116,"David Lutterus",59,42.76,65,87,"Par5GoingfortheGreen",2008
117,117,"Brad Elder",67,42.68,70,94,"Par5GoingfortheGreen",2008
118,118,"Michael Allen",91,42.48,113,153,"Par5GoingfortheGreen",2008
119,119,"Rocco Mediate",87,42.38,89,121,"Par5GoingfortheGreen",2008
120,120,"David Duval",51,42.25,60,82,"Par5GoingfortheGreen",2008
121,121,"Mike Weir",88,42.23,87,119,"Par5GoingfortheGreen",2008
122,122,"Steve Stricker",75,41.95,73,101,"Par5GoingfortheGreen",2008
123,123,"Chris Stroud",81,41.86,90,125,"Par5GoingfortheGreen",2008
124,124,"Vaughn Taylor",103,41.37,115,163,"Par5GoingfortheGreen",2008
125,125,"Jim Furyk",95,41.3,95,135,"Par5GoingfortheGreen",2008
126,126,"Peter Lonard",92,41.08,99,142,"Par5GoingfortheGreen",2008
126,126,"Mark Wilson",107,41.08,129,185,"Par5GoingfortheGreen",2008
128,128,"Ryan Armour",87,40.91,99,143,"Par5GoingfortheGreen",2008
129,129,"Patrick Sheehan",124,40.88,130,188,"Par5GoingfortheGreen",2008
130,130,"Robert Gamez",79,40.83,89,129,"Par5GoingfortheGreen",2008
131,131,"Stephen Ames",83,40.82,80,116,"Par5GoingfortheGreen",2008
132,132,"Tom Scherrer",56,40.54,60,88,"Par5GoingfortheGreen",2008
133,133,"Brett Rumford",72,40.1,77,115,"Par5GoingfortheGreen",2008
134,134,"Alex Cejka",75,40,74,111,"Par5GoingfortheGreen",2008
135,135,"Cody Freeman",66,39.88,69,104,"Par5GoingfortheGreen",2008
136,136,"Jeff Gove",50,39.85,53,80,"Par5GoingfortheGreen",2008
137,137,"Bob Tway",70,39.77,70,106,"Par5GoingfortheGreen",2008
138,138,"Tim Wilkinson",95,39.69,102,155,"Par5GoingfortheGreen",2008
139,139,"Briny Baird",113,39.38,115,177,"Par5GoingfortheGreen",2008
140,140,"JJ Henry",108,39.33,118,182,"Par5GoingfortheGreen",2008
141,141,"Tom Pernice Jr",104,39.24,113,175,"Par5GoingfortheGreen",2008
142,142,"Ben Curtis",80,39.13,72,112,"Par5GoingfortheGreen",2008
143,143,"Zach Johnson",85,39.01,87,136,"Par5GoingfortheGreen",2008
144,144,"Marc Turnesa",87,39,94,147,"Par5GoingfortheGreen",2008
145,145,"Cliff Kresge",84,38.74,86,136,"Par5GoingfortheGreen",2008
146,146,"Geoff Ogilvy",65,38.31,59,95,"Par5GoingfortheGreen",2008
147,147,"Marco Dawson",64,38.2,68,110,"Par5GoingfortheGreen",2008
148,148,"Steve Flesch",95,38.17,100,162,"Par5GoingfortheGreen",2008
149,149,"Bob Estes",90,38.06,102,166,"Par5GoingfortheGreen",2008
151,151,"Freddie Jacobson",78,37.89,72,118,"Par5GoingfortheGreen",2008
152,152,"Billy Andrade",71,37.84,70,115,"Par5GoingfortheGreen",2008
153,153,"Brian Davis",108,37.82,118,194,"Par5GoingfortheGreen",2008
154,154,"Jerry Kelly",89,37.73,83,137,"Par5GoingfortheGreen",2008
155,155,"Lee Janzen",89,37.5,93,155,"Par5GoingfortheGreen",2008
156,156,"Chris Riley",51,37.21,48,81,"Par5GoingfortheGreen",2008
157,157,"Justin Bolli",87,36.97,88,150,"Par5GoingfortheGreen",2008
158,158,"John Mallinger",95,36.95,92,157,"Par5GoingfortheGreen",2008
159,159,"Cameron Beckman",87,36.4,87,152,"Par5GoingfortheGreen",2008
160,160,"Kyle Thompson",70,36.31,65,114,"Par5GoingfortheGreen",2008
161,161,"Omar Uresti",74,36.14,73,129,"Par5GoingfortheGreen",2008
162,162,"Ryuji Imada",80,35.87,80,143,"Par5GoingfortheGreen",2008
163,163,"Todd Hamilton",92,35.56,85,154,"Par5GoingfortheGreen",2008
164,164,"Glen Day",64,35.37,58,106,"Par5GoingfortheGreen",2008
165,165,"JP Hayes",67,35.08,67,124,"Par5GoingfortheGreen",2008
166,166,"Chez Reavie",102,34.93,95,177,"Par5GoingfortheGreen",2008
167,167,"Steve Elkington",84,34.76,81,152,"Par5GoingfortheGreen",2008
168,168,"Justin Leonard",101,34.43,73,139,"Par5GoingfortheGreen",2008
169,169,"Trevor Immelman",70,34.21,52,100,"Par5GoingfortheGreen",2008
170,170,"Chris DiMarco",87,34.17,82,158,"Par5GoingfortheGreen",2008
171,171,"Dean Wilson",109,33.8,97,190,"Par5GoingfortheGreen",2008
172,172,"Ian Poulter",51,33.33,36,72,"Par5GoingfortheGreen",2008
173,173,"Scott Sterling",89,33.19,78,157,"Par5GoingfortheGreen",2008
174,174,"Dudley Hart",74,32.83,65,133,"Par5GoingfortheGreen",2008
175,175,"Doug LaBelle II",65,32.65,48,99,"Par5GoingfortheGreen",2008
176,176,"Shigeki Maruyama",50,32.33,43,90,"Par5GoingfortheGreen",2008
177,177,"Jim McGovern",75,31.87,58,124,"Par5GoingfortheGreen",2008
178,178,"Paul Claxton",63,31.85,50,107,"Par5GoingfortheGreen",2008
179,179,"Tim Clark",90,31.68,64,138,"Par5GoingfortheGreen",2008
180,180,"Shane Bertsch",96,31.39,86,188,"Par5GoingfortheGreen",2008
181,181,"Jay Williamson",96,31.2,78,172,"Par5GoingfortheGreen",2008
182,182,"Bart Bryant",81,31.12,61,135,"Par5GoingfortheGreen",2008
183,183,"Jeff Quinney",87,30.77,72,162,"Par5GoingfortheGreen",2008
184,184,"Tommy Armour III",77,29.84,57,134,"Par5GoingfortheGreen",2008
185,185,"Craig Kanada",65,27.88,46,119,"Par5GoingfortheGreen",2008
186,186,"Matt Kuchar",88,27.78,60,156,"Par5GoingfortheGreen",2008
187,187,"Paul Goydos",78,27.67,57,149,"Par5GoingfortheGreen",2008
188,188,"Ron Whittaker",54,26.98,34,92,"Par5GoingfortheGreen",2008
189,189,"Jin Park",85,26.96,62,168,"Par5GoingfortheGreen",2008
190,190,"Heath Slocum",104,26.79,71,194,"Par5GoingfortheGreen",2008
191,191,"Olin Browne",77,26.34,54,151,"Par5GoingfortheGreen",2008
192,192,"Brian Gay",102,26.21,65,183,"Par5GoingfortheGreen",2008
193,193,"Greg Kraft",63,24.54,40,123,"Par5GoingfortheGreen",2008
194,194,"Nick OHern",82,22.91,52,175,"Par5GoingfortheGreen",2008
195,195,"Corey Pavin",69,22.36,36,125,"Par5GoingfortheGreen",2008
196,196,"Gavin Coles",54,21.58,30,109,"Par5GoingfortheGreen",2008
197,197,"Stephen Leaney",53,17.61,25,117,"Par5GoingfortheGreen",2008
