"ProximitytoHoleARG_RANKTHISWEEK_2006","ProximitytoHoleARG_RANKLASTWEEK_2006","ProximitytoHoleARG_PLAYERNAME_2006","ProximitytoHoleARG_ROUNDS_2006","ProximitytoHoleARG_AVGDTP_2006","ProximitytoHoleARG_TOTALDISTANCEFEET_2006","ProximitytoHoleARG_OFSHOTS_2006","ProximitytoHoleARG_SCRAMBLINGRANK_2006","stat_name","year"
1,1,"Steve Stricker",64,NA,1860.083,315,2,"ProximitytoHoleARG",2006
2,2,"Omar Uresti",61,NA,2165.5,350,7,"ProximitytoHoleARG",2006
2,2,"Scott Verplank",88,NA,2692.5,436,12,"ProximitytoHoleARG",2006
4,4,"Justin Leonard",83,NA,2676.833,425,77,"ProximitytoHoleARG",2006
5,5,"Retief Goosen",68,NA,2051.167,314,108,"ProximitytoHoleARG",2006
5,5,"Corey Pavin",74,NA,2416.833,374,1,"ProximitytoHoleARG",2006
7,7,"Luke Donald",66,NA,1792.417,273,3,"ProximitytoHoleARG",2006
7,7,"Shigeki Maruyama",94,NA,3827.667,582,21,"ProximitytoHoleARG",2006
7,7,"Justin Rose",98,NA,3682.5,558,84,"ProximitytoHoleARG",2006
10,10,"Michael Allen",84,NA,3353.5,505,70,"ProximitytoHoleARG",2006
10,10,"Chris Riley",86,NA,3505.583,525,26,"ProximitytoHoleARG",2006
10,10,"Vijay Singh",103,NA,3906.333,586,39,"ProximitytoHoleARG",2006
13,13,"Stephen Leaney",84,NA,3345.917,498,19,"ProximitytoHoleARG",2006
14,14,"Tim Clark",80,NA,2435.333,357,58,"ProximitytoHoleARG",2006
14,14,"Robert Damron",91,NA,3934.833,575,100,"ProximitytoHoleARG",2006
14,14,"Steve Flesch",119,NA,4823.333,710,22,"ProximitytoHoleARG",2006
14,14,"Jim Furyk",89,NA,2622.167,385,4,"ProximitytoHoleARG",2006
14,14,"Paul Goydos",72,NA,2961.083,432,25,"ProximitytoHoleARG",2006
14,14,"Padraig Harrington",54,NA,1764.417,257,36,"ProximitytoHoleARG",2006
14,14,"Jerry Kelly",100,NA,3791.5,553,17,"ProximitytoHoleARG",2006
21,21,"Paul Azinger",87,NA,4062.667,585,8,"ProximitytoHoleARG",2006
21,21,"Doug Barron",74,NA,3469.917,504,23,"ProximitytoHoleARG",2006
21,21,"Marco Dawson",87,NA,3877.083,562,121,"ProximitytoHoleARG",2006
21,21,"Rod Pampling",89,NA,3317.667,477,85,"ProximitytoHoleARG",2006
21,21,"Rory Sabbatini",84,NA,3110.917,449,50,"ProximitytoHoleARG",2006
26,26,"Billy Andrade",78,NA,2850.833,407,72,"ProximitytoHoleARG",2006
26,26,"Jonathan Byrd",66,NA,2579,368,20,"ProximitytoHoleARG",2006
26,26,"Ernie Els",69,NA,2525.25,361,53,"ProximitytoHoleARG",2006
26,26,"Brian Gay",107,NA,4779.833,683,5,"ProximitytoHoleARG",2006
26,26,"Bill Haas",99,NA,4547.667,653,48,"ProximitytoHoleARG",2006
26,26,"Tim Herron",82,NA,3095.833,440,148,"ProximitytoHoleARG",2006
26,26,"Peter Lonard",77,NA,3174.417,456,87,"ProximitytoHoleARG",2006
26,26,"Bob May",65,NA,2473.583,353,144,"ProximitytoHoleARG",2006
26,26,"Tom Pernice Jr",108,NA,4372.417,621,80,"ProximitytoHoleARG",2006
26,26,"Kirk Triplett",58,NA,2287.25,325,133,"ProximitytoHoleARG",2006
36,36,"Aaron Baddeley",78,NA,3928.25,554,51,"ProximitytoHoleARG",2006
36,36,"Fred Funk",106,NA,3773.583,533,42,"ProximitytoHoleARG",2006
36,36,"Ryuji Imada",105,NA,4393.25,621,24,"ProximitytoHoleARG",2006
36,36,"Steve Lowery",99,NA,4268.167,603,111,"ProximitytoHoleARG",2006
36,36,"Larry Mize",53,NA,1984.083,281,33,"ProximitytoHoleARG",2006
36,36,"Bob Tway",81,NA,3299.583,465,147,"ProximitytoHoleARG",2006
36,36,"Mike Weir",88,NA,3153.417,444,79,"ProximitytoHoleARG",2006
43,43,"Stuart Appleby",83,NA,3353.167,470,56,"ProximitytoHoleARG",2006
43,43,"Mark Brooks",90,NA,3804.5,533,107,"ProximitytoHoleARG",2006
43,43,"Chad Campbell",91,NA,3072,430,93,"ProximitytoHoleARG",2006
43,43,"Dudley Hart",83,NA,3557.75,494,64,"ProximitytoHoleARG",2006
43,43,"Joe Ogilvie",95,NA,3934.25,550,45,"ProximitytoHoleARG",2006
43,43,"Ian Poulter",53,NA,2116.583,294,36,"ProximitytoHoleARG",2006
43,43,"Mike Sposa",68,NA,3111.917,432,47,"ProximitytoHoleARG",2006
43,43,"Bo Van Pelt",102,NA,4469,623,99,"ProximitytoHoleARG",2006
51,51,"Woody Austin",107,NA,4996.417,691,43,"ProximitytoHoleARG",2006
51,51,"Jason Bohn",104,NA,4479.417,618,13,"ProximitytoHoleARG",2006
51,51,"JB Holmes",81,NA,3261.167,451,188,"ProximitytoHoleARG",2006
51,51,"Jonathan Kaye",95,NA,4217.167,581,102,"ProximitytoHoleARG",2006
51,51,"Daisuke Maruyama",83,NA,3476.083,482,104,"ProximitytoHoleARG",2006
51,51,"Kevin Sutherland",100,NA,4242.167,582,30,"ProximitytoHoleARG",2006
57,57,"Olin Browne",108,NA,4344.083,595,152,"ProximitytoHoleARG",2006
57,57,"Alex Cejka",93,NA,4064.5,552,156,"ProximitytoHoleARG",2006
57,57,"Chris DiMarco",83,NA,2949.417,401,62,"ProximitytoHoleARG",2006
57,57,"Danny Ellis",68,NA,3218.833,439,90,"ProximitytoHoleARG",2006
57,57,"Bob Estes",85,NA,3522.917,481,40,"ProximitytoHoleARG",2006
57,57,"Todd Fischer",101,NA,4921.25,668,117,"ProximitytoHoleARG",2006
57,57,"Lucas Glover",105,NA,4380.5,594,129,"ProximitytoHoleARG",2006
57,57,"Zach Johnson",98,NA,3577.75,487,103,"ProximitytoHoleARG",2006
57,57,"Skip Kendall",72,NA,2696.333,368,73,"ProximitytoHoleARG",2006
57,57,"Pat Perez",50,NA,2335.583,320,166,"ProximitytoHoleARG",2006
57,57,"Camilo Villegas",95,NA,4215.333,576,123,"ProximitytoHoleARG",2006
57,57,"Nick Watney",97,NA,4807.417,656,15,"ProximitytoHoleARG",2006
57,57,"Mark Wilson",79,NA,3379.75,461,82,"ProximitytoHoleARG",2006
70,70,"Ben Crane",85,NA,3328.667,447,120,"ProximitytoHoleARG",2006
70,70,"Mark OMeara",52,NA,2064.333,278,67,"ProximitytoHoleARG",2006
70,70,"Arron Oberholser",82,NA,2853.917,386,98,"ProximitytoHoleARG",2006
70,70,"Greg Owen",79,NA,3176.833,430,11,"ProximitytoHoleARG",2006
70,70,"Patrick Sheehan",104,NA,4751.917,640,60,"ProximitytoHoleARG",2006
70,70,"Vaughn Taylor",88,NA,3924.25,528,144,"ProximitytoHoleARG",2006
70,70,"David Toms",76,NA,2937.917,398,54,"ProximitytoHoleARG",2006
70,70,"Tiger Woods",55,NA,1432.917,194,10,"ProximitytoHoleARG",2006
78,78,"Bart Bryant",87,NA,3216.25,429,142,"ProximitytoHoleARG",2006
78,78,"Ben Curtis",86,NA,3226.667,428,116,"ProximitytoHoleARG",2006
78,78,"Harrison Frazar",95,NA,4223.833,566,96,"ProximitytoHoleARG",2006
78,78,"Jeff Gove",91,NA,3735.5,496,78,"ProximitytoHoleARG",2006
78,78,"Matt Hansen",68,NA,3086.083,411,89,"ProximitytoHoleARG",2006
78,78,"JP Hayes",55,NA,2556.833,341,75,"ProximitytoHoleARG",2006
78,78,"Trevor Immelman",86,NA,3351.5,447,32,"ProximitytoHoleARG",2006
78,78,"Freddie Jacobson",56,NA,2833.25,376,101,"ProximitytoHoleARG",2006
78,78,"Lee Janzen",79,NA,3659,490,184,"ProximitytoHoleARG",2006
78,78,"Steve Jones",83,NA,3691.917,493,92,"ProximitytoHoleARG",2006
78,78,"Kent Jones",103,NA,4445.417,590,136,"ProximitytoHoleARG",2006
78,78,"Thomas Levet",53,NA,2525.75,337,81,"ProximitytoHoleARG",2006
78,78,"Phil Mickelson",74,NA,2434.417,324,138,"ProximitytoHoleARG",2006
78,78,"Brett Quigley",109,NA,4566.917,612,14,"ProximitytoHoleARG",2006
78,78,"Heath Slocum",96,NA,3858.083,512,141,"ProximitytoHoleARG",2006
78,78,"Jeff Sluman",101,NA,4224.417,562,71,"ProximitytoHoleARG",2006
78,78,"Jerry Smith",94,NA,3915.25,523,41,"ProximitytoHoleARG",2006
78,78,"Duffy Waldorf",96,NA,4185.833,559,61,"ProximitytoHoleARG",2006
78,78,"Jimmy Walker",60,NA,3181.167,424,175,"ProximitytoHoleARG",2006
78,78,"Charles Warren",93,NA,4013.583,537,64,"ProximitytoHoleARG",2006
98,98,"Robert Gamez",94,NA,4238.25,558,135,"ProximitytoHoleARG",2006
98,98,"Charley Hoffman",100,NA,4852.25,641,137,"ProximitytoHoleARG",2006
98,98,"Frank Lickliter II",99,NA,4425.583,585,16,"ProximitytoHoleARG",2006
98,98,"Billy Mayfair",94,NA,3869.333,509,35,"ProximitytoHoleARG",2006
98,98,"Jon Mills",68,NA,2922.833,386,140,"ProximitytoHoleARG",2006
98,98,"Jose Maria Olazabal",62,NA,1939.917,256,95,"ProximitytoHoleARG",2006
98,98,"DA Points",82,NA,4085.583,539,131,"ProximitytoHoleARG",2006
98,98,"Jason Schultz",77,NA,3597.667,477,119,"ProximitytoHoleARG",2006
98,98,"Adam Scott",70,NA,2473.25,326,91,"ProximitytoHoleARG",2006
98,98,"John Senden",96,NA,3684.25,485,86,"ProximitytoHoleARG",2006
98,98,"DJ Trahan",92,NA,4374.25,576,128,"ProximitytoHoleARG",2006
98,98,"Dean Wilson",115,NA,4837.5,640,51,"ProximitytoHoleARG",2006
110,110,"Arjun Atwal",97,NA,4602.5,601,113,"ProximitytoHoleARG",2006
110,110,"Daniel Chopra",110,NA,5167.5,674,105,"ProximitytoHoleARG",2006
110,110,"John Cook",67,NA,2706.583,353,28,"ProximitytoHoleARG",2006
110,110,"Brian Davis",92,NA,4545.75,592,49,"ProximitytoHoleARG",2006
110,110,"Bernhard Langer",77,NA,3227.417,423,57,"ProximitytoHoleARG",2006
110,110,"Ian Leggatt",80,NA,4000.833,522,164,"ProximitytoHoleARG",2006
110,110,"Will Ma Kenzie",91,NA,3912.417,511,165,"ProximitytoHoleARG",2006
110,110,"Jeff Maggert",81,NA,3709.75,485,178,"ProximitytoHoleARG",2006
110,110,"Geoff Ogilvy",76,NA,2917.75,380,69,"ProximitytoHoleARG",2006
110,110,"Carl Pettersson",95,NA,4304.25,563,66,"ProximitytoHoleARG",2006
110,110,"Hidemichi Tanaka",74,NA,3635.917,474,169,"ProximitytoHoleARG",2006
121,121,"Craig Barlow",77,NA,3304,427,159,"ProximitytoHoleARG",2006
121,121,"Kris Cox",83,NA,3767.833,486,118,"ProximitytoHoleARG",2006
