"3PuttAvoidanceRound1_RANKTHISWEEK_2009","3PuttAvoidanceRound1_RANKLASTWEEK_2009","3PuttAvoidanceRound1_PLAYERNAME_2009","3PuttAvoidanceRound1__2009","3PuttAvoidanceRound1_Pct_2009","3PuttAvoidanceRound1_TOTAL3PUTTS_2009","3PuttAvoidanceRound1_TOTALHOLES_2009","stat_name","year"
1,1,"Michael Letzig",NA,1.19,6,504,"3PuttAvoidanceRound1",2009
2,2,"Bob Estes",NA,1.21,5,414,"3PuttAvoidanceRound1",2009
3,3,"Jim Furyk",NA,1.26,5,396,"3PuttAvoidanceRound1",2009
4,4,"Bart Bryant",NA,1.31,4,306,"3PuttAvoidanceRound1",2009
4,4,"Ben Curtis",NA,1.31,4,306,"3PuttAvoidanceRound1",2009
6,6,"Freddie Jacobson",NA,1.33,6,450,"3PuttAvoidanceRound1",2009
7,7,"Tiger Woods",NA,1.39,4,288,"3PuttAvoidanceRound1",2009
8,8,"Brian Gay",NA,1.44,7,486,"3PuttAvoidanceRound1",2009
9,9,"Geoff Ogilvy",NA,1.46,5,342,"3PuttAvoidanceRound1",2009
10,10,"Greg Chalmers",NA,1.5,7,468,"3PuttAvoidanceRound1",2009
10,10,"Johnson Wagner",NA,1.5,7,468,"3PuttAvoidanceRound1",2009
12,12,"David Duval",NA,1.52,6,396,"3PuttAvoidanceRound1",2009
13,13,"Charles Howell III",NA,1.53,8,522,"3PuttAvoidanceRound1",2009
13,13,"John Senden",NA,1.53,8,522,"3PuttAvoidanceRound1",2009
15,15,"Justin Leonard",NA,1.56,7,450,"3PuttAvoidanceRound1",2009
16,16,"John Rollins",NA,1.65,8,486,"3PuttAvoidanceRound1",2009
17,17,"Luke Donald",NA,1.67,6,360,"3PuttAvoidanceRound1",2009
17,17,"Webb Simpson",NA,1.67,9,540,"3PuttAvoidanceRound1",2009
19,19,"Steve Elkington",NA,1.69,7,414,"3PuttAvoidanceRound1",2009
20,20,"Tag Ridings",NA,1.74,5,288,"3PuttAvoidanceRound1",2009
21,21,"Vaughn Taylor",NA,1.79,9,504,"3PuttAvoidanceRound1",2009
21,21,"Charlie Wi",NA,1.79,9,504,"3PuttAvoidanceRound1",2009
23,23,"Nathan Green",NA,1.85,10,540,"3PuttAvoidanceRound1",2009
23,23,"Jarrod Lyle",NA,1.85,7,378,"3PuttAvoidanceRound1",2009
23,23,"Scott Verplank",NA,1.85,8,432,"3PuttAvoidanceRound1",2009
26,26,"Ken Duke",NA,1.92,10,522,"3PuttAvoidanceRound1",2009
26,26,"Scott McCarron",NA,1.92,9,468,"3PuttAvoidanceRound1",2009
26,26,"Brandt Snedeker",NA,1.92,9,468,"3PuttAvoidanceRound1",2009
29,29,"Brian Bateman",NA,1.93,8,414,"3PuttAvoidanceRound1",2009
30,30,"Matt Jones",NA,1.96,6,306,"3PuttAvoidanceRound1",2009
30,30,"Phil Mickelson",NA,1.96,6,306,"3PuttAvoidanceRound1",2009
32,32,"Briny Baird",NA,1.98,10,504,"3PuttAvoidanceRound1",2009
33,33,"Mathew Goggin",NA,2,9,450,"3PuttAvoidanceRound1",2009
33,33,"Zach Johnson",NA,2,9,450,"3PuttAvoidanceRound1",2009
35,35,"Aaron Baddeley",NA,2.02,8,396,"3PuttAvoidanceRound1",2009
36,36,"Retief Goosen",NA,2.05,7,342,"3PuttAvoidanceRound1",2009
37,37,"Stuart Appleby",NA,2.08,9,432,"3PuttAvoidanceRound1",2009
37,37,"Dustin Johnson",NA,2.08,9,432,"3PuttAvoidanceRound1",2009
39,39,"Chris DiMarco",NA,2.11,11,522,"3PuttAvoidanceRound1",2009
39,39,"Jeff Klauk",NA,2.11,11,522,"3PuttAvoidanceRound1",2009
41,41,"Anthony Kim",NA,2.12,8,378,"3PuttAvoidanceRound1",2009
41,41,"Pat Perez",NA,2.12,8,378,"3PuttAvoidanceRound1",2009
43,43,"Cameron Beckman",NA,2.14,10,468,"3PuttAvoidanceRound1",2009
44,44,"Brad Faxon",NA,2.17,9,414,"3PuttAvoidanceRound1",2009
44,44,"Lee Janzen",NA,2.17,9,414,"3PuttAvoidanceRound1",2009
44,44,"Mike Weir",NA,2.17,9,414,"3PuttAvoidanceRound1",2009
47,47,"Harrison Frazar",NA,2.18,11,504,"3PuttAvoidanceRound1",2009
47,47,"John Merrick",NA,2.18,11,504,"3PuttAvoidanceRound1",2009
49,49,"Eric Axley",NA,2.22,12,540,"3PuttAvoidanceRound1",2009
49,49,"Ryuji Imada",NA,2.22,10,450,"3PuttAvoidanceRound1",2009
49,49,"DJ Trahan",NA,2.22,12,540,"3PuttAvoidanceRound1",2009
52,52,"Aron Price",NA,2.26,11,486,"3PuttAvoidanceRound1",2009
52,52,"David Toms",NA,2.26,11,486,"3PuttAvoidanceRound1",2009
54,54,"Michael Allen",NA,2.27,9,396,"3PuttAvoidanceRound1",2009
55,55,"Nick Watney",NA,2.31,10,432,"3PuttAvoidanceRound1",2009
56,56,"Jeff Quinney",NA,2.35,11,468,"3PuttAvoidanceRound1",2009
57,57,"Tim Clark",NA,2.38,9,378,"3PuttAvoidanceRound1",2009
58,58,"Greg Owen",NA,2.41,13,540,"3PuttAvoidanceRound1",2009
58,58,"Bo Van Pelt",NA,2.41,13,540,"3PuttAvoidanceRound1",2009
60,60,"Corey Pavin",NA,2.42,10,414,"3PuttAvoidanceRound1",2009
61,61,"Ian Poulter",NA,2.43,7,288,"3PuttAvoidanceRound1",2009
62,62,"Alex Cejka",NA,2.44,11,450,"3PuttAvoidanceRound1",2009
62,62,"Spencer Levin",NA,2.44,11,450,"3PuttAvoidanceRound1",2009
64,64,"Charley Hoffman",NA,2.47,12,486,"3PuttAvoidanceRound1",2009
64,64,"Ryan Moore",NA,2.47,12,486,"3PuttAvoidanceRound1",2009
64,64,"Nick OHern",NA,2.47,12,486,"3PuttAvoidanceRound1",2009
67,67,"Bob Heintz",NA,2.5,9,360,"3PuttAvoidanceRound1",2009
68,68,"Brad Adamonis",NA,2.55,11,432,"3PuttAvoidanceRound1",2009
68,68,"Colt Knost",NA,2.55,11,432,"3PuttAvoidanceRound1",2009
70,70,"Cliff Kresge",NA,2.58,13,504,"3PuttAvoidanceRound1",2009
71,71,"Patrick Sheehan",NA,2.59,7,270,"3PuttAvoidanceRound1",2009
72,72,"YE Yang",NA,2.66,11,414,"3PuttAvoidanceRound1",2009
73,73,"Tim Herron",NA,2.67,13,486,"3PuttAvoidanceRound1",2009
73,73,"Parker McLachlin",NA,2.67,12,450,"3PuttAvoidanceRound1",2009
73,73,"James Nitties",NA,2.67,13,486,"3PuttAvoidanceRound1",2009
73,73,"Chez Reavie",NA,2.67,13,486,"3PuttAvoidanceRound1",2009
77,77,"Steve Marino",NA,2.68,14,522,"3PuttAvoidanceRound1",2009
78,78,"Tommy Armour III",NA,2.78,9,324,"3PuttAvoidanceRound1",2009
78,78,"Richard Johnson",NA,2.78,13,468,"3PuttAvoidanceRound1",2009
78,78,"Jerry Kelly",NA,2.78,13,468,"3PuttAvoidanceRound1",2009
78,78,"Martin Laird",NA,2.78,12,432,"3PuttAvoidanceRound1",2009
78,78,"Tom Lehman",NA,2.78,8,288,"3PuttAvoidanceRound1",2009
78,78,"George McNeill",NA,2.78,13,468,"3PuttAvoidanceRound1",2009
78,78,"Kevin Na",NA,2.78,13,468,"3PuttAvoidanceRound1",2009
78,78,"Vijay Singh",NA,2.78,10,360,"3PuttAvoidanceRound1",2009
86,86,"Dean Wilson",NA,2.87,15,522,"3PuttAvoidanceRound1",2009
87,87,"Jonathan Byrd",NA,2.89,13,450,"3PuttAvoidanceRound1",2009
87,87,"Robert Garrigus",NA,2.89,13,450,"3PuttAvoidanceRound1",2009
89,89,"Greg Kraft",NA,2.91,11,378,"3PuttAvoidanceRound1",2009
90,90,"Padraig Harrington",NA,2.92,10,342,"3PuttAvoidanceRound1",2009
91,91,"Jason Day",NA,2.94,9,306,"3PuttAvoidanceRound1",2009
92,92,"Kevin Sutherland",NA,2.99,14,468,"3PuttAvoidanceRound1",2009
93,93,"Kent Jones",NA,3.01,13,432,"3PuttAvoidanceRound1",2009
94,94,"Rod Pampling",NA,3.03,12,396,"3PuttAvoidanceRound1",2009
95,95,"Charles Warren",NA,3.06,11,360,"3PuttAvoidanceRound1",2009
96,96,"Bill Haas",NA,3.07,16,522,"3PuttAvoidanceRound1",2009
