"AveragePuttingDistanceAll1putts_RANKTHISWEEK_2015","AveragePuttingDistanceAll1putts_RANKLASTWEEK_2015","AveragePuttingDistanceAll1putts_PLAYERNAME_2015","AveragePuttingDistanceAll1putts_ROUNDS_2015","AveragePuttingDistanceAll1putts_AVG_2015","AveragePuttingDistanceAll1putts_DISTANCEFEET_2015","AveragePuttingDistanceAll1putts_TOTALPUTTS_2015","stat_name","year"
1,1,"Stewart Cink",77,NA,3863.25,435,"AveragePuttingDistanceAll1putts",2015
2,2,"Will Wilcox",58,NA,2327.75,275,"AveragePuttingDistanceAll1putts",2015
3,3,"Ben Martin",93,NA,4308.917,511,"AveragePuttingDistanceAll1putts",2015
3,3,"Scott Pinckney",88,NA,4114.5,488,"AveragePuttingDistanceAll1putts",2015
5,5,"Jim Herman",88,NA,3850.25,464,"AveragePuttingDistanceAll1putts",2015
6,6,"Lee Westwood",56,NA,1954.583,237,"AveragePuttingDistanceAll1putts",2015
7,7,"Russell Henley",87,NA,3834.917,468,"AveragePuttingDistanceAll1putts",2015
8,8,"Paul Casey",87,NA,3408.417,420,"AveragePuttingDistanceAll1putts",2015
8,8,"Billy Horschel",99,NA,4199.917,522,"AveragePuttingDistanceAll1putts",2015
10,10,"Camilo Villegas",83,NA,4416.75,550,"AveragePuttingDistanceAll1putts",2015
11,11,"Luke Donald",71,NA,3045.5,385,"AveragePuttingDistanceAll1putts",2015
11,11,"Martin Flores",95,NA,4033.333,511,"AveragePuttingDistanceAll1putts",2015
11,11,"Matt Jones",89,NA,4058,514,"AveragePuttingDistanceAll1putts",2015
11,11,"Pat Perez",96,NA,4691,591,"AveragePuttingDistanceAll1putts",2015
11,11,"Henrik Stenson",63,NA,2528.417,321,"AveragePuttingDistanceAll1putts",2015
11,11,"Hudson Swafford",97,NA,4485.5,567,"AveragePuttingDistanceAll1putts",2015
17,17,"Zac Blair",108,NA,4990.833,636,"AveragePuttingDistanceAll1putts",2015
17,17,"Jason Day",75,NA,3470.083,443,"AveragePuttingDistanceAll1putts",2015
17,17,"Jason Dufner",76,NA,2494.917,319,"AveragePuttingDistanceAll1putts",2015
17,17,"Charles Howell III",105,NA,4835.417,619,"AveragePuttingDistanceAll1putts",2015
17,17,"Brooks Koepka",84,NA,3692.083,470,"AveragePuttingDistanceAll1putts",2015
22,22,"Adam Hadwin",95,NA,4343.667,558,"AveragePuttingDistanceAll1putts",2015
22,22,"Martin Laird",77,NA,3903.417,506,"AveragePuttingDistanceAll1putts",2015
22,22,"Bill Lunde",50,NA,1744,225,"AveragePuttingDistanceAll1putts",2015
22,22,"Geoff Ogilvy",50,NA,1712.083,222,"AveragePuttingDistanceAll1putts",2015
22,22,"Scott Piercy",90,NA,4617.333,598,"AveragePuttingDistanceAll1putts",2015
27,27,"Sergio Garcia",59,NA,2067.25,270,"AveragePuttingDistanceAll1putts",2015
27,27,"Andres Gonzales",90,NA,4117.917,536,"AveragePuttingDistanceAll1putts",2015
27,27,"Colt Knost",90,NA,3956.583,518,"AveragePuttingDistanceAll1putts",2015
