"Approach_RANKTHISWEEK_2005","Approach_RANKLASTWEEK_2005","Approach_PLAYERNAME_2005","Approach_ROUNDS_2005","Approach_AVGRTP_2005","stat_name","year"
1,1,"Tiger Woods",76,-0.285,"Approach",2005
2,2,"Richard Johnson",50,-0.266,"Approach",2005
3,3,"Doug Barron",70,-0.231,"Approach",2005
3,3,"Steve Stricker",62,-0.231,"Approach",2005
5,5,"Jonathan Kaye",77,-0.212,"Approach",2005
6,6,"Charles Howell III",95,-0.207,"Approach",2005
7,7,"John Huston",90,-0.204,"Approach",2005
8,8,"Vaughn Taylor",99,-0.198,"Approach",2005
9,9,"Bart Bryant",91,-0.197,"Approach",2005
9,9,"Chris DiMarco",83,-0.197,"Approach",2005
11,11,"Padraig Harrington",50,-0.196,"Approach",2005
12,12,"Jim Furyk",94,-0.195,"Approach",2005
12,12,"Zach Johnson",96,-0.195,"Approach",2005
14,14,"Stephen Leaney",89,-0.191,"Approach",2005
15,15,"Jeff Brehaut",71,-0.189,"Approach",2005
16,16,"John Rollins",97,-0.188,"Approach",2005
17,17,"Stuart Appleby",84,-0.187,"Approach",2005
18,18,"Adam Scott",72,-0.186,"Approach",2005
19,19,"Tim Herron",100,-0.185,"Approach",2005
20,20,"Brett Quigley",96,-0.182,"Approach",2005
21,21,"Brian Davis",75,-0.181,"Approach",2005
22,22,"JP Hayes",63,-0.18,"Approach",2005
23,23,"Hank Kuehne",84,-0.179,"Approach",2005
23,23,"Joe Ogilvie",103,-0.179,"Approach",2005
25,25,"Phil Mickelson",81,-0.173,"Approach",2005
26,26,"Stewart Cink",98,-0.172,"Approach",2005
27,27,"Bob Heintz",67,-0.171,"Approach",2005
28,28,"Mark OMeara",66,-0.17,"Approach",2005
29,29,"Olin Browne",99,-0.169,"Approach",2005
30,30,"Darron Stiles",78,-0.168,"Approach",2005
31,31,"Chris Anderson",66,-0.166,"Approach",2005
31,31,"Justin Bolli",65,-0.166,"Approach",2005
33,33,"Jeff Maggert",79,-0.165,"Approach",2005
34,34,"Luke Donald",67,-0.162,"Approach",2005
35,35,"Tom Lehman",69,-0.159,"Approach",2005
35,35,"Vijay Singh",111,-0.159,"Approach",2005
35,35,"Scott Verplank",87,-0.159,"Approach",2005
38,38,"Steve Elkington",67,-0.158,"Approach",2005
38,38,"Corey Pavin",77,-0.158,"Approach",2005
40,40,"Neal Lancaster",95,-0.157,"Approach",2005
41,41,"Mark Wilson",74,-0.155,"Approach",2005
42,42,"Robert Gamez",91,-0.154,"Approach",2005
43,43,"Robert Allenby",95,-0.153,"Approach",2005
43,43,"John Cook",72,-0.153,"Approach",2005
43,43,"Joey Sindelar",104,-0.153,"Approach",2005
46,46,"Bob Estes",92,-0.152,"Approach",2005
47,47,"Mark Calcavecchia",92,-0.151,"Approach",2005
