"Approach_RANKTHISWEEK_2005","Approach_RANKLASTWEEK_2005","Approach_PLAYERNAME_2005","Approach_ROUNDS_2005","Approach_AVGRTP_2005","stat_name","year"
48,48,"Rod Pampling",89,-0.15,"Approach",2005
49,49,"Woody Austin",100,-0.149,"Approach",2005
49,49,"David Hearn",68,-0.149,"Approach",2005
51,51,"Jay Haas",54,-0.148,"Approach",2005
52,52,"Paul Claxton",79,-0.147,"Approach",2005
52,52,"Geoff Ogilvy",97,-0.147,"Approach",2005
52,52,"Omar Uresti",84,-0.147,"Approach",2005
55,55,"Davis Love III",80,-0.146,"Approach",2005
56,56,"Dan Forsman",52,-0.144,"Approach",2005
56,56,"Will Ma Kenzie",75,-0.144,"Approach",2005
56,56,"Tjaart van der Walt",56,-0.144,"Approach",2005
59,59,"Carl Pettersson",109,-0.143,"Approach",2005
60,60,"Glen Hnatiuk",59,-0.14,"Approach",2005
61,61,"Brad Faxon",75,-0.139,"Approach",2005
62,62,"Gavin Coles",70,-0.136,"Approach",2005
62,62,"Peter Lonard",85,-0.136,"Approach",2005
62,62,"Shigeki Maruyama",99,-0.136,"Approach",2005
65,65,"Justin Leonard",78,-0.135,"Approach",2005
66,66,"Fred Funk",102,-0.132,"Approach",2005
67,67,"John Senden",101,-0.131,"Approach",2005
68,68,"Arjun Atwal",65,-0.13,"Approach",2005
69,69,"Jason Bohn",91,-0.129,"Approach",2005
69,69,"Andrew Magee",82,-0.129,"Approach",2005
69,69,"Rocco Mediate",73,-0.129,"Approach",2005
72,72,"Ryuji Imada",78,-0.128,"Approach",2005
73,73,"Alex Cejka",84,-0.126,"Approach",2005
73,73,"Rob Rashell",65,-0.126,"Approach",2005
75,75,"Jeff Sluman",94,-0.125,"Approach",2005
76,76,"Briny Baird",98,-0.124,"Approach",2005
77,77,"Larry Mize",54,-0.123,"Approach",2005
78,78,"Billy Andrade",83,-0.122,"Approach",2005
78,78,"Jose Maria Olazabal",55,-0.122,"Approach",2005
78,78,"David Toms",87,-0.122,"Approach",2005
81,81,"Harrison Frazar",105,-0.121,"Approach",2005
81,81,"Heath Slocum",103,-0.121,"Approach",2005
83,83,"DA Points",94,-0.12,"Approach",2005
84,84,"Fred Couples",72,-0.119,"Approach",2005
84,84,"Bob Tway",87,-0.119,"Approach",2005
86,86,"Justin Rose",99,-0.117,"Approach",2005
87,87,"Ben Crane",78,-0.116,"Approach",2005
88,88,"Hunter Haas",83,-0.115,"Approach",2005
88,88,"Frank Lickliter II",100,-0.115,"Approach",2005
88,88,"Mike Weir",71,-0.115,"Approach",2005
91,91,"Chad Campbell",95,-0.114,"Approach",2005
91,91,"Tom Gillis",77,-0.114,"Approach",2005
93,93,"Bernhard Langer",67,-0.112,"Approach",2005
93,93,"Shaun Micheel",81,-0.112,"Approach",2005
93,93,"Roland Thatcher",75,-0.112,"Approach",2005
96,96,"Sergio Garcia",73,-0.111,"Approach",2005
96,96,"Billy Mayfair",114,-0.111,"Approach",2005
96,96,"Greg Owen",84,-0.111,"Approach",2005
96,96,"Dean Wilson",86,-0.111,"Approach",2005
100,100,"Brian Gay",101,-0.109,"Approach",2005
100,100,"Jerry Kelly",101,-0.109,"Approach",2005
102,102,"Arron Oberholser",65,-0.108,"Approach",2005
102,102,"Charlie Wi",67,-0.108,"Approach",2005
104,104,"Marco Dawson",82,-0.105,"Approach",2005
105,105,"Matt Gogel",78,-0.104,"Approach",2005
106,106,"Kirk Triplett",55,-0.102,"Approach",2005
107,107,"James Driscoll",73,-0.1,"Approach",2005
107,107,"Kenny Perry",82,-0.1,"Approach",2005
109,109,"Pat Perez",89,-0.099,"Approach",2005
109,109,"Kevin Stadler",96,-0.099,"Approach",2005
111,111,"Skip Kendall",80,-0.098,"Approach",2005
111,111,"Loren Roberts",54,-0.098,"Approach",2005
113,113,"Tom Byrum",83,-0.097,"Approach",2005
113,113,"Tim Clark",92,-0.097,"Approach",2005
113,113,"Tag Ridings",93,-0.097,"Approach",2005
113,113,"Chris Smith",93,-0.097,"Approach",2005
117,117,"Tom Pernice Jr",111,-0.096,"Approach",2005
118,118,"Lucas Glover",88,-0.095,"Approach",2005
118,118,"Ryan Palmer",101,-0.095,"Approach",2005
120,120,"KJ Choi",78,-0.094,"Approach",2005
121,121,"Freddie Jacobson",72,-0.093,"Approach",2005
121,121,"Len Mattiace",86,-0.093,"Approach",2005
123,123,"Sean OHair",103,-0.092,"Approach",2005
123,123,"Nick Watney",91,-0.092,"Approach",2005
125,125,"Patrick Sheehan",114,-0.091,"Approach",2005
125,125,"Bo Van Pelt",112,-0.091,"Approach",2005
127,127,"Tommy Armour III",103,-0.09,"Approach",2005
128,128,"Carlos Franco",78,-0.088,"Approach",2005
128,128,"Dudley Hart",84,-0.088,"Approach",2005
130,130,"Hunter Mahan",103,-0.087,"Approach",2005
131,131,"Jonathan Byrd",103,-0.085,"Approach",2005
132,132,"Brandt Jobe",96,-0.084,"Approach",2005
132,132,"Jesper Parnevik",84,-0.084,"Approach",2005
132,132,"Mario Tiziani",67,-0.084,"Approach",2005
135,135,"Joe Durant",81,-0.082,"Approach",2005
135,135,"Kent Jones",99,-0.082,"Approach",2005
137,137,"Mark Brooks",72,-0.077,"Approach",2005
137,137,"John Daly",78,-0.077,"Approach",2005
139,139,"Brent Geiberger",61,-0.075,"Approach",2005
139,139,"JL Lewis",98,-0.075,"Approach",2005
141,141,"Jose Coceres",56,-0.074,"Approach",2005
141,141,"Brendan Jones",81,-0.074,"Approach",2005
143,143,"Matt Kuchar",60,-0.073,"Approach",2005
143,143,"Tim Petrovic",97,-0.073,"Approach",2005
145,145,"Scott Gutschewski",86,-0.071,"Approach",2005
145,145,"JJ Henry",102,-0.071,"Approach",2005
147,147,"Craig Barlow",81,-0.07,"Approach",2005
147,147,"Rich Beem",66,-0.07,"Approach",2005
149,149,"Brenden Pappas",51,-0.068,"Approach",2005
150,150,"Glen Day",80,-0.067,"Approach",2005
150,150,"Joey Snyder III",102,-0.067,"Approach",2005
152,152,"Brett Wetterich",76,-0.066,"Approach",2005
153,153,"Robert Damron",89,-0.065,"Approach",2005
154,154,"Paul Azinger",66,-0.062,"Approach",2005
154,154,"Phillip Price",77,-0.062,"Approach",2005
156,156,"Stephen Ames",82,-0.061,"Approach",2005
157,157,"Lee Janzen",75,-0.06,"Approach",2005
158,158,"Todd Hamilton",94,-0.059,"Approach",2005
159,159,"Bill Glasson",54,-0.057,"Approach",2005
160,160,"Todd Fischer",99,-0.056,"Approach",2005
160,160,"Retief Goosen",71,-0.056,"Approach",2005
160,160,"Kevin Sutherland",89,-0.056,"Approach",2005
163,163,"Scott McCarron",78,-0.054,"Approach",2005
163,163,"Duffy Waldorf",86,-0.054,"Approach",2005
165,165,"Mathias Gronberg",60,-0.049,"Approach",2005
166,166,"Michael Allen",90,-0.047,"Approach",2005
166,166,"Steve Lowery",100,-0.047,"Approach",2005
166,166,"Charles Warren",89,-0.047,"Approach",2005
169,169,"Franklin Langham",91,-0.046,"Approach",2005
170,170,"Steve Jones",56,-0.045,"Approach",2005
171,171,"Dennis Paulson",63,-0.039,"Approach",2005
172,172,"Matt Davidson",53,-0.036,"Approach",2005
173,173,"Paul Gow",78,-0.034,"Approach",2005
174,174,"Brian Bateman",98,-0.033,"Approach",2005
174,174,"Mark Hensby",70,-0.033,"Approach",2005
176,176,"Craig Perks",67,-0.032,"Approach",2005
177,177,"Daniel Chopra",108,-0.03,"Approach",2005
178,178,"Scott Hend",75,-0.029,"Approach",2005
179,179,"Jeff Hart",63,-0.028,"Approach",2005
179,179,"Lee Westwood",50,-0.028,"Approach",2005
181,181,"Ben Curtis",65,-0.026,"Approach",2005
181,181,"Kevin Na",88,-0.026,"Approach",2005
183,183,"Jim Carter",62,-0.025,"Approach",2005
184,184,"Michael Long",72,-0.024,"Approach",2005
185,185,"Ian Poulter",62,-0.021,"Approach",2005
186,186,"Hidemichi Tanaka",106,-0.02,"Approach",2005
187,187,"Cameron Beckman",96,-0.017,"Approach",2005
187,187,"Ted Purdy",122,-0.017,"Approach",2005
189,189,"Steve Flesch",90,-0.015,"Approach",2005
190,190,"Steve Allan",102,-0.009,"Approach",2005
191,191,"Danny Briggs",70,-0.005,"Approach",2005
192,192,"Aaron Baddeley",84,0,"Approach",2005
192,192,"DJ Brigman",76,0,"Approach",2005
194,194,"Jay Williamson",53,0.007,"Approach",2005
195,195,"John Elliott",58,0.008,"Approach",2005
195,195,"Chris Riley",67,0.008,"Approach",2005
197,197,"Hideto Tanihara",50,0.015,"Approach",2005
198,198,"Rory Sabbatini",81,0.03,"Approach",2005
199,199,"Bradley Hughes",52,0.032,"Approach",2005
200,200,"DJ Trahan",81,0.044,"Approach",2005
201,201,"Jason Allred",75,0.059,"Approach",2005
202,202,"Thomas Levet",54,0.119,"Approach",2005
