"Percentageofpotentialmoneywon_RANKTHISWEEK_2009","Percentageofpotentialmoneywon_RANKLASTWEEK_2009","Percentageofpotentialmoneywon_PLAYERNAME_2009","Percentageofpotentialmoneywon_EVENTS_2009","Percentageofpotentialmoneywon_Pct_2009","Percentageofpotentialmoneywon_OFFICIALMONEYWON_2009","Percentageofpotentialmoneywon_POTENTIALMONEY_2009","stat_name","year"
1,1,"Tiger Woods",17,47.96,10508163,21909005,"Percentageofpotentialmoneywon",2009
2,2,"Tom Watson",2,28.49,732603,2571005,"Percentageofpotentialmoneywon",2009
3,3,"Steve Stricker",22,23.64,6332635,26787005,"Percentageofpotentialmoneywon",2009
4,4,"Phil Mickelson",18,23.36,5332754,22830000,"Percentageofpotentialmoneywon",2009
5,5,"Henrik Stenson",10,20.41,2697809,13215005,"Percentageofpotentialmoneywon",2009
6,6,"Paul Casey",12,17.03,2582181,15159005,"Percentageofpotentialmoneywon",2009
7,7,"Chris Wood",2,16.66,428441,2571005,"Percentageofpotentialmoneywon",2009
8,8,"Geoff Ogilvy",20,15.29,3866269,25279005,"Percentageofpotentialmoneywon",2009
9,9,"Sean OHair",23,15.27,4316493,28267005,"Percentageofpotentialmoneywon",2009
10,10,"Kenny Perry",24,15.21,4445561,29221005,"Percentageofpotentialmoneywon",2009
11,11,"Zach Johnson",26,15.15,4714812,31129005,"Percentageofpotentialmoneywon",2009
12,12,"Jim Furyk",23,14.09,3946515,28011005,"Percentageofpotentialmoneywon",2009
13,13,"Lee Westwood",8,13.15,1379963,10497005,"Percentageofpotentialmoneywon",2009
14,14,"Retief Goosen",20,12.97,3232649,24915005,"Percentageofpotentialmoneywon",2009
15,15,"YE Yang",23,12.95,3489515,26956000,"Percentageofpotentialmoneywon",2009
16,16,"Lucas Glover",26,12.32,3692579,29981005,"Percentageofpotentialmoneywon",2009
17,17,"Angel Cabrera",17,12.11,2625471,21679005,"Percentageofpotentialmoneywon",2009
18,18,"Nick Watney",24,11.28,3221420,28555005,"Percentageofpotentialmoneywon",2009
19,19,"Ian Poulter",17,11.06,2431000,21981005,"Percentageofpotentialmoneywon",2009
20,20,"Brian Gay",27,10.56,3201294,30309005,"Percentageofpotentialmoneywon",2009
21,21,"Padraig Harrington",20,10.46,2628376,25131005,"Percentageofpotentialmoneywon",2009
22,22,"Stewart Cink",22,10.33,2821030,27313005,"Percentageofpotentialmoneywon",2009
23,23,"Jamie Lovemark",5,10.09,453872,4500000,"Percentageofpotentialmoneywon",2009
23,23,"David Toms",27,10.09,3047197,30197005,"Percentageofpotentialmoneywon",2009
25,25,"Dustin Johnson",25,9.78,2977900,30445005,"Percentageofpotentialmoneywon",2009
26,26,"Hunter Mahan",25,9.67,2941348,30405005,"Percentageofpotentialmoneywon",2009
27,27,"Kevin Na",26,9.66,2724824,28206000,"Percentageofpotentialmoneywon",2009
28,28,"Rickie Fowler",6,9.5,571090,6012000,"Percentageofpotentialmoneywon",2009
29,29,"Matt Kuchar",24,9.32,2489192,26709005,"Percentageofpotentialmoneywon",2009
30,30,"Rory Sabbatini",25,9.29,2752291,29613005,"Percentageofpotentialmoneywon",2009
31,31,"Thomas Aiken",3,9.18,339671,3701005,"Percentageofpotentialmoneywon",2009
32,32,"Jerry Kelly",26,9.12,2562647,28112000,"Percentageofpotentialmoneywon",2009
33,33,"Ernie Els",19,8.97,2147156,23947005,"Percentageofpotentialmoneywon",2009
34,34,"Rory McIlroy",11,8.7,1239111,14241005,"Percentageofpotentialmoneywon",2009
35,35,"Ross Fisher",10,8.51,1142546,13431005,"Percentageofpotentialmoneywon",2009
36,36,"Luke Donald",21,8.4,2174947,25887005,"Percentageofpotentialmoneywon",2009
37,37,"Tim Clark",23,8.23,2235104,27147005,"Percentageofpotentialmoneywon",2009
38,38,"Mike Weir",24,8.12,2379421,29289005,"Percentageofpotentialmoneywon",2009
39,39,"Stephen Ames",23,7.96,2131538,26791005,"Percentageofpotentialmoneywon",2009
40,40,"Jason Dufner",26,7.8,2190792,28080000,"Percentageofpotentialmoneywon",2009
41,41,"John Rollins",27,7.79,2269475,29138000,"Percentageofpotentialmoneywon",2009
42,42,"Scott Verplank",24,7.75,2092113,26996000,"Percentageofpotentialmoneywon",2009
43,43,"Ryan Moore",27,7.64,2222870,29106000,"Percentageofpotentialmoneywon",2009
44,44,"Anthony Kim",22,7.35,1972155,26845005,"Percentageofpotentialmoneywon",2009
45,45,"Justin Leonard",26,7.28,2232377,30679005,"Percentageofpotentialmoneywon",2009
46,46,"Robert Allenby",21,7.25,1890945,26067005,"Percentageofpotentialmoneywon",2009
47,47,"John Senden",29,7.16,2305492,32217005,"Percentageofpotentialmoneywon",2009
48,48,"Camilo Villegas",21,7.04,1804980,25621005,"Percentageofpotentialmoneywon",2009
49,49,"Heath Slocum",30,7.01,2195565,31338000,"Percentageofpotentialmoneywon",2009
50,50,"Shingo Katayama",6,6.89,544500,7908000,"Percentageofpotentialmoneywon",2009
51,51,"Steve Marino",29,6.82,2161539,31695005,"Percentageofpotentialmoneywon",2009
51,51,"Francesco Molinari",4,6.82,304368,4461005,"Percentageofpotentialmoneywon",2009
53,53,"Jason Day",18,6.74,1251218,18558000,"Percentageofpotentialmoneywon",2009
54,54,"Pat Perez",22,6.66,1720360,25818000,"Percentageofpotentialmoneywon",2009
55,55,"Bryce Molder",21,6.54,1381211,21111005,"Percentageofpotentialmoneywon",2009
56,56,"Fred Couples",16,6.49,1197970,18468000,"Percentageofpotentialmoneywon",2009
57,57,"Oliver Wilson",9,6.48,756772,11685005,"Percentageofpotentialmoneywon",2009
58,58,"Charley Hoffman",27,6.41,1894925,29585005,"Percentageofpotentialmoneywon",2009
59,59,"Mark Wilson",28,6.3,1838414,29196000,"Percentageofpotentialmoneywon",2009
60,60,"Marc Leishman",28,6.17,1742242,28260000,"Percentageofpotentialmoneywon",2009
61,61,"Bo Van Pelt",30,6.16,1945306,31572000,"Percentageofpotentialmoneywon",2009
62,62,"Kevin Chappell",3,5.96,197487,3312000,"Percentageofpotentialmoneywon",2009
62,62,"Paul Goydos",25,5.96,1619918,27195005,"Percentageofpotentialmoneywon",2009
64,64,"John Mallinger",27,5.93,1717139,28980000,"Percentageofpotentialmoneywon",2009
65,65,"Soren Hansen",8,5.82,617537,10605005,"Percentageofpotentialmoneywon",2009
66,66,"Chad Campbell",26,5.81,1725237,29671005,"Percentageofpotentialmoneywon",2009
67,67,"Charles Howell III",29,5.75,1804460,31367005,"Percentageofpotentialmoneywon",2009
68,68,"Soren Kjeldsen",7,5.67,557668,9831005,"Percentageofpotentialmoneywon",2009
69,69,"Sergio Garcia",17,5.66,1212522,21441005,"Percentageofpotentialmoneywon",2009
70,70,"Ben Crane",27,5.55,1667084,30057005,"Percentageofpotentialmoneywon",2009
71,71,"Brian Davis",32,5.53,1874318,33912000,"Percentageofpotentialmoneywon",2009
72,72,"Martin Laird",24,5.48,1349354,24639005,"Percentageofpotentialmoneywon",2009
73,73,"Graeme McDowell",11,5.42,780141,14403005,"Percentageofpotentialmoneywon",2009
73,73,"George McNeill",26,5.42,1439219,26568000,"Percentageofpotentialmoneywon",2009
75,75,"Jose Maria Olazabal",4,5.37,239629,4464000,"Percentageofpotentialmoneywon",2009
76,76,"Brandt Snedeker",26,5.36,1483557,27681005,"Percentageofpotentialmoneywon",2009
77,77,"Peter Hanson",5,5.33,357958,6721005,"Percentageofpotentialmoneywon",2009
78,78,"Davis Love III",27,5.27,1622401,30805005,"Percentageofpotentialmoneywon",2009
79,79,"Bubba Watson",24,5.14,1430243,27821005,"Percentageofpotentialmoneywon",2009
80,80,"Shigeki Maruyama",5,5.1,256330,5022000,"Percentageofpotentialmoneywon",2009
81,81,"Jonathan Byrd",25,5.05,1316770,26064000,"Percentageofpotentialmoneywon",2009
82,82,"Todd Fischer",3,5,136701,2736000,"Percentageofpotentialmoneywon",2009
83,83,"Brett Quigley",28,4.91,1412780,28764000,"Percentageofpotentialmoneywon",2009
84,84,"Vijay Singh",21,4.9,1276814,26035005,"Percentageofpotentialmoneywon",2009
85,85,"James Kingston",2,4.88,127936,2621005,"Percentageofpotentialmoneywon",2009
86,86,"John Merrick",28,4.81,1438891,29916000,"Percentageofpotentialmoneywon",2009
87,87,"Tim Petrovic",31,4.8,1551866,32328000,"Percentageofpotentialmoneywon",2009
88,88,"Troy Matteson",30,4.78,1466070,30690000,"Percentageofpotentialmoneywon",2009
89,89,"Kevin Stadler",20,4.75,925514,19494000,"Percentageofpotentialmoneywon",2009
90,90,"Bill Haas",29,4.73,1425417,30114000,"Percentageofpotentialmoneywon",2009
91,91,"Miguel Angel Jimenez",8,4.71,493682,10479005,"Percentageofpotentialmoneywon",2009
92,92,"James Driscoll",17,4.67,807577,17295005,"Percentageofpotentialmoneywon",2009
93,93,"DA Points",29,4.62,1320020,28584000,"Percentageofpotentialmoneywon",2009
94,94,"Derek Lamely",2,4.55,58187,1278000,"Percentageofpotentialmoneywon",2009
95,95,"Martin Kaymer",11,4.54,656407,14457005,"Percentageofpotentialmoneywon",2009
95,95,"Jeev Milkha Singh",15,4.54,824436,18150000,"Percentageofpotentialmoneywon",2009
97,97,"Len Mattiace",1,4.53,49742,1098000,"Percentageofpotentialmoneywon",2009
97,97,"Charlie Wi",28,4.53,1375096,30330000,"Percentageofpotentialmoneywon",2009
99,99,"Nathan Green",30,4.48,1436342,32054000,"Percentageofpotentialmoneywon",2009
100,100,"Freddie Jacobson",25,4.43,1189994,26871005,"Percentageofpotentialmoneywon",2009
101,101,"Scott Hoch",1,4.4,31657,720000,"Percentageofpotentialmoneywon",2009
