"DrivingPct240260AllDrives_RANKTHISWEEK_2008","DrivingPct240260AllDrives_RANKLASTWEEK_2008","DrivingPct240260AllDrives_PLAYERNAME_2008","DrivingPct240260AllDrives_ROUNDS_2008","DrivingPct240260AllDrives_Pct_2008","DrivingPct240260AllDrives_TOTALDRIVESFOR240260_2008","DrivingPct240260AllDrives_TOTALDRIVESOVERALL_2008","DrivingPct240260AllDrives_RELATIVETOPAR_2008","stat_name","year"
1,NA,"Corey Pavin",69,41.49,322,776,0.006,"DrivingPct240260AllDrives",2008
2,NA,"Brian Gay",102,29.7,357,1202,0.017,"DrivingPct240260AllDrives",2008
3,NA,"Gavin Coles",54,25.82,158,612,0.076,"DrivingPct240260AllDrives",2008
4,NA,"Shane Bertsch",96,24.36,305,1252,0.03,"DrivingPct240260AllDrives",2008
5,NA,"Craig Kanada",65,24.35,187,768,0.075,"DrivingPct240260AllDrives",2008
6,NA,"Paul Claxton",63,23.99,167,696,0.15,"DrivingPct240260AllDrives",2008
7,NA,"Jin Park",85,23.82,232,974,0.103,"DrivingPct240260AllDrives",2008
8,NA,"Olin Browne",77,23.72,231,974,0.156,"DrivingPct240260AllDrives",2008
9,NA,"Chad Collins",72,23.69,208,878,0.12,"DrivingPct240260AllDrives",2008
10,NA,"Shigeki Maruyama",50,23.41,136,581,0.096,"DrivingPct240260AllDrives",2008
10,NA,"Jeff Quinney",87,23.41,239,1021,0.033,"DrivingPct240260AllDrives",2008
12,NA,"Stephen Leaney",53,23.25,146,628,0.151,"DrivingPct240260AllDrives",2008
13,NA,"Greg Kraft",63,23.07,161,698,0.174,"DrivingPct240260AllDrives",2008
14,NA,"Matt Kuchar",88,22.65,222,980,0.014,"DrivingPct240260AllDrives",2008
15,NA,"Nick OHern",82,21.98,218,992,0.069,"DrivingPct240260AllDrives",2008
16,NA,"Omar Uresti",74,21.64,190,878,0.116,"DrivingPct240260AllDrives",2008
17,NA,"Paul Goydos",78,21.41,201,939,0.05,"DrivingPct240260AllDrives",2008
18,NA,"Ron Whittaker",54,20.7,118,570,0.11,"DrivingPct240260AllDrives",2008
19,NA,"Glen Day",64,20.67,161,779,0.056,"DrivingPct240260AllDrives",2008
20,NA,"Jerry Kelly",89,20.16,208,1032,0.101,"DrivingPct240260AllDrives",2008
21,NA,"Jim McGovern",75,19.59,172,878,0.169,"DrivingPct240260AllDrives",2008
22,NA,"Zach Johnson",85,19.34,193,998,0.005,"DrivingPct240260AllDrives",2008
23,NA,"Robert Gamez",79,19.33,191,988,0.131,"DrivingPct240260AllDrives",2008
24,NA,"Tim Wilkinson",95,19.05,213,1118,0.089,"DrivingPct240260AllDrives",2008
25,NA,"Chris Riley",51,18.88,105,556,0.086,"DrivingPct240260AllDrives",2008
26,NA,"John Mallinger",95,18.82,220,1169,0.045,"DrivingPct240260AllDrives",2008
27,NA,"Dudley Hart",74,18.66,175,938,0.097,"DrivingPct240260AllDrives",2008
28,NA,"Dean Wilson",109,18.6,241,1296,0.075,"DrivingPct240260AllDrives",2008
29,NA,"Brian Davis",108,18.5,263,1422,0.129,"DrivingPct240260AllDrives",2008
30,NA,"Richard Johnson",60,18.48,126,682,0.127,"DrivingPct240260AllDrives",2008
31,NA,"Doug LaBelle II",65,18.35,131,714,0.015,"DrivingPct240260AllDrives",2008
32,NA,"Heath Slocum",104,18.25,219,1200,0.114,"DrivingPct240260AllDrives",2008
33,NA,"Lee Janzen",89,17.93,187,1043,0.134,"DrivingPct240260AllDrives",2008
34,NA,"Bart Bryant",81,17.88,167,934,0.054,"DrivingPct240260AllDrives",2008
35,NA,"David Lutterus",59,17.55,122,695,0.148,"DrivingPct240260AllDrives",2008
36,NA,"Ryuji Imada",80,17.51,166,948,-0.03,"DrivingPct240260AllDrives",2008
37,NA,"Bob Tway",70,17.38,138,794,0.029,"DrivingPct240260AllDrives",2008
38,NA,"Tom Pernice Jr",104,17.3,236,1364,0.11,"DrivingPct240260AllDrives",2008
39,NA,"Alex Cejka",75,17.11,143,836,0.147,"DrivingPct240260AllDrives",2008
40,NA,"Kent Jones",68,17.1,131,766,0.023,"DrivingPct240260AllDrives",2008
41,NA,"Chris DiMarco",87,16.98,180,1060,0.089,"DrivingPct240260AllDrives",2008
42,NA,"Alejandro Canizares",52,16.84,96,570,0.115,"DrivingPct240260AllDrives",2008
43,NA,"Billy Andrade",71,16.82,145,862,0.207,"DrivingPct240260AllDrives",2008
44,NA,"Scott Verplank",82,16.78,153,912,-0.026,"DrivingPct240260AllDrives",2008
45,NA,"Marc Turnesa",87,16.7,177,1060,0.079,"DrivingPct240260AllDrives",2008
46,NA,"Will Ma Kenzie",62,16.29,129,792,0.163,"DrivingPct240260AllDrives",2008
47,NA,"Bob Estes",90,16.19,194,1198,0.052,"DrivingPct240260AllDrives",2008
48,NA,"Carlos Franco",73,16.17,142,878,0.162,"DrivingPct240260AllDrives",2008
49,NA,"Cliff Kresge",84,16.14,164,1016,0.189,"DrivingPct240260AllDrives",2008
50,NA,"Nathan Green",95,16.11,204,1266,0.196,"DrivingPct240260AllDrives",2008
51,NA,"Cameron Beckman",87,16,165,1031,0.145,"DrivingPct240260AllDrives",2008
52,NA,"Scott Sterling",89,15.99,165,1032,0.085,"DrivingPct240260AllDrives",2008
53,NA,"David Duval",51,15.91,91,572,0.176,"DrivingPct240260AllDrives",2008
54,NA,"Rocco Mediate",87,15.87,153,964,0.163,"DrivingPct240260AllDrives",2008
55,NA,"Briny Baird",113,15.77,211,1338,0.028,"DrivingPct240260AllDrives",2008
56,NA,"Kevin Na",97,15.68,199,1269,0.101,"DrivingPct240260AllDrives",2008
57,NA,"Chez Reavie",102,15.65,196,1252,0.066,"DrivingPct240260AllDrives",2008
58,NA,"Justin Bolli",87,15.36,157,1022,0.108,"DrivingPct240260AllDrives",2008
59,NA,"Tom Scherrer",56,15.31,94,614,0.138,"DrivingPct240260AllDrives",2008
60,NA,"Stephen Ames",83,15.28,141,923,0.043,"DrivingPct240260AllDrives",2008
61,NA,"Tim Clark",90,15.26,156,1022,0.109,"DrivingPct240260AllDrives",2008
62,NA,"Steve Elkington",84,15.23,155,1018,0.019,"DrivingPct240260AllDrives",2008
63,NA,"Cody Freeman",66,14.97,115,768,0.165,"DrivingPct240260AllDrives",2008
64,NA,"Jimmy Walker",73,14.93,129,864,0.116,"DrivingPct240260AllDrives",2008
65,NA,"Jay Williamson",96,14.85,166,1118,0.054,"DrivingPct240260AllDrives",2008
66,NA,"JP Hayes",67,14.81,130,878,0.185,"DrivingPct240260AllDrives",2008
67,NA,"Steve Flesch",95,14.6,165,1130,0.067,"DrivingPct240260AllDrives",2008
68,NA,"Jonathan Byrd",88,14.59,157,1076,0.013,"DrivingPct240260AllDrives",2008
69,NA,"Peter Lonard",92,14.54,162,1114,0.068,"DrivingPct240260AllDrives",2008
70,NA,"Justin Leonard",101,14.52,149,1026,0.027,"DrivingPct240260AllDrives",2008
71,NA,"Eric Axley",113,14.42,197,1366,0.152,"DrivingPct240260AllDrives",2008
72,NA,"Vaughn Taylor",103,14.31,188,1314,0.064,"DrivingPct240260AllDrives",2008
73,NA,"Billy Mayfair",103,14.25,189,1326,0.048,"DrivingPct240260AllDrives",2008
74,NA,"Jim Furyk",95,14.23,150,1054,-0.027,"DrivingPct240260AllDrives",2008
75,NA,"Charlie Wi",97,14.19,174,1226,0.069,"DrivingPct240260AllDrives",2008
76,NA,"Brett Quigley",80,14.15,144,1018,0.132,"DrivingPct240260AllDrives",2008
77,NA,"Marco Dawson",64,14.13,106,750,0.104,"DrivingPct240260AllDrives",2008
77,NA,"YE Yang",89,14.13,158,1118,0.203,"DrivingPct240260AllDrives",2008
79,NA,"Trevor Immelman",70,13.96,105,752,0.181,"DrivingPct240260AllDrives",2008
80,NA,"Tim Petrovic",97,13.89,157,1130,0.197,"DrivingPct240260AllDrives",2008
81,NA,"Kenneth Ferrie",72,13.88,116,836,0.19,"DrivingPct240260AllDrives",2008
82,NA,"Paul Casey",55,13.8,69,500,0.072,"DrivingPct240260AllDrives",2008
83,NA,"Michael Allen",91,13.76,150,1090,0.147,"DrivingPct240260AllDrives",2008
84,NA,"Todd Demsey",80,13.74,136,990,0.118,"DrivingPct240260AllDrives",2008
85,NA,"Jon Mills",95,13.73,149,1085,0.054,"DrivingPct240260AllDrives",2008
86,NA,"Johnson Wagner",83,13.68,130,950,0.154,"DrivingPct240260AllDrives",2008
87,NA,"Ben Crane",86,13.67,143,1046,0.049,"DrivingPct240260AllDrives",2008
88,NA,"Mark Calcavecchia",67,13.62,103,756,0.049,"DrivingPct240260AllDrives",2008
89,NA,"Mark Wilson",107,13.5,196,1452,0.102,"DrivingPct240260AllDrives",2008
90,NA,"Chris Stroud",81,13.48,124,920,0.04,"DrivingPct240260AllDrives",2008
91,NA,"Ryan Armour",87,13.45,142,1056,0.324,"DrivingPct240260AllDrives",2008
92,NA,"Patrick Sheehan",124,13.42,196,1461,0.061,"DrivingPct240260AllDrives",2008
93,NA,"Kyle Thompson",70,13.32,106,796,0.245,"DrivingPct240260AllDrives",2008
94,NA,"Jesper Parnevik",88,13.3,139,1045,0.18,"DrivingPct240260AllDrives",2008
95,NA,"Freddie Jacobson",78,13.28,119,896,0.151,"DrivingPct240260AllDrives",2008
96,NA,"Mike Weir",88,13.25,123,928,-0.065,"DrivingPct240260AllDrives",2008
97,NA,"Chad Campbell",94,13.24,157,1186,0,"DrivingPct240260AllDrives",2008
98,NA,"Jeff Gove",50,13.17,81,615,0.012,"DrivingPct240260AllDrives",2008
98,NA,"David Toms",70,13.17,103,782,0.126,"DrivingPct240260AllDrives",2008
100,NA,"Brad Elder",67,13.16,99,752,0.152,"DrivingPct240260AllDrives",2008
101,NA,"Retief Goosen",59,12.97,76,586,0.079,"DrivingPct240260AllDrives",2008
101,NA,"Tom Lehman",51,12.97,69,532,-0.029,"DrivingPct240260AllDrives",2008
103,NA,"Jeff Maggert",86,12.91,142,1100,0.268,"DrivingPct240260AllDrives",2008
104,NA,"KJ Choi",74,12.84,103,802,0,"DrivingPct240260AllDrives",2008
105,NA,"Scott McCarron",63,12.83,97,756,0.072,"DrivingPct240260AllDrives",2008
106,NA,"Ken Duke",116,12.79,187,1462,0.037,"DrivingPct240260AllDrives",2008
107,NA,"Steve Lowery",74,12.62,118,935,0.229,"DrivingPct240260AllDrives",2008
108,NA,"James Driscoll",85,12.5,132,1056,0.144,"DrivingPct240260AllDrives",2008
109,NA,"Brandt Snedeker",85,12.47,117,938,0.06,"DrivingPct240260AllDrives",2008
110,NA,"Jason Allred",63,12.36,86,696,0.267,"DrivingPct240260AllDrives",2008
111,NA,"Bubba Watson",97,12.34,138,1118,0.13,"DrivingPct240260AllDrives",2008
112,NA,"Brett Rumford",72,12.26,104,848,0.279,"DrivingPct240260AllDrives",2008
113,NA,"Camilo Villegas",79,12.24,108,882,0.093,"DrivingPct240260AllDrives",2008
114,NA,"Todd Hamilton",92,12.12,125,1031,0.144,"DrivingPct240260AllDrives",2008
115,NA,"Ian Poulter",51,12.1,61,504,0.066,"DrivingPct240260AllDrives",2008
116,NA,"Bob Sowards",61,11.98,87,726,0.184,"DrivingPct240260AllDrives",2008
117,NA,"Woody Austin",109,11.89,147,1236,0.054,"DrivingPct240260AllDrives",2008
118,NA,"Brenden Pappas",66,11.79,92,780,0.163,"DrivingPct240260AllDrives",2008
119,NA,"George McNeill",97,11.78,148,1256,-0.014,"DrivingPct240260AllDrives",2008
120,NA,"Carl Pettersson",110,11.74,159,1354,0.17,"DrivingPct240260AllDrives",2008
121,NA,"Joe Durant",92,11.73,129,1100,0.109,"DrivingPct240260AllDrives",2008
121,NA,"Tim Herron",97,11.73,142,1211,0.12,"DrivingPct240260AllDrives",2008
123,NA,"Frank Lickliter II",107,11.71,163,1392,0.19,"DrivingPct240260AllDrives",2008
124,NA,"Steve Stricker",75,11.7,95,812,-0.042,"DrivingPct240260AllDrives",2008
125,NA,"Ben Curtis",80,11.68,103,882,0.136,"DrivingPct240260AllDrives",2008
125,NA,"John Rollins",94,11.68,129,1104,0.07,"DrivingPct240260AllDrives",2008
127,NA,"Robert Allenby",108,11.67,140,1200,0.029,"DrivingPct240260AllDrives",2008
128,NA,"Rod Pampling",83,11.6,110,948,0.145,"DrivingPct240260AllDrives",2008
129,NA,"Geoff Ogilvy",65,11.58,79,682,0.089,"DrivingPct240260AllDrives",2008
130,NA,"Mathew Goggin",91,11.54,132,1144,0.053,"DrivingPct240260AllDrives",2008
131,NA,"Ryan Moore",72,11.48,101,880,0.178,"DrivingPct240260AllDrives",2008
132,NA,"Nick Flanagan",89,11.43,127,1111,0.181,"DrivingPct240260AllDrives",2008
133,NA,"Kevin Sutherland",98,11.4,140,1228,0.093,"DrivingPct240260AllDrives",2008
134,NA,"Padraig Harrington",52,11.38,51,448,0.255,"DrivingPct240260AllDrives",2008
135,NA,"John Senden",93,11.36,130,1144,0.077,"DrivingPct240260AllDrives",2008
136,NA,"Joe Ogilvie",100,11.34,138,1217,0.065,"DrivingPct240260AllDrives",2008
137,NA,"Jason Gore",94,11.33,134,1183,0.134,"DrivingPct240260AllDrives",2008
138,NA,"Hunter Mahan",87,11.31,114,1008,-0.018,"DrivingPct240260AllDrives",2008
139,NA,"Parker McLachlin",88,11.25,124,1102,0.202,"DrivingPct240260AllDrives",2008
140,NA,"Sergio Garcia",72,11.22,88,784,0.057,"DrivingPct240260AllDrives",2008
141,NA,"Bo Van Pelt",101,11.18,145,1297,0.152,"DrivingPct240260AllDrives",2008
142,NA,"John Merrick",98,11.17,120,1074,0.075,"DrivingPct240260AllDrives",2008
143,NA,"Ernie Els",51,11.16,56,502,0.071,"DrivingPct240260AllDrives",2008
144,NA,"Brad Adamonis",87,11.14,118,1059,0.136,"DrivingPct240260AllDrives",2008
144,NA,"Michael Letzig",88,11.14,115,1032,0.043,"DrivingPct240260AllDrives",2008
146,NA,"Tommy Armour III",77,11.12,102,917,0.088,"DrivingPct240260AllDrives",2008
147,NA,"JJ Henry",108,11.07,153,1382,0.046,"DrivingPct240260AllDrives",2008
148,NA,"Travis Perkins",53,10.91,61,559,0.23,"DrivingPct240260AllDrives",2008
149,NA,"Martin Laird",98,10.88,129,1186,0.109,"DrivingPct240260AllDrives",2008
150,NA,"Aaron Baddeley",76,10.78,91,844,0.044,"DrivingPct240260AllDrives",2008
151,NA,"Mark Hensby",71,10.73,96,895,0.146,"DrivingPct240260AllDrives",2008
152,NA,"Matt Jones",95,10.67,125,1172,0.16,"DrivingPct240260AllDrives",2008
153,NA,"Rich Beem",90,10.62,117,1102,0.265,"DrivingPct240260AllDrives",2008
153,NA,"Tag Ridings",88,10.62,120,1130,0.183,"DrivingPct240260AllDrives",2008
155,NA,"Nicholas Thompson",113,10.39,139,1338,0.122,"DrivingPct240260AllDrives",2008
156,NA,"Ted Purdy",68,10.35,85,821,0.318,"DrivingPct240260AllDrives",2008
157,NA,"Lucas Glover",91,10.19,118,1158,0.093,"DrivingPct240260AllDrives",2008
157,NA,"John Riegger",73,10.19,91,893,0.022,"DrivingPct240260AllDrives",2008
159,NA,"Pat Perez",93,9.97,110,1103,0.1,"DrivingPct240260AllDrives",2008
160,NA,"Kevin Streelman",114,9.92,134,1351,0.067,"DrivingPct240260AllDrives",2008
161,NA,"Mathias Gronberg",87,9.91,109,1100,0.211,"DrivingPct240260AllDrives",2008
162,NA,"Davis Love III",78,9.8,89,908,0.18,"DrivingPct240260AllDrives",2008
163,NA,"Stuart Appleby",87,9.74,91,934,0.132,"DrivingPct240260AllDrives",2008
164,NA,"Troy Matteson",94,9.69,120,1238,0.092,"DrivingPct240260AllDrives",2008
164,NA,"Kenny Perry",97,9.69,124,1280,0,"DrivingPct240260AllDrives",2008
166,NA,"Stewart Cink",87,9.64,86,892,0.07,"DrivingPct240260AllDrives",2008
167,NA,"Adam Scott",51,9.59,47,490,-0.021,"DrivingPct240260AllDrives",2008
168,NA,"Ryan Palmer",69,9.57,80,836,0.013,"DrivingPct240260AllDrives",2008
169,NA,"Steve Marino",119,9.54,138,1447,0.101,"DrivingPct240260AllDrives",2008
170,NA,"Jason Day",81,9.48,102,1076,0.206,"DrivingPct240260AllDrives",2008
171,NA,"John Huston",56,9.41,64,680,-0.016,"DrivingPct240260AllDrives",2008
173,NA,"DJ Trahan",94,9.32,101,1084,0.069,"DrivingPct240260AllDrives",2008
174,NA,"Jeff Overton",103,9.29,118,1270,0.203,"DrivingPct240260AllDrives",2008
175,NA,"Daniel Chopra",84,9.21,89,966,0.202,"DrivingPct240260AllDrives",2008
176,NA,"Tommy Gainey",60,9.19,59,642,0.339,"DrivingPct240260AllDrives",2008
177,NA,"Sean OHair",81,9.18,87,948,0.161,"DrivingPct240260AllDrives",2008
178,NA,"Brandt Jobe",52,9.17,60,654,0.083,"DrivingPct240260AllDrives",2008
179,NA,"Charles Warren",79,8.91,92,1033,0.283,"DrivingPct240260AllDrives",2008
180,NA,"Rory Sabbatini",77,8.8,78,886,0.167,"DrivingPct240260AllDrives",2008
181,NA,"Kevin Stadler",90,8.73,89,1020,0.371,"DrivingPct240260AllDrives",2008
182,NA,"Angel Cabrera",55,8.55,47,550,0.106,"DrivingPct240260AllDrives",2008
183,NA,"Bill Haas",99,8.47,106,1252,0.208,"DrivingPct240260AllDrives",2008
184,NA,"Boo Weekley",86,8.46,76,898,-0.013,"DrivingPct240260AllDrives",2008
185,NA,"Nick Watney",96,8.42,99,1176,0.01,"DrivingPct240260AllDrives",2008
186,NA,"Dustin Johnson",92,8.25,93,1127,0.097,"DrivingPct240260AllDrives",2008
187,NA,"Steve Allan",58,8.21,55,670,0.291,"DrivingPct240260AllDrives",2008
188,NA,"Harrison Frazar",73,8,69,863,0.145,"DrivingPct240260AllDrives",2008
189,NA,"Charles Howell III",101,7.55,92,1218,0.011,"DrivingPct240260AllDrives",2008
190,NA,"Charley Hoffman",94,7.38,89,1206,0.135,"DrivingPct240260AllDrives",2008
191,NA,"Anthony Kim",81,7.36,67,910,0.045,"DrivingPct240260AllDrives",2008
192,NA,"JB Holmes",86,7.05,68,964,0.221,"DrivingPct240260AllDrives",2008
193,NA,"Phil Mickelson",80,7.02,58,826,0.121,"DrivingPct240260AllDrives",2008
194,NA,"Vijay Singh",82,7,62,886,0.145,"DrivingPct240260AllDrives",2008
195,NA,"Robert Garrigus",90,6.61,79,1196,0.114,"DrivingPct240260AllDrives",2008
196,NA,"Andres Romero",69,6.12,42,686,0.095,"DrivingPct240260AllDrives",2008
197,NA,"Fred Couples",60,6.06,43,710,0.256,"DrivingPct240260AllDrives",2008
