"PercentageofYardagecoveredbyTeeShotsPar5s_RANKTHISWEEK_2011","PercentageofYardagecoveredbyTeeShotsPar5s_RANKLASTWEEK_2011","PercentageofYardagecoveredbyTeeShotsPar5s_PLAYERNAME_2011","PercentageofYardagecoveredbyTeeShotsPar5s_ROUNDS_2011","PercentageofYardagecoveredbyTeeShotsPar5s_AVGPct_2011","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALSHOTDISTANCE_2011","PercentageofYardagecoveredbyTeeShotsPar5s_TOTALDISTANCE_2011","stat_name","year"
112,112,"Graeme McDowell",50,51.7,33413.1,64628,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
113,113,"Trevor Immelman",84,51.64,57869.8,112064,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
114,114,"Hunter Haas",96,51.58,77383.9,150016,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
114,114,"Billy Horschel",75,51.58,55407.8,107423,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
116,116,"Steve Stricker",70,51.57,49138.6,95281,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
117,117,"Stuart Appleby",65,51.56,50277.4,97504,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
118,118,"Matt McQuillan",59,51.55,39984.2,77569,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
119,119,"Michael Bradley",74,51.54,49491.8,96020,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
119,119,"Jarrod Lyle",83,51.54,63764.9,123714,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
121,121,"DA Points",89,51.53,66389.5,128828,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
122,122,"Brendon de Jonge",105,51.52,80928.7,157074,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
123,123,"Charlie Wi",83,51.51,68140.5,132285,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
124,124,"Retief Goosen",50,51.5,36044.3,69992,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
125,125,"Ben Crane",76,51.48,51913.2,100836,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
126,126,"Fabian Gomez",84,51.47,62308.7,121068,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
127,127,"Geoff Ogilvy",69,51.43,44347.9,86225,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
128,128,"Matt Kuchar",94,51.42,58993.6,114737,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
129,129,"Mark Wilson",89,51.36,61059.2,118891,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
130,130,"Troy Merritt",63,51.32,49937.8,97310,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
131,131,"Spencer Levin",113,51.26,79278.6,154665,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
132,132,"Shaun Micheel",77,51.12,57200.7,111904,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
133,133,"Freddie Jacobson",92,51.11,57006.9,111533,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
134,134,"Kris Blanks",92,51.06,71830.9,140670,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
135,135,"Nathan Green",81,51.04,59180.2,115940,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
136,136,"Justin Hicks",60,50.97,36245.3,71107,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
137,137,"Briny Baird",60,50.96,40151.3,78783,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
138,138,"Arjun Atwal",91,50.95,70634.5,138641,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
138,138,"KJ Choi",77,50.95,51695.9,101464,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
140,140,"Kevin Kisner",70,50.94,47269.4,92801,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
141,141,"Kent Jones",76,50.9,53733.2,105557,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
142,142,"Vaughn Taylor",89,50.84,72148.8,141913,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
143,143,"Stephen Ames",69,50.83,50561.3,99476,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
144,144,"Cameron Beckman",71,50.79,55685.3,109641,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
145,145,"Jim Furyk",87,50.69,58911.8,116225,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
146,146,"Brian Davis",105,50.68,82049.5,161910,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
146,146,"Paul Stankowski",78,50.68,55166.7,108863,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
148,148,"Ryuji Imada",83,50.67,65190.4,128663,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
149,149,"Steve Elkington",50,50.63,40198,79397,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
150,150,"Woody Austin",59,50.62,44500.1,87906,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
150,150,"Billy Mayfair",94,50.62,74521.5,147228,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
152,152,"Rich Beem",53,50.52,41406.3,81954,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
152,152,"Luke Donald",73,50.52,44515.4,88110,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
154,154,"Shane Bertsch",62,50.48,42278.1,83757,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
155,155,"JP Hayes",56,50.42,43958.6,87181,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
156,156,"Steve Flesch",88,50.36,61546.1,122220,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
157,157,"Kevin Na",84,50.34,60552.9,120281,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
157,157,"Ian Poulter",52,50.34,32950.1,65453,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
157,157,"Heath Slocum",89,50.34,59905.1,118993,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
160,160,"Tim Petrovic",88,50.33,66663.7,132453,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
161,161,"Aron Price",58,50.31,38617.1,76763,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
162,162,"Johnson Wagner",81,50.3,58257.3,115820,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
163,163,"Colt Knost",80,50.29,55465.5,110296,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
163,163,"Bryce Molder",82,50.29,62561.5,124408,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
165,165,"Joe Durant",71,50.23,54446.5,108401,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
166,166,"Michael Connell",76,50.21,59526.3,118546,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
166,166,"Marc Turnesa",54,50.21,39068.6,77816,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
168,168,"Zach Johnson",79,50.19,54845.2,109280,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
169,169,"David Toms",78,50.18,49799.2,99237,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
170,170,"Alex Cejka",59,50.17,43618.8,86950,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
171,171,"Greg Chalmers",88,50.13,65682.6,131015,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
172,172,"Chris Riley",76,50.12,59270.9,118267,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
173,173,"David Mathis",83,50.11,57209.3,114175,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
173,173,"Garrett Willis",71,50.11,54119.8,107997,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
175,175,"Justin Leonard",82,50.06,63609.1,127055,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
176,176,"Daniel Summerhays",75,50.01,56686.5,113341,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
177,177,"Chris DiMarco",93,49.78,67293.1,135181,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
178,178,"Jerry Kelly",85,49.71,51184.2,102974,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
179,179,"Paul Goydos",81,49.52,64319,129898,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
179,179,"Rocco Mediate",53,49.52,44407.5,89671,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
181,181,"Nate Smith",66,49.49,43994.7,88893,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
182,182,"Nick OHern",89,49.43,65446.1,132412,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
183,183,"Ben Curtis",66,49.34,50556.3,102466,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
184,184,"Richard Johnson",64,49.1,45412.1,92485,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
185,185,"Dean Wilson",62,49.05,49781.3,101487,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
186,186,"Brian Gay",90,48.62,59853.2,123112,"PercentageofYardagecoveredbyTeeShotsPar5s",2011
