"ConsecutiveBirdiesStreak_RANKTHISWEEK_2015","ConsecutiveBirdiesStreak_RANKLASTWEEK_2015","ConsecutiveBirdiesStreak_PLAYERNAME_2015","ConsecutiveBirdiesStreak_EVENTS_2015","ConsecutiveBirdiesStreak_NUMBEROFHOLES_2015","stat_name","year"
1,1,"Tony Finau",31,7,"ConsecutiveBirdiesStreak",2015
1,1,"Bill Haas",25,7,"ConsecutiveBirdiesStreak",2015
1,1,"James Hahn",28,7,"ConsecutiveBirdiesStreak",2015
1,1,"Danny Lee",36,7,"ConsecutiveBirdiesStreak",2015
1,1,"Phil Mickelson",19,7,"ConsecutiveBirdiesStreak",2015
1,1,"Scott Stallings",19,7,"ConsecutiveBirdiesStreak",2015
7,7,"Blake Adams",13,6,"ConsecutiveBirdiesStreak",2015
7,7,"Jason Bohn",27,6,"ConsecutiveBirdiesStreak",2015
7,7,"Scott Brown",30,6,"ConsecutiveBirdiesStreak",2015
7,7,"Alex Cejka",30,6,"ConsecutiveBirdiesStreak",2015
7,7,"Erik Compton",28,6,"ConsecutiveBirdiesStreak",2015
7,7,"Ryo Ishikawa",28,6,"ConsecutiveBirdiesStreak",2015
7,7,"Zach Johnson",25,6,"ConsecutiveBirdiesStreak",2015
7,7,"John Merrick",27,6,"ConsecutiveBirdiesStreak",2015
7,7,"Bryce Molder",26,6,"ConsecutiveBirdiesStreak",2015
7,7,"Michael Putnam",28,6,"ConsecutiveBirdiesStreak",2015
7,7,"Wes Roach",1,6,"ConsecutiveBirdiesStreak",2015
7,7,"Kevin Streelman",27,6,"ConsecutiveBirdiesStreak",2015
19,19,"Sangmoon Bae",30,5,"ConsecutiveBirdiesStreak",2015
19,19,"Blayne Barber",26,5,"ConsecutiveBirdiesStreak",2015
19,19,"Daniel Berger",31,5,"ConsecutiveBirdiesStreak",2015
19,19,"Paul Casey",24,5,"ConsecutiveBirdiesStreak",2015
19,19,"KJ Choi",19,5,"ConsecutiveBirdiesStreak",2015
19,19,"Ben Crane",22,5,"ConsecutiveBirdiesStreak",2015
19,19,"Jason Day",20,5,"ConsecutiveBirdiesStreak",2015
19,19,"Graham DeLaet",22,5,"ConsecutiveBirdiesStreak",2015
19,19,"Ken Duke",30,5,"ConsecutiveBirdiesStreak",2015
19,19,"Derek Ernst",26,5,"ConsecutiveBirdiesStreak",2015
19,19,"Matt Every",26,5,"ConsecutiveBirdiesStreak",2015
19,19,"Jim Furyk",19,5,"ConsecutiveBirdiesStreak",2015
19,19,"Brandon Hagy",8,5,"ConsecutiveBirdiesStreak",2015
19,19,"Brian Harman",29,5,"ConsecutiveBirdiesStreak",2015
19,19,"Russell Henley",24,5,"ConsecutiveBirdiesStreak",2015
19,19,"Charley Hoffman",28,5,"ConsecutiveBirdiesStreak",2015
19,19,"JB Holmes",25,5,"ConsecutiveBirdiesStreak",2015
19,19,"Max Homa",27,5,"ConsecutiveBirdiesStreak",2015
19,19,"Charles Howell III",30,5,"ConsecutiveBirdiesStreak",2015
19,19,"Mark Hubbard",25,5,"ConsecutiveBirdiesStreak",2015
19,19,"Matt Jones",25,5,"ConsecutiveBirdiesStreak",2015
19,19,"Kevin Kisner",30,5,"ConsecutiveBirdiesStreak",2015
19,19,"Brooks Koepka",23,5,"ConsecutiveBirdiesStreak",2015
19,19,"Tom Lehman",2,5,"ConsecutiveBirdiesStreak",2015
19,19,"Marc Leishman",23,5,"ConsecutiveBirdiesStreak",2015
19,19,"Ben Martin",27,5,"ConsecutiveBirdiesStreak",2015
19,19,"Rory McIlroy",12,5,"ConsecutiveBirdiesStreak",2015
19,19,"George McNeill",27,5,"ConsecutiveBirdiesStreak",2015
19,19,"Troy Merritt",29,5,"ConsecutiveBirdiesStreak",2015
