"FirstTeeLateRound1ScoringAverage_RANKTHISWEEK_2009","FirstTeeLateRound1ScoringAverage_RANKLASTWEEK_2009","FirstTeeLateRound1ScoringAverage_PLAYERNAME_2009","FirstTeeLateRound1ScoringAverage__2009","FirstTeeLateRound1ScoringAverage_AVG_2009","FirstTeeLateRound1ScoringAverage_TOTALSTROKES_2009","FirstTeeLateRound1ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Lee Janzen",NA,67,201,3,"FirstTeeLateRound1ScoringAverage",2009
1,1,"Kirk Triplett",NA,67,67,1,"FirstTeeLateRound1ScoringAverage",2009
3,3,"Michael Letzig",NA,68,204,3,"FirstTeeLateRound1ScoringAverage",2009
4,4,"Tiger Woods",NA,68.14,477,7,"FirstTeeLateRound1ScoringAverage",2009
5,5,"Ryan Moore",NA,68.4,342,5,"FirstTeeLateRound1ScoringAverage",2009
5,5,"Camilo Villegas",NA,68.4,342,5,"FirstTeeLateRound1ScoringAverage",2009
7,7,"Patrick Sheehan",NA,68.67,206,3,"FirstTeeLateRound1ScoringAverage",2009
8,8,"Jim Furyk",NA,68.71,481,7,"FirstTeeLateRound1ScoringAverage",2009
9,9,"Tommy Armour III",NA,68.8,344,5,"FirstTeeLateRound1ScoringAverage",2009
10,10,"Jason Day",NA,68.83,413,6,"FirstTeeLateRound1ScoringAverage",2009
11,11,"Luke Donald",NA,69,138,2,"FirstTeeLateRound1ScoringAverage",2009
11,11,"Heath Slocum",NA,69,345,5,"FirstTeeLateRound1ScoringAverage",2009
13,13,"Briny Baird",NA,69.13,553,8,"FirstTeeLateRound1ScoringAverage",2009
14,14,"Justin Leonard",NA,69.22,623,9,"FirstTeeLateRound1ScoringAverage",2009
15,15,"Rod Pampling",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2009
15,15,"Corey Pavin",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2009
15,15,"John Senden",NA,69.25,277,4,"FirstTeeLateRound1ScoringAverage",2009
18,18,"Sergio Garcia",NA,69.29,485,7,"FirstTeeLateRound1ScoringAverage",2009
18,18,"Scott Verplank",NA,69.29,485,7,"FirstTeeLateRound1ScoringAverage",2009
20,20,"Bryce Molder",NA,69.4,347,5,"FirstTeeLateRound1ScoringAverage",2009
21,21,"George McNeill",NA,69.44,625,9,"FirstTeeLateRound1ScoringAverage",2009
22,22,"Robert Garrigus",NA,69.5,417,6,"FirstTeeLateRound1ScoringAverage",2009
22,22,"David Toms",NA,69.5,556,8,"FirstTeeLateRound1ScoringAverage",2009
22,22,"Dean Wilson",NA,69.5,278,4,"FirstTeeLateRound1ScoringAverage",2009
25,25,"Zach Johnson",NA,69.55,765,11,"FirstTeeLateRound1ScoringAverage",2009
26,26,"Nathan Green",NA,69.56,626,9,"FirstTeeLateRound1ScoringAverage",2009
27,27,"Rich Beem",NA,69.57,487,7,"FirstTeeLateRound1ScoringAverage",2009
28,28,"John Mallinger",NA,69.6,348,5,"FirstTeeLateRound1ScoringAverage",2009
29,29,"Michael Allen",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2009
29,29,"Padraig Harrington",NA,69.71,488,7,"FirstTeeLateRound1ScoringAverage",2009
31,31,"Jonathan Byrd",NA,69.75,279,4,"FirstTeeLateRound1ScoringAverage",2009
32,32,"Kenny Perry",NA,69.77,907,13,"FirstTeeLateRound1ScoringAverage",2009
33,33,"Kevin Na",NA,69.86,489,7,"FirstTeeLateRound1ScoringAverage",2009
34,34,"Chad Campbell",NA,69.88,559,8,"FirstTeeLateRound1ScoringAverage",2009
34,34,"Steve Marino",NA,69.88,559,8,"FirstTeeLateRound1ScoringAverage",2009
36,36,"Dustin Johnson",NA,69.89,629,9,"FirstTeeLateRound1ScoringAverage",2009
37,37,"Lucas Glover",NA,69.9,699,10,"FirstTeeLateRound1ScoringAverage",2009
38,38,"Jeff Klauk",NA,69.91,769,11,"FirstTeeLateRound1ScoringAverage",2009
39,39,"Colt Knost",NA,70,280,4,"FirstTeeLateRound1ScoringAverage",2009
39,39,"Scott McCarron",NA,70,280,4,"FirstTeeLateRound1ScoringAverage",2009
39,39,"Parker McLachlin",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2009
39,39,"Rocco Mediate",NA,70,490,7,"FirstTeeLateRound1ScoringAverage",2009
39,39,"Kevin Sutherland",NA,70,490,7,"FirstTeeLateRound1ScoringAverage",2009
39,39,"Jay Williamson",NA,70,350,5,"FirstTeeLateRound1ScoringAverage",2009
