"TenthTeeEarlyRound1ScoringAverage_RANKTHISWEEK_2007","TenthTeeEarlyRound1ScoringAverage_RANKLASTWEEK_2007","TenthTeeEarlyRound1ScoringAverage_PLAYERNAME_2007","TenthTeeEarlyRound1ScoringAverage__2007","TenthTeeEarlyRound1ScoringAverage_AVG_2007","TenthTeeEarlyRound1ScoringAverage_TOTALSTROKES_2007","TenthTeeEarlyRound1ScoringAverage_TOTALROUNDS_2007","stat_name","year"
1,1,"Steve Lowery",NA,67.33,202,3,"TenthTeeEarlyRound1ScoringAverage",2007
2,2,"Jose Coceres",NA,67.8,339,5,"TenthTeeEarlyRound1ScoringAverage",2007
3,3,"Jonathan Byrd",NA,68,408,6,"TenthTeeEarlyRound1ScoringAverage",2007
3,3,"Peter Lonard",NA,68,340,5,"TenthTeeEarlyRound1ScoringAverage",2007
5,5,"Luke Donald",NA,68.5,137,2,"TenthTeeEarlyRound1ScoringAverage",2007
5,5,"Jim Furyk",NA,68.5,411,6,"TenthTeeEarlyRound1ScoringAverage",2007
7,7,"Rory Sabbatini",NA,68.75,275,4,"TenthTeeEarlyRound1ScoringAverage",2007
7,7,"Vaughn Taylor",NA,68.75,275,4,"TenthTeeEarlyRound1ScoringAverage",2007
9,9,"Freddie Jacobson",NA,68.83,413,6,"TenthTeeEarlyRound1ScoringAverage",2007
10,10,"Tiger Woods",NA,68.86,482,7,"TenthTeeEarlyRound1ScoringAverage",2007
11,11,"Justin Rose",NA,69,138,2,"TenthTeeEarlyRound1ScoringAverage",2007
12,12,"Phil Mickelson",NA,69.2,346,5,"TenthTeeEarlyRound1ScoringAverage",2007
13,13,"Sergio Garcia",NA,69.25,277,4,"TenthTeeEarlyRound1ScoringAverage",2007
14,14,"Aaron Baddeley",NA,69.33,208,3,"TenthTeeEarlyRound1ScoringAverage",2007
15,15,"Bob Tway",NA,69.38,555,8,"TenthTeeEarlyRound1ScoringAverage",2007
16,16,"Cliff Kresge",NA,69.45,764,11,"TenthTeeEarlyRound1ScoringAverage",2007
17,17,"Frank Lickliter II",NA,69.5,278,4,"TenthTeeEarlyRound1ScoringAverage",2007
17,17,"Hunter Mahan",NA,69.5,556,8,"TenthTeeEarlyRound1ScoringAverage",2007
17,17,"John Mallinger",NA,69.5,278,4,"TenthTeeEarlyRound1ScoringAverage",2007
20,20,"Tom Byrum",NA,69.6,348,5,"TenthTeeEarlyRound1ScoringAverage",2007
20,20,"Corey Pavin",NA,69.6,348,5,"TenthTeeEarlyRound1ScoringAverage",2007
22,22,"Mathew Goggin",NA,69.63,557,8,"TenthTeeEarlyRound1ScoringAverage",2007
22,22,"Joe Ogilvie",NA,69.63,557,8,"TenthTeeEarlyRound1ScoringAverage",2007
24,24,"Cameron Beckman",NA,69.67,418,6,"TenthTeeEarlyRound1ScoringAverage",2007
24,24,"Bo Van Pelt",NA,69.67,209,3,"TenthTeeEarlyRound1ScoringAverage",2007
24,24,"Charlie Wi",NA,69.67,627,9,"TenthTeeEarlyRound1ScoringAverage",2007
24,24,"Jay Williamson",NA,69.67,209,3,"TenthTeeEarlyRound1ScoringAverage",2007
28,28,"Marco Dawson",NA,69.71,488,7,"TenthTeeEarlyRound1ScoringAverage",2007
28,28,"Bob Heintz",NA,69.71,488,7,"TenthTeeEarlyRound1ScoringAverage",2007
30,30,"Jeff Gove",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2007
30,30,"Pat Perez",NA,69.75,279,4,"TenthTeeEarlyRound1ScoringAverage",2007
32,32,"George McNeill",NA,69.78,628,9,"TenthTeeEarlyRound1ScoringAverage",2007
32,32,"John Senden",NA,69.78,628,9,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Tommy Armour III",NA,70,140,2,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Ryan Armour",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Briny Baird",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Tim Clark",NA,70,280,4,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Retief Goosen",NA,70,70,1,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Mathias Gronberg",NA,70,560,8,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Tim Herron",NA,70,490,7,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Ryuji Imada",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Kent Jones",NA,70,140,2,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"John Merrick",NA,70,420,6,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Heath Slocum",NA,70,280,4,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Steve Stricker",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2007
34,34,"Chris Tidland",NA,70,350,5,"TenthTeeEarlyRound1ScoringAverage",2007
47,47,"Carl Pettersson",NA,70.14,491,7,"TenthTeeEarlyRound1ScoringAverage",2007
48,48,"Kevin Sutherland",NA,70.18,772,11,"TenthTeeEarlyRound1ScoringAverage",2007
49,49,"Craig Lile",NA,70.2,351,5,"TenthTeeEarlyRound1ScoringAverage",2007
50,50,"Robert Garrigus",NA,70.25,562,8,"TenthTeeEarlyRound1ScoringAverage",2007
50,50,"Jeff Quinney",NA,70.25,562,8,"TenthTeeEarlyRound1ScoringAverage",2007
50,50,"Scott Verplank",NA,70.25,281,4,"TenthTeeEarlyRound1ScoringAverage",2007
50,50,"Camilo Villegas",NA,70.25,562,8,"TenthTeeEarlyRound1ScoringAverage",2007
54,54,"Jason Gore",NA,70.29,492,7,"TenthTeeEarlyRound1ScoringAverage",2007
54,54,"Nathan Green",NA,70.29,492,7,"TenthTeeEarlyRound1ScoringAverage",2007
54,54,"Joey Sindelar",NA,70.29,492,7,"TenthTeeEarlyRound1ScoringAverage",2007
57,57,"Stewart Cink",NA,70.33,422,6,"TenthTeeEarlyRound1ScoringAverage",2007
57,57,"Chris Couch",NA,70.33,422,6,"TenthTeeEarlyRound1ScoringAverage",2007
57,57,"Craig Kanada",NA,70.33,422,6,"TenthTeeEarlyRound1ScoringAverage",2007
57,57,"Jerry Kelly",NA,70.33,422,6,"TenthTeeEarlyRound1ScoringAverage",2007
61,61,"Mark Brooks",NA,70.4,352,5,"TenthTeeEarlyRound1ScoringAverage",2007
61,61,"Trevor Immelman",NA,70.4,352,5,"TenthTeeEarlyRound1ScoringAverage",2007
61,61,"Ryan Moore",NA,70.4,704,10,"TenthTeeEarlyRound1ScoringAverage",2007
64,64,"Chris Riley",NA,70.43,493,7,"TenthTeeEarlyRound1ScoringAverage",2007
64,64,"Adam Scott",NA,70.43,493,7,"TenthTeeEarlyRound1ScoringAverage",2007
66,66,"Charles Warren",NA,70.45,775,11,"TenthTeeEarlyRound1ScoringAverage",2007
67,67,"Andrew Buckle",NA,70.5,564,8,"TenthTeeEarlyRound1ScoringAverage",2007
67,67,"Paul Goydos",NA,70.5,141,2,"TenthTeeEarlyRound1ScoringAverage",2007
69,69,"Michael Putnam",NA,70.56,635,9,"TenthTeeEarlyRound1ScoringAverage",2007
70,70,"Daniel Chopra",NA,70.57,494,7,"TenthTeeEarlyRound1ScoringAverage",2007
70,70,"Justin Leonard",NA,70.57,494,7,"TenthTeeEarlyRound1ScoringAverage",2007
72,72,"Brendon de Jonge",NA,70.6,706,10,"TenthTeeEarlyRound1ScoringAverage",2007
72,72,"Chris Stroud",NA,70.6,353,5,"TenthTeeEarlyRound1ScoringAverage",2007
74,74,"Jason Schultz",NA,70.63,565,8,"TenthTeeEarlyRound1ScoringAverage",2007
75,75,"Jason Bohn",NA,70.67,424,6,"TenthTeeEarlyRound1ScoringAverage",2007
75,75,"Brian Davis",NA,70.67,424,6,"TenthTeeEarlyRound1ScoringAverage",2007
75,75,"Steve Elkington",NA,70.67,424,6,"TenthTeeEarlyRound1ScoringAverage",2007
75,75,"Padraig Harrington",NA,70.67,424,6,"TenthTeeEarlyRound1ScoringAverage",2007
75,75,"Henrik Stenson",NA,70.67,424,6,"TenthTeeEarlyRound1ScoringAverage",2007
80,80,"Matt Kuchar",NA,70.71,495,7,"TenthTeeEarlyRound1ScoringAverage",2007
81,81,"Davis Love III",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2007
81,81,"Rod Pampling",NA,70.75,283,4,"TenthTeeEarlyRound1ScoringAverage",2007
83,83,"Joe Durant",NA,70.82,779,11,"TenthTeeEarlyRound1ScoringAverage",2007
84,84,"Glen Day",NA,70.83,425,6,"TenthTeeEarlyRound1ScoringAverage",2007
85,85,"Brian Gay",NA,70.86,496,7,"TenthTeeEarlyRound1ScoringAverage",2007
85,85,"Billy Mayfair",NA,70.86,496,7,"TenthTeeEarlyRound1ScoringAverage",2007
87,87,"Robert Allenby",NA,70.89,638,9,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Steve Allan",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Jason Dufner",NA,71,497,7,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Bill Haas",NA,71,568,8,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Mark Hensby",NA,71,213,3,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Charley Hoffman",NA,71,426,6,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Jeff Overton",NA,71,142,2,"TenthTeeEarlyRound1ScoringAverage",2007
88,88,"Ian Poulter",NA,71,142,2,"TenthTeeEarlyRound1ScoringAverage",2007
