"SubParRounds_RANKTHISWEEK_2012","SubParRounds_RANKLASTWEEK_2012","SubParRounds_PLAYERNAME_2012","SubParRounds_EVENTS_2012","stat_name","year"
63,63,"Kevin Na",25,"SubParRounds",2012
63,63,"Kyle Reifers",27,"SubParRounds",2012
63,63,"Kevin Stadler",25,"SubParRounds",2012
70,70,"Greg Chalmers",25,"SubParRounds",2012
70,70,"Ben Crane",23,"SubParRounds",2012
70,70,"James Driscoll",27,"SubParRounds",2012
70,70,"Nathan Green",22,"SubParRounds",2012
70,70,"Dustin Johnson",19,"SubParRounds",2012
70,70,"Jeff Maggert",27,"SubParRounds",2012
76,76,"Chad Campbell",27,"SubParRounds",2012
76,76,"Gary Christian",28,"SubParRounds",2012
76,76,"Ernie Els",22,"SubParRounds",2012
76,76,"Matt Every",25,"SubParRounds",2012
76,76,"Bill Haas",23,"SubParRounds",2012
76,76,"Charley Hoffman",27,"SubParRounds",2012
76,76,"Rory McIlroy",16,"SubParRounds",2012
76,76,"Rod Pampling",26,"SubParRounds",2012
76,76,"Rory Sabbatini",29,"SubParRounds",2012
85,85,"Stuart Appleby",24,"SubParRounds",2012
85,85,"Kevin Chappell",29,"SubParRounds",2012
85,85,"Tom Gillis",23,"SubParRounds",2012
85,85,"Geoff Ogilvy",20,"SubParRounds",2012
85,85,"Louis Oosthuizen",19,"SubParRounds",2012
85,85,"John Rollins",26,"SubParRounds",2012
91,91,"Ben Curtis",19,"SubParRounds",2012
91,91,"Chez Reavie",26,"SubParRounds",2012
91,91,"Camilo Villegas",25,"SubParRounds",2012
94,94,"Ricky Barnes",28,"SubParRounds",2012
94,94,"Graham DeLaet",23,"SubParRounds",2012
94,94,"Luke Donald",17,"SubParRounds",2012
94,94,"Bob Estes",23,"SubParRounds",2012
94,94,"Richard Lee",24,"SubParRounds",2012
94,94,"David Mathis",29,"SubParRounds",2012
94,94,"Kyle Stanley",27,"SubParRounds",2012
94,94,"Michael Thompson",25,"SubParRounds",2012
94,94,"Boo Weekley",25,"SubParRounds",2012
103,103,"Mark Anderson",25,"SubParRounds",2012
103,103,"Bobby Gates",29,"SubParRounds",2012
103,103,"Russell Knox",23,"SubParRounds",2012
103,103,"Martin Laird",22,"SubParRounds",2012
103,103,"Danny Lee",26,"SubParRounds",2012
103,103,"Hunter Mahan",23,"SubParRounds",2012
103,103,"Vaughn Taylor",26,"SubParRounds",2012
110,110,"Billy Horschel",17,"SubParRounds",2012
110,110,"Jason Kokrak",27,"SubParRounds",2012
110,110,"Marc Leishman",23,"SubParRounds",2012
110,110,"Ian Poulter",15,"SubParRounds",2012
114,114,"Erik Compton",26,"SubParRounds",2012
114,114,"Chris DiMarco",29,"SubParRounds",2012
114,114,"Padraig Harrington",18,"SubParRounds",2012
114,114,"Spencer Levin",26,"SubParRounds",2012
114,114,"Davis Love III",20,"SubParRounds",2012
114,114,"Rocco Mediate",23,"SubParRounds",2012
114,114,"Mark Wilson",25,"SubParRounds",2012
121,121,"Arjun Atwal",27,"SubParRounds",2012
121,121,"Gavin Coles",23,"SubParRounds",2012
121,121,"Trevor Immelman",24,"SubParRounds",2012
121,121,"Dicky Pride",19,"SubParRounds",2012
121,121,"Adam Scott",16,"SubParRounds",2012
121,121,"Scott Stallings",27,"SubParRounds",2012
121,121,"Brendan Steele",24,"SubParRounds",2012
121,121,"Henrik Stenson",15,"SubParRounds",2012
129,129,"Jason Bohn",28,"SubParRounds",2012
129,129,"Chris Couch",21,"SubParRounds",2012
129,129,"Sergio Garcia",16,"SubParRounds",2012
129,129,"Troy Kelly",23,"SubParRounds",2012
129,129,"Colt Knost",29,"SubParRounds",2012
129,129,"Nick OHern",26,"SubParRounds",2012
135,135,"Matt Bettencourt",31,"SubParRounds",2012
135,135,"Mathew Goggin",23,"SubParRounds",2012
135,135,"Kevin Kisner",24,"SubParRounds",2012
135,135,"Justin Leonard",26,"SubParRounds",2012
135,135,"John Mallinger",25,"SubParRounds",2012
135,135,"Graeme McDowell",16,"SubParRounds",2012
135,135,"Garth Mulroy",20,"SubParRounds",2012
135,135,"DJ Trahan",27,"SubParRounds",2012
143,143,"Aaron Baddeley",22,"SubParRounds",2012
143,143,"Sangmoon Bae",25,"SubParRounds",2012
143,143,"Cameron Beckman",26,"SubParRounds",2012
143,143,"Charlie Beljan",22,"SubParRounds",2012
143,143,"Jonathan Byrd",21,"SubParRounds",2012
143,143,"KJ Choi",21,"SubParRounds",2012
143,143,"Tim Clark",20,"SubParRounds",2012
143,143,"Jason Day",17,"SubParRounds",2012
143,143,"Brendon Todd",29,"SubParRounds",2012
143,143,"Jhonattan Vegas",25,"SubParRounds",2012
153,153,"Robert Allenby",27,"SubParRounds",2012
153,153,"Scott Brown",24,"SubParRounds",2012
153,153,"Stewart Cink",22,"SubParRounds",2012
153,153,"Ted Potter Jr",25,"SubParRounds",2012
153,153,"Lee Westwood",15,"SubParRounds",2012
158,158,"Tommy Biershenk",27,"SubParRounds",2012
158,158,"Kris Blanks",23,"SubParRounds",2012
158,158,"Ryuji Imada",28,"SubParRounds",2012
158,158,"Charl Schwartzel",16,"SubParRounds",2012
158,158,"David Toms",19,"SubParRounds",2012
163,163,"Miguel Angel Carballo",25,"SubParRounds",2012
163,163,"Scott Dunlap",20,"SubParRounds",2012
163,163,"Brandt Jobe",18,"SubParRounds",2012
163,163,"Roland Thatcher",21,"SubParRounds",2012
167,167,"Michael Bradley",23,"SubParRounds",2012
167,167,"Hunter Haas",24,"SubParRounds",2012
167,167,"Matt Jones",19,"SubParRounds",2012
167,167,"Derek Lamely",25,"SubParRounds",2012
167,167,"Patrick Reed",12,"SubParRounds",2012
167,167,"Alexandre Rocha",21,"SubParRounds",2012
173,173,"Angel Cabrera",20,"SubParRounds",2012
173,173,"Chris Riley",12,"SubParRounds",2012
173,173,"Andres Romero",22,"SubParRounds",2012
173,173,"Gary Woodland",22,"SubParRounds",2012
177,177,"John Daly",15,"SubParRounds",2012
177,177,"Billy Hurley III",27,"SubParRounds",2012
177,177,"Freddie Jacobson",17,"SubParRounds",2012
177,177,"Robert Karlsson",17,"SubParRounds",2012
177,177,"Tim Petrovic",17,"SubParRounds",2012
177,177,"Duffy Waldorf",11,"SubParRounds",2012
177,177,"Steve Wheatcroft",22,"SubParRounds",2012
177,177,"YE Yang",20,"SubParRounds",2012
185,185,"Peter Hanson",11,"SubParRounds",2012
185,185,"Sung Kang",30,"SubParRounds",2012
187,187,"Alex Cejka",12,"SubParRounds",2012
187,187,"Daniel Chopra",21,"SubParRounds",2012
187,187,"Ryo Ishikawa",18,"SubParRounds",2012
187,187,"Tom Pernice Jr",23,"SubParRounds",2012
191,191,"Edward Loar",23,"SubParRounds",2012
192,192,"Stephen Ames",20,"SubParRounds",2012
192,192,"Harrison Frazar",20,"SubParRounds",2012
192,192,"Patrick Sheehan",21,"SubParRounds",2012
195,195,"Steven Bowditch",18,"SubParRounds",2012
195,195,"Lee Janzen",12,"SubParRounds",2012
195,195,"Jamie Lovemark",16,"SubParRounds",2012
195,195,"Garrett Willis",15,"SubParRounds",2012
199,199,"Shane Bertsch",17,"SubParRounds",2012
199,199,"Marco Dawson",22,"SubParRounds",2012
199,199,"Joe Durant",14,"SubParRounds",2012
199,199,"Retief Goosen",12,"SubParRounds",2012
199,199,"Kyle Thompson",22,"SubParRounds",2012
204,204,"Briny Baird",13,"SubParRounds",2012
204,204,"Nicolas Colsaerts",9,"SubParRounds",2012
204,204,"Marc Turnesa",11,"SubParRounds",2012
207,207,"Patrick Cantlay",10,"SubParRounds",2012
207,207,"Jarrod Lyle",7,"SubParRounds",2012
209,209,"Thomas Bjorn",9,"SubParRounds",2012
209,209,"Stephen Gangluff",23,"SubParRounds",2012
209,209,"Shaun Micheel",12,"SubParRounds",2012
212,212,"Lucas Glover",16,"SubParRounds",2012
212,212,"Joe Ogilvie",17,"SubParRounds",2012
214,214,"Luke Guthrie",4,"SubParRounds",2012
214,214,"Richard Johnson",7,"SubParRounds",2012
214,214,"Martin Kaymer",8,"SubParRounds",2012
214,214,"Zack Miller",12,"SubParRounds",2012
218,218,"Rich Beem",10,"SubParRounds",2012
218,218,"Skip Kendall",5,"SubParRounds",2012
218,218,"Steve Marino",6,"SubParRounds",2012
218,218,"Francesco Molinari",8,"SubParRounds",2012
218,218,"John Peterson",9,"SubParRounds",2012
218,218,"Paul Stankowski",8,"SubParRounds",2012
224,224,"Woody Austin",7,"SubParRounds",2012
224,224,"Jamie Donaldson",4,"SubParRounds",2012
224,224,"David Duval",17,"SubParRounds",2012
224,224,"Paul Goydos",6,"SubParRounds",2012
224,224,"Hunter Hamrick",5,"SubParRounds",2012
224,224,"Miguel Angel Jimenez",6,"SubParRounds",2012
224,224,"Anthony Kim",10,"SubParRounds",2012
231,231,"Thomas Aiken",4,"SubParRounds",2012
231,231,"Robert Gamez",8,"SubParRounds",2012
231,231,"Jason Gore",8,"SubParRounds",2012
231,231,"Kent Jones",7,"SubParRounds",2012
231,231,"Hank Kuehne",12,"SubParRounds",2012
231,231,"Frank Lickliter II",9,"SubParRounds",2012
231,231,"Will Ma Kenzie",6,"SubParRounds",2012
231,231,"Kenny Perry",5,"SubParRounds",2012
239,239,"Paul Casey",9,"SubParRounds",2012
239,239,"Fred Couples",4,"SubParRounds",2012
239,239,"Glen Day",3,"SubParRounds",2012
239,239,"Branden Grace",6,"SubParRounds",2012
239,239,"Todd Hamilton",10,"SubParRounds",2012
239,239,"Anders Hansen",7,"SubParRounds",2012
239,239,"KT Kim",11,"SubParRounds",2012
239,239,"Paul Lawrie",6,"SubParRounds",2012
239,239,"Matt McQuillan",11,"SubParRounds",2012
239,239,"Jordan Spieth",5,"SubParRounds",2012
239,239,"Kevin Sutherland",4,"SubParRounds",2012
239,239,"Peter Tomasulo",4,"SubParRounds",2012
251,251,"Craig Barlow",7,"SubParRounds",2012
251,251,"Bart Bryant",6,"SubParRounds",2012
251,251,"Rafa Cabrera Bello",6,"SubParRounds",2012
251,251,"Marcus Fraser",3,"SubParRounds",2012
251,251,"Kelly Kraft",10,"SubParRounds",2012
251,251,"Joost Luiten",3,"SubParRounds",2012
251,251,"Len Mattiace",1,"SubParRounds",2012
251,251,"Thorbjorn Olesen",2,"SubParRounds",2012
251,251,"Brett Quigley",1,"SubParRounds",2012
251,251,"Joey Snyder III",8,"SubParRounds",2012
251,251,"Shawn Stefani",1,"SubParRounds",2012
251,251,"Omar Uresti",4,"SubParRounds",2012
263,263,"Eric Axley",3,"SubParRounds",2012
263,263,"Notah Begay III",5,"SubParRounds",2012
263,263,"Guy Boros",2,"SubParRounds",2012
263,263,"Mark Brooks",3,"SubParRounds",2012
263,263,"Alejandro Canizares",3,"SubParRounds",2012
263,263,"Darren Clarke",7,"SubParRounds",2012
263,263,"Robert Damron",7,"SubParRounds",2012
263,263,"Tadd Fujikawa",1,"SubParRounds",2012
263,263,"Fred Funk",4,"SubParRounds",2012
263,263,"Mathias Gronberg",1,"SubParRounds",2012
263,263,"Jim Herman",2,"SubParRounds",2012
263,263,"Randall Hutchison",1,"SubParRounds",2012
263,263,"Neal Lancaster",8,"SubParRounds",2012
263,263,"Tom Lehman",2,"SubParRounds",2012
263,263,"Peter Lonard",4,"SubParRounds",2012
263,263,"Steve Lowery",1,"SubParRounds",2012
263,263,"Alexander Noren",4,"SubParRounds",2012
263,263,"Carl Paulson",2,"SubParRounds",2012
263,263,"Corey Pavin",2,"SubParRounds",2012
263,263,"Ted Purdy",4,"SubParRounds",2012
263,263,"Michael Putnam",4,"SubParRounds",2012
263,263,"Jeff Quinney",1,"SubParRounds",2012
263,263,"Alvaro Quiros",8,"SubParRounds",2012
263,263,"Jonathan Randolph",1,"SubParRounds",2012
263,263,"Robert Rock",6,"SubParRounds",2012
263,263,"Gene Sauers",2,"SubParRounds",2012
263,263,"Lee Slattery",3,"SubParRounds",2012
263,263,"Scott Verplank",9,"SubParRounds",2012
263,263,"Willie Wood",1,"SubParRounds",2012
292,292,"Steven Alker",1,"SubParRounds",2012
292,292,"Michael Allen",3,"SubParRounds",2012
292,292,"Matthew Baldwin",2,"SubParRounds",2012
292,292,"Joseph Bramlett",1,"SubParRounds",2012
292,292,"Mark Calcavecchia",3,"SubParRounds",2012
292,292,"Albin Choi",1,"SubParRounds",2012
292,292,"Chad Collins",9,"SubParRounds",2012
292,292,"Jeff Curl",3,"SubParRounds",2012
292,292,"Simon Dyson",8,"SubParRounds",2012
292,292,"Derek Ernst",1,"SubParRounds",2012
292,292,"Gonzalo Fdez Castano",7,"SubParRounds",2012
292,292,"Ross Fisher",2,"SubParRounds",2012
292,292,"Steve Flesch",12,"SubParRounds",2012
292,292,"Andres Gonzales",1,"SubParRounds",2012
292,292,"Justin Hicks",2,"SubParRounds",2012
292,292,"Matt Hill",2,"SubParRounds",2012
292,292,"Jbe Kruger",2,"SubParRounds",2012
292,292,"Doug LaBelle II",1,"SubParRounds",2012
292,292,"Scott Langley",4,"SubParRounds",2012
292,292,"David Lynn",1,"SubParRounds",2012
292,292,"Matteo Manassero",3,"SubParRounds",2012
292,292,"Dustin Morris",1,"SubParRounds",2012
292,292,"Toshinori Muto",3,"SubParRounds",2012
292,292,"Arron Oberholser",2,"SubParRounds",2012
292,292,"Jose Maria Olazabal",5,"SubParRounds",2012
292,292,"Hennie Otto",1,"SubParRounds",2012
292,292,"Juvic Pagunsan",2,"SubParRounds",2012
292,292,"Fran Quinn",5,"SubParRounds",2012
292,292,"Sam Saunders",4,"SubParRounds",2012
292,292,"Tadahiro Takayama",4,"SubParRounds",2012
292,292,"Justin Thomas",1,"SubParRounds",2012
292,292,"Derek Tolan",1,"SubParRounds",2012
292,292,"Esteban Toledo",1,"SubParRounds",2012
292,292,"Mike Weir",14,"SubParRounds",2012
292,292,"Chase Wright",1,"SubParRounds",2012
327,327,"Alex Aragon",1,"SubParRounds",2012
327,327,"Tom Byrum",1,"SubParRounds",2012
327,327,"Jim Carter",2,"SubParRounds",2012
327,327,"Victor Ciesielski",1,"SubParRounds",2012
327,327,"Adilson da Silva",1,"SubParRounds",2012
327,327,"Todd Demsey",1,"SubParRounds",2012
327,327,"Will Dodson",1,"SubParRounds",2012
327,327,"Rafael Echenique",1,"SubParRounds",2012
327,327,"Steve Elkington",2,"SubParRounds",2012
327,327,"Keith Fergus",1,"SubParRounds",2012
327,327,"Ben Ferguson",1,"SubParRounds",2012
327,327,"Jonathan Fly",1,"SubParRounds",2012
327,327,"Brad Fritsch",1,"SubParRounds",2012
327,327,"Emiliano Grillo",1,"SubParRounds",2012
327,327,"Chesson Hadley",1,"SubParRounds",2012
327,327,"Adam Hadwin",1,"SubParRounds",2012
327,327,"Dudley Hart",1,"SubParRounds",2012
327,327,"Tetsuji Hiratsuka",1,"SubParRounds",2012
327,327,"Bo Hoag",2,"SubParRounds",2012
327,327,"Jay Hwang",1,"SubParRounds",2012
327,327,"John Inman",2,"SubParRounds",2012
327,327,"Thongchai Jaidee",3,"SubParRounds",2012
327,327,"Steve Jones",2,"SubParRounds",2012
327,327,"Brendan Jones",3,"SubParRounds",2012
327,327,"Simon Khan",1,"SubParRounds",2012
327,327,"Bio Kim",1,"SubParRounds",2012
327,327,"Ben Kohles",1,"SubParRounds",2012
327,327,"Anirban Lahiri",1,"SubParRounds",2012
327,327,"Jose Manuel Lara",1,"SubParRounds",2012
327,327,"Pablo Larrazabal",3,"SubParRounds",2012
327,327,"Steve LeBrun",1,"SubParRounds",2012
327,327,"Bryden Macpherson",4,"SubParRounds",2012
327,327,"David Markle",1,"SubParRounds",2012
327,327,"Matt Marshall",1,"SubParRounds",2012
327,327,"Hideki Matsuyama",2,"SubParRounds",2012
327,327,"Blaine McCallister",1,"SubParRounds",2012
327,327,"Scott McCarron",6,"SubParRounds",2012
327,327,"Parker McLachlin",3,"SubParRounds",2012
327,327,"Joey McLister",1,"SubParRounds",2012
327,327,"Daniel Miernicki",2,"SubParRounds",2012
327,327,"Mike Miles",1,"SubParRounds",2012
327,327,"Jon Mills",2,"SubParRounds",2012
327,327,"Jordan Mitchell",1,"SubParRounds",2012
327,327,"Wilfredo Morales",1,"SubParRounds",2012
327,327,"James Morrison",1,"SubParRounds",2012
327,327,"Greg Norman",2,"SubParRounds",2012
327,327,"Koumei Oda",2,"SubParRounds",2012
327,327,"Jesper Parnevik",3,"SubParRounds",2012
327,327,"Andrew Parr",1,"SubParRounds",2012
327,327,"Scott Pinckney",1,"SubParRounds",2012
327,327,"Anthony Price",1,"SubParRounds",2012
327,327,"Nick Price",1,"SubParRounds",2012
327,327,"Chad Proehl",1,"SubParRounds",2012
327,327,"Zack Reeves",1,"SubParRounds",2012
327,327,"Patrick Rodgers",2,"SubParRounds",2012
327,327,"Jose de Jesus Rodriguez",1,"SubParRounds",2012
327,327,"Tyler Rody",1,"SubParRounds",2012
327,327,"Marcel Siem",3,"SubParRounds",2012
327,327,"Chris Smith",3,"SubParRounds",2012
327,327,"Richard Sterne",1,"SubParRounds",2012
327,327,"Nicholas Thompson",2,"SubParRounds",2012
327,327,"Kirk Triplett",3,"SubParRounds",2012
327,327,"Kevin Tway",2,"SubParRounds",2012
327,327,"Grant Waite",2,"SubParRounds",2012
327,327,"Tom Watson",3,"SubParRounds",2012
327,327,"Brett Wetterich",7,"SubParRounds",2012
327,327,"Dale Whitnell",1,"SubParRounds",2012
327,327,"Danny Willett",1,"SubParRounds",2012
327,327,"Dean Wilson",4,"SubParRounds",2012
327,327,"Chris Wilson",1,"SubParRounds",2012
327,327,"Casey Wittenberg",1,"SubParRounds",2012
