"SandSavesfrom1020yards_RANKTHISWEEK_2005","SandSavesfrom1020yards_RANKLASTWEEK_2005","SandSavesfrom1020yards_PLAYERNAME_2005","SandSavesfrom1020yards_ROUNDS_2005","SandSavesfrom1020yards_Pct_2005","SandSavesfrom1020yards_OFSAVES_2005","SandSavesfrom1020yards_OFBUNKERS_2005","stat_name","year"
1,1,"Tjaart van der Walt",56,75.68,28,37,"SandSavesfrom1020yards",2005
2,2,"Luke Donald",67,75,24,32,"SandSavesfrom1020yards",2005
3,3,"Tim Clark",92,74.36,29,39,"SandSavesfrom1020yards",2005
4,4,"Shigeki Maruyama",99,73.33,55,75,"SandSavesfrom1020yards",2005
5,5,"Davis Love III",80,70.73,29,41,"SandSavesfrom1020yards",2005
6,6,"Pat Perez",89,70.15,47,67,"SandSavesfrom1020yards",2005
7,7,"Doug Barron",70,69.57,32,46,"SandSavesfrom1020yards",2005
8,8,"Stephen Ames",82,67.35,33,49,"SandSavesfrom1020yards",2005
9,9,"Dan Forsman",52,66.67,26,39,"SandSavesfrom1020yards",2005
9,9,"Heath Slocum",103,66.67,42,63,"SandSavesfrom1020yards",2005
9,9,"Kirk Triplett",55,66.67,20,30,"SandSavesfrom1020yards",2005
9,9,"Mark Wilson",74,66.67,38,57,"SandSavesfrom1020yards",2005
13,13,"Phillip Price",77,66,33,50,"SandSavesfrom1020yards",2005
14,14,"Mark Brooks",72,65.57,40,61,"SandSavesfrom1020yards",2005
15,15,"Kevin Sutherland",89,65.31,32,49,"SandSavesfrom1020yards",2005
16,16,"Richard Johnson",50,65.22,15,23,"SandSavesfrom1020yards",2005
17,17,"Brent Geiberger",61,63.64,21,33,"SandSavesfrom1020yards",2005
18,18,"Joe Ogilvie",103,63.51,47,74,"SandSavesfrom1020yards",2005
19,19,"Jim Carter",62,63.16,24,38,"SandSavesfrom1020yards",2005
20,20,"Scott Verplank",87,63.08,41,65,"SandSavesfrom1020yards",2005
21,21,"Jeff Maggert",79,62.79,27,43,"SandSavesfrom1020yards",2005
22,22,"Retief Goosen",71,62.5,20,32,"SandSavesfrom1020yards",2005
22,22,"Larry Mize",54,62.5,25,40,"SandSavesfrom1020yards",2005
24,24,"Lee Janzen",75,62.22,28,45,"SandSavesfrom1020yards",2005
25,25,"Phil Mickelson",81,62.16,23,37,"SandSavesfrom1020yards",2005
26,26,"Stephen Leaney",89,62.07,36,58,"SandSavesfrom1020yards",2005
27,27,"Gavin Coles",70,61.97,44,71,"SandSavesfrom1020yards",2005
28,28,"Tom Lehman",69,61.9,26,42,"SandSavesfrom1020yards",2005
29,29,"Carl Pettersson",109,61.76,42,68,"SandSavesfrom1020yards",2005
30,30,"Stewart Cink",98,61.4,35,57,"SandSavesfrom1020yards",2005
31,31,"Robert Damron",89,61.19,41,67,"SandSavesfrom1020yards",2005
32,32,"Brian Davis",75,61.02,36,59,"SandSavesfrom1020yards",2005
33,33,"Bernhard Langer",67,60.98,25,41,"SandSavesfrom1020yards",2005
34,34,"Andrew Magee",82,60.94,39,64,"SandSavesfrom1020yards",2005
35,35,"Robert Allenby",95,60.78,31,51,"SandSavesfrom1020yards",2005
36,36,"Marco Dawson",82,60.61,40,66,"SandSavesfrom1020yards",2005
