"ApproachPuttPerformance_RANKTHISWEEK_2011","ApproachPuttPerformance_RANKLASTWEEK_2011","ApproachPuttPerformance_PLAYERNAME_2011","ApproachPuttPerformance_ROUNDS_2011","ApproachPuttPerformance_VALUE_2011","ApproachPuttPerformance_ATTEMPTS_2011","ApproachPuttPerformance_TOTALDISTANCEFEET_2011","stat_name","year"
1,1,"Ernie Els",71,NA,700,1388.25,"ApproachPuttPerformance",2011
2,2,"Alex Cejka",59,NA,526,1090.667,"ApproachPuttPerformance",2011
2,2,"Jim Furyk",87,NA,781,1623.417,"ApproachPuttPerformance",2011
2,2,"Zach Johnson",79,NA,650,1374.75,"ApproachPuttPerformance",2011
2,2,"Spencer Levin",113,NA,1044,2217.5,"ApproachPuttPerformance",2011
2,2,"Nick OHern",89,NA,828,1727.75,"ApproachPuttPerformance",2011
2,2,"Kevin Stadler",88,NA,830,1747.667,"ApproachPuttPerformance",2011
8,8,"Ricky Barnes",78,NA,717,1531.667,"ApproachPuttPerformance",2011
8,8,"Michael Bradley",74,NA,664,1412.333,"ApproachPuttPerformance",2011
8,8,"KJ Choi",77,NA,623,1354.333,"ApproachPuttPerformance",2011
8,8,"Brendon de Jonge",105,NA,966,2063.25,"ApproachPuttPerformance",2011
8,8,"Chris DiMarco",93,NA,883,1899.417,"ApproachPuttPerformance",2011
8,8,"Steve Elkington",50,NA,459,1010.417,"ApproachPuttPerformance",2011
8,8,"Hunter Haas",96,NA,906,1947.083,"ApproachPuttPerformance",2011
8,8,"JJ Henry",96,NA,913,2000.917,"ApproachPuttPerformance",2011
8,8,"Trevor Immelman",84,NA,758,1615.917,"ApproachPuttPerformance",2011
8,8,"Matt Kuchar",94,NA,725,1565.333,"ApproachPuttPerformance",2011
8,8,"Troy Matteson",91,NA,891,1960.583,"ApproachPuttPerformance",2011
8,8,"Rocco Mediate",53,NA,532,1162.417,"ApproachPuttPerformance",2011
8,8,"Joe Ogilvie",75,NA,626,1350.083,"ApproachPuttPerformance",2011
8,8,"Carl Pettersson",95,NA,954,2096.833,"ApproachPuttPerformance",2011
8,8,"Chris Riley",76,NA,745,1592.5,"ApproachPuttPerformance",2011
8,8,"Heath Slocum",89,NA,869,1906.917,"ApproachPuttPerformance",2011
8,8,"Daniel Summerhays",75,NA,737,1624.75,"ApproachPuttPerformance",2011
8,8,"Bubba Watson",85,NA,653,1417.917,"ApproachPuttPerformance",2011
8,8,"Mark Wilson",89,NA,739,1617.75,"ApproachPuttPerformance",2011
