"Back9Round3ScoringAverage_RANKTHISWEEK_2009","Back9Round3ScoringAverage_RANKLASTWEEK_2009","Back9Round3ScoringAverage_PLAYERNAME_2009","Back9Round3ScoringAverage__2009","Back9Round3ScoringAverage_AVG_2009","Back9Round3ScoringAverage_TOTALSTROKES_2009","Back9Round3ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Spencer Levin",NA,33.85,440,13,"Back9Round3ScoringAverage",2009
2,2,"Tiger Woods",NA,33.93,509,15,"Back9Round3ScoringAverage",2009
3,3,"Joe Ogilvie",NA,34,510,15,"Back9Round3ScoringAverage",2009
4,4,"Steve Marino",NA,34.05,681,20,"Back9Round3ScoringAverage",2009
5,5,"Matt Weibring",NA,34.18,376,11,"Back9Round3ScoringAverage",2009
6,6,"DJ Trahan",NA,34.22,616,18,"Back9Round3ScoringAverage",2009
7,7,"Ryan Palmer",NA,34.23,445,13,"Back9Round3ScoringAverage",2009
8,8,"Zach Johnson",NA,34.24,719,21,"Back9Round3ScoringAverage",2009
9,9,"Jonathan Byrd",NA,34.25,685,20,"Back9Round3ScoringAverage",2009
10,10,"Kirk Triplett",NA,34.3,343,10,"Back9Round3ScoringAverage",2009
11,11,"Harrison Frazar",NA,34.32,652,19,"Back9Round3ScoringAverage",2009
12,12,"Patrick Sheehan",NA,34.36,378,11,"Back9Round3ScoringAverage",2009
13,13,"Matt Kuchar",NA,34.41,585,17,"Back9Round3ScoringAverage",2009
13,13,"Heath Slocum",NA,34.41,585,17,"Back9Round3ScoringAverage",2009
15,15,"Kris Blanks",NA,34.45,379,11,"Back9Round3ScoringAverage",2009
16,16,"Kevin Streelman",NA,34.5,690,20,"Back9Round3ScoringAverage",2009
17,17,"Brandt Snedeker",NA,34.53,518,15,"Back9Round3ScoringAverage",2009
18,18,"Steve Stricker",NA,34.56,622,18,"Back9Round3ScoringAverage",2009
19,19,"Charles Warren",NA,34.58,415,12,"Back9Round3ScoringAverage",2009
19,19,"YE Yang",NA,34.58,657,19,"Back9Round3ScoringAverage",2009
21,21,"Cameron Beckman",NA,34.59,588,17,"Back9Round3ScoringAverage",2009
22,22,"Woody Austin",NA,34.61,623,18,"Back9Round3ScoringAverage",2009
23,23,"Fred Couples",NA,34.64,381,11,"Back9Round3ScoringAverage",2009
23,23,"Bryce Molder",NA,34.64,485,14,"Back9Round3ScoringAverage",2009
23,23,"Casey Wittenberg",NA,34.64,381,11,"Back9Round3ScoringAverage",2009
26,26,"Colt Knost",NA,34.67,416,12,"Back9Round3ScoringAverage",2009
27,27,"Brett Quigley",NA,34.68,659,19,"Back9Round3ScoringAverage",2009
28,28,"Dean Wilson",NA,34.69,451,13,"Back9Round3ScoringAverage",2009
29,29,"Scott Verplank",NA,34.7,694,20,"Back9Round3ScoringAverage",2009
30,30,"Charley Hoffman",NA,34.73,764,22,"Back9Round3ScoringAverage",2009
31,31,"Matt Jones",NA,34.75,417,12,"Back9Round3ScoringAverage",2009
32,32,"Geoff Ogilvy",NA,34.76,591,17,"Back9Round3ScoringAverage",2009
33,33,"Jeff Maggert",NA,34.77,452,13,"Back9Round3ScoringAverage",2009
33,33,"Chez Reavie",NA,34.77,452,13,"Back9Round3ScoringAverage",2009
35,35,"Nick OHern",NA,34.78,626,18,"Back9Round3ScoringAverage",2009
35,35,"Charlie Wi",NA,34.78,626,18,"Back9Round3ScoringAverage",2009
37,37,"Chad Campbell",NA,34.79,661,19,"Back9Round3ScoringAverage",2009
38,38,"Bob Heintz",NA,34.8,348,10,"Back9Round3ScoringAverage",2009
38,38,"Scott Piercy",NA,34.8,522,15,"Back9Round3ScoringAverage",2009
38,38,"Scott Sterling",NA,34.8,348,10,"Back9Round3ScoringAverage",2009
38,38,"Bo Van Pelt",NA,34.8,696,20,"Back9Round3ScoringAverage",2009
42,42,"DA Points",NA,34.81,731,21,"Back9Round3ScoringAverage",2009
