"3PuttAvoidanceRound3_RANKTHISWEEK_2016","3PuttAvoidanceRound3_RANKLASTWEEK_2016","3PuttAvoidanceRound3_PLAYERNAME_2016","3PuttAvoidanceRound3__2016","3PuttAvoidanceRound3_Pct_2016","3PuttAvoidanceRound3_TOTAL3PUTTS_2016","3PuttAvoidanceRound3_TOTALHOLES_2016","stat_name","year"
1,1,"Adam Hadwin",NA,0.51,1,198,"3PuttAvoidanceRound3",2016
2,2,"Will Wilcox",NA,0.62,1,162,"3PuttAvoidanceRound3",2016
3,3,"Ryan Moore",NA,0.69,1,144,"3PuttAvoidanceRound3",2016
4,5,"Bronson Burgoon",NA,1.01,2,198,"3PuttAvoidanceRound3",2016
5,6,"Luke Guthrie",NA,1.11,1,90,"3PuttAvoidanceRound3",2016
5,6,"Graeme McDowell",NA,1.11,1,90,"3PuttAvoidanceRound3",2016
5,6,"George McNeill",NA,1.11,1,90,"3PuttAvoidanceRound3",2016
5,9,"Tim Wilkinson",NA,1.11,2,180,"3PuttAvoidanceRound3",2016
9,13,"Erik Compton",NA,1.23,2,162,"3PuttAvoidanceRound3",2016
9,9,"Brendon de Jonge",NA,1.23,2,162,"3PuttAvoidanceRound3",2016
9,9,"Hiroshi Iwata",NA,1.23,2,162,"3PuttAvoidanceRound3",2016
12,12,"Nick Taylor",NA,1.28,3,234,"3PuttAvoidanceRound3",2016
13,13,"Byeong Hun An",NA,1.39,1,72,"3PuttAvoidanceRound3",2016
13,13,"Jonas Blixt",NA,1.39,2,144,"3PuttAvoidanceRound3",2016
13,13,"Ben Crane",NA,1.39,2,144,"3PuttAvoidanceRound3",2016
13,13,"Andres Gonzales",NA,1.39,2,144,"3PuttAvoidanceRound3",2016
13,24,"Brian Harman",NA,1.39,3,216,"3PuttAvoidanceRound3",2016
13,13,"Russell Henley",NA,1.39,2,144,"3PuttAvoidanceRound3",2016
13,13,"Lucas Lee",NA,1.39,1,72,"3PuttAvoidanceRound3",2016
13,30,"Francesco Molinari",NA,1.39,2,144,"3PuttAvoidanceRound3",2016
13,13,"Louis Oosthuizen",NA,1.39,1,72,"3PuttAvoidanceRound3",2016
13,30,"Martin Piller",NA,1.39,2,144,"3PuttAvoidanceRound3",2016
13,13,"Dicky Pride",NA,1.39,1,72,"3PuttAvoidanceRound3",2016
24,24,"Zac Blair",NA,1.52,3,198,"3PuttAvoidanceRound3",2016
24,24,"Jon Curran",NA,1.52,3,198,"3PuttAvoidanceRound3",2016
24,24,"Charley Hoffman",NA,1.52,3,198,"3PuttAvoidanceRound3",2016
24,24,"Sung Kang",NA,1.52,3,198,"3PuttAvoidanceRound3",2016
28,30,"Stuart Appleby",NA,1.59,2,126,"3PuttAvoidanceRound3",2016
28,30,"Scott Brown",NA,1.59,4,252,"3PuttAvoidanceRound3",2016
28,4,"Ernie Els",NA,1.59,2,126,"3PuttAvoidanceRound3",2016
28,30,"Morgan Hoffmann",NA,1.59,2,126,"3PuttAvoidanceRound3",2016
28,30,"Justin Leonard",NA,1.59,2,126,"3PuttAvoidanceRound3",2016
28,30,"Jordan Spieth",NA,1.59,2,126,"3PuttAvoidanceRound3",2016
34,37,"Jason Kokrak",NA,1.67,3,180,"3PuttAvoidanceRound3",2016
35,39,"Derek Fathauer",NA,1.71,4,234,"3PuttAvoidanceRound3",2016
35,39,"Spencer Levin",NA,1.71,4,234,"3PuttAvoidanceRound3",2016
37,41,"Jamie Donaldson",NA,1.85,2,108,"3PuttAvoidanceRound3",2016
37,41,"Rhein Gibson",NA,1.85,2,108,"3PuttAvoidanceRound3",2016
37,41,"Justin Hicks",NA,1.85,1,54,"3PuttAvoidanceRound3",2016
37,41,"Smylie Kaufman",NA,1.85,4,216,"3PuttAvoidanceRound3",2016
37,24,"Patton Kizzire",NA,1.85,4,216,"3PuttAvoidanceRound3",2016
37,41,"Marc Leishman",NA,1.85,3,162,"3PuttAvoidanceRound3",2016
37,41,"Peter Malnati",NA,1.85,3,162,"3PuttAvoidanceRound3",2016
37,41,"Sam Saunders",NA,1.85,2,108,"3PuttAvoidanceRound3",2016
37,13,"Adam Scott",NA,1.85,3,162,"3PuttAvoidanceRound3",2016
37,41,"Steve Stricker",NA,1.85,2,108,"3PuttAvoidanceRound3",2016
37,41,"Hudson Swafford",NA,1.85,3,162,"3PuttAvoidanceRound3",2016
37,57,"Johnson Wagner",NA,1.85,3,162,"3PuttAvoidanceRound3",2016
