"TenthTeeLateRound1ScoringAverage_RANKTHISWEEK_2010","TenthTeeLateRound1ScoringAverage_RANKLASTWEEK_2010","TenthTeeLateRound1ScoringAverage_PLAYERNAME_2010","TenthTeeLateRound1ScoringAverage__2010","TenthTeeLateRound1ScoringAverage_AVG_2010","TenthTeeLateRound1ScoringAverage_TOTALSTROKES_2010","TenthTeeLateRound1ScoringAverage_TOTALROUNDS_2010","stat_name","year"
1,1,"Marc Leishman",NA,66,66,1,"TenthTeeLateRound1ScoringAverage",2010
1,1,"Ian Poulter",NA,66,66,1,"TenthTeeLateRound1ScoringAverage",2010
3,3,"Andres Romero",NA,67.5,135,2,"TenthTeeLateRound1ScoringAverage",2010
4,4,"Robert Allenby",NA,67.67,203,3,"TenthTeeLateRound1ScoringAverage",2010
4,4,"Retief Goosen",NA,67.67,203,3,"TenthTeeLateRound1ScoringAverage",2010
6,6,"Jason Day",NA,67.75,271,4,"TenthTeeLateRound1ScoringAverage",2010
7,7,"Blake Adams",NA,67.83,407,6,"TenthTeeLateRound1ScoringAverage",2010
8,8,"Ernie Els",NA,68,68,1,"TenthTeeLateRound1ScoringAverage",2010
8,8,"JP Hayes",NA,68,136,2,"TenthTeeLateRound1ScoringAverage",2010
10,10,"Paul Casey",NA,68.2,341,5,"TenthTeeLateRound1ScoringAverage",2010
11,11,"Jason Dufner",NA,68.33,410,6,"TenthTeeLateRound1ScoringAverage",2010
11,11,"George McNeill",NA,68.33,205,3,"TenthTeeLateRound1ScoringAverage",2010
13,13,"Bo Van Pelt",NA,68.67,412,6,"TenthTeeLateRound1ScoringAverage",2010
14,14,"Cameron Tringale",NA,68.75,275,4,"TenthTeeLateRound1ScoringAverage",2010
15,15,"Garrett Willis",NA,68.8,344,5,"TenthTeeLateRound1ScoringAverage",2010
16,16,"John Rollins",NA,68.83,413,6,"TenthTeeLateRound1ScoringAverage",2010
17,17,"Joe Durant",NA,69,414,6,"TenthTeeLateRound1ScoringAverage",2010
17,17,"Charley Hoffman",NA,69,414,6,"TenthTeeLateRound1ScoringAverage",2010
17,17,"Skip Kendall",NA,69,207,3,"TenthTeeLateRound1ScoringAverage",2010
20,20,"Michael Letzig",NA,69.1,691,10,"TenthTeeLateRound1ScoringAverage",2010
21,21,"Vijay Singh",NA,69.25,277,4,"TenthTeeLateRound1ScoringAverage",2010
22,22,"Martin Laird",NA,69.4,347,5,"TenthTeeLateRound1ScoringAverage",2010
22,22,"Heath Slocum",NA,69.4,347,5,"TenthTeeLateRound1ScoringAverage",2010
24,24,"Tim Clark",NA,69.5,417,6,"TenthTeeLateRound1ScoringAverage",2010
25,25,"Chris Couch",NA,69.57,487,7,"TenthTeeLateRound1ScoringAverage",2010
25,25,"Brendon de Jonge",NA,69.57,487,7,"TenthTeeLateRound1ScoringAverage",2010
27,27,"Richard Johnson",NA,69.67,209,3,"TenthTeeLateRound1ScoringAverage",2010
27,27,"David Toms",NA,69.67,209,3,"TenthTeeLateRound1ScoringAverage",2010
27,27,"Nick Watney",NA,69.67,418,6,"TenthTeeLateRound1ScoringAverage",2010
30,30,"KJ Choi",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2010
30,30,"David Duval",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2010
30,30,"Adam Scott",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2010
30,30,"Nicholas Thompson",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2010
30,30,"Charles Warren",NA,69.75,279,4,"TenthTeeLateRound1ScoringAverage",2010
35,35,"Ricky Barnes",NA,69.8,698,10,"TenthTeeLateRound1ScoringAverage",2010
35,35,"Matt Jones",NA,69.8,349,5,"TenthTeeLateRound1ScoringAverage",2010
35,35,"Bryce Molder",NA,69.8,349,5,"TenthTeeLateRound1ScoringAverage",2010
35,35,"Dean Wilson",NA,69.8,349,5,"TenthTeeLateRound1ScoringAverage",2010
39,39,"Tim Petrovic",NA,69.82,768,11,"TenthTeeLateRound1ScoringAverage",2010
40,40,"Charles Howell III",NA,69.86,489,7,"TenthTeeLateRound1ScoringAverage",2010
41,41,"Webb Simpson",NA,69.88,559,8,"TenthTeeLateRound1ScoringAverage",2010
41,41,"DJ Trahan",NA,69.88,559,8,"TenthTeeLateRound1ScoringAverage",2010
43,43,"Angel Cabrera",NA,70,140,2,"TenthTeeLateRound1ScoringAverage",2010
43,43,"JB Holmes",NA,70,420,6,"TenthTeeLateRound1ScoringAverage",2010
43,43,"Shaun Micheel",NA,70,350,5,"TenthTeeLateRound1ScoringAverage",2010
43,43,"Carl Pettersson",NA,70,630,9,"TenthTeeLateRound1ScoringAverage",2010
43,43,"Vance Veazey",NA,70,70,1,"TenthTeeLateRound1ScoringAverage",2010
43,43,"Brett Wetterich",NA,70,210,3,"TenthTeeLateRound1ScoringAverage",2010
49,49,"Jeff Maggert",NA,70.14,491,7,"TenthTeeLateRound1ScoringAverage",2010
50,50,"John Merrick",NA,70.17,421,6,"TenthTeeLateRound1ScoringAverage",2010
51,51,"Matt Every",NA,70.2,351,5,"TenthTeeLateRound1ScoringAverage",2010
52,52,"Charlie Wi",NA,70.22,632,9,"TenthTeeLateRound1ScoringAverage",2010
53,53,"Tom Gillis",NA,70.27,773,11,"TenthTeeLateRound1ScoringAverage",2010
54,54,"Brett Quigley",NA,70.29,492,7,"TenthTeeLateRound1ScoringAverage",2010
55,55,"Spencer Levin",NA,70.3,703,10,"TenthTeeLateRound1ScoringAverage",2010
56,56,"John Daly",NA,70.33,211,3,"TenthTeeLateRound1ScoringAverage",2010
56,56,"Chris DiMarco",NA,70.33,422,6,"TenthTeeLateRound1ScoringAverage",2010
56,56,"Will Ma Kenzie",NA,70.33,422,6,"TenthTeeLateRound1ScoringAverage",2010
56,56,"Garth Mulroy",NA,70.33,211,3,"TenthTeeLateRound1ScoringAverage",2010
60,60,"Michael Connell",NA,70.4,352,5,"TenthTeeLateRound1ScoringAverage",2010
61,61,"Jonathan Byrd",NA,70.43,493,7,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Steve Elkington",NA,70.5,423,6,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Matt Kuchar",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Rod Pampling",NA,70.5,141,2,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Pat Perez",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Kenny Perry",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2010
62,62,"John Senden",NA,70.5,705,10,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Kevin Stadler",NA,70.5,705,10,"TenthTeeLateRound1ScoringAverage",2010
62,62,"Josh Teater",NA,70.5,564,8,"TenthTeeLateRound1ScoringAverage",2010
62,62,"YE Yang",NA,70.5,282,4,"TenthTeeLateRound1ScoringAverage",2010
71,71,"DA Points",NA,70.57,494,7,"TenthTeeLateRound1ScoringAverage",2010
71,71,"Kevin Streelman",NA,70.57,494,7,"TenthTeeLateRound1ScoringAverage",2010
