"TenthTeeLateRound4ScoringAverage_RANKTHISWEEK_2009","TenthTeeLateRound4ScoringAverage_RANKLASTWEEK_2009","TenthTeeLateRound4ScoringAverage_PLAYERNAME_2009","TenthTeeLateRound4ScoringAverage__2009","TenthTeeLateRound4ScoringAverage_AVG_2009","TenthTeeLateRound4ScoringAverage_TOTALSTROKES_2009","TenthTeeLateRound4ScoringAverage_TOTALROUNDS_2009","stat_name","year"
1,1,"Rich Beem",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2009
1,1,"Freddie Jacobson",NA,64,64,1,"TenthTeeLateRound4ScoringAverage",2009
3,3,"Kirk Triplett",NA,65,65,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Mark Calcavecchia",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Steve Flesch",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Tim Herron",NA,66,132,2,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Dustin Johnson",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Ryan Palmer",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Brett Quigley",NA,66,330,5,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Patrick Sheehan",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Camilo Villegas",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Brian Vranesh",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
4,4,"Mike Weir",NA,66,66,1,"TenthTeeLateRound4ScoringAverage",2009
14,14,"Steve Elkington",NA,67,134,2,"TenthTeeLateRound4ScoringAverage",2009
14,14,"Todd Hamilton",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2009
14,14,"Charles Howell III",NA,67,268,4,"TenthTeeLateRound4ScoringAverage",2009
14,14,"Ryuji Imada",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2009
14,14,"Ian Poulter",NA,67,67,1,"TenthTeeLateRound4ScoringAverage",2009
19,19,"Bo Van Pelt",NA,67.5,135,2,"TenthTeeLateRound4ScoringAverage",2009
20,20,"Tim Clark",NA,67.67,203,3,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Michael Allen",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Eric Axley",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Aaron Baddeley",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Ben Crane",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Ernie Els",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Bill Haas",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Bob Heintz",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Lee Janzen",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Steve Lowery",NA,68,136,2,"TenthTeeLateRound4ScoringAverage",2009
21,21,"Jimmy Walker",NA,68,68,1,"TenthTeeLateRound4ScoringAverage",2009
31,31,"Cameron Beckman",NA,68.33,205,3,"TenthTeeLateRound4ScoringAverage",2009
31,31,"Chris DiMarco",NA,68.33,205,3,"TenthTeeLateRound4ScoringAverage",2009
