"Back9ScoringAverage_RANKTHISWEEK_2016","Back9ScoringAverage_RANKLASTWEEK_2016","Back9ScoringAverage_PLAYERNAME_2016","Back9ScoringAverage_ROUNDS_2016","Back9ScoringAverage_AVG_2016","Back9ScoringAverage_TOTALSTROKES_2016","Back9ScoringAverage_TOTALHOLES_2016","stat_name","year"
60,63,"Graham DeLaet",50,35.42,1771,50,"Back9ScoringAverage",2016
61,54,"Rory McIlroy",37,35.43,1063,30,"Back9ScoringAverage",2016
61,45,"Patrick Reed",53,35.43,1736,49,"Back9ScoringAverage",2016
63,72,"Freddie Jacobson",54,35.44,1914,54,"Back9ScoringAverage",2016
63,72,"Smylie Kaufman",57,35.44,1914,54,"Back9ScoringAverage",2016
63,75,"Dawie van der Walt",48,35.44,1701,48,"Back9ScoringAverage",2016
66,69,"Bronson Burgoon",53,35.45,1879,53,"Back9ScoringAverage",2016
66,75,"Russell Henley",42,35.45,1489,42,"Back9ScoringAverage",2016
66,50,"Johnson Wagner",44,35.45,1560,44,"Back9ScoringAverage",2016
69,89,"Brendan Steele",48,35.46,1702,48,"Back9ScoringAverage",2016
69,65,"Nick Taylor",57,35.46,2021,57,"Back9ScoringAverage",2016
69,68,"Justin Thomas",53,35.46,1773,50,"Back9ScoringAverage",2016
72,80,"Brooks Koepka",39,35.47,1206,34,"Back9ScoringAverage",2016
72,36,"David Toms",38,35.47,1348,38,"Back9ScoringAverage",2016
72,79,"Gary Woodland",45,35.47,1596,45,"Back9ScoringAverage",2016
75,85,"Ricky Barnes",57,35.49,2023,57,"Back9ScoringAverage",2016
76,75,"Kevin Kisner",49,35.5,1633,46,"Back9ScoringAverage",2016
76,72,"Colt Knost",56,35.5,1988,56,"Back9ScoringAverage",2016
76,87,"Seung Yul Noh",54,35.5,1917,54,"Back9ScoringAverage",2016
79,80,"Kyle Reifers",63,35.51,2237,63,"Back9ScoringAverage",2016
79,80,"Patrick Rodgers",49,35.51,1740,49,"Back9ScoringAverage",2016
81,63,"Byeong Hun An",23,35.53,675,19,"Back9ScoringAverage",2016
81,65,"Jeff Overton",51,35.53,1812,51,"Back9ScoringAverage",2016
83,91,"Justin Leonard",28,35.54,995,28,"Back9ScoringAverage",2016
83,84,"Chris Stroud",52,35.54,1848,52,"Back9ScoringAverage",2016
85,69,"Thomas Aiken",42,35.55,1493,42,"Back9ScoringAverage",2016
86,89,"Mark Hubbard",73,35.56,2596,73,"Back9ScoringAverage",2016
86,69,"Henrik Norlander",41,35.56,1458,41,"Back9ScoringAverage",2016
86,96,"Justin Rose",35,35.56,1138,32,"Back9ScoringAverage",2016
89,75,"Fabian Gomez",49,35.57,1636,46,"Back9ScoringAverage",2016
89,80,"Adam Hadwin",53,35.57,1885,53,"Back9ScoringAverage",2016
89,102,"Will Ma Kenzie",54,35.57,1921,54,"Back9ScoringAverage",2016
89,96,"Scott Piercy",45,35.57,1494,42,"Back9ScoringAverage",2016
89,96,"DJ Trahan",23,35.57,818,23,"Back9ScoringAverage",2016
89,85,"Will Wilcox",47,35.57,1672,47,"Back9ScoringAverage",2016
95,102,"Jason Dufner",53,35.58,1779,50,"Back9ScoringAverage",2016
95,108,"John Senden",48,35.58,1708,48,"Back9ScoringAverage",2016
97,106,"Andres Romero",22,35.59,783,22,"Back9ScoringAverage",2016
97,96,"Harold Varner III",58,35.59,2064,58,"Back9ScoringAverage",2016
99,107,"Jimmy Walker",43,35.6,1424,40,"Back9ScoringAverage",2016
100,108,"Chris Kirk",51,35.61,1638,46,"Back9ScoringAverage",2016
100,111,"Ollie Schniederjans",23,35.61,819,23,"Back9ScoringAverage",2016
102,92,"Peter Malnati",53,35.62,1888,53,"Back9ScoringAverage",2016
103,114,"Kyle Stanley",57,35.63,2031,57,"Back9ScoringAverage",2016
103,92,"Brett Stegmaier",57,35.63,2031,57,"Back9ScoringAverage",2016
105,114,"Cameron Percy",22,35.64,784,22,"Back9ScoringAverage",2016
105,108,"Camilo Villegas",50,35.64,1782,50,"Back9ScoringAverage",2016
107,118,"Matthew Fitzpatrick",23,35.65,713,20,"Back9ScoringAverage",2016
108,112,"Andrew Loupe",50,35.66,1783,50,"Back9ScoringAverage",2016
108,121,"Bryce Molder",50,35.66,1783,50,"Back9ScoringAverage",2016
108,96,"Greg Owen",56,35.66,1997,56,"Back9ScoringAverage",2016
111,87,"Brian Stuard",24,35.67,856,24,"Back9ScoringAverage",2016
112,112,"Scott Brown",59,35.68,2105,59,"Back9ScoringAverage",2016
113,92,"Luke List",51,35.69,1820,51,"Back9ScoringAverage",2016
113,134,"Francesco Molinari",36,35.69,1285,36,"Back9ScoringAverage",2016
115,128,"KJ Choi",47,35.7,1678,47,"Back9ScoringAverage",2016
115,118,"Tom Hoge",47,35.7,1678,47,"Back9ScoringAverage",2016
115,121,"Kevin Streelman",46,35.7,1642,46,"Back9ScoringAverage",2016
118,102,"Tony Finau",49,35.71,1750,49,"Back9ScoringAverage",2016
118,130,"Branden Grace",31,35.71,1000,28,"Back9ScoringAverage",2016
118,127,"David Lingmerth",54,35.71,1821,51,"Back9ScoringAverage",2016
121,134,"Brice Garnett",29,35.72,1036,29,"Back9ScoringAverage",2016
122,123,"Sung Kang",51,35.73,1822,51,"Back9ScoringAverage",2016
122,102,"Vaughn Taylor",30,35.73,1072,30,"Back9ScoringAverage",2016
124,114,"Padraig Harrington",38,35.74,1358,38,"Back9ScoringAverage",2016
124,123,"Kelly Kraft",35,35.74,1251,35,"Back9ScoringAverage",2016
124,95,"Webb Simpson",34,35.74,1215,34,"Back9ScoringAverage",2016
124,123,"Scott Stallings",46,35.74,1644,46,"Back9ScoringAverage",2016
124,128,"Mark Wilson",42,35.74,1501,42,"Back9ScoringAverage",2016
129,130,"Blayne Barber",44,35.75,1573,44,"Back9ScoringAverage",2016
129,136,"Keegan Bradley",40,35.75,1430,40,"Back9ScoringAverage",2016
129,136,"Jerry Kelly",44,35.75,1573,44,"Back9ScoringAverage",2016
132,144,"Chad Collins",45,35.76,1609,45,"Back9ScoringAverage",2016
132,138,"Wes Roach",33,35.76,1180,33,"Back9ScoringAverage",2016
132,96,"Michael Thompson",46,35.76,1645,46,"Back9ScoringAverage",2016
135,118,"Stuart Appleby",39,35.77,1395,39,"Back9ScoringAverage",2016
136,138,"Retief Goosen",37,35.78,1324,37,"Back9ScoringAverage",2016
137,130,"Tyler Aldridge",53,35.79,1897,53,"Back9ScoringAverage",2016
137,145,"Ben Crane",48,35.79,1718,48,"Back9ScoringAverage",2016
137,143,"Andrew Landry",24,35.79,859,24,"Back9ScoringAverage",2016
140,114,"Luke Donald",49,35.8,1754,49,"Back9ScoringAverage",2016
141,123,"Rob Oppenheim",37,35.81,1325,37,"Back9ScoringAverage",2016
142,156,"Cameron Tringale",47,35.83,1684,47,"Back9ScoringAverage",2016
143,141,"Derek Fathauer",58,35.84,2079,58,"Back9ScoringAverage",2016
143,149,"Luke Guthrie",31,35.84,1111,31,"Back9ScoringAverage",2016
143,145,"Danny Lee",53,35.84,1792,50,"Back9ScoringAverage",2016
146,152,"Billy Horschel",45,35.86,1506,42,"Back9ScoringAverage",2016
146,151,"Martin Piller",37,35.86,1327,37,"Back9ScoringAverage",2016
148,154,"Jon Curran",55,35.87,1973,55,"Back9ScoringAverage",2016
148,138,"Martin Laird",46,35.87,1650,46,"Back9ScoringAverage",2016
148,145,"Tyrone Van Aswegen",67,35.87,2403,67,"Back9ScoringAverage",2016
151,156,"Miguel Angel Carballo",24,35.88,861,24,"Back9ScoringAverage",2016
152,152,"Boo Weekley",53,35.89,1902,53,"Back9ScoringAverage",2016
153,142,"Anirban Lahiri",44,35.9,1472,41,"Back9ScoringAverage",2016
153,130,"Davis Love III",40,35.9,1436,40,"Back9ScoringAverage",2016
155,154,"Jamie Donaldson",28,35.92,898,25,"Back9ScoringAverage",2016
155,149,"Brian Harman",60,35.92,2155,60,"Back9ScoringAverage",2016
157,145,"Morgan Hoffmann",43,35.93,1545,43,"Back9ScoringAverage",2016
158,163,"Scott Langley",41,35.95,1474,41,"Back9ScoringAverage",2016
159,183,"Chesson Hadley",51,35.96,1834,51,"Back9ScoringAverage",2016
160,166,"Charley Hoffman",49,35.98,1655,46,"Back9ScoringAverage",2016
160,156,"Michael Kim",62,35.98,2231,62,"Back9ScoringAverage",2016
160,176,"Steve Marino",40,35.98,1439,40,"Back9ScoringAverage",2016
163,160,"Angel Cabrera",42,36,1512,42,"Back9ScoringAverage",2016
163,163,"Shane Lowry",35,36,1152,32,"Back9ScoringAverage",2016
163,161,"DA Points",32,36,1152,32,"Back9ScoringAverage",2016
166,171,"Carl Pettersson",31,36.03,1117,31,"Back9ScoringAverage",2016
167,163,"Sam Saunders",40,36.05,1442,40,"Back9ScoringAverage",2016
167,166,"Brendon Todd",43,36.05,1550,43,"Back9ScoringAverage",2016
169,162,"Whee Kim",54,36.06,1947,54,"Back9ScoringAverage",2016
169,166,"Robert Streb",51,36.06,1731,48,"Back9ScoringAverage",2016
171,166,"Shawn Stefani",45,36.07,1623,45,"Back9ScoringAverage",2016
172,166,"Scott Pinckney",53,36.08,1912,53,"Back9ScoringAverage",2016
173,184,"James Hahn",45,36.09,1624,45,"Back9ScoringAverage",2016
174,178,"Troy Merritt",41,36.1,1480,41,"Back9ScoringAverage",2016
175,173,"Zac Blair",56,36.11,2022,56,"Back9ScoringAverage",2016
175,174,"JJ Henry",44,36.11,1589,44,"Back9ScoringAverage",2016
175,180,"Pat Perez",28,36.11,1011,28,"Back9ScoringAverage",2016
178,174,"Andres Gonzales",46,36.13,1662,46,"Back9ScoringAverage",2016
179,176,"Hunter Mahan",43,36.14,1554,43,"Back9ScoringAverage",2016
180,171,"Ernie Els",34,36.15,1229,34,"Back9ScoringAverage",2016
180,184,"Robert Garrigus",34,36.15,1229,34,"Back9ScoringAverage",2016
180,178,"George McNeill",33,36.15,1193,33,"Back9ScoringAverage",2016
180,181,"Steve Wheatcroft",53,36.15,1916,53,"Back9ScoringAverage",2016
184,181,"Erik Compton",45,36.16,1627,45,"Back9ScoringAverage",2016
185,159,"Vijay Singh",42,36.19,1520,42,"Back9ScoringAverage",2016
186,188,"Dicky Pride",33,36.24,1196,33,"Back9ScoringAverage",2016
186,187,"Cameron Smith",45,36.24,1631,45,"Back9ScoringAverage",2016
188,189,"Derek Ernst",36,36.25,1305,36,"Back9ScoringAverage",2016
188,186,"Hiroshi Iwata",51,36.25,1849,51,"Back9ScoringAverage",2016
190,191,"Ian Poulter",37,36.27,1342,37,"Back9ScoringAverage",2016
191,189,"Matt Jones",45,36.36,1527,42,"Back9ScoringAverage",2016
192,194,"Carlos Ortiz",47,36.4,1711,47,"Back9ScoringAverage",2016
193,195,"Rory Sabbatini",40,36.48,1459,40,"Back9ScoringAverage",2016
194,192,"Geoff Ogilvy",37,36.49,1350,37,"Back9ScoringAverage",2016
195,196,"Abraham Ancer",26,36.5,949,26,"Back9ScoringAverage",2016
196,193,"DH Lee",35,36.54,1279,35,"Back9ScoringAverage",2016
197,197,"Justin Hicks",26,36.62,952,26,"Back9ScoringAverage",2016
198,199,"Lucas Lee",22,36.64,806,22,"Back9ScoringAverage",2016
199,200,"Rhein Gibson",36,36.67,1320,36,"Back9ScoringAverage",2016
200,202,"Billy Hurley III",22,36.68,807,22,"Back9ScoringAverage",2016
201,203,"Brian Gay",22,36.77,809,22,"Back9ScoringAverage",2016
202,198,"Matt Every",34,36.79,1251,34,"Back9ScoringAverage",2016
203,204,"Robert Allenby",35,36.86,1290,35,"Back9ScoringAverage",2016
204,206,"Ken Duke",26,36.96,961,26,"Back9ScoringAverage",2016
205,205,"Steven Bowditch",40,36.98,1479,40,"Back9ScoringAverage",2016
206,207,"Darron Stiles",28,37.07,1038,28,"Back9ScoringAverage",2016
207,208,"Charlie Beljan",26,37.54,976,26,"Back9ScoringAverage",2016
