"Total3Putts1015_RANKTHISWEEK_2014","Total3Putts1015_RANKLASTWEEK_2014","Total3Putts1015_PLAYERNAME_2014","Total3Putts1015_ROUNDS_2014","Total3Putts1015_TOTAL3PUTTS1015_2014","Total3Putts1015_TOTAL3PUTTS_2014","stat_name","year"
1,1,"David Toms",64,5,24,"Total3Putts1015",2014
2,2,"Ricky Barnes",92,4,39,"Total3Putts1015",2014
2,2,"Seung Yul Noh",92,4,44,"Total3Putts1015",2014
2,2,"Wes Roach",67,4,41,"Total3Putts1015",2014
2,2,"Webb Simpson",87,4,38,"Total3Putts1015",2014
2,2,"Heath Slocum",71,4,43,"Total3Putts1015",2014
2,2,"Jordan Spieth",102,4,36,"Total3Putts1015",2014
8,8,"Tim Clark",75,3,29,"Total3Putts1015",2014
8,8,"Ben Crane",81,3,30,"Total3Putts1015",2014
8,8,"Ken Duke",80,3,46,"Total3Putts1015",2014
8,8,"Derek Ernst",80,3,50,"Total3Putts1015",2014
8,8,"Matt Every",85,3,31,"Total3Putts1015",2014
8,8,"Gonzalo Fdez Castano",83,3,42,"Total3Putts1015",2014
8,8,"Tommy Gainey",73,3,34,"Total3Putts1015",2014
8,8,"James Hahn",82,3,38,"Total3Putts1015",2014
8,8,"Justin Hicks",103,3,55,"Total3Putts1015",2014
8,8,"Martin Kaymer",65,3,23,"Total3Putts1015",2014
8,8,"Chris Kirk",105,3,39,"Total3Putts1015",2014
8,8,"Russell Knox",92,3,40,"Total3Putts1015",2014
8,8,"Bronson La Cassie",51,3,17,"Total3Putts1015",2014
8,8,"Andrew Loupe",65,3,34,"Total3Putts1015",2014
8,8,"Davis Love III",74,3,41,"Total3Putts1015",2014
8,8,"Hideki Matsuyama",82,3,47,"Total3Putts1015",2014
8,8,"William McGirt",96,3,27,"Total3Putts1015",2014
8,8,"Geoff Ogilvy",84,3,49,"Total3Putts1015",2014
8,8,"Ian Poulter",57,3,27,"Total3Putts1015",2014
8,8,"Andres Romero",81,3,46,"Total3Putts1015",2014
8,8,"Justin Rose",70,3,20,"Total3Putts1015",2014
8,8,"Brandt Snedeker",89,3,29,"Total3Putts1015",2014
8,8,"Jhonattan Vegas",77,3,45,"Total3Putts1015",2014
8,8,"Nick Watney",80,3,35,"Total3Putts1015",2014
32,32,"Robert Allenby",83,2,57,"Total3Putts1015",2014
32,32,"Stuart Appleby",92,2,38,"Total3Putts1015",2014
32,32,"Briny Baird",50,2,31,"Total3Putts1015",2014
32,32,"Charlie Beljan",76,2,36,"Total3Putts1015",2014
32,32,"Scott Brown",100,2,38,"Total3Putts1015",2014
32,32,"Angel Cabrera",69,2,38,"Total3Putts1015",2014
32,32,"Paul Casey",56,2,19,"Total3Putts1015",2014
32,32,"Kevin Chappell",100,2,42,"Total3Putts1015",2014
32,32,"Stewart Cink",91,2,46,"Total3Putts1015",2014
32,32,"Graham DeLaet",80,2,41,"Total3Putts1015",2014
32,32,"James Driscoll",71,2,29,"Total3Putts1015",2014
32,32,"Harris English",95,2,38,"Total3Putts1015",2014
32,32,"Robert Garrigus",80,2,45,"Total3Putts1015",2014
32,32,"Lucas Glover",68,2,41,"Total3Putts1015",2014
32,32,"Luke Guthrie",85,2,43,"Total3Putts1015",2014
32,32,"Jim Herman",62,2,32,"Total3Putts1015",2014
32,32,"Charley Hoffman",93,2,33,"Total3Putts1015",2014
32,32,"Billy Hurley III",86,2,33,"Total3Putts1015",2014
32,32,"Dustin Johnson",58,2,16,"Total3Putts1015",2014
32,32,"Matt Jones",83,2,22,"Total3Putts1015",2014
32,32,"DH Lee",54,2,24,"Total3Putts1015",2014
32,32,"Danny Lee",84,2,39,"Total3Putts1015",2014
32,32,"Will Ma Kenzie",82,2,37,"Total3Putts1015",2014
32,32,"Jeff Maggert",54,2,29,"Total3Putts1015",2014
32,32,"Troy Matteson",62,2,30,"Total3Putts1015",2014
32,32,"Phil Mickelson",71,2,28,"Total3Putts1015",2014
32,32,"Louis Oosthuizen",50,2,28,"Total3Putts1015",2014
32,32,"Jeff Overton",80,2,41,"Total3Putts1015",2014
32,32,"Ryan Palmer",85,2,34,"Total3Putts1015",2014
32,32,"Ted Potter Jr",68,2,31,"Total3Putts1015",2014
32,32,"John Rollins",84,2,31,"Total3Putts1015",2014
32,32,"John Senden",99,2,23,"Total3Putts1015",2014
32,32,"Vijay Singh",83,2,48,"Total3Putts1015",2014
32,32,"Kyle Stanley",87,2,74,"Total3Putts1015",2014
32,32,"Shawn Stefani",60,2,31,"Total3Putts1015",2014
32,32,"Robert Streb",75,2,35,"Total3Putts1015",2014
32,32,"Kevin Streelman",79,2,40,"Total3Putts1015",2014
32,32,"Nicholas Thompson",85,2,55,"Total3Putts1015",2014
32,32,"Cameron Tringale",111,2,45,"Total3Putts1015",2014
32,32,"Camilo Villegas",95,2,46,"Total3Putts1015",2014
32,32,"Jimmy Walker",98,2,26,"Total3Putts1015",2014
32,32,"Bubba Watson",76,2,18,"Total3Putts1015",2014
32,32,"Gary Woodland",93,2,37,"Total3Putts1015",2014
75,75,"Woody Austin",63,1,31,"Total3Putts1015",2014
75,75,"Sangmoon Bae",76,1,37,"Total3Putts1015",2014
75,75,"Jason Bohn",81,1,22,"Total3Putts1015",2014
75,75,"Steven Bowditch",93,1,59,"Total3Putts1015",2014
75,75,"Keegan Bradley",89,1,26,"Total3Putts1015",2014
75,75,"Roberto Castro",76,1,24,"Total3Putts1015",2014
75,75,"Greg Chalmers",85,1,24,"Total3Putts1015",2014
75,75,"KJ Choi",80,1,25,"Total3Putts1015",2014
75,75,"Brian Davis",93,1,38,"Total3Putts1015",2014
75,75,"Brendon de Jonge",109,1,33,"Total3Putts1015",2014
75,75,"Luke Donald",57,1,19,"Total3Putts1015",2014
75,75,"Jason Dufner",57,1,27,"Total3Putts1015",2014
75,75,"Martin Flores",85,1,42,"Total3Putts1015",2014
75,75,"Brad Fritsch",50,1,20,"Total3Putts1015",2014
75,75,"Jim Furyk",84,1,32,"Total3Putts1015",2014
75,75,"Brice Garnett",92,1,38,"Total3Putts1015",2014
75,75,"Bill Haas",107,1,38,"Total3Putts1015",2014
75,75,"Chesson Hadley",84,1,40,"Total3Putts1015",2014
75,75,"David Hearn",97,1,30,"Total3Putts1015",2014
75,75,"JJ Henry",91,1,44,"Total3Putts1015",2014
75,75,"JB Holmes",86,1,35,"Total3Putts1015",2014
75,75,"Charles Howell III",106,1,47,"Total3Putts1015",2014
75,75,"John Huh",87,1,36,"Total3Putts1015",2014
75,75,"Jerry Kelly",80,1,27,"Total3Putts1015",2014
75,75,"Matt Kuchar",91,1,28,"Total3Putts1015",2014
75,75,"Scott Langley",95,1,30,"Total3Putts1015",2014
75,75,"Richard Lee",80,1,28,"Total3Putts1015",2014
75,75,"Marc Leishman",81,1,30,"Total3Putts1015",2014
75,75,"Justin Leonard",75,1,20,"Total3Putts1015",2014
75,75,"Spencer Levin",59,1,22,"Total3Putts1015",2014
