"AverageDistanceofEagleputtsmade_RANKTHISWEEK_2012","AverageDistanceofEagleputtsmade_RANKLASTWEEK_2012","AverageDistanceofEagleputtsmade_PLAYERNAME_2012","AverageDistanceofEagleputtsmade_ROUNDS_2012","AverageDistanceofEagleputtsmade_AVG_2012","AverageDistanceofEagleputtsmade_TOTDISTFT_2012","AverageDistanceofEagleputtsmade_TOTEAGLESPUTTSMADE_2012","AverageDistanceofEagleputtsmade_LONGESTMADEFT_2012","AverageDistanceofEagleputtsmade_SHORTESTMADEFT_2012","stat_name","year"
25,25,"Spencer Levin",81,NA,49.417,2,25,25,"AverageDistanceofEagleputtsmade",2012
27,27,"Harris English",98,NA,123,5,45,4,"AverageDistanceofEagleputtsmade",2012
28,28,"Camilo Villegas",79,NA,48.167,2,31,17,"AverageDistanceofEagleputtsmade",2012
29,29,"Bud Cauley",99,NA,71.083,3,51,7,"AverageDistanceofEagleputtsmade",2012
29,29,"Ted Potter Jr",77,NA,47.25,2,29,18,"AverageDistanceofEagleputtsmade",2012
31,31,"Adam Scott",59,NA,118.083,5,47,2,"AverageDistanceofEagleputtsmade",2012
32,32,"Jason Dufner",83,NA,70.417,3,29,19,"AverageDistanceofEagleputtsmade",2012
33,33,"Jason Day",57,NA,93.333,4,40,11,"AverageDistanceofEagleputtsmade",2012
34,34,"Bubba Watson",68,NA,252.167,11,47,6,"AverageDistanceofEagleputtsmade",2012
35,35,"Colt Knost",79,NA,45.5,2,31,15,"AverageDistanceofEagleputtsmade",2012
35,35,"Jason Kokrak",79,NA,159,7,42,11,"AverageDistanceofEagleputtsmade",2012
37,37,"Brandt Snedeker",81,NA,88.333,4,32,11,"AverageDistanceofEagleputtsmade",2012
38,38,"Michael Bradley",63,NA,64.917,3,37,13,"AverageDistanceofEagleputtsmade",2012
39,39,"Jerry Kelly",84,NA,43.167,2,23,21,"AverageDistanceofEagleputtsmade",2012
39,39,"Kevin Kisner",69,NA,86.417,4,33,9,"AverageDistanceofEagleputtsmade",2012
41,41,"Tommy Gainey",98,NA,85.667,4,37,9,"AverageDistanceofEagleputtsmade",2012
42,42,"Tiger Woods",69,NA,85,4,48,2,"AverageDistanceofEagleputtsmade",2012
43,43,"Greg Chalmers",88,NA,84.333,4,57,7,"AverageDistanceofEagleputtsmade",2012
43,43,"KJ Choi",71,NA,63.25,3,32,7,"AverageDistanceofEagleputtsmade",2012
43,43,"Tom Gillis",75,NA,42.083,2,38,5,"AverageDistanceofEagleputtsmade",2012
43,43,"JJ Killeen",101,NA,21.083,1,21,21,"AverageDistanceofEagleputtsmade",2012
47,47,"Rickie Fowler",84,NA,124.417,6,34,10,"AverageDistanceofEagleputtsmade",2012
48,48,"Robert Garrigus",89,NA,247.5,12,66,3,"AverageDistanceofEagleputtsmade",2012
48,48,"Bobby Gates",87,NA,103.5,5,51,3,"AverageDistanceofEagleputtsmade",2012
50,50,"Daniel Summerhays",81,NA,61.5,3,39,11,"AverageDistanceofEagleputtsmade",2012
51,51,"Aaron Baddeley",73,NA,40.833,2,31,10,"AverageDistanceofEagleputtsmade",2012
51,51,"Ricky Barnes",92,NA,81.5,4,28,3,"AverageDistanceofEagleputtsmade",2012
53,53,"Daniel Chopra",55,NA,40.667,2,30,11,"AverageDistanceofEagleputtsmade",2012
54,54,"Brian Davis",91,NA,100.833,5,34,8,"AverageDistanceofEagleputtsmade",2012
54,54,"Webb Simpson",77,NA,60.5,3,39,10,"AverageDistanceofEagleputtsmade",2012
56,56,"Ken Duke",104,NA,157.167,8,48,5,"AverageDistanceofEagleputtsmade",2012
57,57,"Bo Van Pelt",84,NA,96,5,26,9,"AverageDistanceofEagleputtsmade",2012
58,58,"John Rollins",81,NA,57.167,3,32,3,"AverageDistanceofEagleputtsmade",2012
59,59,"David Mathis",83,NA,75.917,4,54,3,"AverageDistanceofEagleputtsmade",2012
60,60,"Lee Westwood",60,NA,75.5,4,54,4,"AverageDistanceofEagleputtsmade",2012
61,61,"Roberto Castro",92,NA,56.5,3,35,10,"AverageDistanceofEagleputtsmade",2012
62,62,"Brendon de Jonge",115,NA,130.833,7,58,3,"AverageDistanceofEagleputtsmade",2012
62,62,"Charley Hoffman",88,NA,130.667,7,56,4,"AverageDistanceofEagleputtsmade",2012
62,62,"John Merrick",83,NA,93.5,5,52,2,"AverageDistanceofEagleputtsmade",2012
62,62,"Scott Piercy",95,NA,130.833,7,33,11,"AverageDistanceofEagleputtsmade",2012
66,66,"Vijay Singh",99,NA,92.583,5,38,2,"AverageDistanceofEagleputtsmade",2012
67,67,"Chris Couch",61,NA,110.583,6,54,8,"AverageDistanceofEagleputtsmade",2012
67,67,"Seung Yul Noh",105,NA,147.583,8,55,4,"AverageDistanceofEagleputtsmade",2012
69,69,"Gary Christian",91,NA,73.333,4,36,2,"AverageDistanceofEagleputtsmade",2012
69,69,"Ryo Ishikawa",54,NA,91.833,5,26,10,"AverageDistanceofEagleputtsmade",2012
69,69,"Edward Loar",59,NA,91.5,5,24,5,"AverageDistanceofEagleputtsmade",2012
69,69,"Hunter Mahan",88,NA,54.917,3,43,NA,"AverageDistanceofEagleputtsmade",2012
73,73,"Josh Teater",97,NA,109.417,6,33,NA,"AverageDistanceofEagleputtsmade",2012
73,73,"DJ Trahan",73,NA,18.25,1,18,18,"AverageDistanceofEagleputtsmade",2012
75,75,"Jim Furyk",85,NA,36,2,28,8,"AverageDistanceofEagleputtsmade",2012
76,76,"Jhonattan Vegas",77,NA,53.75,3,30,7,"AverageDistanceofEagleputtsmade",2012
77,77,"James Driscoll",83,NA,159.917,9,43,2,"AverageDistanceofEagleputtsmade",2012
77,77,"Patrick Sheehan",58,NA,35.417,2,23,13,"AverageDistanceofEagleputtsmade",2012
79,79,"Troy Matteson",100,NA,87.917,5,60,4,"AverageDistanceofEagleputtsmade",2012
80,80,"Sergio Garcia",57,NA,69.583,4,39,5,"AverageDistanceofEagleputtsmade",2012
81,81,"Will Claxton",99,NA,68.917,4,39,4,"AverageDistanceofEagleputtsmade",2012
81,81,"Matt Kuchar",86,NA,69,4,33,4,"AverageDistanceofEagleputtsmade",2012
83,83,"Ernie Els",80,NA,68.25,4,22,8,"AverageDistanceofEagleputtsmade",2012
83,83,"Zach Johnson",95,NA,102.417,6,49,5,"AverageDistanceofEagleputtsmade",2012
83,83,"Charl Schwartzel",56,NA,34.167,2,30,4,"AverageDistanceofEagleputtsmade",2012
86,86,"YE Yang",64,NA,16.917,1,17,17,"AverageDistanceofEagleputtsmade",2012
87,87,"Erik Compton",81,NA,83.833,5,45,5,"AverageDistanceofEagleputtsmade",2012
87,87,"Martin Laird",77,NA,16.75,1,17,17,"AverageDistanceofEagleputtsmade",2012
89,89,"Brian Harman",101,NA,182.917,11,30,7,"AverageDistanceofEagleputtsmade",2012
90,90,"Russell Knox",72,NA,132.917,8,46,2,"AverageDistanceofEagleputtsmade",2012
90,90,"Danny Lee",74,NA,33.167,2,22,11,"AverageDistanceofEagleputtsmade",2012
90,90,"Phil Mickelson",79,NA,49.833,3,21,13,"AverageDistanceofEagleputtsmade",2012
93,93,"Rory Sabbatini",84,NA,49.333,3,28,11,"AverageDistanceofEagleputtsmade",2012
94,94,"Johnson Wagner",88,NA,97.833,6,30,1,"AverageDistanceofEagleputtsmade",2012
95,95,"Jeff Overton",101,NA,96.5,6,33,4,"AverageDistanceofEagleputtsmade",2012
96,96,"John Senden",81,NA,64,4,25,8,"AverageDistanceofEagleputtsmade",2012
97,97,"Harrison Frazar",56,NA,78.917,5,36,2,"AverageDistanceofEagleputtsmade",2012
98,98,"Louis Oosthuizen",65,NA,62.667,4,32,5,"AverageDistanceofEagleputtsmade",2012
98,98,"Vaughn Taylor",81,NA,15.667,1,16,16,"AverageDistanceofEagleputtsmade",2012
98,98,"Nick Watney",97,NA,156.333,10,41,5,"AverageDistanceofEagleputtsmade",2012
101,101,"Angel Cabrera",54,NA,91.5,6,59,4,"AverageDistanceofEagleputtsmade",2012
102,102,"Billy Horschel",63,NA,76,5,32,5,"AverageDistanceofEagleputtsmade",2012
102,102,"Davis Love III",64,NA,15.167,1,15,15,"AverageDistanceofEagleputtsmade",2012
104,104,"Michael Thompson",80,NA,105.5,7,38,4,"AverageDistanceofEagleputtsmade",2012
105,105,"Henrik Stenson",51,NA,29.917,2,19,11,"AverageDistanceofEagleputtsmade",2012
106,106,"Chez Reavie",83,NA,14.917,1,15,15,"AverageDistanceofEagleputtsmade",2012
107,107,"Sean OHair",84,NA,88.75,6,34,3,"AverageDistanceofEagleputtsmade",2012
107,107,"Ryan Palmer",81,NA,14.833,1,15,15,"AverageDistanceofEagleputtsmade",2012
109,109,"Scott Dunlap",57,NA,29.5,2,27,3,"AverageDistanceofEagleputtsmade",2012
109,109,"George McNeill",85,NA,73.667,5,32,2,"AverageDistanceofEagleputtsmade",2012
111,111,"DA Points",88,NA,73.167,5,31,2,"AverageDistanceofEagleputtsmade",2012
112,112,"Luke Donald",63,NA,43.25,3,23,5,"AverageDistanceofEagleputtsmade",2012
113,113,"Chris DiMarco",83,NA,42.917,3,23,6,"AverageDistanceofEagleputtsmade",2012
114,114,"Roland Thatcher",55,NA,14.25,1,14,14,"AverageDistanceofEagleputtsmade",2012
115,115,"Geoff Ogilvy",73,NA,56.667,4,32,5,"AverageDistanceofEagleputtsmade",2012
116,116,"Dicky Pride",62,NA,27.833,2,16,12,"AverageDistanceofEagleputtsmade",2012
117,117,"Kevin Chappell",91,NA,55.083,4,33,5,"AverageDistanceofEagleputtsmade",2012
118,118,"Tom Pernice Jr",62,NA,54.25,4,31,5,"AverageDistanceofEagleputtsmade",2012
119,119,"Cameron Beckman",81,NA,40.417,3,30,3,"AverageDistanceofEagleputtsmade",2012
120,120,"Kris Blanks",65,NA,67.083,5,20,3,"AverageDistanceofEagleputtsmade",2012
121,121,"Brendon Todd",78,NA,40,3,23,5,"AverageDistanceofEagleputtsmade",2012
122,122,"Boo Weekley",74,NA,39.167,3,17,8,"AverageDistanceofEagleputtsmade",2012
123,123,"Kyle Stanley",86,NA,90.417,7,25,3,"AverageDistanceofEagleputtsmade",2012
123,123,"Chris Stroud",86,NA,25.833,2,18,8,"AverageDistanceofEagleputtsmade",2012
125,125,"Stewart Cink",71,NA,37.917,3,19,6,"AverageDistanceofEagleputtsmade",2012
126,126,"Keegan Bradley",90,NA,86.083,7,25,5,"AverageDistanceofEagleputtsmade",2012
127,127,"Arjun Atwal",79,NA,60.917,5,17,8,"AverageDistanceofEagleputtsmade",2012
127,127,"Andres Romero",68,NA,60.667,5,15,7,"AverageDistanceofEagleputtsmade",2012
127,127,"Jimmy Walker",101,NA,121.417,10,39,NA,"AverageDistanceofEagleputtsmade",2012
127,127,"Steve Wheatcroft",56,NA,60.667,5,19,1,"AverageDistanceofEagleputtsmade",2012
131,131,"Bill Haas",79,NA,48.417,4,23,5,"AverageDistanceofEagleputtsmade",2012
131,131,"Justin Rose",69,NA,36.25,3,15,10,"AverageDistanceofEagleputtsmade",2012
131,131,"Gary Woodland",70,NA,108.75,9,28,2,"AverageDistanceofEagleputtsmade",2012
134,134,"John Daly",50,NA,36.083,3,25,NA,"AverageDistanceofEagleputtsmade",2012
134,134,"Carl Pettersson",92,NA,71.917,6,46,2,"AverageDistanceofEagleputtsmade",2012
136,136,"Greg Owen",90,NA,11.917,1,12,12,"AverageDistanceofEagleputtsmade",2012
136,136,"Charlie Wi",86,NA,47.583,4,17,7,"AverageDistanceofEagleputtsmade",2012
138,138,"JJ Henry",93,NA,11.75,1,12,12,"AverageDistanceofEagleputtsmade",2012
138,138,"Garth Mulroy",59,NA,58.833,5,27,3,"AverageDistanceofEagleputtsmade",2012
140,140,"Ben Curtis",62,NA,23.083,2,19,4,"AverageDistanceofEagleputtsmade",2012
140,140,"Rory McIlroy",60,NA,81,7,25,3,"AverageDistanceofEagleputtsmade",2012
142,142,"Stuart Appleby",75,NA,22.917,2,12,11,"AverageDistanceofEagleputtsmade",2012
142,142,"Heath Slocum",93,NA,34.417,3,17,7,"AverageDistanceofEagleputtsmade",2012
144,144,"Jeff Maggert",83,NA,80.083,7,17,7,"AverageDistanceofEagleputtsmade",2012
145,145,"Nathan Green",73,NA,33.667,3,16,8,"AverageDistanceofEagleputtsmade",2012
145,145,"Brandt Jobe",57,NA,22.5,2,11,11,"AverageDistanceofEagleputtsmade",2012
147,147,"Graham DeLaet",79,NA,65.583,6,34,5,"AverageDistanceofEagleputtsmade",2012
148,148,"Robert Karlsson",54,NA,10.833,1,11,11,"AverageDistanceofEagleputtsmade",2012
149,149,"Kevin Na",80,NA,10.167,1,10,10,"AverageDistanceofEagleputtsmade",2012
150,150,"Blake Adams",107,NA,39.917,4,20,6,"AverageDistanceofEagleputtsmade",2012
151,151,"JB Holmes",90,NA,69.417,7,21,5,"AverageDistanceofEagleputtsmade",2012
152,152,"John Mallinger",74,NA,29.083,3,13,5,"AverageDistanceofEagleputtsmade",2012
153,153,"Tim Clark",60,NA,38.083,4,14,6,"AverageDistanceofEagleputtsmade",2012
153,153,"Chris Kirk",93,NA,76.167,8,19,2,"AverageDistanceofEagleputtsmade",2012
155,155,"Kyle Reifers",86,NA,46.75,5,20,NA,"AverageDistanceofEagleputtsmade",2012
156,156,"Padraig Harrington",67,NA,18.5,2,16,3,"AverageDistanceofEagleputtsmade",2012
157,157,"Brendan Steele",77,NA,27.25,3,15,6,"AverageDistanceofEagleputtsmade",2012
158,158,"Pat Perez",81,NA,17.917,2,13,5,"AverageDistanceofEagleputtsmade",2012
159,159,"Sung Kang",75,NA,26.583,3,17,4,"AverageDistanceofEagleputtsmade",2012
159,159,"Alexandre Rocha",62,NA,8.833,1,9,9,"AverageDistanceofEagleputtsmade",2012
161,161,"Rod Pampling",88,NA,25.667,3,13,6,"AverageDistanceofEagleputtsmade",2012
161,161,"David Toms",60,NA,17.083,2,15,2,"AverageDistanceofEagleputtsmade",2012
163,163,"Tommy Biershenk",74,NA,16.917,2,10,7,"AverageDistanceofEagleputtsmade",2012
163,163,"Ryan Moore",89,NA,51.083,6,15,2,"AverageDistanceofEagleputtsmade",2012
165,165,"Bill Lunde",83,NA,33.417,4,16,3,"AverageDistanceofEagleputtsmade",2012
166,166,"Miguel Angel Carballo",73,NA,24.25,3,12,5,"AverageDistanceofEagleputtsmade",2012
167,167,"Derek Lamely",64,NA,15.917,2,11,5,"AverageDistanceofEagleputtsmade",2012
168,168,"Marco Dawson",60,NA,15.833,2,12,4,"AverageDistanceofEagleputtsmade",2012
169,169,"Mark Wilson",84,NA,38.667,5,15,2,"AverageDistanceofEagleputtsmade",2012
170,170,"David Hearn",95,NA,14.333,2,8,7,"AverageDistanceofEagleputtsmade",2012
171,171,"Steve Stricker",73,NA,13.917,2,11,3,"AverageDistanceofEagleputtsmade",2012
172,172,"Marc Leishman",84,NA,13.417,2,8,6,"AverageDistanceofEagleputtsmade",2012
173,173,"Hunter Haas",69,NA,19.917,3,9,5,"AverageDistanceofEagleputtsmade",2012
174,174,"Stephen Gangluff",57,NA,12.917,2,13,NA,"AverageDistanceofEagleputtsmade",2012
175,175,"Ryuji Imada",78,NA,5.917,1,6,6,"AverageDistanceofEagleputtsmade",2012
176,176,"Bryce Molder",83,NA,4.917,1,5,5,"AverageDistanceofEagleputtsmade",2012
177,177,"Chad Campbell",84,NA,9.25,2,7,3,"AverageDistanceofEagleputtsmade",2012
178,178,"Kevin Streelman",89,NA,8.917,2,8,NA,"AverageDistanceofEagleputtsmade",2012
179,179,"Jonathan Byrd",69,NA,13.167,3,5,4,"AverageDistanceofEagleputtsmade",2012
180,180,"John Huh",99,NA,2.5,1,3,3,"AverageDistanceofEagleputtsmade",2012
