"Scrambling1020ydsRTPScore_RANKTHISWEEK_2016","Scrambling1020ydsRTPScore_RANKLASTWEEK_2016","Scrambling1020ydsRTPScore_PLAYERNAME_2016","Scrambling1020ydsRTPScore_ROUNDS_2016","Scrambling1020ydsRTPScore_AVGRTP_2016","Scrambling1020ydsRTPScore_TOTALHOLES_2016","Scrambling1020ydsRTPScore_TOTALRTP_2016","stat_name","year"
1,1,"Bill Haas",42,0.169,65,11,"Scrambling1020ydsRTPScore",2016
2,3,"Andrew Landry",24,0.171,35,6,"Scrambling1020ydsRTPScore",2016
3,4,"Phil Mickelson",37,0.177,79,14,"Scrambling1020ydsRTPScore",2016
4,5,"Morgan Hoffmann",43,0.186,86,16,"Scrambling1020ydsRTPScore",2016
5,7,"Zach Johnson",42,0.205,73,15,"Scrambling1020ydsRTPScore",2016
6,9,"Bryce Molder",50,0.208,125,26,"Scrambling1020ydsRTPScore",2016
7,8,"Luke Donald",49,0.211,95,20,"Scrambling1020ydsRTPScore",2016
8,14,"Patrick Reed",53,0.212,99,21,"Scrambling1020ydsRTPScore",2016
9,6,"Jamie Lovemark",57,0.22,132,29,"Scrambling1020ydsRTPScore",2016
10,2,"David Toms",38,0.221,77,17,"Scrambling1020ydsRTPScore",2016
11,11,"Brice Garnett",29,0.222,36,8,"Scrambling1020ydsRTPScore",2016
12,10,"Rickie Fowler",42,0.23,61,14,"Scrambling1020ydsRTPScore",2016
13,13,"Brendon Todd",43,0.232,99,23,"Scrambling1020ydsRTPScore",2016
14,92,"Martin Piller",37,0.239,71,17,"Scrambling1020ydsRTPScore",2016
15,20,"Francesco Molinari",36,0.25,100,25,"Scrambling1020ydsRTPScore",2016
16,21,"Marc Leishman",41,0.256,82,21,"Scrambling1020ydsRTPScore",2016
17,53,"Tim Wilkinson",40,0.258,62,16,"Scrambling1020ydsRTPScore",2016
18,24,"Sergio Garcia",28,0.259,27,7,"Scrambling1020ydsRTPScore",2016
19,16,"Padraig Harrington",38,0.26,77,20,"Scrambling1020ydsRTPScore",2016
20,26,"Shane Bertsch",30,0.261,46,12,"Scrambling1020ydsRTPScore",2016
20,28,"David Hearn",55,0.261,119,31,"Scrambling1020ydsRTPScore",2016
22,27,"Ricky Barnes",57,0.262,130,34,"Scrambling1020ydsRTPScore",2016
22,40,"Steven Bowditch",40,0.262,65,17,"Scrambling1020ydsRTPScore",2016
22,28,"Patton Kizzire",57,0.262,122,32,"Scrambling1020ydsRTPScore",2016
25,17,"Stuart Appleby",39,0.265,98,26,"Scrambling1020ydsRTPScore",2016
26,19,"Zac Blair",56,0.266,143,38,"Scrambling1020ydsRTPScore",2016
27,15,"Charles Howell III",63,0.267,116,31,"Scrambling1020ydsRTPScore",2016
28,33,"Peter Malnati",53,0.268,112,30,"Scrambling1020ydsRTPScore",2016
29,32,"Russell Henley",42,0.269,104,28,"Scrambling1020ydsRTPScore",2016
30,34,"Matthew Fitzpatrick",23,0.273,33,9,"Scrambling1020ydsRTPScore",2016
30,12,"Brian Stuard",24,0.273,55,15,"Scrambling1020ydsRTPScore",2016
