"Total3Putts2025_RANKTHISWEEK_2005","Total3Putts2025_RANKLASTWEEK_2005","Total3Putts2025_PLAYERNAME_2005","Total3Putts2025_ROUNDS_2005","Total3Putts2025_TOTAL3PUTTS2025_2005","Total3Putts2025_TOTAL3PUTTS_2005","stat_name","year"
1,1,"Peter Lonard",85,8,27,"Total3Putts2025",2005
1,1,"Kevin Stadler",96,8,51,"Total3Putts2025",2005
3,3,"Tom Byrum",83,7,41,"Total3Putts2025",2005
3,3,"Mark Calcavecchia",92,7,45,"Total3Putts2025",2005
3,3,"Alex Cejka",84,7,47,"Total3Putts2025",2005
3,3,"Brian Davis",75,7,54,"Total3Putts2025",2005
3,3,"Kent Jones",99,7,47,"Total3Putts2025",2005
3,3,"Hidemichi Tanaka",106,7,53,"Total3Putts2025",2005
3,3,"Charles Warren",89,7,54,"Total3Putts2025",2005
10,10,"Steve Allan",102,6,79,"Total3Putts2025",2005
10,10,"Cameron Beckman",96,6,51,"Total3Putts2025",2005
10,10,"Jason Bohn",91,6,33,"Total3Putts2025",2005
10,10,"Scott Hend",75,6,63,"Total3Putts2025",2005
10,10,"Brendan Jones",81,6,52,"Total3Putts2025",2005
10,10,"JL Lewis",98,6,46,"Total3Putts2025",2005
10,10,"Sean OHair",103,6,56,"Total3Putts2025",2005
10,10,"Joey Snyder III",102,6,47,"Total3Putts2025",2005
10,10,"Brett Wetterich",76,6,50,"Total3Putts2025",2005
19,19,"Woody Austin",100,5,59,"Total3Putts2025",2005
19,19,"Daniel Chopra",108,5,50,"Total3Putts2025",2005
19,19,"Steve Elkington",67,5,26,"Total3Putts2025",2005
19,19,"Bob Estes",92,5,33,"Total3Putts2025",2005
19,19,"Fred Funk",102,5,42,"Total3Putts2025",2005
19,19,"Lucas Glover",88,5,42,"Total3Putts2025",2005
19,19,"Paul Gow",78,5,42,"Total3Putts2025",2005
19,19,"Mathias Gronberg",60,5,49,"Total3Putts2025",2005
19,19,"JP Hayes",63,5,27,"Total3Putts2025",2005
19,19,"John Huston",90,5,49,"Total3Putts2025",2005
19,19,"Zach Johnson",96,5,37,"Total3Putts2025",2005
19,19,"Hunter Mahan",103,5,42,"Total3Putts2025",2005
19,19,"Billy Mayfair",114,5,64,"Total3Putts2025",2005
19,19,"Geoff Ogilvy",97,5,34,"Total3Putts2025",2005
19,19,"Justin Rose",99,5,54,"Total3Putts2025",2005
19,19,"Heath Slocum",103,5,45,"Total3Putts2025",2005
19,19,"Chris Smith",93,5,65,"Total3Putts2025",2005
19,19,"DJ Trahan",81,5,48,"Total3Putts2025",2005
37,37,"Stuart Appleby",84,4,28,"Total3Putts2025",2005
37,37,"Justin Bolli",65,4,22,"Total3Putts2025",2005
37,37,"Tim Clark",92,4,32,"Total3Putts2025",2005
37,37,"Marco Dawson",82,4,44,"Total3Putts2025",2005
37,37,"Joe Durant",81,4,62,"Total3Putts2025",2005
37,37,"Brian Gay",101,4,35,"Total3Putts2025",2005
37,37,"Hunter Haas",83,4,36,"Total3Putts2025",2005
37,37,"Dudley Hart",84,4,34,"Total3Putts2025",2005
37,37,"David Hearn",68,4,52,"Total3Putts2025",2005
37,37,"JJ Henry",102,4,55,"Total3Putts2025",2005
37,37,"Charles Howell III",95,4,37,"Total3Putts2025",2005
37,37,"Freddie Jacobson",72,4,26,"Total3Putts2025",2005
37,37,"Steve Lowery",100,4,47,"Total3Putts2025",2005
37,37,"Jeff Maggert",79,4,38,"Total3Putts2025",2005
37,37,"Len Mattiace",86,4,39,"Total3Putts2025",2005
37,37,"Rod Pampling",89,4,33,"Total3Putts2025",2005
37,37,"Corey Pavin",77,4,26,"Total3Putts2025",2005
37,37,"DA Points",94,4,52,"Total3Putts2025",2005
37,37,"Adam Scott",72,4,28,"Total3Putts2025",2005
37,37,"Omar Uresti",84,4,46,"Total3Putts2025",2005
37,37,"Scott Verplank",87,4,31,"Total3Putts2025",2005
37,37,"Nick Watney",91,4,38,"Total3Putts2025",2005
37,37,"Charlie Wi",67,4,26,"Total3Putts2025",2005
60,60,"Robert Allenby",95,3,45,"Total3Putts2025",2005
60,60,"Billy Andrade",83,3,37,"Total3Putts2025",2005
60,60,"Tommy Armour III",103,3,51,"Total3Putts2025",2005
60,60,"Arjun Atwal",65,3,22,"Total3Putts2025",2005
60,60,"Aaron Baddeley",84,3,33,"Total3Putts2025",2005
60,60,"Briny Baird",98,3,52,"Total3Putts2025",2005
60,60,"Craig Barlow",81,3,41,"Total3Putts2025",2005
60,60,"Jeff Brehaut",71,3,26,"Total3Putts2025",2005
60,60,"Danny Briggs",70,3,43,"Total3Putts2025",2005
60,60,"DJ Brigman",76,3,55,"Total3Putts2025",2005
60,60,"Jonathan Byrd",103,3,61,"Total3Putts2025",2005
60,60,"KJ Choi",78,3,25,"Total3Putts2025",2005
60,60,"Jose Coceres",56,3,40,"Total3Putts2025",2005
60,60,"Robert Damron",89,3,46,"Total3Putts2025",2005
60,60,"Matt Davidson",53,3,43,"Total3Putts2025",2005
60,60,"Glen Day",80,3,39,"Total3Putts2025",2005
60,60,"Steve Flesch",90,3,43,"Total3Putts2025",2005
60,60,"Sergio Garcia",73,3,39,"Total3Putts2025",2005
60,60,"Tom Gillis",77,3,37,"Total3Putts2025",2005
60,60,"Matt Gogel",78,3,27,"Total3Putts2025",2005
60,60,"Brandt Jobe",96,3,43,"Total3Putts2025",2005
60,60,"Steve Jones",56,3,29,"Total3Putts2025",2005
60,60,"Skip Kendall",80,3,39,"Total3Putts2025",2005
60,60,"Hank Kuehne",84,3,42,"Total3Putts2025",2005
60,60,"Bernhard Langer",67,3,28,"Total3Putts2025",2005
60,60,"Davis Love III",80,3,33,"Total3Putts2025",2005
60,60,"Andrew Magee",82,3,38,"Total3Putts2025",2005
60,60,"Shigeki Maruyama",99,3,35,"Total3Putts2025",2005
60,60,"Rocco Mediate",73,3,49,"Total3Putts2025",2005
60,60,"Joe Ogilvie",103,3,44,"Total3Putts2025",2005
60,60,"Ryan Palmer",101,3,40,"Total3Putts2025",2005
60,60,"Dennis Paulson",63,3,33,"Total3Putts2025",2005
60,60,"Pat Perez",89,3,47,"Total3Putts2025",2005
60,60,"Craig Perks",67,3,40,"Total3Putts2025",2005
60,60,"Ted Purdy",122,3,67,"Total3Putts2025",2005
60,60,"Brett Quigley",96,3,37,"Total3Putts2025",2005
60,60,"Tag Ridings",93,3,44,"Total3Putts2025",2005
60,60,"John Rollins",97,3,49,"Total3Putts2025",2005
60,60,"Rory Sabbatini",81,3,38,"Total3Putts2025",2005
60,60,"Joey Sindelar",104,3,57,"Total3Putts2025",2005
60,60,"Darron Stiles",78,3,42,"Total3Putts2025",2005
60,60,"Roland Thatcher",75,3,64,"Total3Putts2025",2005
60,60,"Mario Tiziani",67,3,30,"Total3Putts2025",2005
60,60,"Duffy Waldorf",86,3,42,"Total3Putts2025",2005
104,104,"Jason Allred",75,2,39,"Total3Putts2025",2005
104,104,"Chris Anderson",66,2,26,"Total3Putts2025",2005
104,104,"Paul Azinger",66,2,27,"Total3Putts2025",2005
104,104,"Brian Bateman",98,2,45,"Total3Putts2025",2005
104,104,"Rich Beem",66,2,29,"Total3Putts2025",2005
104,104,"Mark Brooks",72,2,32,"Total3Putts2025",2005
104,104,"Olin Browne",99,2,31,"Total3Putts2025",2005
104,104,"Chad Campbell",95,2,41,"Total3Putts2025",2005
104,104,"John Daly",78,2,32,"Total3Putts2025",2005
104,104,"Chris DiMarco",83,2,20,"Total3Putts2025",2005
104,104,"Luke Donald",67,2,17,"Total3Putts2025",2005
104,104,"Todd Fischer",99,2,29,"Total3Putts2025",2005
104,104,"Dan Forsman",52,2,29,"Total3Putts2025",2005
104,104,"Harrison Frazar",105,2,49,"Total3Putts2025",2005
104,104,"Jim Furyk",94,2,33,"Total3Putts2025",2005
104,104,"Robert Gamez",91,2,39,"Total3Putts2025",2005
104,104,"Retief Goosen",71,2,14,"Total3Putts2025",2005
104,104,"Scott Gutschewski",86,2,34,"Total3Putts2025",2005
