"Total1Putts510_RANKTHISWEEK_2005","Total1Putts510_RANKLASTWEEK_2005","Total1Putts510_PLAYERNAME_2005","Total1Putts510_ROUNDS_2005","Total1Putts510_TOTAL_2005","Total1Putts510_TOTALFORALLDISTANCES_2005","Total1Putts510_PCTOFALL1PUTTS_2005","stat_name","year"
1,1,"Billy Mayfair",114,208,659,31.6,"Total1Putts510",2005
2,2,"Brian Gay",101,199,701,28.4,"Total1Putts510",2005
3,3,"Daniel Chopra",108,192,679,28.3,"Total1Putts510",2005
4,4,"Harrison Frazar",105,191,656,29.1,"Total1Putts510",2005
4,4,"Carl Pettersson",109,191,673,28.4,"Total1Putts510",2005
4,4,"Patrick Sheehan",114,191,698,27.4,"Total1Putts510",2005
7,7,"Vaughn Taylor",99,189,637,29.7,"Total1Putts510",2005
8,8,"Tag Ridings",93,188,628,29.9,"Total1Putts510",2005
9,9,"Todd Fischer",99,187,656,28.5,"Total1Putts510",2005
9,9,"Joe Ogilvie",103,187,620,30.2,"Total1Putts510",2005
11,11,"JL Lewis",98,185,578,32,"Total1Putts510",2005
12,12,"Heath Slocum",103,183,615,29.8,"Total1Putts510",2005
13,13,"Shigeki Maruyama",99,182,635,28.7,"Total1Putts510",2005
14,14,"Woody Austin",100,181,645,28.1,"Total1Putts510",2005
15,15,"Hidemichi Tanaka",106,180,655,27.5,"Total1Putts510",2005
16,16,"Justin Rose",99,179,613,29.2,"Total1Putts510",2005
16,16,"Vijay Singh",111,179,642,27.9,"Total1Putts510",2005
18,18,"Olin Browne",99,174,570,30.5,"Total1Putts510",2005
18,18,"Zach Johnson",96,174,591,29.4,"Total1Putts510",2005
18,18,"Ryan Palmer",101,174,577,30.2,"Total1Putts510",2005
18,18,"Joey Sindelar",104,174,666,26.1,"Total1Putts510",2005
22,22,"Kent Jones",99,173,626,27.6,"Total1Putts510",2005
23,23,"Jonathan Byrd",103,171,650,26.3,"Total1Putts510",2005
24,24,"Robert Gamez",91,170,593,28.7,"Total1Putts510",2005
24,24,"Tom Pernice Jr",111,170,650,26.2,"Total1Putts510",2005
26,26,"Brett Quigley",96,169,605,27.9,"Total1Putts510",2005
27,27,"Aaron Baddeley",84,168,585,28.7,"Total1Putts510",2005
27,27,"Brandt Jobe",96,168,563,29.8,"Total1Putts510",2005
27,27,"Bo Van Pelt",112,168,653,25.7,"Total1Putts510",2005
30,30,"Fred Funk",102,167,563,29.7,"Total1Putts510",2005
31,31,"Kevin Na",88,166,610,27.2,"Total1Putts510",2005
32,32,"Sean OHair",103,165,597,27.6,"Total1Putts510",2005
32,32,"Ted Purdy",122,165,652,25.3,"Total1Putts510",2005
34,34,"Tim Petrovic",97,164,546,30,"Total1Putts510",2005
35,35,"Briny Baird",98,163,585,27.9,"Total1Putts510",2005
35,35,"Len Mattiace",86,163,572,28.5,"Total1Putts510",2005
35,35,"Joey Snyder III",102,163,564,28.9,"Total1Putts510",2005
38,38,"Ben Crane",78,161,524,30.7,"Total1Putts510",2005
39,39,"Tim Herron",100,160,607,26.4,"Total1Putts510",2005
40,40,"Jeff Sluman",94,159,585,27.2,"Total1Putts510",2005
41,41,"Cameron Beckman",96,158,607,26,"Total1Putts510",2005
41,41,"Tom Byrum",83,158,509,31,"Total1Putts510",2005
41,41,"Robert Damron",89,158,550,28.7,"Total1Putts510",2005
41,41,"Neal Lancaster",95,158,605,26.1,"Total1Putts510",2005
41,41,"Dean Wilson",86,158,559,28.3,"Total1Putts510",2005
46,46,"Mark Calcavecchia",92,157,555,28.3,"Total1Putts510",2005
46,46,"John Senden",101,157,576,27.3,"Total1Putts510",2005
48,48,"Jason Bohn",91,156,560,27.9,"Total1Putts510",2005
48,48,"Frank Lickliter II",100,156,570,27.4,"Total1Putts510",2005
48,48,"DA Points",94,156,555,28.1,"Total1Putts510",2005
48,48,"Kevin Stadler",96,156,575,27.1,"Total1Putts510",2005
52,52,"John Huston",90,155,585,26.5,"Total1Putts510",2005
52,52,"Geoff Ogilvy",97,155,551,28.1,"Total1Putts510",2005
54,54,"Steve Allan",102,154,622,24.8,"Total1Putts510",2005
55,55,"Hunter Mahan",103,153,643,23.8,"Total1Putts510",2005
56,56,"Marco Dawson",82,151,552,27.4,"Total1Putts510",2005
56,56,"Hank Kuehne",84,151,538,28.1,"Total1Putts510",2005
58,58,"Chad Campbell",95,150,509,29.5,"Total1Putts510",2005
58,58,"Stewart Cink",98,150,513,29.2,"Total1Putts510",2005
58,58,"JJ Henry",102,150,554,27.1,"Total1Putts510",2005
58,58,"John Rollins",97,150,546,27.5,"Total1Putts510",2005
58,58,"Charlie Wi",67,150,476,31.5,"Total1Putts510",2005
63,63,"Lucas Glover",88,149,532,28,"Total1Putts510",2005
63,63,"Todd Hamilton",94,149,534,27.9,"Total1Putts510",2005
63,63,"Rory Sabbatini",81,149,434,34.3,"Total1Putts510",2005
63,63,"Scott Verplank",87,149,473,31.5,"Total1Putts510",2005
67,67,"Bart Bryant",91,148,521,28.4,"Total1Putts510",2005
67,67,"Andrew Magee",82,148,471,31.4,"Total1Putts510",2005
67,67,"Pat Perez",89,148,560,26.4,"Total1Putts510",2005
