"ConsecutiveGIR_RANKTHISWEEK_2014","ConsecutiveGIR_RANKLASTWEEK_2014","ConsecutiveGIR_PLAYERNAME_2014","ConsecutiveGIR_EVENTS_2014","ConsecutiveGIR_STREAK_2014","ConsecutiveGIR_CURRENTSTREAK_2014","ConsecutiveGIR_ROUND_2014","ConsecutiveGIR_HOLE_2014","ConsecutiveGIR_YEARTOURN_2014","stat_name","year"
27,27,"DH Lee",20,21,NA,1,2,2014280,"ConsecutiveGIR",2014
27,27,"Danny Lee",28,21,7,3,5,2014050,"ConsecutiveGIR",2014
27,27,"Camilo Villegas",29,21,3,1,12,2014450,"ConsecutiveGIR",2014
31,31,"Paul Casey",16,20,1,3,2,2014040,"ConsecutiveGIR",2014
31,31,"Nicolas Colsaerts",12,20,1,3,15,2014200,"ConsecutiveGIR",2014
31,31,"Harris English",28,20,2,4,6,2014390,"ConsecutiveGIR",2014
31,31,"Sergio Garcia",16,20,3,2,12,2014430,"ConsecutiveGIR",2014
31,31,"Luke Guthrie",26,20,1,4,3,2014020,"ConsecutiveGIR",2014
31,31,"Peter Hanson",13,20,NA,1,16,2014040,"ConsecutiveGIR",2014
31,31,"Charley Hoffman",25,20,1,1,13,2014320,"ConsecutiveGIR",2014
31,31,"Russell Knox",26,20,NA,1,6,2014020,"ConsecutiveGIR",2014
31,31,"Francesco Molinari",12,20,4,2,11,2014430,"ConsecutiveGIR",2014
31,31,"Kevin Na",27,20,NA,3,12,2014010,"ConsecutiveGIR",2014
31,31,"John Peterson",25,20,3,2,6,2014020,"ConsecutiveGIR",2014
31,31,"Michael Putnam",30,20,NA,4,17,2014240,"ConsecutiveGIR",2014
31,31,"Chris Smith",7,20,NA,1,1,2014200,"ConsecutiveGIR",2014
44,44,"Wu Ashun",2,19,NA,3,10,2014040,"ConsecutiveGIR",2014
44,44,"Ben Curtis",24,19,NA,4,7,2014240,"ConsecutiveGIR",2014
44,44,"Joe Durant",15,19,4,1,7,2014450,"ConsecutiveGIR",2014
44,44,"Rickie Fowler",26,19,1,3,13,2014130,"ConsecutiveGIR",2014
44,44,"Hiroyuki Fujita",1,19,1,2,14,2014040,"ConsecutiveGIR",2014
44,44,"Robert Garrigus",25,19,4,1,5,2014020,"ConsecutiveGIR",2014
44,44,"Paul Goydos",19,19,NA,1,12,2014250,"ConsecutiveGIR",2014
44,44,"JJ Henry",28,19,NA,4,12,2014380,"ConsecutiveGIR",2014
44,44,"Charles Howell III",29,19,1,2,7,2014010,"ConsecutiveGIR",2014
44,44,"Trevor Immelman",28,19,NA,2,18,2014020,"ConsecutiveGIR",2014
44,44,"Dustin Johnson",17,19,NA,1,10,2014110,"ConsecutiveGIR",2014
44,44,"Jerry Kelly",23,19,NA,1,18,2014130,"ConsecutiveGIR",2014
44,44,"John Merrick",25,19,4,2,2,2014150,"ConsecutiveGIR",2014
44,44,"Louis Oosthuizen",16,19,3,2,17,2014040,"ConsecutiveGIR",2014
44,44,"Alvaro Quiros",2,19,NA,2,12,2014060,"ConsecutiveGIR",2014
44,44,"Adam Scott",17,19,1,4,7,2014470,"ConsecutiveGIR",2014
44,44,"Nicholas Thompson",30,19,2,3,13,2014130,"ConsecutiveGIR",2014
44,44,"David Toms",20,19,5,1,7,2014020,"ConsecutiveGIR",2014
44,44,"Cameron Tringale",31,19,NA,3,12,2014280,"ConsecutiveGIR",2014
63,63,"Briny Baird",17,18,2,3,7,2014010,"ConsecutiveGIR",2014
63,63,"Brian Davis",28,18,NA,3,10,2014130,"ConsecutiveGIR",2014
63,63,"James Driscoll",25,18,2,1,12,2014020,"ConsecutiveGIR",2014
63,63,"Martin Flores",26,18,NA,1,17,2014140,"ConsecutiveGIR",2014
63,63,"Billy Horschel",27,18,2,3,8,2014110,"ConsecutiveGIR",2014
63,63,"Ryo Ishikawa",24,18,1,2,15,2014130,"ConsecutiveGIR",2014
63,63,"Matt Kuchar",24,18,1,1,10,2014250,"ConsecutiveGIR",2014
63,63,"Spencer Levin",20,18,1,3,1,2014060,"ConsecutiveGIR",2014
63,63,"Bill Lunde",1,18,1,1,9,2014020,"ConsecutiveGIR",2014
63,63,"David Lynn",11,18,NA,1,13,2014140,"ConsecutiveGIR",2014
63,63,"Will Ma Kenzie",27,18,1,4,7,2014020,"ConsecutiveGIR",2014
63,63,"Brendan Steele",26,18,4,2,13,2014130,"ConsecutiveGIR",2014
63,63,"Michael Thompson",22,18,3,1,8,2014110,"ConsecutiveGIR",2014
63,63,"Tyrone Van Aswegen",25,18,1,1,1,2014450,"ConsecutiveGIR",2014
63,63,"Johnson Wagner",24,18,1,4,13,2014380,"ConsecutiveGIR",2014
63,63,"Will Wilcox",16,18,NA,2,7,2014450,"ConsecutiveGIR",2014
63,63,"Gary Woodland",25,18,1,3,2,2014110,"ConsecutiveGIR",2014
80,80,"Steven Bowditch",30,17,NA,2,9,2014130,"ConsecutiveGIR",2014
80,80,"Josh Broadaway",1,17,17,4,11,2014050,"ConsecutiveGIR",2014
80,80,"Angel Cabrera",23,17,9,4,4,2014430,"ConsecutiveGIR",2014
80,80,"Chad Campbell",18,17,NA,1,17,2014130,"ConsecutiveGIR",2014
80,80,"Erik Compton",28,17,6,2,1,2014130,"ConsecutiveGIR",2014
80,80,"Tommy Gainey",26,17,NA,2,12,2014280,"ConsecutiveGIR",2014
80,80,"Brian Harman",32,17,NA,3,1,2014390,"ConsecutiveGIR",2014
80,80,"Freddie Jacobson",27,17,NA,1,2,2014160,"ConsecutiveGIR",2014
80,80,"Chris Kirk",28,17,NA,1,3,2014380,"ConsecutiveGIR",2014
80,80,"Scott Langley",29,17,NA,2,1,2014450,"ConsecutiveGIR",2014
80,80,"Hideki Matsuyama",24,17,NA,2,14,2014490,"ConsecutiveGIR",2014
80,80,"Chez Reavie",2,17,4,4,3,2014010,"ConsecutiveGIR",2014
80,80,"Vijay Singh",25,17,7,1,9,2014020,"ConsecutiveGIR",2014
80,80,"Jordan Spieth",27,17,1,1,13,2014140,"ConsecutiveGIR",2014
80,80,"Kevin Stadler",26,17,1,1,2,2014060,"ConsecutiveGIR",2014
80,80,"Kyle Stanley",28,17,1,1,13,2014280,"ConsecutiveGIR",2014
80,80,"Shawn Stefani",17,17,NA,1,2,2014460,"ConsecutiveGIR",2014
80,80,"Kevin Streelman",24,17,1,1,4,2014470,"ConsecutiveGIR",2014
80,80,"Josh Teater",28,17,NA,2,15,2014060,"ConsecutiveGIR",2014
80,80,"Brendon Todd",29,17,1,3,3,2014020,"ConsecutiveGIR",2014
80,80,"Bubba Watson",21,17,5,3,9,2014480,"ConsecutiveGIR",2014
101,101,"Robert Allenby",29,16,2,4,15,2014310,"ConsecutiveGIR",2014
101,101,"Kiradech Aphibarnrat",9,16,4,2,14,2014030,"ConsecutiveGIR",2014
101,101,"Stuart Appleby",29,16,1,4,7,2014120,"ConsecutiveGIR",2014
101,101,"Keegan Bradley",26,16,3,1,14,2014140,"ConsecutiveGIR",2014
101,101,"Scott Brown",30,16,NA,4,2,2014120,"ConsecutiveGIR",2014
101,101,"Jason Day",15,16,3,1,10,2014140,"ConsecutiveGIR",2014
101,101,"Jason Dufner",17,16,NA,2,8,2014370,"ConsecutiveGIR",2014
101,101,"Harrison Frazar",15,16,1,1,13,2014140,"ConsecutiveGIR",2014
101,101,"Brice Garnett",28,16,4,1,3,2014360,"ConsecutiveGIR",2014
101,101,"Bill Haas",28,16,1,1,17,2014450,"ConsecutiveGIR",2014
101,101,"Chesson Hadley",29,16,NA,4,13,2014020,"ConsecutiveGIR",2014
101,101,"Scott Hend",3,16,NA,4,16,2014030,"ConsecutiveGIR",2014
101,101,"Bronson La Cassie",18,16,4,1,5,2014130,"ConsecutiveGIR",2014
101,101,"David Lingmerth",26,16,NA,3,16,2014220,"ConsecutiveGIR",2014
101,101,"Jeff Maggert",19,16,1,3,2,2014130,"ConsecutiveGIR",2014
101,101,"Troy Matteson",23,16,NA,4,3,2014020,"ConsecutiveGIR",2014
101,101,"William McGirt",29,16,1,1,7,2014450,"ConsecutiveGIR",2014
101,101,"Carl Pettersson",28,16,1,4,9,2014020,"ConsecutiveGIR",2014
101,101,"Ted Potter Jr",24,16,1,1,10,2014020,"ConsecutiveGIR",2014
101,101,"John Senden",27,16,2,3,9,2014480,"ConsecutiveGIR",2014
101,101,"Henrik Stenson",15,16,NA,2,18,2014040,"ConsecutiveGIR",2014
101,101,"Chris Stroud",25,16,NA,2,1,2014130,"ConsecutiveGIR",2014
101,101,"Jimmy Walker",27,16,1,3,2,2014110,"ConsecutiveGIR",2014
124,124,"Stephen Ames",18,15,3,3,12,2014130,"ConsecutiveGIR",2014
124,124,"Jonathan Byrd",24,15,7,1,5,2014050,"ConsecutiveGIR",2014
124,124,"Roberto Castro",27,15,4,1,7,2014280,"ConsecutiveGIR",2014
124,124,"Bud Cauley",19,15,NA,1,4,2014450,"ConsecutiveGIR",2014
124,124,"Brendon de Jonge",31,15,1,1,11,2014390,"ConsecutiveGIR",2014
124,124,"Ernie Els",24,15,2,2,1,2014410,"ConsecutiveGIR",2014
124,124,"Gonzalo Fdez Castano",25,15,1,2,5,2014360,"ConsecutiveGIR",2014
124,124,"Brian Gay",26,15,2,4,3,2014110,"ConsecutiveGIR",2014
124,124,"James Hahn",27,15,NA,4,18,2014250,"ConsecutiveGIR",2014
124,124,"Edward Loar",19,15,5,1,10,2014390,"ConsecutiveGIR",2014
124,124,"Hunter Mahan",25,15,NA,1,10,2014430,"ConsecutiveGIR",2014
124,124,"Ben Martin",26,15,NA,1,14,2014010,"ConsecutiveGIR",2014
124,124,"George McNeill",24,15,4,2,11,2014200,"ConsecutiveGIR",2014
124,124,"Troy Merritt",20,15,NA,2,18,2014390,"ConsecutiveGIR",2014
124,124,"Bryce Molder",25,15,7,1,6,2014250,"ConsecutiveGIR",2014
124,124,"Ryan Moore",24,15,NA,3,9,2014150,"ConsecutiveGIR",2014
124,124,"Seung Yul Noh",27,15,4,3,6,2014360,"ConsecutiveGIR",2014
124,124,"Sean OHair",25,15,3,1,2,2014160,"ConsecutiveGIR",2014
124,124,"Geoff Ogilvy",26,15,1,1,1,2014160,"ConsecutiveGIR",2014
124,124,"Jeff Overton",24,15,5,2,3,2014130,"ConsecutiveGIR",2014
124,124,"Ryan Palmer",23,15,6,2,11,2014190,"ConsecutiveGIR",2014
124,124,"Kevin Tway",23,15,4,2,9,2014380,"ConsecutiveGIR",2014
124,124,"Bo Van Pelt",25,15,5,4,15,2014450,"ConsecutiveGIR",2014
124,124,"YE Yang",28,15,4,1,12,2014020,"ConsecutiveGIR",2014
148,148,"Ricky Barnes",27,14,NA,2,16,2014310,"ConsecutiveGIR",2014
148,148,"Jason Bohn",25,14,NA,1,3,2014020,"ConsecutiveGIR",2014
148,148,"Rafa Cabrera Bello",5,14,NA,2,7,2014200,"ConsecutiveGIR",2014
148,148,"Patrick Cantlay",5,14,NA,4,7,2014380,"ConsecutiveGIR",2014
148,148,"Greg Chalmers",27,14,1,4,12,2014120,"ConsecutiveGIR",2014
148,148,"KJ Choi",23,14,NA,2,17,2014030,"ConsecutiveGIR",2014
148,148,"Glen Day",5,14,NA,2,10,2014390,"ConsecutiveGIR",2014
148,148,"Jamie Donaldson",12,14,NA,4,2,2014040,"ConsecutiveGIR",2014
148,148,"Derek Ernst",28,14,1,1,13,2014280,"ConsecutiveGIR",2014
148,148,"Brad Fritsch",18,14,NA,2,1,2014390,"ConsecutiveGIR",2014
148,148,"Lucas Glover",26,14,7,3,4,2014050,"ConsecutiveGIR",2014
148,148,"Fabian Gomez",4,14,1,1,7,2014160,"ConsecutiveGIR",2014
148,148,"Oliver Goss",7,14,NA,3,3,2014380,"ConsecutiveGIR",2014
148,148,"Billy Hurley III",26,14,3,4,4,2014330,"ConsecutiveGIR",2014
148,148,"Jason Kokrak",19,14,NA,1,15,2014300,"ConsecutiveGIR",2014
148,148,"Marc Leishman",24,14,1,1,13,2014140,"ConsecutiveGIR",2014
148,148,"Davis Love III",22,14,NA,2,1,2014290,"ConsecutiveGIR",2014
148,148,"Greg Owen",8,14,1,2,7,2014200,"ConsecutiveGIR",2014
148,148,"Jesper Parnevik",3,14,2,1,5,2014200,"ConsecutiveGIR",2014
148,148,"Ian Poulter",17,14,12,3,1,2014040,"ConsecutiveGIR",2014
148,148,"Alex Prugh",16,14,NA,2,17,2014280,"ConsecutiveGIR",2014
148,148,"Wes Roach",22,14,3,1,1,2014280,"ConsecutiveGIR",2014
148,148,"Heath Slocum",23,14,1,1,8,2014160,"ConsecutiveGIR",2014
148,148,"Robert Streb",21,14,2,2,6,2014010,"ConsecutiveGIR",2014
148,148,"Nick Watney",25,14,2,4,3,2014450,"ConsecutiveGIR",2014
148,148,"Lee Williams",13,14,NA,2,15,2014200,"ConsecutiveGIR",2014
148,148,"Mark Wilson",25,14,NA,2,18,2014330,"ConsecutiveGIR",2014
175,175,"Sangmoon Bae",24,13,NA,1,15,2014160,"ConsecutiveGIR",2014
175,175,"Charlie Beljan",26,13,7,3,8,2014380,"ConsecutiveGIR",2014
175,175,"Thomas Bjorn",9,13,1,3,13,2014040,"ConsecutiveGIR",2014
175,175,"Gregory Bourdy",2,13,3,2,9,2014040,"ConsecutiveGIR",2014
175,175,"Ben Crane",25,13,3,1,11,2014280,"ConsecutiveGIR",2014
175,175,"Kevin Foley",15,13,NA,1,6,2014160,"ConsecutiveGIR",2014
175,175,"Scott Gardiner",18,13,3,1,6,2014160,"ConsecutiveGIR",2014
175,175,"Bobby Gates",14,13,1,1,16,2014120,"ConsecutiveGIR",2014
175,175,"Retief Goosen",26,13,1,2,16,2014370,"ConsecutiveGIR",2014
175,175,"Jason Gore",7,13,5,4,4,2014170,"ConsecutiveGIR",2014
175,175,"Russell Henley",29,13,2,2,13,2014460,"ConsecutiveGIR",2014
175,175,"Tim Herron",15,13,NA,1,11,2014190,"ConsecutiveGIR",2014
175,175,"JB Holmes",24,13,NA,3,9,2014140,"ConsecutiveGIR",2014
175,175,"Max Homa",8,13,NA,2,1,2014200,"ConsecutiveGIR",2014
175,175,"Matt Jones",25,13,NA,4,16,2014230,"ConsecutiveGIR",2014
175,175,"Shiv Kapur",2,13,1,1,15,2014030,"ConsecutiveGIR",2014
175,175,"Hyung Sung Kim",6,13,3,3,17,2014330,"ConsecutiveGIR",2014
175,175,"Kevin Kisner",26,13,1,1,1,2014450,"ConsecutiveGIR",2014
175,175,"Brooks Koepka",16,13,NA,1,4,2014060,"ConsecutiveGIR",2014
175,175,"Peter Malnati",18,13,4,3,5,2014130,"ConsecutiveGIR",2014
175,175,"Phil Mickelson",21,13,1,2,7,2014290,"ConsecutiveGIR",2014
175,175,"Pat Perez",25,13,1,2,5,2014270,"ConsecutiveGIR",2014
175,175,"Scott Piercy",12,13,4,2,9,2014410,"ConsecutiveGIR",2014
175,175,"Andres Romero",26,13,NA,4,5,2014410,"ConsecutiveGIR",2014
175,175,"Rory Sabbatini",26,13,NA,1,10,2014300,"ConsecutiveGIR",2014
175,175,"Brandt Snedeker",25,13,7,3,11,2014040,"ConsecutiveGIR",2014
175,175,"Richard Sterne",7,13,NA,3,11,2014040,"ConsecutiveGIR",2014
175,175,"Lee Westwood",18,13,4,1,2,2014140,"ConsecutiveGIR",2014
203,203,"Alex Aragon",18,12,NA,1,3,2014450,"ConsecutiveGIR",2014
203,203,"Woody Austin",22,12,1,3,13,2014380,"ConsecutiveGIR",2014
203,203,"Eric Axley",10,12,2,1,8,2014200,"ConsecutiveGIR",2014
203,203,"Jonas Blixt",21,12,6,4,11,2014040,"ConsecutiveGIR",2014
203,203,"Mark Brown",1,12,1,2,16,2014040,"ConsecutiveGIR",2014
203,203,"Rafael Campos",1,12,1,3,12,2014200,"ConsecutiveGIR",2014
203,203,"Will Claxton",8,12,1,3,17,2014010,"ConsecutiveGIR",2014
203,203,"Luke Donald",17,12,5,3,8,2014250,"ConsecutiveGIR",2014
203,203,"Andres Gonzales",2,12,7,2,6,2014010,"ConsecutiveGIR",2014
203,203,"Emiliano Grillo",1,12,1,4,4,2014200,"ConsecutiveGIR",2014
203,203,"Adam Hadwin",1,12,NA,1,6,2014410,"ConsecutiveGIR",2014
203,203,"Berry Henson",1,12,NA,3,14,2014030,"ConsecutiveGIR",2014
203,203,"Jim Herman",21,12,NA,2,12,2014020,"ConsecutiveGIR",2014
203,203,"John Huh",28,12,NA,1,8,2014010,"ConsecutiveGIR",2014
203,203,"Lee Janzen",8,12,NA,1,6,2014160,"ConsecutiveGIR",2014
203,203,"Justin Leonard",22,12,NA,3,2,2014120,"ConsecutiveGIR",2014
203,203,"Shane Lowry",3,12,1,1,8,2014400,"ConsecutiveGIR",2014
203,203,"Rocco Mediate",3,12,NA,1,17,2014010,"ConsecutiveGIR",2014
203,203,"Tim Petrovic",10,12,NA,2,10,2014360,"ConsecutiveGIR",2014
203,203,"DA Points",27,12,1,2,5,2014280,"ConsecutiveGIR",2014
203,203,"Dicky Pride",13,12,6,1,2,2014450,"ConsecutiveGIR",2014
203,203,"Patrick Reed",28,12,NA,2,3,2014470,"ConsecutiveGIR",2014
203,203,"Jim Renner",25,12,6,4,12,2014380,"ConsecutiveGIR",2014
203,203,"Charl Schwartzel",18,12,NA,3,12,2014460,"ConsecutiveGIR",2014
203,203,"Scott Stallings",28,12,6,2,16,2014460,"ConsecutiveGIR",2014
203,203,"Paul Stankowski",3,12,3,2,7,2014200,"ConsecutiveGIR",2014
203,203,"Charlie Wi",25,12,NA,4,7,2014130,"ConsecutiveGIR",2014
203,203,"Tim Wilkinson",25,12,1,4,7,2014230,"ConsecutiveGIR",2014
231,231,"Blake Adams",8,11,1,2,1,2014060,"ConsecutiveGIR",2014
231,231,"Seukhyun Baek",2,11,NA,3,13,2014040,"ConsecutiveGIR",2014
231,231,"Gaganjeet Bhullar",2,11,NA,2,14,2014040,"ConsecutiveGIR",2014
231,231,"Kris Blanks",8,11,2,1,1,2014360,"ConsecutiveGIR",2014
231,231,"Chad Collins",28,11,NA,2,10,2014130,"ConsecutiveGIR",2014
231,231,"John Daly",15,11,NA,3,13,2014200,"ConsecutiveGIR",2014
231,231,"Victor Dubuisson",10,11,2,4,16,2014400,"ConsecutiveGIR",2014
231,231,"Fred Funk",8,11,NA,1,17,2014200,"ConsecutiveGIR",2014
231,231,"Stephen Gallacher",12,11,NA,3,14,2014210,"ConsecutiveGIR",2014
231,231,"Branden Grace",11,11,2,1,1,2014250,"ConsecutiveGIR",2014
231,231,"Nathan Green",4,11,NA,3,12,2014410,"ConsecutiveGIR",2014
231,231,"Padraig Harrington",16,11,1,2,12,2014150,"ConsecutiveGIR",2014
231,231,"David Howell",3,11,NA,3,4,2014400,"ConsecutiveGIR",2014
231,231,"Ryuji Imada",9,11,NA,2,1,2014200,"ConsecutiveGIR",2014
231,231,"Derek Lamely",2,11,3,2,13,2014200,"ConsecutiveGIR",2014
231,231,"Richard Lee",27,11,NA,3,2,2014390,"ConsecutiveGIR",2014
231,231,"Matteo Manassero",10,11,NA,3,16,2014040,"ConsecutiveGIR",2014
231,231,"Steve Marino",13,11,NA,4,5,2014410,"ConsecutiveGIR",2014
231,231,"Scott McCarron",12,11,NA,2,5,2014280,"ConsecutiveGIR",2014
231,231,"Graeme McDowell",17,11,1,1,13,2014190,"ConsecutiveGIR",2014
231,231,"Alan Morin",1,11,1,1,16,2014190,"ConsecutiveGIR",2014
231,231,"Joe Ogilvie",13,11,NA,2,2,2014060,"ConsecutiveGIR",2014
231,231,"Brett Quigley",1,11,NA,3,15,2014130,"ConsecutiveGIR",2014
231,231,"Steve Stricker",11,11,2,2,7,2014390,"ConsecutiveGIR",2014
231,231,"Tom Watson",5,11,1,2,11,2014400,"ConsecutiveGIR",2014
231,231,"Mike Weir",25,11,NA,2,5,2014050,"ConsecutiveGIR",2014
231,231,"Bernd Wiesberger",4,11,1,1,4,2014400,"ConsecutiveGIR",2014
258,258,"Jason Allred",9,10,NA,2,1,2014450,"ConsecutiveGIR",2014
258,258,"Benjamin Alvarado",6,10,NA,1,10,2014380,"ConsecutiveGIR",2014
258,258,"Aaron Baddeley",24,10,1,2,13,2014360,"ConsecutiveGIR",2014
258,258,"Matt Bettencourt",14,10,NA,2,10,2014310,"ConsecutiveGIR",2014
258,258,"Justin Bolli",6,10,NA,1,8,2014450,"ConsecutiveGIR",2014
258,258,"Miguel Angel Carballo",15,10,NA,4,11,2014360,"ConsecutiveGIR",2014
258,258,"Case Cochran",1,10,5,2,11,2014310,"ConsecutiveGIR",2014
258,258,"George Coetzee",6,10,1,2,14,2014040,"ConsecutiveGIR",2014
258,258,"Cody Gribble",1,10,3,3,2,2014350,"ConsecutiveGIR",2014
258,258,"Steven Ihm",1,10,NA,1,14,2014390,"ConsecutiveGIR",2014
258,258,"Thongchai Jaidee",9,10,2,4,5,2014040,"ConsecutiveGIR",2014
258,258,"Joost Luiten",9,10,2,1,15,2014300,"ConsecutiveGIR",2014
258,258,"John Mallinger",14,10,3,2,8,2014150,"ConsecutiveGIR",2014
258,258,"Len Mattiace",4,10,NA,2,1,2014450,"ConsecutiveGIR",2014
258,258,"Jordan Niebrugge",2,10,5,2,9,2014390,"ConsecutiveGIR",2014
258,258,"Kevin Penner",1,10,1,2,11,2014020,"ConsecutiveGIR",2014
258,258,"Kenny Perry",5,10,3,1,18,2014440,"ConsecutiveGIR",2014
258,258,"Kyle Reifers",2,10,NA,1,12,2014020,"ConsecutiveGIR",2014
258,258,"Tag Ridings",12,10,NA,1,17,2014390,"ConsecutiveGIR",2014
258,258,"Sam Saunders",1,10,NA,1,2,2014230,"ConsecutiveGIR",2014
258,258,"Scottie Scheffler",2,10,1,3,4,2014310,"ConsecutiveGIR",2014
258,258,"Marcel Siem",3,10,2,1,4,2014200,"ConsecutiveGIR",2014
258,258,"Ryan Sullivan",1,10,2,3,8,2014200,"ConsecutiveGIR",2014
258,258,"Jaco Van Zyl",1,10,6,3,10,2014040,"ConsecutiveGIR",2014
258,258,"Bobby Wyatt",5,10,NA,1,9,2014450,"ConsecutiveGIR",2014
283,283,"Daniel Balin",1,9,3,1,7,2014200,"ConsecutiveGIR",2014
283,283,"Cameron Beckman",12,9,NA,1,10,2014280,"ConsecutiveGIR",2014
283,283,"Shane Bertsch",1,9,NA,2,3,2014120,"ConsecutiveGIR",2014
283,283,"Mark Blakefield",1,9,4,1,3,2014220,"ConsecutiveGIR",2014
283,283,"Michael Block",2,9,NA,2,3,2014440,"ConsecutiveGIR",2014
283,283,"Michael Bradley",2,9,NA,2,12,2014390,"ConsecutiveGIR",2014
283,283,"Alex Cejka",6,9,4,1,1,2014450,"ConsecutiveGIR",2014
283,283,"Jose Coceres",6,9,6,3,11,2014020,"ConsecutiveGIR",2014
283,283,"Jon Curran",1,9,NA,2,5,2014250,"ConsecutiveGIR",2014
283,283,"Chris DiMarco",7,9,NA,1,17,2014200,"ConsecutiveGIR",2014
283,283,"Nicholas Fung",1,9,3,4,14,2014030,"ConsecutiveGIR",2014
283,283,"Simon Griffiths",1,9,2,1,17,2014350,"ConsecutiveGIR",2014
283,283,"Mike Hendry",1,9,NA,2,12,2014040,"ConsecutiveGIR",2014
283,283,"Mikko Ilonen",5,9,1,1,10,2014400,"ConsecutiveGIR",2014
283,283,"Miguel Angel Jimenez",8,9,1,1,7,2014350,"ConsecutiveGIR",2014
283,283,"Troy Kelly",2,9,NA,1,11,2014380,"ConsecutiveGIR",2014
283,283,"Doug LaBelle II",12,9,4,4,8,2014360,"ConsecutiveGIR",2014
283,283,"WC Liang",2,9,NA,2,16,2014040,"ConsecutiveGIR",2014
283,283,"Frank Lickliter II",4,9,NA,1,13,2014120,"ConsecutiveGIR",2014
283,283,"Billy Mayfair",4,9,5,1,7,2014360,"ConsecutiveGIR",2014
283,283,"Jamie McLeary",1,9,2,1,2,2014400,"ConsecutiveGIR",2014
283,283,"Colin Montgomerie",1,9,1,1,10,2014440,"ConsecutiveGIR",2014
283,283,"Koumei Oda",2,9,1,2,3,2014440,"ConsecutiveGIR",2014
283,283,"Daniel Popovic",1,9,3,3,13,2014040,"ConsecutiveGIR",2014
283,283,"Patrick Rodgers",7,9,NA,3,11,2014360,"ConsecutiveGIR",2014
283,283,"DJ Trahan",5,9,2,2,1,2014200,"ConsecutiveGIR",2014
283,283,"Marc Turnesa",6,9,6,2,12,2014020,"ConsecutiveGIR",2014
283,283,"Peter Uihlein",7,9,NA,1,3,2014220,"ConsecutiveGIR",2014
283,283,"Scott Verplank",12,9,2,3,12,2014130,"ConsecutiveGIR",2014
283,283,"Armando Villarreal",2,9,9,2,1,2014450,"ConsecutiveGIR",2014
283,283,"Marc Warren",2,9,9,4,10,2014440,"ConsecutiveGIR",2014
283,283,"Brady Watt",4,9,NA,2,8,2014350,"ConsecutiveGIR",2014
315,315,"Thomas Aiken",3,8,4,1,5,2014410,"ConsecutiveGIR",2014
315,315,"Byeong Hun An",1,8,1,4,4,2014400,"ConsecutiveGIR",2014
315,315,"Mark Anderson",8,8,2,2,2,2014310,"ConsecutiveGIR",2014
