"BirdietoBogeyRatio_RANKTHISWEEK_2007","BirdietoBogeyRatio_RANKLASTWEEK_2007","BirdietoBogeyRatio_PLAYERNAME_2007","BirdietoBogeyRatio_ROUNDS_2007","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2007","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2007","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2007","stat_name","year"
1,1,"Tiger Woods",63,1.86,253,136,"BirdietoBogeyRatio",2007
2,2,"Jeff Overton",60,1.44,226,157,"BirdietoBogeyRatio",2007
3,3,"Alex Cejka",80,1.41,295,209,"BirdietoBogeyRatio",2007
4,4,"Freddie Jacobson",70,1.39,283,203,"BirdietoBogeyRatio",2007
4,4,"Heath Slocum",101,1.39,363,261,"BirdietoBogeyRatio",2007
6,6,"Jim Furyk",84,1.38,299,216,"BirdietoBogeyRatio",2007
7,7,"Steve Stricker",81,1.37,294,214,"BirdietoBogeyRatio",2007
8,8,"Phil Mickelson",73,1.36,274,202,"BirdietoBogeyRatio",2007
9,9,"Bo Van Pelt",104,1.32,384,292,"BirdietoBogeyRatio",2007
10,10,"KJ Choi",87,1.31,307,235,"BirdietoBogeyRatio",2007
10,10,"Jesper Parnevik",88,1.31,346,264,"BirdietoBogeyRatio",2007
10,10,"Jay Williamson",50,1.31,186,142,"BirdietoBogeyRatio",2007
13,13,"Kevin Na",84,1.3,323,248,"BirdietoBogeyRatio",2007
14,14,"Jonathan Byrd",73,1.29,290,225,"BirdietoBogeyRatio",2007
14,14,"Daniel Chopra",106,1.29,394,305,"BirdietoBogeyRatio",2007
14,14,"Lucas Glover",98,1.29,375,290,"BirdietoBogeyRatio",2007
14,14,"Rory Sabbatini",81,1.29,295,229,"BirdietoBogeyRatio",2007
18,18,"Cameron Beckman",96,1.28,353,276,"BirdietoBogeyRatio",2007
18,18,"Justin Rose",63,1.28,230,180,"BirdietoBogeyRatio",2007
20,20,"Briny Baird",115,1.27,418,330,"BirdietoBogeyRatio",2007
20,20,"Chris Riley",59,1.27,212,167,"BirdietoBogeyRatio",2007
22,22,"Vijay Singh",102,1.26,373,297,"BirdietoBogeyRatio",2007
22,22,"Charlie Wi",90,1.26,322,256,"BirdietoBogeyRatio",2007
24,24,"Ernie Els",59,1.25,219,175,"BirdietoBogeyRatio",2007
24,24,"Sergio Garcia",68,1.25,244,195,"BirdietoBogeyRatio",2007
26,26,"Brandt Snedeker",105,1.24,359,289,"BirdietoBogeyRatio",2007
27,27,"Tommy Armour III",81,1.23,275,223,"BirdietoBogeyRatio",2007
27,27,"Tim Clark",66,1.23,227,184,"BirdietoBogeyRatio",2007
27,27,"Brian Davis",101,1.23,369,300,"BirdietoBogeyRatio",2007
27,27,"Matt Kuchar",85,1.23,284,231,"BirdietoBogeyRatio",2007
31,31,"Bart Bryant",87,1.22,312,255,"BirdietoBogeyRatio",2007
31,31,"Anthony Kim",93,1.22,350,287,"BirdietoBogeyRatio",2007
31,31,"Sean OHair",98,1.22,363,298,"BirdietoBogeyRatio",2007
31,31,"Michael Sim",52,1.22,176,144,"BirdietoBogeyRatio",2007
35,35,"Ken Duke",112,1.2,383,319,"BirdietoBogeyRatio",2007
35,35,"Brian Gay",107,1.2,374,312,"BirdietoBogeyRatio",2007
35,35,"Charles Warren",101,1.2,395,328,"BirdietoBogeyRatio",2007
38,38,"Stewart Cink",91,1.19,320,269,"BirdietoBogeyRatio",2007
38,38,"Steve Marino",106,1.19,386,325,"BirdietoBogeyRatio",2007
38,38,"Tag Ridings",52,1.19,192,162,"BirdietoBogeyRatio",2007
38,38,"John Senden",97,1.19,344,290,"BirdietoBogeyRatio",2007
42,42,"Woody Austin",95,1.18,339,288,"BirdietoBogeyRatio",2007
42,42,"Nathan Green",103,1.18,366,310,"BirdietoBogeyRatio",2007
42,42,"Bob Heintz",85,1.18,314,266,"BirdietoBogeyRatio",2007
42,42,"Ryuji Imada",104,1.18,386,327,"BirdietoBogeyRatio",2007
46,46,"Mark Calcavecchia",93,1.17,367,313,"BirdietoBogeyRatio",2007
46,46,"Stephen Leaney",82,1.17,263,225,"BirdietoBogeyRatio",2007
46,46,"Kenny Perry",83,1.17,290,247,"BirdietoBogeyRatio",2007
46,46,"Adam Scott",69,1.17,267,229,"BirdietoBogeyRatio",2007
46,46,"Scott Verplank",82,1.17,274,234,"BirdietoBogeyRatio",2007
46,46,"Bubba Watson",80,1.17,303,259,"BirdietoBogeyRatio",2007
52,52,"Aaron Baddeley",83,1.16,292,252,"BirdietoBogeyRatio",2007
52,52,"Jason Gore",86,1.16,313,269,"BirdietoBogeyRatio",2007
52,52,"Bill Haas",93,1.16,334,287,"BirdietoBogeyRatio",2007
52,52,"Billy Mayfair",98,1.16,336,290,"BirdietoBogeyRatio",2007
52,52,"Joe Ogilvie",102,1.16,388,335,"BirdietoBogeyRatio",2007
57,57,"Craig Bowden",78,1.15,269,234,"BirdietoBogeyRatio",2007
57,57,"Ryan Moore",92,1.15,332,288,"BirdietoBogeyRatio",2007
57,57,"Carl Pettersson",111,1.15,409,356,"BirdietoBogeyRatio",2007
57,57,"Camilo Villegas",82,1.15,296,257,"BirdietoBogeyRatio",2007
57,57,"Nick Watney",87,1.15,321,278,"BirdietoBogeyRatio",2007
62,62,"Padraig Harrington",64,1.14,222,195,"BirdietoBogeyRatio",2007
62,62,"Zach Johnson",76,1.14,246,216,"BirdietoBogeyRatio",2007
62,62,"Kent Jones",97,1.14,351,309,"BirdietoBogeyRatio",2007
62,62,"Cliff Kresge",107,1.14,369,324,"BirdietoBogeyRatio",2007
62,62,"Hunter Mahan",91,1.14,332,290,"BirdietoBogeyRatio",2007
62,62,"Tim Petrovic",106,1.14,383,335,"BirdietoBogeyRatio",2007
68,68,"Steve Allan",63,1.13,241,213,"BirdietoBogeyRatio",2007
68,68,"Craig Barlow",52,1.13,189,167,"BirdietoBogeyRatio",2007
68,68,"JP Hayes",89,1.13,323,285,"BirdietoBogeyRatio",2007
68,68,"Peter Lonard",85,1.13,287,254,"BirdietoBogeyRatio",2007
68,68,"Steve Lowery",74,1.13,273,242,"BirdietoBogeyRatio",2007
68,68,"Jarrod Lyle",77,1.13,276,244,"BirdietoBogeyRatio",2007
68,68,"Jeff Maggert",79,1.13,276,244,"BirdietoBogeyRatio",2007
68,68,"John Merrick",92,1.13,333,294,"BirdietoBogeyRatio",2007
68,68,"Kevin Sutherland",85,1.13,293,260,"BirdietoBogeyRatio",2007
77,77,"Ryan Armour",107,1.12,375,335,"BirdietoBogeyRatio",2007
77,77,"Gavin Coles",87,1.12,281,251,"BirdietoBogeyRatio",2007
77,77,"Mathew Goggin",97,1.12,329,293,"BirdietoBogeyRatio",2007
77,77,"Craig Kanada",109,1.12,372,331,"BirdietoBogeyRatio",2007
77,77,"Craig Lile",77,1.12,260,232,"BirdietoBogeyRatio",2007
77,77,"Vaughn Taylor",91,1.12,340,304,"BirdietoBogeyRatio",2007
77,77,"Boo Weekley",101,1.12,355,316,"BirdietoBogeyRatio",2007
84,84,"Marco Dawson",73,1.11,252,228,"BirdietoBogeyRatio",2007
84,84,"Steve Elkington",87,1.11,290,262,"BirdietoBogeyRatio",2007
84,84,"Bob Estes",88,1.11,321,290,"BirdietoBogeyRatio",2007
84,84,"Robert Garrigus",95,1.11,359,322,"BirdietoBogeyRatio",2007
84,84,"Will Ma Kenzie",100,1.11,364,329,"BirdietoBogeyRatio",2007
84,84,"Johnson Wagner",97,1.11,337,303,"BirdietoBogeyRatio",2007
90,90,"Robert Allenby",90,1.1,327,298,"BirdietoBogeyRatio",2007
90,90,"George McNeill",95,1.1,335,305,"BirdietoBogeyRatio",2007
90,90,"Pat Perez",84,1.1,304,277,"BirdietoBogeyRatio",2007
90,90,"Jeff Quinney",95,1.1,342,310,"BirdietoBogeyRatio",2007
90,90,"Duffy Waldorf",69,1.1,239,218,"BirdietoBogeyRatio",2007
95,95,"Michael Allen",74,1.09,264,243,"BirdietoBogeyRatio",2007
95,95,"Mathias Gronberg",95,1.09,345,316,"BirdietoBogeyRatio",2007
95,95,"Charley Hoffman",97,1.09,364,334,"BirdietoBogeyRatio",2007
95,95,"Justin Leonard",95,1.09,312,287,"BirdietoBogeyRatio",2007
95,95,"Geoff Ogilvy",84,1.09,295,270,"BirdietoBogeyRatio",2007
95,95,"David Toms",80,1.09,269,246,"BirdietoBogeyRatio",2007
101,101,"Jose Coceres",50,1.08,158,146,"BirdietoBogeyRatio",2007
101,101,"Jeff Gove",103,1.08,347,321,"BirdietoBogeyRatio",2007
101,101,"John Mallinger",96,1.08,323,299,"BirdietoBogeyRatio",2007
101,101,"Rocco Mediate",72,1.08,262,242,"BirdietoBogeyRatio",2007
101,101,"Chris Stroud",66,1.08,227,211,"BirdietoBogeyRatio",2007
101,101,"DJ Trahan",99,1.08,326,302,"BirdietoBogeyRatio",2007
107,107,"Steve Flesch",100,1.07,335,314,"BirdietoBogeyRatio",2007
107,107,"Mark Hensby",81,1.07,272,255,"BirdietoBogeyRatio",2007
107,107,"Frank Lickliter II",95,1.07,340,318,"BirdietoBogeyRatio",2007
107,107,"Dicky Pride",71,1.07,234,218,"BirdietoBogeyRatio",2007
107,107,"John Rollins",102,1.07,347,324,"BirdietoBogeyRatio",2007
107,107,"Bob Tway",103,1.07,351,329,"BirdietoBogeyRatio",2007
107,107,"Dean Wilson",92,1.07,303,283,"BirdietoBogeyRatio",2007
107,107,"Mark Wilson",87,1.07,283,264,"BirdietoBogeyRatio",2007
115,115,"Stephen Ames",81,1.06,247,234,"BirdietoBogeyRatio",2007
115,115,"Glen Day",85,1.06,282,267,"BirdietoBogeyRatio",2007
115,115,"Brendon de Jonge",76,1.06,287,272,"BirdietoBogeyRatio",2007
115,115,"Rod Pampling",92,1.06,300,284,"BirdietoBogeyRatio",2007
115,115,"Ted Purdy",102,1.06,347,328,"BirdietoBogeyRatio",2007
120,120,"Mike Weir",82,1.05,277,263,"BirdietoBogeyRatio",2007
121,121,"Tim Herron",98,1.04,329,315,"BirdietoBogeyRatio",2007
