"BirdietoBogeyRatio_RANKTHISWEEK_2007","BirdietoBogeyRatio_RANKLASTWEEK_2007","BirdietoBogeyRatio_PLAYERNAME_2007","BirdietoBogeyRatio_ROUNDS_2007","BirdietoBogeyRatio_BIRDIETOBOGEYRATIO_2007","BirdietoBogeyRatio_TOTALBIRDIESANDBETTER_2007","BirdietoBogeyRatio_TOTALBOGEYSANDWORSE_2007","stat_name","year"
121,121,"JB Holmes",71,1.04,270,260,"BirdietoBogeyRatio",2007
121,121,"Jerry Kelly",101,1.04,339,325,"BirdietoBogeyRatio",2007
121,121,"Doug LaBelle II",104,1.04,316,305,"BirdietoBogeyRatio",2007
121,121,"Tom Lehman",62,1.04,204,197,"BirdietoBogeyRatio",2007
121,121,"Arron Oberholser",69,1.04,219,210,"BirdietoBogeyRatio",2007
127,127,"Rich Barcelo",80,1.03,276,268,"BirdietoBogeyRatio",2007
127,127,"Luke Donald",69,1.03,228,222,"BirdietoBogeyRatio",2007
127,127,"Shigeki Maruyama",84,1.03,284,277,"BirdietoBogeyRatio",2007
130,130,"Rich Beem",89,1.02,333,328,"BirdietoBogeyRatio",2007
130,130,"Jason Bohn",57,1.02,192,189,"BirdietoBogeyRatio",2007
130,130,"Jason Dufner",100,1.02,342,336,"BirdietoBogeyRatio",2007
130,130,"Troy Matteson",87,1.02,302,295,"BirdietoBogeyRatio",2007
130,130,"Parker McLachlin",83,1.02,284,279,"BirdietoBogeyRatio",2007
130,130,"Tom Pernice Jr",104,1.02,354,346,"BirdietoBogeyRatio",2007
130,130,"Kirk Triplett",77,1.02,254,249,"BirdietoBogeyRatio",2007
137,137,"Shaun Micheel",91,1.01,284,281,"BirdietoBogeyRatio",2007
137,137,"Paul Stankowski",52,1.01,187,186,"BirdietoBogeyRatio",2007
139,139,"Andrew Buckle",77,1,267,266,"BirdietoBogeyRatio",2007
140,140,"Paul Gow",70,0.99,227,230,"BirdietoBogeyRatio",2007
140,140,"Ryan Palmer",91,0.99,304,306,"BirdietoBogeyRatio",2007
140,140,"Ian Poulter",63,0.99,199,201,"BirdietoBogeyRatio",2007
140,140,"Joey Sindelar",75,0.99,248,251,"BirdietoBogeyRatio",2007
144,144,"Harrison Frazar",88,0.98,316,322,"BirdietoBogeyRatio",2007
144,144,"Robert Gamez",88,0.98,296,302,"BirdietoBogeyRatio",2007
146,146,"Jeff Brehaut",59,0.97,187,192,"BirdietoBogeyRatio",2007
146,146,"JJ Henry",86,0.97,284,294,"BirdietoBogeyRatio",2007
146,146,"Charles Howell III",89,0.97,282,292,"BirdietoBogeyRatio",2007
146,146,"Daisuke Maruyama",86,0.97,280,290,"BirdietoBogeyRatio",2007
146,146,"Michael Putnam",96,0.97,327,337,"BirdietoBogeyRatio",2007
151,151,"Billy Andrade",88,0.96,309,321,"BirdietoBogeyRatio",2007
151,151,"Mark Brooks",53,0.96,145,151,"BirdietoBogeyRatio",2007
151,151,"Tom Johnson",74,0.96,255,267,"BirdietoBogeyRatio",2007
151,151,"Greg Owen",81,0.96,273,284,"BirdietoBogeyRatio",2007
151,151,"Corey Pavin",81,0.96,246,257,"BirdietoBogeyRatio",2007
151,151,"Darron Stiles",65,0.96,236,246,"BirdietoBogeyRatio",2007
157,157,"Michael Boyd",61,0.95,192,202,"BirdietoBogeyRatio",2007
157,157,"Chris Couch",76,0.95,257,271,"BirdietoBogeyRatio",2007
157,157,"Joe Durant",88,0.95,274,288,"BirdietoBogeyRatio",2007
157,157,"Scott Gutschewski",67,0.95,233,246,"BirdietoBogeyRatio",2007
157,157,"Jason Schultz",63,0.95,202,212,"BirdietoBogeyRatio",2007
157,157,"Chris Tidland",59,0.95,187,196,"BirdietoBogeyRatio",2007
157,157,"Steve Wheatcroft",73,0.95,246,258,"BirdietoBogeyRatio",2007
164,164,"Stuart Appleby",74,0.94,235,250,"BirdietoBogeyRatio",2007
164,164,"Lee Janzen",66,0.94,215,228,"BirdietoBogeyRatio",2007
164,164,"Richard Johnson",93,0.94,271,287,"BirdietoBogeyRatio",2007
164,164,"Brett Wetterich",88,0.94,316,335,"BirdietoBogeyRatio",2007
168,168,"DJ Brigman",67,0.93,221,237,"BirdietoBogeyRatio",2007
168,168,"Tripp Isenhour",86,0.93,268,288,"BirdietoBogeyRatio",2007
170,170,"Kevin Stadler",95,0.92,306,333,"BirdietoBogeyRatio",2007
171,171,"John Daly",59,0.91,221,244,"BirdietoBogeyRatio",2007
171,171,"Trevor Immelman",74,0.91,205,225,"BirdietoBogeyRatio",2007
173,173,"Brian Bateman",55,0.9,175,194,"BirdietoBogeyRatio",2007
173,173,"Fred Funk",65,0.9,201,224,"BirdietoBogeyRatio",2007
173,173,"Anders Hansen",55,0.9,161,178,"BirdietoBogeyRatio",2007
176,176,"Eric Axley",107,0.89,340,384,"BirdietoBogeyRatio",2007
177,177,"Tom Byrum",50,0.88,140,159,"BirdietoBogeyRatio",2007
177,177,"Matt Hendrix",63,0.88,198,224,"BirdietoBogeyRatio",2007
179,179,"Henrik Stenson",52,0.87,141,163,"BirdietoBogeyRatio",2007
180,180,"Chad Campbell",96,0.86,293,340,"BirdietoBogeyRatio",2007
180,180,"Paul Goydos",60,0.86,184,214,"BirdietoBogeyRatio",2007
180,180,"Davis Love III",66,0.86,207,241,"BirdietoBogeyRatio",2007
180,180,"Nick OHern",72,0.86,205,239,"BirdietoBogeyRatio",2007
184,184,"Jaco Van Zyl",51,0.85,151,178,"BirdietoBogeyRatio",2007
185,185,"David Branshaw",83,0.84,248,296,"BirdietoBogeyRatio",2007
185,185,"Bryce Molder",56,0.84,175,208,"BirdietoBogeyRatio",2007
185,185,"Brett Quigley",79,0.84,250,297,"BirdietoBogeyRatio",2007
188,188,"Bubba Dickerson",51,0.83,163,196,"BirdietoBogeyRatio",2007
189,189,"Chris DiMarco",79,0.82,231,282,"BirdietoBogeyRatio",2007
189,189,"Kyle Reifers",71,0.82,219,266,"BirdietoBogeyRatio",2007
191,191,"Retief Goosen",50,0.79,142,180,"BirdietoBogeyRatio",2007
192,192,"Jim Rutledge",59,0.78,162,208,"BirdietoBogeyRatio",2007
193,193,"Ben Curtis",80,0.75,234,310,"BirdietoBogeyRatio",2007
194,194,"Jeff Sluman",60,0.74,174,235,"BirdietoBogeyRatio",2007
195,195,"Jose Maria Olazabal",52,0.71,143,201,"BirdietoBogeyRatio",2007
196,196,"Todd Hamilton",76,0.63,205,324,"BirdietoBogeyRatio",2007
