"FirstTeeEarlyScoringAverage_RANKTHISWEEK_2009","FirstTeeEarlyScoringAverage_RANKLASTWEEK_2009","FirstTeeEarlyScoringAverage_PLAYERNAME_2009","FirstTeeEarlyScoringAverage_ROUNDS_2009","FirstTeeEarlyScoringAverage_AVG_2009","FirstTeeEarlyScoringAverage_TOTALSTROKES_2009","FirstTeeEarlyScoringAverage_TOTEARLYRDS1STTEE_2009","stat_name","year"
22,22,"Nick OHern",90,69.96,1959,28,"FirstTeeEarlyScoringAverage",2009
22,22,"Matt Weibring",65,69.96,1679,24,"FirstTeeEarlyScoringAverage",2009
24,24,"Jason Bohn",88,70,2520,36,"FirstTeeEarlyScoringAverage",2009
24,24,"Zach Johnson",94,70,1610,23,"FirstTeeEarlyScoringAverage",2009
24,24,"Joe Ogilvie",85,70,1680,24,"FirstTeeEarlyScoringAverage",2009
24,24,"David Toms",98,70,1680,24,"FirstTeeEarlyScoringAverage",2009
24,24,"Nick Watney",86,70,1610,23,"FirstTeeEarlyScoringAverage",2009
29,29,"Jeff Maggert",79,70.05,1471,21,"FirstTeeEarlyScoringAverage",2009
29,29,"Kenny Perry",92,70.05,1541,22,"FirstTeeEarlyScoringAverage",2009
31,31,"Kevin Na",91,70.08,1822,26,"FirstTeeEarlyScoringAverage",2009
32,32,"Alex Cejka",82,70.09,1542,22,"FirstTeeEarlyScoringAverage",2009
33,33,"Jonathan Byrd",89,70.11,1963,28,"FirstTeeEarlyScoringAverage",2009
34,34,"Brandt Snedeker",81,70.12,1823,26,"FirstTeeEarlyScoringAverage",2009
35,35,"Lucas Glover",93,70.14,1543,22,"FirstTeeEarlyScoringAverage",2009
36,36,"Kevin Streelman",97,70.15,1824,26,"FirstTeeEarlyScoringAverage",2009
37,37,"Robert Garrigus",83,70.18,1544,22,"FirstTeeEarlyScoringAverage",2009
38,38,"Mark Wilson",99,70.2,2106,30,"FirstTeeEarlyScoringAverage",2009
39,39,"JJ Henry",97,70.21,1685,24,"FirstTeeEarlyScoringAverage",2009
39,39,"Steve Marino",98,70.21,2036,29,"FirstTeeEarlyScoringAverage",2009
41,41,"Greg Owen",97,70.22,1896,27,"FirstTeeEarlyScoringAverage",2009
42,42,"Jerry Kelly",90,70.23,2177,31,"FirstTeeEarlyScoringAverage",2009
43,43,"Joe Durant",62,70.26,1335,19,"FirstTeeEarlyScoringAverage",2009
43,43,"John Senden",100,70.26,2459,35,"FirstTeeEarlyScoringAverage",2009
45,45,"Dustin Johnson",85,70.27,1546,22,"FirstTeeEarlyScoringAverage",2009
45,45,"Scott Sterling",51,70.27,1054,15,"FirstTeeEarlyScoringAverage",2009
47,47,"Chris DiMarco",97,70.33,2743,39,"FirstTeeEarlyScoringAverage",2009
48,48,"Matt Bettencourt",98,70.36,2533,36,"FirstTeeEarlyScoringAverage",2009
48,48,"George McNeill",82,70.36,1759,25,"FirstTeeEarlyScoringAverage",2009
50,50,"Bill Lunde",83,70.37,2111,30,"FirstTeeEarlyScoringAverage",2009
51,51,"Spencer Levin",75,70.38,2252,32,"FirstTeeEarlyScoringAverage",2009
52,52,"Woody Austin",84,70.39,2323,33,"FirstTeeEarlyScoringAverage",2009
53,53,"Tim Petrovic",97,70.4,1760,25,"FirstTeeEarlyScoringAverage",2009
54,54,"Bob Estes",78,70.43,2113,30,"FirstTeeEarlyScoringAverage",2009
55,55,"Ken Duke",87,70.46,2466,35,"FirstTeeEarlyScoringAverage",2009
56,56,"Ernie Els",70,70.47,1339,19,"FirstTeeEarlyScoringAverage",2009
57,57,"Marc Leishman",91,70.48,2185,31,"FirstTeeEarlyScoringAverage",2009
57,57,"Johnson Wagner",81,70.48,1480,21,"FirstTeeEarlyScoringAverage",2009
59,59,"Brendon de Jonge",90,70.5,2115,30,"FirstTeeEarlyScoringAverage",2009
60,60,"Charles Warren",63,70.52,1481,21,"FirstTeeEarlyScoringAverage",2009
61,61,"Troy Matteson",95,70.53,2116,30,"FirstTeeEarlyScoringAverage",2009
61,61,"Casey Wittenberg",71,70.53,1340,19,"FirstTeeEarlyScoringAverage",2009
63,63,"Sean OHair",80,70.54,1975,28,"FirstTeeEarlyScoringAverage",2009
64,64,"Rich Beem",77,70.56,1905,27,"FirstTeeEarlyScoringAverage",2009
64,64,"Luke Donald",79,70.56,2258,32,"FirstTeeEarlyScoringAverage",2009
64,64,"Bill Haas",91,70.56,1764,25,"FirstTeeEarlyScoringAverage",2009
64,64,"Justin Rose",71,70.56,1764,25,"FirstTeeEarlyScoringAverage",2009
68,68,"Stephen Ames",77,70.58,1694,24,"FirstTeeEarlyScoringAverage",2009
69,69,"Richard Johnson",85,70.59,2400,34,"FirstTeeEarlyScoringAverage",2009
69,69,"Nicholas Thompson",96,70.59,2400,34,"FirstTeeEarlyScoringAverage",2009
69,69,"Dean Wilson",81,70.59,1906,27,"FirstTeeEarlyScoringAverage",2009
72,72,"Aron Price",89,70.62,2401,34,"FirstTeeEarlyScoringAverage",2009
73,73,"Chad Campbell",90,70.63,2260,32,"FirstTeeEarlyScoringAverage",2009
73,73,"Derek Fathauer",63,70.63,1342,19,"FirstTeeEarlyScoringAverage",2009
73,73,"YE Yang",83,70.63,2119,30,"FirstTeeEarlyScoringAverage",2009
76,76,"Chris Riley",77,70.64,1554,22,"FirstTeeEarlyScoringAverage",2009
77,77,"Brian Davis",103,70.65,2402,34,"FirstTeeEarlyScoringAverage",2009
78,78,"Matt Jones",56,70.67,1484,21,"FirstTeeEarlyScoringAverage",2009
79,79,"DJ Trahan",96,70.69,2050,29,"FirstTeeEarlyScoringAverage",2009
80,80,"Jason Dufner",90,70.74,2405,34,"FirstTeeEarlyScoringAverage",2009
81,81,"Michael Letzig",96,70.75,2264,32,"FirstTeeEarlyScoringAverage",2009
81,81,"Pat Perez",74,70.75,1698,24,"FirstTeeEarlyScoringAverage",2009
83,83,"Heath Slocum",95,70.77,2477,35,"FirstTeeEarlyScoringAverage",2009
84,84,"Mike Weir",85,70.79,2053,29,"FirstTeeEarlyScoringAverage",2009
85,85,"Ted Purdy",101,70.8,2124,30,"FirstTeeEarlyScoringAverage",2009
85,85,"Patrick Sheehan",51,70.8,1062,15,"FirstTeeEarlyScoringAverage",2009
85,85,"Charlie Wi",92,70.8,1770,25,"FirstTeeEarlyScoringAverage",2009
88,88,"Angel Cabrera",55,70.81,1487,21,"FirstTeeEarlyScoringAverage",2009
88,88,"Scott McCarron",91,70.81,2266,32,"FirstTeeEarlyScoringAverage",2009
90,90,"Michael Allen",73,70.82,1558,22,"FirstTeeEarlyScoringAverage",2009
90,90,"Todd Hamilton",83,70.82,1558,22,"FirstTeeEarlyScoringAverage",2009
92,92,"Jay Williamson",69,70.83,1700,24,"FirstTeeEarlyScoringAverage",2009
93,93,"Glen Day",79,70.85,1417,20,"FirstTeeEarlyScoringAverage",2009
94,94,"Jason Day",61,70.87,1063,15,"FirstTeeEarlyScoringAverage",2009
95,95,"Vaughn Taylor",88,70.88,1701,24,"FirstTeeEarlyScoringAverage",2009
96,96,"Rod Pampling",72,70.89,1347,19,"FirstTeeEarlyScoringAverage",2009
97,97,"Stewart Cink",79,70.92,1844,26,"FirstTeeEarlyScoringAverage",2009
97,97,"Mathew Goggin",76,70.92,1702,24,"FirstTeeEarlyScoringAverage",2009
99,99,"Tim Herron",87,70.93,1986,28,"FirstTeeEarlyScoringAverage",2009
100,100,"Jim Furyk",86,70.95,1348,19,"FirstTeeEarlyScoringAverage",2009
101,101,"Ryan Moore",89,70.96,1845,26,"FirstTeeEarlyScoringAverage",2009
101,101,"Rory Sabbatini",81,70.96,1632,23,"FirstTeeEarlyScoringAverage",2009
101,101,"Boo Weekley",79,70.96,1703,24,"FirstTeeEarlyScoringAverage",2009
104,104,"DA Points",99,70.97,2200,31,"FirstTeeEarlyScoringAverage",2009
104,104,"Brett Quigley",92,70.97,2271,32,"FirstTeeEarlyScoringAverage",2009
104,104,"Jimmy Walker",74,70.97,2413,34,"FirstTeeEarlyScoringAverage",2009
107,107,"Harrison Frazar",93,71,1562,22,"FirstTeeEarlyScoringAverage",2009
107,107,"Adam Scott",53,71,994,14,"FirstTeeEarlyScoringAverage",2009
109,109,"Bubba Watson",73,71.04,1705,24,"FirstTeeEarlyScoringAverage",2009
110,110,"Kris Blanks",60,71.05,1421,20,"FirstTeeEarlyScoringAverage",2009
111,111,"Kevin Sutherland",96,71.06,2558,36,"FirstTeeEarlyScoringAverage",2009
112,112,"Brian Gay",96,71.08,2630,37,"FirstTeeEarlyScoringAverage",2009
112,112,"Jeff Klauk",97,71.08,1848,26,"FirstTeeEarlyScoringAverage",2009
112,112,"Hunter Mahan",94,71.08,1777,25,"FirstTeeEarlyScoringAverage",2009
115,115,"Webb Simpson",94,71.09,1564,22,"FirstTeeEarlyScoringAverage",2009
116,116,"Aaron Baddeley",66,71.12,1778,25,"FirstTeeEarlyScoringAverage",2009
117,117,"Lee Janzen",74,71.13,1707,24,"FirstTeeEarlyScoringAverage",2009
118,118,"Jeff Overton",92,71.17,1708,24,"FirstTeeEarlyScoringAverage",2009
118,118,"Vijay Singh",71,71.17,1281,18,"FirstTeeEarlyScoringAverage",2009
120,120,"Camilo Villegas",76,71.18,1566,22,"FirstTeeEarlyScoringAverage",2009
121,121,"John Rollins",92,71.19,2207,31,"FirstTeeEarlyScoringAverage",2009
122,122,"Mark Brooks",55,71.2,1780,25,"FirstTeeEarlyScoringAverage",2009
122,122,"Retief Goosen",74,71.2,1424,20,"FirstTeeEarlyScoringAverage",2009
124,124,"Tommy Armour III",58,71.23,1567,22,"FirstTeeEarlyScoringAverage",2009
125,125,"Kent Jones",73,71.24,1781,25,"FirstTeeEarlyScoringAverage",2009
126,126,"Steve Elkington",70,71.25,1140,16,"FirstTeeEarlyScoringAverage",2009
127,127,"Bart Bryant",58,71.26,1354,19,"FirstTeeEarlyScoringAverage",2009
127,127,"Daniel Chopra",89,71.26,1924,27,"FirstTeeEarlyScoringAverage",2009
127,127,"Cliff Kresge",78,71.26,1354,19,"FirstTeeEarlyScoringAverage",2009
130,130,"Ryan Palmer",78,71.28,1782,25,"FirstTeeEarlyScoringAverage",2009
131,131,"Cameron Beckman",87,71.29,2210,31,"FirstTeeEarlyScoringAverage",2009
132,132,"Steve Lowery",83,71.31,2496,35,"FirstTeeEarlyScoringAverage",2009
133,133,"Briny Baird",89,71.33,1070,15,"FirstTeeEarlyScoringAverage",2009
134,134,"Ben Curtis",63,71.35,1641,23,"FirstTeeEarlyScoringAverage",2009
134,134,"Charles Howell III",99,71.35,2212,31,"FirstTeeEarlyScoringAverage",2009
136,136,"Brad Adamonis",70,71.36,1784,25,"FirstTeeEarlyScoringAverage",2009
136,136,"Ian Poulter",59,71.36,785,11,"FirstTeeEarlyScoringAverage",2009
136,136,"Brendon Todd",53,71.36,785,11,"FirstTeeEarlyScoringAverage",2009
136,136,"Peter Tomasulo",61,71.36,785,11,"FirstTeeEarlyScoringAverage",2009
140,140,"Ryuji Imada",85,71.37,2141,30,"FirstTeeEarlyScoringAverage",2009
141,141,"Mark Calcavecchia",72,71.39,1999,28,"FirstTeeEarlyScoringAverage",2009
141,141,"Martin Laird",72,71.39,1285,18,"FirstTeeEarlyScoringAverage",2009
143,143,"KJ Choi",65,71.41,1571,22,"FirstTeeEarlyScoringAverage",2009
144,144,"John Merrick",91,71.43,1643,23,"FirstTeeEarlyScoringAverage",2009
144,144,"Kirk Triplett",60,71.43,1500,21,"FirstTeeEarlyScoringAverage",2009
146,146,"Colt Knost",71,71.45,1429,20,"FirstTeeEarlyScoringAverage",2009
147,147,"Sergio Garcia",59,71.47,1072,15,"FirstTeeEarlyScoringAverage",2009
147,147,"Freddie Jacobson",83,71.47,2144,30,"FirstTeeEarlyScoringAverage",2009
149,149,"Jason Gore",74,71.48,1930,27,"FirstTeeEarlyScoringAverage",2009
150,150,"Paul Goydos",79,71.5,2145,30,"FirstTeeEarlyScoringAverage",2009
150,150,"Brian Vranesh",51,71.5,1430,20,"FirstTeeEarlyScoringAverage",2009
152,152,"Nathan Green",104,71.51,2503,35,"FirstTeeEarlyScoringAverage",2009
153,153,"Gary Woodland",53,71.53,1073,15,"FirstTeeEarlyScoringAverage",2009
154,154,"Darron Stiles",52,71.55,787,11,"FirstTeeEarlyScoringAverage",2009
155,155,"Steve Flesch",77,71.57,2147,30,"FirstTeeEarlyScoringAverage",2009
156,156,"Anthony Kim",76,71.58,1360,19,"FirstTeeEarlyScoringAverage",2009
157,157,"Rocco Mediate",79,71.62,2435,34,"FirstTeeEarlyScoringAverage",2009
157,157,"Tag Ridings",50,71.62,931,13,"FirstTeeEarlyScoringAverage",2009
159,159,"John Mallinger",90,71.63,2507,35,"FirstTeeEarlyScoringAverage",2009
160,160,"Peter Lonard",86,71.71,1721,24,"FirstTeeEarlyScoringAverage",2009
161,161,"Carl Pettersson",86,71.72,2295,32,"FirstTeeEarlyScoringAverage",2009
162,162,"Chez Reavie",81,71.73,2152,30,"FirstTeeEarlyScoringAverage",2009
163,163,"Tom Pernice Jr",82,71.74,1363,19,"FirstTeeEarlyScoringAverage",2009
164,164,"Andres Romero",58,71.78,1651,23,"FirstTeeEarlyScoringAverage",2009
165,165,"Ricky Barnes",67,71.82,1580,22,"FirstTeeEarlyScoringAverage",2009
166,166,"Will Ma Kenzie",69,71.83,1293,18,"FirstTeeEarlyScoringAverage",2009
167,167,"Jarrod Lyle",65,71.84,1365,19,"FirstTeeEarlyScoringAverage",2009
168,168,"David Mathis",82,71.85,1437,20,"FirstTeeEarlyScoringAverage",2009
169,169,"Stuart Appleby",79,71.88,1725,24,"FirstTeeEarlyScoringAverage",2009
170,170,"JB Holmes",74,72.07,2162,30,"FirstTeeEarlyScoringAverage",2009
171,171,"Billy Mayfair",83,72.13,2164,30,"FirstTeeEarlyScoringAverage",2009
172,172,"Greg Kraft",51,72.24,1228,17,"FirstTeeEarlyScoringAverage",2009
173,173,"Parker McLachlin",71,72.39,1665,23,"FirstTeeEarlyScoringAverage",2009
174,174,"Leif Olson",51,72.43,1014,14,"FirstTeeEarlyScoringAverage",2009
175,175,"David Duval",56,72.44,1159,16,"FirstTeeEarlyScoringAverage",2009
176,176,"Brad Faxon",59,72.57,1524,21,"FirstTeeEarlyScoringAverage",2009
177,177,"Jeff Quinney",78,72.64,1598,22,"FirstTeeEarlyScoringAverage",2009
178,178,"Tom Lehman",55,72.72,1309,18,"FirstTeeEarlyScoringAverage",2009
178,178,"Phil Mickelson",66,72.72,1309,18,"FirstTeeEarlyScoringAverage",2009
180,180,"Padraig Harrington",66,72.73,1091,15,"FirstTeeEarlyScoringAverage",2009
181,181,"Brian Bateman",55,72.77,946,13,"FirstTeeEarlyScoringAverage",2009
182,182,"Eric Axley",71,73.08,1827,25,"FirstTeeEarlyScoringAverage",2009
183,183,"Rick Price",54,73.27,806,11,"FirstTeeEarlyScoringAverage",2009
184,184,"Marc Turnesa",77,73.79,2140,29,"FirstTeeEarlyScoringAverage",2009
