"FairwayApproachRTPScore_RANKTHISWEEK_2015","FairwayApproachRTPScore_RANKLASTWEEK_2015","FairwayApproachRTPScore_PLAYERNAME_2015","FairwayApproachRTPScore_ROUNDS_2015","FairwayApproachRTPScore_AVGRTP_2015","stat_name","year"
33,33,"Patrick Reed",103,-0.11,"FairwayApproachRTPScore",2015
33,33,"Webb Simpson",81,-0.11,"FairwayApproachRTPScore",2015
37,37,"Kevin Kisner",104,-0.109,"FairwayApproachRTPScore",2015
37,37,"Hudson Swafford",97,-0.109,"FairwayApproachRTPScore",2015
39,39,"Kevin Chappell",86,-0.108,"FairwayApproachRTPScore",2015
39,39,"KJ Choi",66,-0.108,"FairwayApproachRTPScore",2015
39,39,"Jim Furyk",71,-0.108,"FairwayApproachRTPScore",2015
39,39,"Ryan Moore",81,-0.108,"FairwayApproachRTPScore",2015
43,43,"Shawn Stefani",94,-0.107,"FairwayApproachRTPScore",2015
43,43,"Steve Wheatcroft",87,-0.107,"FairwayApproachRTPScore",2015
45,45,"David Hearn",97,-0.106,"FairwayApproachRTPScore",2015
45,45,"Ben Martin",93,-0.106,"FairwayApproachRTPScore",2015
47,47,"Billy Horschel",99,-0.105,"FairwayApproachRTPScore",2015
48,48,"Chris Kirk",76,-0.103,"FairwayApproachRTPScore",2015
48,48,"Brandt Snedeker",98,-0.103,"FairwayApproachRTPScore",2015
48,48,"Daniel Summerhays",101,-0.103,"FairwayApproachRTPScore",2015
51,51,"Harris English",105,-0.102,"FairwayApproachRTPScore",2015
51,51,"George McNeill",93,-0.102,"FairwayApproachRTPScore",2015
53,53,"Keegan Bradley",87,-0.101,"FairwayApproachRTPScore",2015
53,53,"William McGirt",103,-0.101,"FairwayApproachRTPScore",2015
53,53,"Nick Taylor",91,-0.101,"FairwayApproachRTPScore",2015
56,56,"Ian Poulter",68,-0.1,"FairwayApproachRTPScore",2015
57,57,"Alex Prugh",84,-0.099,"FairwayApproachRTPScore",2015
57,57,"Chris Stroud",84,-0.099,"FairwayApproachRTPScore",2015
59,59,"Blayne Barber",76,-0.098,"FairwayApproachRTPScore",2015
59,59,"Stewart Cink",77,-0.098,"FairwayApproachRTPScore",2015
59,59,"Russell Knox",96,-0.098,"FairwayApproachRTPScore",2015
62,62,"Bryce Molder",91,-0.097,"FairwayApproachRTPScore",2015
62,62,"Brendan Steele",88,-0.097,"FairwayApproachRTPScore",2015
64,64,"Boo Weekley",79,-0.096,"FairwayApproachRTPScore",2015
65,65,"Chad Campbell",97,-0.095,"FairwayApproachRTPScore",2015
65,65,"Erik Compton",86,-0.095,"FairwayApproachRTPScore",2015
65,65,"Jason Gore",76,-0.095,"FairwayApproachRTPScore",2015
65,65,"Colt Knost",90,-0.095,"FairwayApproachRTPScore",2015
65,65,"Cameron Percy",72,-0.095,"FairwayApproachRTPScore",2015
65,65,"John Senden",80,-0.095,"FairwayApproachRTPScore",2015
71,71,"Jim Herman",88,-0.094,"FairwayApproachRTPScore",2015
71,71,"Jerry Kelly",79,-0.094,"FairwayApproachRTPScore",2015
71,71,"Carlos Ortiz",100,-0.094,"FairwayApproachRTPScore",2015
71,71,"Vijay Singh",78,-0.094,"FairwayApproachRTPScore",2015
75,75,"Johnson Wagner",68,-0.093,"FairwayApproachRTPScore",2015
76,76,"Pat Perez",96,-0.092,"FairwayApproachRTPScore",2015
77,77,"Chad Collins",79,-0.091,"FairwayApproachRTPScore",2015
77,77,"Charles Howell III",105,-0.091,"FairwayApproachRTPScore",2015
77,77,"Rory Sabbatini",81,-0.091,"FairwayApproachRTPScore",2015
80,80,"David Lingmerth",90,-0.09,"FairwayApproachRTPScore",2015
81,81,"Scott Brown",97,-0.089,"FairwayApproachRTPScore",2015
81,81,"Graham DeLaet",65,-0.089,"FairwayApproachRTPScore",2015
81,81,"Martin Laird",77,-0.089,"FairwayApproachRTPScore",2015
81,81,"Seung Yul Noh",65,-0.089,"FairwayApproachRTPScore",2015
85,85,"Luke Donald",71,-0.088,"FairwayApproachRTPScore",2015
85,85,"Mark Hubbard",79,-0.088,"FairwayApproachRTPScore",2015
85,85,"Camilo Villegas",83,-0.088,"FairwayApproachRTPScore",2015
88,88,"James Hahn",94,-0.087,"FairwayApproachRTPScore",2015
88,88,"Brian Harman",90,-0.087,"FairwayApproachRTPScore",2015
90,90,"Adam Scott",51,-0.086,"FairwayApproachRTPScore",2015
90,90,"Kevin Streelman",95,-0.086,"FairwayApproachRTPScore",2015
92,92,"Chesson Hadley",101,-0.085,"FairwayApproachRTPScore",2015
92,92,"Charley Hoffman",97,-0.085,"FairwayApproachRTPScore",2015
92,92,"Ryo Ishikawa",90,-0.085,"FairwayApproachRTPScore",2015
95,95,"John Huh",102,-0.084,"FairwayApproachRTPScore",2015
95,95,"Ryan Palmer",80,-0.084,"FairwayApproachRTPScore",2015
95,95,"Cameron Tringale",96,-0.084,"FairwayApproachRTPScore",2015
98,98,"Bo Van Pelt",81,-0.083,"FairwayApproachRTPScore",2015
99,99,"Zac Blair",108,-0.082,"FairwayApproachRTPScore",2015
99,99,"Michael Putnam",87,-0.082,"FairwayApproachRTPScore",2015
101,101,"Roberto Castro",54,-0.081,"FairwayApproachRTPScore",2015
101,101,"John Peterson",84,-0.081,"FairwayApproachRTPScore",2015
101,101,"Nick Watney",91,-0.081,"FairwayApproachRTPScore",2015
104,104,"Billy Hurley III",83,-0.08,"FairwayApproachRTPScore",2015
104,104,"Spencer Levin",99,-0.08,"FairwayApproachRTPScore",2015
104,104,"Phil Mickelson",70,-0.08,"FairwayApproachRTPScore",2015
104,104,"Sean OHair",86,-0.08,"FairwayApproachRTPScore",2015
104,104,"Tyrone Van Aswegen",58,-0.08,"FairwayApproachRTPScore",2015
109,109,"Sangmoon Bae",98,-0.079,"FairwayApproachRTPScore",2015
109,109,"Louis Oosthuizen",68,-0.079,"FairwayApproachRTPScore",2015
109,109,"Jeff Overton",94,-0.079,"FairwayApproachRTPScore",2015
109,109,"Carl Pettersson",106,-0.079,"FairwayApproachRTPScore",2015
109,109,"Chez Reavie",56,-0.079,"FairwayApproachRTPScore",2015
114,114,"Brendon de Jonge",106,-0.077,"FairwayApproachRTPScore",2015
114,114,"Adam Hadwin",95,-0.077,"FairwayApproachRTPScore",2015
114,114,"Hunter Mahan",88,-0.077,"FairwayApproachRTPScore",2015
117,117,"Derek Fathauer",81,-0.076,"FairwayApproachRTPScore",2015
117,117,"Marc Leishman",74,-0.076,"FairwayApproachRTPScore",2015
119,119,"Lucas Glover",79,-0.075,"FairwayApproachRTPScore",2015
119,119,"Jason Kokrak",88,-0.075,"FairwayApproachRTPScore",2015
119,119,"Greg Owen",58,-0.075,"FairwayApproachRTPScore",2015
119,119,"Sam Saunders",83,-0.075,"FairwayApproachRTPScore",2015
119,119,"Byron Smith",59,-0.075,"FairwayApproachRTPScore",2015
119,119,"Michael Thompson",83,-0.075,"FairwayApproachRTPScore",2015
125,125,"Scott Pinckney",88,-0.074,"FairwayApproachRTPScore",2015
126,126,"Kyle Reifers",96,-0.073,"FairwayApproachRTPScore",2015
127,127,"Tony Finau",106,-0.072,"FairwayApproachRTPScore",2015
127,127,"Martin Flores",95,-0.072,"FairwayApproachRTPScore",2015
127,127,"Fabian Gomez",83,-0.072,"FairwayApproachRTPScore",2015
130,130,"Luke Guthrie",84,-0.071,"FairwayApproachRTPScore",2015
130,130,"Scott Langley",94,-0.071,"FairwayApproachRTPScore",2015
132,132,"Francesco Molinari",56,-0.07,"FairwayApproachRTPScore",2015
132,132,"Mark Wilson",89,-0.07,"FairwayApproachRTPScore",2015
134,134,"Jonas Blixt",78,-0.068,"FairwayApproachRTPScore",2015
134,134,"Jamie Donaldson",50,-0.068,"FairwayApproachRTPScore",2015
136,136,"Bill Haas",89,-0.067,"FairwayApproachRTPScore",2015
137,137,"Andres Gonzales",90,-0.066,"FairwayApproachRTPScore",2015
137,137,"Troy Merritt",91,-0.066,"FairwayApproachRTPScore",2015
137,137,"David Toms",62,-0.066,"FairwayApproachRTPScore",2015
140,140,"Jason Dufner",76,-0.065,"FairwayApproachRTPScore",2015
141,141,"Ricky Barnes",82,-0.063,"FairwayApproachRTPScore",2015
141,141,"Retief Goosen",81,-0.063,"FairwayApproachRTPScore",2015
143,143,"Roger Sloan",56,-0.062,"FairwayApproachRTPScore",2015
143,143,"Brian Stuard",97,-0.062,"FairwayApproachRTPScore",2015
143,143,"Jhonattan Vegas",90,-0.062,"FairwayApproachRTPScore",2015
146,146,"Ernie Els",57,-0.061,"FairwayApproachRTPScore",2015
146,146,"Charl Schwartzel",67,-0.061,"FairwayApproachRTPScore",2015
148,148,"JJ Henry",94,-0.06,"FairwayApproachRTPScore",2015
149,149,"Jon Curran",83,-0.059,"FairwayApproachRTPScore",2015
150,150,"Morgan Hoffmann",85,-0.058,"FairwayApproachRTPScore",2015
151,151,"Gary Woodland",81,-0.057,"FairwayApproachRTPScore",2015
152,152,"Alex Cejka",94,-0.055,"FairwayApproachRTPScore",2015
153,153,"Bill Lunde",50,-0.053,"FairwayApproachRTPScore",2015
154,154,"John Merrick",78,-0.052,"FairwayApproachRTPScore",2015
154,154,"Jonathan Randolph",72,-0.052,"FairwayApproachRTPScore",2015
156,156,"DA Points",72,-0.051,"FairwayApproachRTPScore",2015
157,157,"Angel Cabrera",53,-0.049,"FairwayApproachRTPScore",2015
157,157,"Ken Duke",93,-0.049,"FairwayApproachRTPScore",2015
157,157,"Gonzalo Fdez Castano",81,-0.049,"FairwayApproachRTPScore",2015
157,157,"Andres Romero",69,-0.049,"FairwayApproachRTPScore",2015
161,161,"Brice Garnett",81,-0.048,"FairwayApproachRTPScore",2015
162,162,"Brian Davis",86,-0.047,"FairwayApproachRTPScore",2015
162,162,"Geoff Ogilvy",50,-0.047,"FairwayApproachRTPScore",2015
164,164,"Greg Chalmers",58,-0.045,"FairwayApproachRTPScore",2015
165,165,"Andrew Putnam",68,-0.044,"FairwayApproachRTPScore",2015
166,166,"Max Homa",78,-0.041,"FairwayApproachRTPScore",2015
166,166,"Davis Love III",51,-0.041,"FairwayApproachRTPScore",2015
168,168,"Robert Garrigus",70,-0.038,"FairwayApproachRTPScore",2015
168,168,"Andrew Svoboda",80,-0.038,"FairwayApproachRTPScore",2015
170,170,"Ben Crane",62,-0.037,"FairwayApproachRTPScore",2015
170,170,"Justin Leonard",61,-0.037,"FairwayApproachRTPScore",2015
170,170,"Nicholas Thompson",90,-0.037,"FairwayApproachRTPScore",2015
173,173,"SJ Park",79,-0.032,"FairwayApproachRTPScore",2015
173,173,"Scott Stallings",60,-0.032,"FairwayApproachRTPScore",2015
175,175,"Eric Axley",57,-0.031,"FairwayApproachRTPScore",2015
176,176,"Tim Wilkinson",73,-0.029,"FairwayApproachRTPScore",2015
177,177,"Derek Ernst",75,-0.028,"FairwayApproachRTPScore",2015
178,178,"Padraig Harrington",60,-0.023,"FairwayApproachRTPScore",2015
179,179,"Oscar Fraustro",58,-0.016,"FairwayApproachRTPScore",2015
180,180,"Matt Every",73,-0.014,"FairwayApproachRTPScore",2015
181,181,"Heath Slocum",57,-0.013,"FairwayApproachRTPScore",2015
182,182,"Charlie Beljan",76,-0.011,"FairwayApproachRTPScore",2015
183,183,"Jim Renner",68,-0.01,"FairwayApproachRTPScore",2015
184,184,"Robert Allenby",63,0.006,"FairwayApproachRTPScore",2015
