"LateRound5ScoringAverage_RANKTHISWEEK_2011","LateRound5ScoringAverage_RANKLASTWEEK_2011","LateRound5ScoringAverage_PLAYERNAME_2011","LateRound5ScoringAverage__2011","LateRound5ScoringAverage_AVG_2011","LateRound5ScoringAverage_TOTALSTROKES_2011","LateRound5ScoringAverage_TOTALROUNDS_2011","stat_name","year"
1,1,"Zack Miller",NA,64,64,1,"LateRound5ScoringAverage",2011
1,1,"Ryan Palmer",NA,64,64,1,"LateRound5ScoringAverage",2011
3,3,"Chris Couch",NA,66,66,1,"LateRound5ScoringAverage",2011
3,3,"Bill Haas",NA,66,66,1,"LateRound5ScoringAverage",2011
3,3,"Freddie Jacobson",NA,66,66,1,"LateRound5ScoringAverage",2011
6,6,"Matt Bettencourt",NA,67,67,1,"LateRound5ScoringAverage",2011
6,6,"Chad Campbell",NA,67,67,1,"LateRound5ScoringAverage",2011
6,6,"Spencer Levin",NA,67,67,1,"LateRound5ScoringAverage",2011
6,6,"Kevin Na",NA,67,67,1,"LateRound5ScoringAverage",2011
10,10,"Matt Kuchar",NA,68,68,1,"LateRound5ScoringAverage",2011
11,11,"Jerry Kelly",NA,69,69,1,"LateRound5ScoringAverage",2011
11,11,"Colt Knost",NA,69,69,1,"LateRound5ScoringAverage",2011
11,11,"Pat Perez",NA,69,69,1,"LateRound5ScoringAverage",2011
11,11,"Jhonattan Vegas",NA,69,69,1,"LateRound5ScoringAverage",2011
11,11,"Gary Woodland",NA,69,69,1,"LateRound5ScoringAverage",2011
16,16,"Keegan Bradley",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Greg Chalmers",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Fabian Gomez",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Charles Howell III",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Chris Kirk",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Jarrod Lyle",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Boo Weekley",NA,70,70,1,"LateRound5ScoringAverage",2011
16,16,"Dean Wilson",NA,70,70,1,"LateRound5ScoringAverage",2011
24,24,"Shaun Micheel",NA,71,71,1,"LateRound5ScoringAverage",2011
24,24,"Daniel Summerhays",NA,71,71,1,"LateRound5ScoringAverage",2011
26,26,"Ryuji Imada",NA,72,72,1,"LateRound5ScoringAverage",2011
26,26,"Michael Putnam",NA,72,72,1,"LateRound5ScoringAverage",2011
26,26,"Chris Stroud",NA,72,72,1,"LateRound5ScoringAverage",2011
29,29,"Hunter Haas",NA,74,74,1,"LateRound5ScoringAverage",2011
29,29,"Martin Laird",NA,74,74,1,"LateRound5ScoringAverage",2011
