"EarlyPar3ScoringAverage_RANKTHISWEEK_2011","EarlyPar3ScoringAverage_RANKLASTWEEK_2011","EarlyPar3ScoringAverage_PLAYERNAME_2011","EarlyPar3ScoringAverage_ROUNDS_2011","EarlyPar3ScoringAverage_AVG_2011","EarlyPar3ScoringAverage_TOTALSTROKES_2011","EarlyPar3ScoringAverage_TOTALHOLES_2011","stat_name","year"
1,1,"Jason Day",76,2.89,408,141,"EarlyPar3ScoringAverage",2011
2,2,"Martin Laird",77,2.95,404,137,"EarlyPar3ScoringAverage",2011
3,3,"DJ Brigman",67,2.96,461,156,"EarlyPar3ScoringAverage",2011
3,3,"Luke Donald",73,2.96,296,100,"EarlyPar3ScoringAverage",2011
5,5,"Bill Haas",93,2.97,490,165,"EarlyPar3ScoringAverage",2011
5,5,"David Toms",78,2.97,464,156,"EarlyPar3ScoringAverage",2011
5,5,"Nick Watney",80,2.97,351,118,"EarlyPar3ScoringAverage",2011
5,5,"Mark Wilson",89,2.97,523,176,"EarlyPar3ScoringAverage",2011
9,9,"Chris Riley",76,2.98,521,175,"EarlyPar3ScoringAverage",2011
9,9,"Brendan Steele",89,2.98,518,174,"EarlyPar3ScoringAverage",2011
9,9,"Steve Stricker",70,2.98,262,88,"EarlyPar3ScoringAverage",2011
9,9,"Michael Thompson",79,2.98,444,149,"EarlyPar3ScoringAverage",2011
13,13,"Robert Allenby",84,2.99,574,192,"EarlyPar3ScoringAverage",2011
13,13,"James Driscoll",71,2.99,494,165,"EarlyPar3ScoringAverage",2011
13,13,"Jim Furyk",87,2.99,422,141,"EarlyPar3ScoringAverage",2011
13,13,"Charles Howell III",108,2.99,533,178,"EarlyPar3ScoringAverage",2011
13,13,"Jerry Kelly",85,2.99,496,166,"EarlyPar3ScoringAverage",2011
13,13,"Phil Mickelson",79,2.99,457,153,"EarlyPar3ScoringAverage",2011
13,13,"Ryan Moore",79,2.99,449,150,"EarlyPar3ScoringAverage",2011
13,13,"John Senden",94,2.99,496,166,"EarlyPar3ScoringAverage",2011
21,21,"Chad Campbell",99,3,652,217,"EarlyPar3ScoringAverage",2011
21,21,"Stewart Cink",72,3,453,151,"EarlyPar3ScoringAverage",2011
21,21,"Brian Davis",105,3,631,210,"EarlyPar3ScoringAverage",2011
21,21,"Webb Simpson",98,3,441,147,"EarlyPar3ScoringAverage",2011
21,21,"YE Yang",63,3,360,120,"EarlyPar3ScoringAverage",2011
26,26,"Ben Crane",76,3.01,464,154,"EarlyPar3ScoringAverage",2011
26,26,"Chris DiMarco",93,3.01,632,210,"EarlyPar3ScoringAverage",2011
26,26,"Scott Gutschewski",67,3.01,446,148,"EarlyPar3ScoringAverage",2011
26,26,"Colt Knost",80,3.01,518,172,"EarlyPar3ScoringAverage",2011
26,26,"Matt Kuchar",94,3.01,409,136,"EarlyPar3ScoringAverage",2011
26,26,"John Merrick",71,3.01,397,132,"EarlyPar3ScoringAverage",2011
