"Scrambling1020ydsRTPScore_RANKTHISWEEK_2009","Scrambling1020ydsRTPScore_RANKLASTWEEK_2009","Scrambling1020ydsRTPScore_PLAYERNAME_2009","Scrambling1020ydsRTPScore_ROUNDS_2009","Scrambling1020ydsRTPScore_AVGRTP_2009","Scrambling1020ydsRTPScore_TOTALHOLES_2009","Scrambling1020ydsRTPScore_TOTALRTP_2009","stat_name","year"
1,1,"Scott Sterling",51,0.179,84,15,"Scrambling1020ydsRTPScore",2009
2,2,"Jim Furyk",86,0.216,167,36,"Scrambling1020ydsRTPScore",2009
3,3,"Ian Poulter",59,0.219,128,28,"Scrambling1020ydsRTPScore",2009
4,4,"Chris Riley",77,0.222,189,42,"Scrambling1020ydsRTPScore",2009
5,5,"Bryce Molder",69,0.236,123,29,"Scrambling1020ydsRTPScore",2009
6,6,"Matt Jones",56,0.245,110,27,"Scrambling1020ydsRTPScore",2009
7,7,"Brian Gay",96,0.25,216,54,"Scrambling1020ydsRTPScore",2009
7,7,"Tiger Woods",64,0.25,108,27,"Scrambling1020ydsRTPScore",2009
9,9,"Greg Chalmers",85,0.265,196,52,"Scrambling1020ydsRTPScore",2009
10,10,"Glen Day",79,0.268,157,42,"Scrambling1020ydsRTPScore",2009
10,10,"George McNeill",82,0.268,209,56,"Scrambling1020ydsRTPScore",2009
12,12,"Padraig Harrington",66,0.269,130,35,"Scrambling1020ydsRTPScore",2009
12,12,"Ryuji Imada",85,0.269,201,54,"Scrambling1020ydsRTPScore",2009
14,14,"Lee Janzen",74,0.272,173,47,"Scrambling1020ydsRTPScore",2009
15,15,"Rod Pampling",72,0.273,165,45,"Scrambling1020ydsRTPScore",2009
15,15,"Casey Wittenberg",71,0.273,132,36,"Scrambling1020ydsRTPScore",2009
17,17,"Steve Stricker",81,0.274,157,43,"Scrambling1020ydsRTPScore",2009
18,18,"Spencer Levin",75,0.278,158,44,"Scrambling1020ydsRTPScore",2009
18,18,"Pat Perez",74,0.278,180,50,"Scrambling1020ydsRTPScore",2009
20,20,"Charles Howell III",99,0.279,197,55,"Scrambling1020ydsRTPScore",2009
21,21,"Ben Crane",93,0.284,215,61,"Scrambling1020ydsRTPScore",2009
22,22,"Aaron Baddeley",66,0.285,165,47,"Scrambling1020ydsRTPScore",2009
22,22,"Steve Flesch",77,0.285,151,43,"Scrambling1020ydsRTPScore",2009
24,24,"Jeff Klauk",97,0.286,227,65,"Scrambling1020ydsRTPScore",2009
25,25,"Woody Austin",84,0.289,194,56,"Scrambling1020ydsRTPScore",2009
26,26,"Jason Day",61,0.293,133,39,"Scrambling1020ydsRTPScore",2009
27,27,"Charlie Wi",92,0.296,216,64,"Scrambling1020ydsRTPScore",2009
28,28,"Kevin Na",91,0.297,232,69,"Scrambling1020ydsRTPScore",2009
29,29,"Steve Marino",98,0.299,204,61,"Scrambling1020ydsRTPScore",2009
29,29,"Brett Quigley",92,0.299,177,53,"Scrambling1020ydsRTPScore",2009
29,29,"Jay Williamson",69,0.299,117,35,"Scrambling1020ydsRTPScore",2009
32,32,"Luke Donald",79,0.303,155,47,"Scrambling1020ydsRTPScore",2009
32,32,"Chez Reavie",81,0.303,195,59,"Scrambling1020ydsRTPScore",2009
32,32,"Jimmy Walker",74,0.303,178,54,"Scrambling1020ydsRTPScore",2009
35,35,"David Mathis",82,0.304,214,65,"Scrambling1020ydsRTPScore",2009
36,36,"Chris DiMarco",97,0.305,239,73,"Scrambling1020ydsRTPScore",2009
36,36,"Bill Lunde",83,0.305,190,58,"Scrambling1020ydsRTPScore",2009
38,38,"Zach Johnson",94,0.307,192,59,"Scrambling1020ydsRTPScore",2009
38,38,"Richard Johnson",85,0.307,202,62,"Scrambling1020ydsRTPScore",2009
40,40,"Webb Simpson",94,0.309,243,75,"Scrambling1020ydsRTPScore",2009
41,41,"KJ Choi",65,0.31,126,39,"Scrambling1020ydsRTPScore",2009
42,42,"Ryan Moore",89,0.311,183,57,"Scrambling1020ydsRTPScore",2009
43,43,"Michael Letzig",96,0.313,249,78,"Scrambling1020ydsRTPScore",2009
44,44,"Fred Couples",54,0.314,105,33,"Scrambling1020ydsRTPScore",2009
44,44,"Justin Leonard",95,0.314,169,53,"Scrambling1020ydsRTPScore",2009
46,46,"Matt Kuchar",82,0.315,216,68,"Scrambling1020ydsRTPScore",2009
46,46,"Brian Vranesh",51,0.315,124,39,"Scrambling1020ydsRTPScore",2009
48,48,"Bob Estes",78,0.316,177,56,"Scrambling1020ydsRTPScore",2009
48,48,"John Mallinger",90,0.316,193,61,"Scrambling1020ydsRTPScore",2009
48,48,"Bubba Watson",73,0.316,155,49,"Scrambling1020ydsRTPScore",2009
51,51,"Eric Axley",71,0.317,161,51,"Scrambling1020ydsRTPScore",2009
51,51,"Kenny Perry",92,0.317,180,57,"Scrambling1020ydsRTPScore",2009
53,53,"Ernie Els",70,0.318,154,49,"Scrambling1020ydsRTPScore",2009
54,54,"Brad Adamonis",70,0.319,166,53,"Scrambling1020ydsRTPScore",2009
54,54,"Tim Petrovic",97,0.319,238,76,"Scrambling1020ydsRTPScore",2009
54,54,"Brandt Snedeker",81,0.319,188,60,"Scrambling1020ydsRTPScore",2009
54,54,"Darron Stiles",52,0.319,116,37,"Scrambling1020ydsRTPScore",2009
58,58,"Ben Curtis",63,0.32,147,47,"Scrambling1020ydsRTPScore",2009
59,59,"Stephen Ames",77,0.321,137,44,"Scrambling1020ydsRTPScore",2009
59,59,"Parker McLachlin",71,0.321,184,59,"Scrambling1020ydsRTPScore",2009
61,61,"Angel Cabrera",55,0.322,115,37,"Scrambling1020ydsRTPScore",2009
62,62,"Stewart Cink",79,0.324,170,55,"Scrambling1020ydsRTPScore",2009
62,62,"Mike Weir",85,0.324,179,58,"Scrambling1020ydsRTPScore",2009
64,64,"Jarrod Lyle",65,0.326,132,43,"Scrambling1020ydsRTPScore",2009
64,64,"Patrick Sheehan",51,0.326,89,29,"Scrambling1020ydsRTPScore",2009
66,66,"Bill Haas",91,0.327,223,73,"Scrambling1020ydsRTPScore",2009
66,66,"Rory Sabbatini",81,0.327,159,52,"Scrambling1020ydsRTPScore",2009
68,68,"Jerry Kelly",90,0.328,195,64,"Scrambling1020ydsRTPScore",2009
68,68,"Anthony Kim",76,0.328,131,43,"Scrambling1020ydsRTPScore",2009
68,68,"Greg Owen",97,0.328,180,59,"Scrambling1020ydsRTPScore",2009
71,71,"Matt Weibring",65,0.331,133,44,"Scrambling1020ydsRTPScore",2009
72,72,"Mark Wilson",99,0.332,253,84,"Scrambling1020ydsRTPScore",2009
73,73,"Nathan Green",104,0.333,261,87,"Scrambling1020ydsRTPScore",2009
73,73,"Johnson Wagner",81,0.333,198,66,"Scrambling1020ydsRTPScore",2009
75,75,"Harrison Frazar",93,0.336,211,71,"Scrambling1020ydsRTPScore",2009
75,75,"Charley Hoffman",97,0.336,220,74,"Scrambling1020ydsRTPScore",2009
75,75,"Colt Knost",71,0.336,134,45,"Scrambling1020ydsRTPScore",2009
78,78,"Robert Garrigus",83,0.337,166,56,"Scrambling1020ydsRTPScore",2009
79,79,"Tim Herron",87,0.338,231,78,"Scrambling1020ydsRTPScore",2009
79,79,"Cliff Kresge",78,0.338,160,54,"Scrambling1020ydsRTPScore",2009
81,81,"Camilo Villegas",76,0.34,147,50,"Scrambling1020ydsRTPScore",2009
82,82,"Geoff Ogilvy",78,0.341,176,60,"Scrambling1020ydsRTPScore",2009
83,83,"Carl Pettersson",86,0.343,201,69,"Scrambling1020ydsRTPScore",2009
84,84,"Briny Baird",89,0.344,163,56,"Scrambling1020ydsRTPScore",2009
85,85,"Mark Calcavecchia",72,0.346,159,55,"Scrambling1020ydsRTPScore",2009
85,85,"Tag Ridings",50,0.346,104,36,"Scrambling1020ydsRTPScore",2009
87,87,"Tim Clark",81,0.347,150,52,"Scrambling1020ydsRTPScore",2009
87,87,"Freddie Jacobson",83,0.347,216,75,"Scrambling1020ydsRTPScore",2009
87,87,"Bo Van Pelt",100,0.347,222,77,"Scrambling1020ydsRTPScore",2009
90,90,"Joe Ogilvie",85,0.349,218,76,"Scrambling1020ydsRTPScore",2009
91,91,"Todd Hamilton",83,0.35,163,57,"Scrambling1020ydsRTPScore",2009
91,91,"James Nitties",86,0.35,217,76,"Scrambling1020ydsRTPScore",2009
91,91,"Kirk Triplett",60,0.35,137,48,"Scrambling1020ydsRTPScore",2009
94,94,"Alex Cejka",82,0.352,182,64,"Scrambling1020ydsRTPScore",2009
94,94,"Lucas Glover",93,0.352,219,77,"Scrambling1020ydsRTPScore",2009
96,96,"Bob Heintz",59,0.353,139,49,"Scrambling1020ydsRTPScore",2009
96,96,"Boo Weekley",79,0.353,167,59,"Scrambling1020ydsRTPScore",2009
98,98,"Davis Love III",89,0.356,191,68,"Scrambling1020ydsRTPScore",2009
98,98,"Brendon Todd",53,0.356,118,42,"Scrambling1020ydsRTPScore",2009
98,98,"Dean Wilson",81,0.356,180,64,"Scrambling1020ydsRTPScore",2009
101,101,"Brian Davis",103,0.357,266,95,"Scrambling1020ydsRTPScore",2009
101,101,"Tom Pernice Jr",82,0.357,230,82,"Scrambling1020ydsRTPScore",2009
101,101,"Jeff Quinney",78,0.357,185,66,"Scrambling1020ydsRTPScore",2009
101,101,"Kevin Sutherland",96,0.357,182,65,"Scrambling1020ydsRTPScore",2009
105,105,"Aron Price",89,0.358,187,67,"Scrambling1020ydsRTPScore",2009
105,105,"Justin Rose",71,0.358,165,59,"Scrambling1020ydsRTPScore",2009
105,105,"David Toms",98,0.358,204,73,"Scrambling1020ydsRTPScore",2009
108,108,"Jason Dufner",90,0.359,206,74,"Scrambling1020ydsRTPScore",2009
108,108,"Retief Goosen",74,0.359,170,61,"Scrambling1020ydsRTPScore",2009
108,108,"Ryan Palmer",78,0.359,184,66,"Scrambling1020ydsRTPScore",2009
111,111,"Nick OHern",90,0.36,225,81,"Scrambling1020ydsRTPScore",2009
112,112,"Marc Leishman",91,0.361,194,70,"Scrambling1020ydsRTPScore",2009
113,113,"Ken Duke",87,0.362,221,80,"Scrambling1020ydsRTPScore",2009
113,113,"Dustin Johnson",85,0.362,174,63,"Scrambling1020ydsRTPScore",2009
115,115,"Troy Matteson",95,0.363,193,70,"Scrambling1020ydsRTPScore",2009
116,116,"Steve Elkington",70,0.364,154,56,"Scrambling1020ydsRTPScore",2009
116,116,"Sean OHair",80,0.364,129,47,"Scrambling1020ydsRTPScore",2009
118,118,"Cameron Beckman",87,0.368,190,70,"Scrambling1020ydsRTPScore",2009
118,118,"Rick Price",54,0.368,106,39,"Scrambling1020ydsRTPScore",2009
120,120,"Rich Beem",77,0.369,130,48,"Scrambling1020ydsRTPScore",2009
120,120,"Mark Brooks",55,0.369,111,41,"Scrambling1020ydsRTPScore",2009
120,120,"Kevin Stadler",65,0.369,130,48,"Scrambling1020ydsRTPScore",2009
123,123,"Heath Slocum",95,0.371,213,79,"Scrambling1020ydsRTPScore",2009
124,124,"Robert Allenby",71,0.372,137,51,"Scrambling1020ydsRTPScore",2009
124,124,"Brian Bateman",55,0.372,113,42,"Scrambling1020ydsRTPScore",2009
126,126,"Scott McCarron",91,0.373,228,85,"Scrambling1020ydsRTPScore",2009
127,127,"Phil Mickelson",66,0.374,131,49,"Scrambling1020ydsRTPScore",2009
127,127,"DA Points",99,0.374,227,85,"Scrambling1020ydsRTPScore",2009
129,129,"Daniel Chopra",89,0.375,248,93,"Scrambling1020ydsRTPScore",2009
129,129,"Jeff Maggert",79,0.375,192,72,"Scrambling1020ydsRTPScore",2009
129,129,"Jeff Overton",92,0.375,232,87,"Scrambling1020ydsRTPScore",2009
132,132,"YE Yang",83,0.376,197,74,"Scrambling1020ydsRTPScore",2009
133,133,"JJ Henry",97,0.378,185,70,"Scrambling1020ydsRTPScore",2009
133,133,"Greg Kraft",51,0.378,111,42,"Scrambling1020ydsRTPScore",2009
133,133,"Chris Stroud",88,0.378,196,74,"Scrambling1020ydsRTPScore",2009
136,136,"Bart Bryant",58,0.379,140,53,"Scrambling1020ydsRTPScore",2009
136,136,"Vaughn Taylor",88,0.379,211,80,"Scrambling1020ydsRTPScore",2009
138,138,"Corey Pavin",73,0.38,158,60,"Scrambling1020ydsRTPScore",2009
139,139,"Gary Woodland",53,0.381,84,32,"Scrambling1020ydsRTPScore",2009
140,140,"David Duval",56,0.382,110,42,"Scrambling1020ydsRTPScore",2009
141,141,"Peter Lonard",86,0.386,207,80,"Scrambling1020ydsRTPScore",2009
142,142,"JB Holmes",74,0.389,185,72,"Scrambling1020ydsRTPScore",2009
143,143,"Rocco Mediate",79,0.391,174,68,"Scrambling1020ydsRTPScore",2009
144,144,"Scott Piercy",85,0.392,194,76,"Scrambling1020ydsRTPScore",2009
144,144,"John Senden",100,0.392,217,85,"Scrambling1020ydsRTPScore",2009
146,146,"Paul Goydos",79,0.393,173,68,"Scrambling1020ydsRTPScore",2009
147,147,"John Rollins",92,0.394,213,84,"Scrambling1020ydsRTPScore",2009
147,147,"Adam Scott",53,0.394,109,43,"Scrambling1020ydsRTPScore",2009
149,149,"Jason Gore",74,0.395,167,66,"Scrambling1020ydsRTPScore",2009
150,150,"Brad Faxon",59,0.401,192,77,"Scrambling1020ydsRTPScore",2009
151,151,"Leif Olson",51,0.402,132,53,"Scrambling1020ydsRTPScore",2009
152,152,"Matt Bettencourt",98,0.403,226,91,"Scrambling1020ydsRTPScore",2009
153,153,"Chad Campbell",90,0.404,171,69,"Scrambling1020ydsRTPScore",2009
153,153,"Charles Warren",63,0.404,141,57,"Scrambling1020ydsRTPScore",2009
155,155,"Hunter Mahan",94,0.406,187,76,"Scrambling1020ydsRTPScore",2009
155,155,"Ted Purdy",101,0.406,244,99,"Scrambling1020ydsRTPScore",2009
157,157,"Mathew Goggin",76,0.407,172,70,"Scrambling1020ydsRTPScore",2009
157,157,"Steve Lowery",83,0.407,209,85,"Scrambling1020ydsRTPScore",2009
157,157,"Peter Tomasulo",61,0.407,118,48,"Scrambling1020ydsRTPScore",2009
157,157,"Scott Verplank",88,0.407,199,81,"Scrambling1020ydsRTPScore",2009
161,161,"Kevin Streelman",97,0.408,223,91,"Scrambling1020ydsRTPScore",2009
162,162,"Tom Lehman",55,0.409,93,38,"Scrambling1020ydsRTPScore",2009
163,163,"Brendon de Jonge",90,0.414,203,84,"Scrambling1020ydsRTPScore",2009
