"TenthTeeEarlyRound3ScoringAverage_RANKTHISWEEK_2012","TenthTeeEarlyRound3ScoringAverage_RANKLASTWEEK_2012","TenthTeeEarlyRound3ScoringAverage_PLAYERNAME_2012","TenthTeeEarlyRound3ScoringAverage__2012","TenthTeeEarlyRound3ScoringAverage_AVG_2012","TenthTeeEarlyRound3ScoringAverage_TOTALSTROKES_2012","TenthTeeEarlyRound3ScoringAverage_TOTALROUNDS_2012","stat_name","year"
72,72,"Bobby Gates",NA,70.33,211,3,"TenthTeeEarlyRound3ScoringAverage",2012
74,74,"Roberto Castro",NA,70.4,352,5,"TenthTeeEarlyRound3ScoringAverage",2012
74,74,"George McNeill",NA,70.4,352,5,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Mark Anderson",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Chris Couch",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"James Driscoll",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Ernie Els",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Jim Furyk",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Chris Stroud",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Michael Thompson",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Brendon Todd",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
76,76,"Nick Watney",NA,70.5,141,2,"TenthTeeEarlyRound3ScoringAverage",2012
85,85,"Nathan Green",NA,70.6,353,5,"TenthTeeEarlyRound3ScoringAverage",2012
86,86,"Cameron Beckman",NA,70.67,212,3,"TenthTeeEarlyRound3ScoringAverage",2012
86,86,"Vaughn Taylor",NA,70.67,212,3,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Ricky Barnes",NA,71,355,5,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Charlie Beljan",NA,71,142,2,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Will Claxton",NA,71,213,3,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Matt Every",NA,71,71,1,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"JJ Henry",NA,71,284,4,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Richard Lee",NA,71,426,6,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Kevin Na",NA,71,142,2,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Kyle Reifers",NA,71,284,4,"TenthTeeEarlyRound3ScoringAverage",2012
88,88,"Charlie Wi",NA,71,142,2,"TenthTeeEarlyRound3ScoringAverage",2012
97,97,"Mathew Goggin",NA,71.25,285,4,"TenthTeeEarlyRound3ScoringAverage",2012
97,97,"Tim Herron",NA,71.25,285,4,"TenthTeeEarlyRound3ScoringAverage",2012
97,97,"Kevin Kisner",NA,71.25,285,4,"TenthTeeEarlyRound3ScoringAverage",2012
100,100,"Robert Karlsson",NA,71.33,214,3,"TenthTeeEarlyRound3ScoringAverage",2012
100,100,"Billy Mayfair",NA,71.33,214,3,"TenthTeeEarlyRound3ScoringAverage",2012
102,102,"David Hearn",NA,71.4,357,5,"TenthTeeEarlyRound3ScoringAverage",2012
103,103,"Martin Flores",NA,71.5,143,2,"TenthTeeEarlyRound3ScoringAverage",2012
103,103,"Tommy Gainey",NA,71.5,143,2,"TenthTeeEarlyRound3ScoringAverage",2012
103,103,"Jerry Kelly",NA,71.5,143,2,"TenthTeeEarlyRound3ScoringAverage",2012
103,103,"Colt Knost",NA,71.5,143,2,"TenthTeeEarlyRound3ScoringAverage",2012
103,103,"John Merrick",NA,71.5,143,2,"TenthTeeEarlyRound3ScoringAverage",2012
108,108,"Kris Blanks",NA,71.67,215,3,"TenthTeeEarlyRound3ScoringAverage",2012
108,108,"Rod Pampling",NA,71.67,215,3,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Zach Johnson",NA,72,72,1,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Edward Loar",NA,72,216,3,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Davis Love III",NA,72,216,3,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Seung Yul Noh",NA,72,144,2,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Andres Romero",NA,72,72,1,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"John Senden",NA,72,72,1,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Brandt Snedeker",NA,72,144,2,"TenthTeeEarlyRound3ScoringAverage",2012
110,110,"Josh Teater",NA,72,72,1,"TenthTeeEarlyRound3ScoringAverage",2012
118,118,"Chez Reavie",NA,72.2,361,5,"TenthTeeEarlyRound3ScoringAverage",2012
119,119,"Charley Hoffman",NA,72.33,217,3,"TenthTeeEarlyRound3ScoringAverage",2012
120,120,"Russell Knox",NA,72.5,145,2,"TenthTeeEarlyRound3ScoringAverage",2012
120,120,"Spencer Levin",NA,72.5,145,2,"TenthTeeEarlyRound3ScoringAverage",2012
120,120,"Patrick Sheehan",NA,72.5,145,2,"TenthTeeEarlyRound3ScoringAverage",2012
123,123,"Bill Lunde",NA,72.6,363,5,"TenthTeeEarlyRound3ScoringAverage",2012
124,124,"Scott Brown",NA,72.67,218,3,"TenthTeeEarlyRound3ScoringAverage",2012
124,124,"Brendon de Jonge",NA,72.67,218,3,"TenthTeeEarlyRound3ScoringAverage",2012
126,126,"Tommy Biershenk",NA,72.75,291,4,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Stephen Ames",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Arjun Atwal",NA,73,219,3,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Bud Cauley",NA,73,146,2,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Tim Clark",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"John Daly",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Marco Dawson",NA,73,146,2,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Chris DiMarco",NA,73,219,3,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Jason Dufner",NA,73,146,2,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Stephen Gangluff",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Hunter Haas",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Padraig Harrington",NA,73,146,2,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Ted Potter Jr",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Jhonattan Vegas",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
127,127,"Steve Wheatcroft",NA,73,73,1,"TenthTeeEarlyRound3ScoringAverage",2012
141,141,"Rocco Mediate",NA,73.25,293,4,"TenthTeeEarlyRound3ScoringAverage",2012
142,142,"Erik Compton",NA,73.33,220,3,"TenthTeeEarlyRound3ScoringAverage",2012
143,143,"Nick OHern",NA,73.5,147,2,"TenthTeeEarlyRound3ScoringAverage",2012
144,144,"Matt Bettencourt",NA,73.67,221,3,"TenthTeeEarlyRound3ScoringAverage",2012
145,145,"Robert Allenby",NA,74,148,2,"TenthTeeEarlyRound3ScoringAverage",2012
145,145,"Miguel Angel Carballo",NA,74,74,1,"TenthTeeEarlyRound3ScoringAverage",2012
145,145,"Harrison Frazar",NA,74,148,2,"TenthTeeEarlyRound3ScoringAverage",2012
145,145,"Brian Gay",NA,74,74,1,"TenthTeeEarlyRound3ScoringAverage",2012
149,149,"Ryuji Imada",NA,74.33,223,3,"TenthTeeEarlyRound3ScoringAverage",2012
149,149,"Danny Lee",NA,74.33,223,3,"TenthTeeEarlyRound3ScoringAverage",2012
151,151,"Gary Woodland",NA,74.5,149,2,"TenthTeeEarlyRound3ScoringAverage",2012
152,152,"Keegan Bradley",NA,75,75,1,"TenthTeeEarlyRound3ScoringAverage",2012
152,152,"JB Holmes",NA,75,225,3,"TenthTeeEarlyRound3ScoringAverage",2012
152,152,"Matt Jones",NA,75,75,1,"TenthTeeEarlyRound3ScoringAverage",2012
152,152,"Alexandre Rocha",NA,75,75,1,"TenthTeeEarlyRound3ScoringAverage",2012
156,156,"Kevin Stadler",NA,75.33,226,3,"TenthTeeEarlyRound3ScoringAverage",2012
157,157,"Troy Kelly",NA,75.5,151,2,"TenthTeeEarlyRound3ScoringAverage",2012
158,158,"Troy Matteson",NA,75.67,227,3,"TenthTeeEarlyRound3ScoringAverage",2012
159,159,"Ryo Ishikawa",NA,76,76,1,"TenthTeeEarlyRound3ScoringAverage",2012
160,160,"Justin Leonard",NA,76.33,229,3,"TenthTeeEarlyRound3ScoringAverage",2012
161,161,"Daniel Summerhays",NA,80,80,1,"TenthTeeEarlyRound3ScoringAverage",2012
