"Back9Par4ScoringAverage_RANKTHISWEEK_2009","Back9Par4ScoringAverage_RANKLASTWEEK_2009","Back9Par4ScoringAverage_PLAYERNAME_2009","Back9Par4ScoringAverage_ROUNDS_2009","Back9Par4ScoringAverage_AVG_2009","Back9Par4ScoringAverage_TOTALSTROKES_2009","Back9Par4ScoringAverage_TOTALHOLES_2009","stat_name","year"
1,1,"David Toms",98,3.95,2096,530,"Back9Par4ScoringAverage",2009
2,2,"Jonathan Byrd",89,3.96,1834,463,"Back9Par4ScoringAverage",2009
2,2,"Joe Durant",62,3.96,1260,318,"Back9Par4ScoringAverage",2009
2,2,"Jim Furyk",86,3.96,1762,445,"Back9Par4ScoringAverage",2009
5,5,"Jason Bohn",88,3.97,1835,462,"Back9Par4ScoringAverage",2009
5,5,"Tim Clark",81,3.97,1674,422,"Back9Par4ScoringAverage",2009
5,5,"Joe Ogilvie",85,3.97,1763,444,"Back9Par4ScoringAverage",2009
5,5,"Tag Ridings",50,3.97,1069,269,"Back9Par4ScoringAverage",2009
9,9,"Bill Haas",91,3.98,1931,485,"Back9Par4ScoringAverage",2009
9,9,"Zach Johnson",94,3.98,2021,508,"Back9Par4ScoringAverage",2009
9,9,"Justin Leonard",95,3.98,2004,503,"Back9Par4ScoringAverage",2009
9,9,"Tiger Woods",64,3.98,1353,340,"Back9Par4ScoringAverage",2009
13,13,"Michael Allen",73,3.99,1554,389,"Back9Par4ScoringAverage",2009
13,13,"Greg Chalmers",85,3.99,1832,459,"Back9Par4ScoringAverage",2009
13,13,"Ben Crane",93,3.99,1988,498,"Back9Par4ScoringAverage",2009
13,13,"Bob Heintz",59,3.99,1249,313,"Back9Par4ScoringAverage",2009
13,13,"Steve Marino",98,3.99,2140,536,"Back9Par4ScoringAverage",2009
13,13,"Greg Owen",97,3.99,2109,528,"Back9Par4ScoringAverage",2009
13,13,"Ian Poulter",59,3.99,1213,304,"Back9Par4ScoringAverage",2009
13,13,"Steve Stricker",81,3.99,1670,419,"Back9Par4ScoringAverage",2009
13,13,"Charlie Wi",92,3.99,1949,488,"Back9Par4ScoringAverage",2009
22,22,"Glen Day",79,4,1674,418,"Back9Par4ScoringAverage",2009
22,22,"Rory Sabbatini",81,4,1713,428,"Back9Par4ScoringAverage",2009
22,22,"YE Yang",83,4,1779,445,"Back9Par4ScoringAverage",2009
25,25,"Tommy Armour III",58,4.01,1215,303,"Back9Par4ScoringAverage",2009
25,25,"Chad Campbell",90,4.01,1930,481,"Back9Par4ScoringAverage",2009
25,25,"Jason Day",61,4.01,1287,321,"Back9Par4ScoringAverage",2009
25,25,"Jason Dufner",90,4.01,1909,476,"Back9Par4ScoringAverage",2009
25,25,"Dustin Johnson",85,4.01,1809,451,"Back9Par4ScoringAverage",2009
25,25,"Michael Letzig",96,4.01,2029,506,"Back9Par4ScoringAverage",2009
25,25,"Davis Love III",89,4.01,1915,478,"Back9Par4ScoringAverage",2009
25,25,"Hunter Mahan",94,4.01,2007,500,"Back9Par4ScoringAverage",2009
25,25,"Troy Matteson",95,4.01,2027,506,"Back9Par4ScoringAverage",2009
25,25,"Ryan Moore",89,4.01,1879,469,"Back9Par4ScoringAverage",2009
25,25,"Geoff Ogilvy",78,4.01,1571,392,"Back9Par4ScoringAverage",2009
25,25,"DA Points",99,4.01,2114,527,"Back9Par4ScoringAverage",2009
25,25,"Chris Riley",77,4.01,1664,415,"Back9Par4ScoringAverage",2009
25,25,"John Senden",100,4.01,2153,537,"Back9Par4ScoringAverage",2009
25,25,"Brandt Snedeker",81,4.01,1730,431,"Back9Par4ScoringAverage",2009
25,25,"Scott Sterling",51,4.01,1071,267,"Back9Par4ScoringAverage",2009
25,25,"Kevin Streelman",97,4.01,2107,525,"Back9Par4ScoringAverage",2009
25,25,"Vaughn Taylor",88,4.01,1910,476,"Back9Par4ScoringAverage",2009
25,25,"Bo Van Pelt",100,4.01,2118,528,"Back9Par4ScoringAverage",2009
25,25,"Scott Verplank",88,4.01,1943,484,"Back9Par4ScoringAverage",2009
25,25,"Charles Warren",63,4.01,1318,329,"Back9Par4ScoringAverage",2009
46,46,"Angel Cabrera",55,4.02,1199,298,"Back9Par4ScoringAverage",2009
46,46,"Fred Couples",54,4.02,1157,288,"Back9Par4ScoringAverage",2009
46,46,"Harrison Frazar",93,4.02,2019,502,"Back9Par4ScoringAverage",2009
46,46,"Brian Gay",96,4.02,2133,530,"Back9Par4ScoringAverage",2009
46,46,"Lucas Glover",93,4.02,2038,507,"Back9Par4ScoringAverage",2009
46,46,"Jason Gore",74,4.02,1565,389,"Back9Par4ScoringAverage",2009
46,46,"Charley Hoffman",97,4.02,2051,510,"Back9Par4ScoringAverage",2009
46,46,"Colt Knost",71,4.02,1517,377,"Back9Par4ScoringAverage",2009
46,46,"Matt Kuchar",82,4.02,1727,430,"Back9Par4ScoringAverage",2009
46,46,"Spencer Levin",75,4.02,1594,397,"Back9Par4ScoringAverage",2009
46,46,"Bill Lunde",83,4.02,1801,448,"Back9Par4ScoringAverage",2009
46,46,"Jarrod Lyle",65,4.02,1386,345,"Back9Par4ScoringAverage",2009
46,46,"Kevin Na",91,4.02,1920,478,"Back9Par4ScoringAverage",2009
46,46,"Kenny Perry",92,4.02,1982,493,"Back9Par4ScoringAverage",2009
46,46,"Andres Romero",58,4.02,1243,309,"Back9Par4ScoringAverage",2009
46,46,"Webb Simpson",94,4.02,1994,496,"Back9Par4ScoringAverage",2009
46,46,"DJ Trahan",96,4.02,2057,512,"Back9Par4ScoringAverage",2009
63,63,"Stephen Ames",77,4.03,1575,391,"Back9Par4ScoringAverage",2009
63,63,"Woody Austin",84,4.03,1789,444,"Back9Par4ScoringAverage",2009
63,63,"Cameron Beckman",87,4.03,1892,469,"Back9Par4ScoringAverage",2009
63,63,"Rich Beem",77,4.03,1624,403,"Back9Par4ScoringAverage",2009
63,63,"Luke Donald",79,4.03,1653,410,"Back9Par4ScoringAverage",2009
63,63,"Jerry Kelly",90,4.03,1947,483,"Back9Par4ScoringAverage",2009
63,63,"Cliff Kresge",78,4.03,1680,417,"Back9Par4ScoringAverage",2009
63,63,"Jeff Maggert",79,4.03,1703,423,"Back9Par4ScoringAverage",2009
63,63,"Scott McCarron",91,4.03,1920,477,"Back9Par4ScoringAverage",2009
63,63,"George McNeill",82,4.03,1799,446,"Back9Par4ScoringAverage",2009
63,63,"Ryan Palmer",78,4.03,1653,410,"Back9Par4ScoringAverage",2009
63,63,"Rod Pampling",72,4.03,1553,385,"Back9Par4ScoringAverage",2009
63,63,"Corey Pavin",73,4.03,1553,385,"Back9Par4ScoringAverage",2009
63,63,"Nicholas Thompson",96,4.03,2015,500,"Back9Par4ScoringAverage",2009
63,63,"Camilo Villegas",76,4.03,1580,392,"Back9Par4ScoringAverage",2009
63,63,"Nick Watney",86,4.03,1815,450,"Back9Par4ScoringAverage",2009
63,63,"Matt Weibring",65,4.03,1414,351,"Back9Par4ScoringAverage",2009
63,63,"Mike Weir",85,4.03,1823,452,"Back9Par4ScoringAverage",2009
63,63,"Mark Wilson",99,4.03,2126,527,"Back9Par4ScoringAverage",2009
82,82,"Kris Blanks",60,4.04,1282,317,"Back9Par4ScoringAverage",2009
82,82,"Brendon de Jonge",90,4.04,1890,468,"Back9Par4ScoringAverage",2009
82,82,"Steve Elkington",70,4.04,1427,353,"Back9Par4ScoringAverage",2009
82,82,"Mathew Goggin",76,4.04,1579,391,"Back9Par4ScoringAverage",2009
82,82,"Matt Jones",56,4.04,1183,293,"Back9Par4ScoringAverage",2009
82,82,"Anthony Kim",76,4.04,1639,406,"Back9Par4ScoringAverage",2009
