"MoneyperEventLeaders_RANKTHISWEEK_2011","MoneyperEventLeaders_RANKLASTWEEK_2011","MoneyperEventLeaders_PLAYERNAME_2011","MoneyperEventLeaders_EVENTS_2011","MoneyperEventLeaders_MONEYPEREVENT_2011","MoneyperEventLeaders_TOTALMONEY_2011","stat_name","year"
57,57,"Ryan Palmer",24,77105,1850530,"MoneyperEventLeaders",2011
58,58,"Spencer Levin",31,74839,2320037,"MoneyperEventLeaders",2011
59,59,"Fred Couples",5,74216,371080,"MoneyperEventLeaders",2011
60,60,"Jhonattan Vegas",25,74176,1854414,"MoneyperEventLeaders",2011
61,61,"Tiger Woods",9,73359,660238,"MoneyperEventLeaders",2011
62,62,"Brendan Steele",27,73196,1976309,"MoneyperEventLeaders",2011
63,63,"Ben Crane",23,73025,1679594,"MoneyperEventLeaders",2011
64,64,"Bryce Molder",27,72516,1957944,"MoneyperEventLeaders",2011
65,65,"Scott Stallings",28,69898,1957161,"MoneyperEventLeaders",2011
66,66,"Harrison Frazar",19,69592,1322266,"MoneyperEventLeaders",2011
67,67,"George McNeill",21,69433,1458109,"MoneyperEventLeaders",2011
68,68,"Johan Edfors",2,68077,136155,"MoneyperEventLeaders",2011
69,69,"Graeme McDowell",16,68056,1088898,"MoneyperEventLeaders",2011
70,70,"Chris Kirk",28,67058,1877626,"MoneyperEventLeaders",2011
71,71,"Tommy Gainey",34,63946,2174191,"MoneyperEventLeaders",2011
72,72,"Simon Dyson",3,61944,185832,"MoneyperEventLeaders",2011
73,73,"Sean OHair",24,61831,1483947,"MoneyperEventLeaders",2011
74,74,"Andres Romero",22,59687,1313133,"MoneyperEventLeaders",2011
75,75,"Jim Furyk",26,58834,1529690,"MoneyperEventLeaders",2011
76,76,"Brandt Jobe",28,58205,1629763,"MoneyperEventLeaders",2011
77,77,"Robert Allenby",25,58102,1452567,"MoneyperEventLeaders",2011
78,78,"Tom Pernice Jr",12,57915,694980,"MoneyperEventLeaders",2011
79,79,"Robert Garrigus",26,57843,1503922,"MoneyperEventLeaders",2011
80,80,"Carl Pettersson",27,57063,1540722,"MoneyperEventLeaders",2011
81,81,"Robert Rock",2,56378,112756,"MoneyperEventLeaders",2011
82,82,"Jerry Kelly",26,55838,1451797,"MoneyperEventLeaders",2011
83,83,"Jimmy Walker",24,55689,1336555,"MoneyperEventLeaders",2011
84,84,"Paul Goydos",25,55413,1385327,"MoneyperEventLeaders",2011
85,85,"Kyle Stanley",28,54416,1523657,"MoneyperEventLeaders",2011
86,86,"Scott Piercy",23,54389,1250957,"MoneyperEventLeaders",2011
87,87,"Charley Hoffman",27,54170,1462590,"MoneyperEventLeaders",2011
88,88,"Pat Perez",24,53968,1295253,"MoneyperEventLeaders",2011
89,89,"Peter Lonard",2,53152,106305,"MoneyperEventLeaders",2011
90,90,"Kevin Chappell",26,51524,1339639,"MoneyperEventLeaders",2011
91,91,"John Rollins",27,50761,1370566,"MoneyperEventLeaders",2011
92,92,"Do Hoon Kim",1,50436,50436,"MoneyperEventLeaders",2011
93,93,"Kevin Streelman",26,50000,1300005,"MoneyperEventLeaders",2011
94,94,"Retief Goosen",16,49772,796360,"MoneyperEventLeaders",2011
95,95,"Jeff Overton",26,49652,1290961,"MoneyperEventLeaders",2011
96,96,"Briny Baird",19,49593,942285,"MoneyperEventLeaders",2011
97,97,"Bob Estes",12,49508,594104,"MoneyperEventLeaders",2011
98,98,"Camilo Villegas",25,49276,1231917,"MoneyperEventLeaders",2011
99,99,"Johnson Wagner",25,48982,1224555,"MoneyperEventLeaders",2011
100,100,"Davis Love III",22,48013,1056299,"MoneyperEventLeaders",2011
101,101,"Louis Oosthuizen",15,47864,717965,"MoneyperEventLeaders",2011
102,102,"Charlie Wi",25,47539,1188493,"MoneyperEventLeaders",2011
103,103,"Trevor Immelman",25,46624,1165603,"MoneyperEventLeaders",2011
104,104,"Kris Blanks",29,46552,1350010,"MoneyperEventLeaders",2011
105,105,"Ian Poulter",16,46245,739925,"MoneyperEventLeaders",2011
106,106,"Alvaro Quiros",8,45445,363567,"MoneyperEventLeaders",2011
107,107,"Ernie Els",21,45184,948872,"MoneyperEventLeaders",2011
108,108,"Padraig Harrington",18,44602,802839,"MoneyperEventLeaders",2011
109,109,"Brian Gay",26,44520,1157525,"MoneyperEventLeaders",2011
110,110,"Chris Couch",21,43928,922495,"MoneyperEventLeaders",2011
111,111,"Brian Davis",30,43600,1308008,"MoneyperEventLeaders",2011
112,112,"Tom Gillis",19,42849,814147,"MoneyperEventLeaders",2011
113,113,"Mathias Gronberg",1,42000,42000,"MoneyperEventLeaders",2011
114,114,"Anthony Kim",26,41763,1085845,"MoneyperEventLeaders",2011
115,115,"Cameron Tringale",32,41493,1327807,"MoneyperEventLeaders",2011
116,116,"Brendon de Jonge",30,41377,1241325,"MoneyperEventLeaders",2011
117,117,"Ricky Barnes",23,41373,951586,"MoneyperEventLeaders",2011
118,118,"Stewart Cink",22,41325,909162,"MoneyperEventLeaders",2011
119,119,"Paul Casey",15,39359,590386,"MoneyperEventLeaders",2011
120,120,"Chris Stroud",28,39160,1096498,"MoneyperEventLeaders",2011
121,121,"Michael Bradley",24,38997,935934,"MoneyperEventLeaders",2011
122,122,"Brett Wetterich",8,38438,307504,"MoneyperEventLeaders",2011
123,123,"Chad Campbell",29,38069,1104023,"MoneyperEventLeaders",2011
124,124,"Michael Thompson",25,37410,935265,"MoneyperEventLeaders",2011
125,125,"Angel Cabrera",17,36945,628079,"MoneyperEventLeaders",2011
126,126,"Justin Leonard",26,36652,952962,"MoneyperEventLeaders",2011
127,127,"Peter Hanson",12,36585,439030,"MoneyperEventLeaders",2011
128,128,"Gary Boyd",1,36301,36301,"MoneyperEventLeaders",2011
128,128,"Simon Khan",1,36301,36301,"MoneyperEventLeaders",2011
130,130,"Tom Lehman",5,35612,178062,"MoneyperEventLeaders",2011
131,131,"Marco Dawson",3,34802,104406,"MoneyperEventLeaders",2011
132,132,"Hunter Haas",30,34666,1039986,"MoneyperEventLeaders",2011
133,133,"Martin Kaymer",10,34420,344208,"MoneyperEventLeaders",2011
134,134,"Ryuji Imada",29,34148,990318,"MoneyperEventLeaders",2011
135,135,"Marc Leishman",27,33938,916329,"MoneyperEventLeaders",2011
136,136,"Troy Matteson",28,33821,946989,"MoneyperEventLeaders",2011
137,137,"John Merrick",21,33561,704788,"MoneyperEventLeaders",2011
138,138,"Sung Kang",21,33446,702382,"MoneyperEventLeaders",2011
139,139,"David Hearn",26,33425,869071,"MoneyperEventLeaders",2011
140,140,"Edoardo Molinari",12,33143,397724,"MoneyperEventLeaders",2011
141,141,"Tim Herron",28,32469,909134,"MoneyperEventLeaders",2011
142,142,"Nick OHern",29,32421,940224,"MoneyperEventLeaders",2011
143,143,"Blake Adams",34,32369,1100558,"MoneyperEventLeaders",2011
144,144,"KT Kim",9,32367,291309,"MoneyperEventLeaders",2011
145,145,"Rod Pampling",21,31846,668767,"MoneyperEventLeaders",2011
146,146,"JJ Henry",28,31192,873377,"MoneyperEventLeaders",2011
147,147,"James Driscoll",24,30875,741009,"MoneyperEventLeaders",2011
148,148,"Roland Thatcher",22,30289,666371,"MoneyperEventLeaders",2011
149,149,"Joe Ogilvie",24,30286,726866,"MoneyperEventLeaders",2011
150,150,"Greg Chalmers",28,29721,832190,"MoneyperEventLeaders",2011
151,151,"David Mathis",25,28616,715404,"MoneyperEventLeaders",2011
152,152,"Kevin Stadler",27,28450,768172,"MoneyperEventLeaders",2011
153,153,"Matt McQuillan",21,27758,582932,"MoneyperEventLeaders",2011
154,154,"Stuart Appleby",24,27381,657150,"MoneyperEventLeaders",2011
155,155,"Billy Mayfair",29,26916,780577,"MoneyperEventLeaders",2011
156,156,"Heath Slocum",29,26455,767216,"MoneyperEventLeaders",2011
157,157,"Kevin Sutherland",11,26335,289692,"MoneyperEventLeaders",2011
158,158,"Stephen Ames",22,24890,547588,"MoneyperEventLeaders",2011
159,159,"Josh Teater",31,24816,769324,"MoneyperEventLeaders",2011
160,160,"Chris DiMarco",31,24578,761931,"MoneyperEventLeaders",2011
161,161,"Shane Bertsch",20,24429,488584,"MoneyperEventLeaders",2011
162,162,"Cameron Percy",12,24193,290319,"MoneyperEventLeaders",2011
163,163,"Matt Jones",25,24095,602392,"MoneyperEventLeaders",2011
164,164,"Tom Watson",3,24022,72066,"MoneyperEventLeaders",2011
165,165,"Arjun Atwal",29,23801,690236,"MoneyperEventLeaders",2011
166,166,"Gregory Havret",3,23669,71007,"MoneyperEventLeaders",2011
167,167,"Floris De Vries",1,23555,23555,"MoneyperEventLeaders",2011
167,167,"Richard McEvoy",1,23555,23555,"MoneyperEventLeaders",2011
169,169,"Jose Manuel Lara",1,23525,23525,"MoneyperEventLeaders",2011
170,170,"Matt Bettencourt",30,23084,692544,"MoneyperEventLeaders",2011
171,171,"Bobby Gates",29,22990,666734,"MoneyperEventLeaders",2011
172,172,"Pablo Larrazabal",3,22878,68634,"MoneyperEventLeaders",2011
173,173,"Bill Lunde",28,22841,639548,"MoneyperEventLeaders",2011
174,174,"Richard Green",4,22587,90351,"MoneyperEventLeaders",2011
175,175,"DJ Trahan",30,22272,668165,"MoneyperEventLeaders",2011
176,176,"Steven Bowditch",28,22192,621377,"MoneyperEventLeaders",2011
177,177,"Steve Flesch",27,22023,594621,"MoneyperEventLeaders",2011
178,178,"Garrett Willis",24,21932,526390,"MoneyperEventLeaders",2011
179,179,"Henrik Stenson",15,21853,327798,"MoneyperEventLeaders",2011
180,180,"Billy Horschel",25,21320,533023,"MoneyperEventLeaders",2011
181,181,"Matt Every",5,21024,105121,"MoneyperEventLeaders",2011
182,182,"Ross Fisher",8,20423,163384,"MoneyperEventLeaders",2011
183,183,"Matthew Millar",1,19845,19845,"MoneyperEventLeaders",2011
183,183,"Seung Yul Noh",6,19845,119070,"MoneyperEventLeaders",2011
185,185,"Scott McCarron",22,19830,436269,"MoneyperEventLeaders",2011
186,186,"Marcel Siem",1,19763,19763,"MoneyperEventLeaders",2011
187,187,"Woody Austin",18,19669,354042,"MoneyperEventLeaders",2011
188,188,"Hiroyuki Fujita",7,19542,136800,"MoneyperEventLeaders",2011
189,189,"Paul Lawrie",1,19441,19441,"MoneyperEventLeaders",2011
190,190,"Michael Putnam",21,18971,398399,"MoneyperEventLeaders",2011
191,191,"Miguel Angel Jimenez",7,18960,132723,"MoneyperEventLeaders",2011
192,192,"Kenneth Ferrie",1,18877,18877,"MoneyperEventLeaders",2011
193,193,"Jason Bohn",22,18724,411943,"MoneyperEventLeaders",2011
194,194,"Junggon Hwang",1,18715,18715,"MoneyperEventLeaders",2011
195,195,"Sangmoon Bae",2,18675,37351,"MoneyperEventLeaders",2011
196,196,"Aron Price",18,18516,333290,"MoneyperEventLeaders",2011
197,197,"Ben Curtis",23,18411,423466,"MoneyperEventLeaders",2011
198,198,"Dean Wilson",22,18241,401314,"MoneyperEventLeaders",2011
199,199,"Cameron Beckman",25,18203,455085,"MoneyperEventLeaders",2011
200,200,"Jim Renner",22,17861,392945,"MoneyperEventLeaders",2011
201,201,"Josh Broadaway",1,17356,17356,"MoneyperEventLeaders",2011
202,202,"Morgan Hoffmann",4,17282,69131,"MoneyperEventLeaders",2011
203,203,"Christo Greyling",1,17178,17178,"MoneyperEventLeaders",2011
203,203,"Kenichi Kuboya",1,17178,17178,"MoneyperEventLeaders",2011
205,205,"David Duval",24,16693,400654,"MoneyperEventLeaders",2011
206,206,"Matteo Manassero",8,16660,133283,"MoneyperEventLeaders",2011
207,207,"William McGirt",32,16654,532932,"MoneyperEventLeaders",2011
208,208,"Sam Saunders",8,16565,132525,"MoneyperEventLeaders",2011
209,209,"Wes Heffernan",1,16539,16539,"MoneyperEventLeaders",2011
210,210,"Alex Cejka",21,16423,344901,"MoneyperEventLeaders",2011
211,211,"Alexander Noren",4,16177,64708,"MoneyperEventLeaders",2011
212,212,"Mathew Goggin",1,16157,16157,"MoneyperEventLeaders",2011
213,213,"Erick Justesen",1,16087,16087,"MoneyperEventLeaders",2011
214,214,"Erik Compton",6,15923,95541,"MoneyperEventLeaders",2011
215,215,"Chris Riley",25,15888,397203,"MoneyperEventLeaders",2011
216,216,"Steve Pate",1,15750,15750,"MoneyperEventLeaders",2011
217,217,"Vaughn Taylor",27,15700,423907,"MoneyperEventLeaders",2011
218,218,"Marc Turnesa",20,14970,299405,"MoneyperEventLeaders",2011
219,219,"Tim Petrovic",29,14759,428011,"MoneyperEventLeaders",2011
220,220,"Fabian Gomez",26,14681,381730,"MoneyperEventLeaders",2011
221,221,"Kent Jones",25,14424,360623,"MoneyperEventLeaders",2011
222,222,"Francesco Molinari",11,14398,158387,"MoneyperEventLeaders",2011
223,223,"Ryo Ishikawa",10,14363,143636,"MoneyperEventLeaders",2011
224,224,"Joe Durant",25,14351,358790,"MoneyperEventLeaders",2011
225,225,"Zack Miller",30,14244,427340,"MoneyperEventLeaders",2011
226,226,"Kirk Triplett",8,13885,111080,"MoneyperEventLeaders",2011
227,227,"Bio Kim",25,13823,345588,"MoneyperEventLeaders",2011
228,228,"Tag Ridings",28,13666,382669,"MoneyperEventLeaders",2011
229,229,"Ben Martin",25,13603,340080,"MoneyperEventLeaders",2011
230,230,"Troy Kelly",1,13542,13542,"MoneyperEventLeaders",2011
231,231,"Will Ma Kenzie",14,13456,188393,"MoneyperEventLeaders",2011
232,232,"Steve Allan",1,13380,13380,"MoneyperEventLeaders",2011
233,233,"Michael Letzig",13,13074,169973,"MoneyperEventLeaders",2011
234,234,"Nick Price",1,12996,12996,"MoneyperEventLeaders",2011
235,235,"Justin Hicks",23,12390,284990,"MoneyperEventLeaders",2011
236,236,"Boo Weekley",23,12153,279530,"MoneyperEventLeaders",2011
237,237,"Paul Stankowski",24,12092,290211,"MoneyperEventLeaders",2011
238,238,"Frank Lickliter II",12,12013,144160,"MoneyperEventLeaders",2011
239,239,"Nathan Green",26,12004,312109,"MoneyperEventLeaders",2011
240,240,"John Mallinger",15,11966,179497,"MoneyperEventLeaders",2011
241,241,"Michael Connell",26,11898,309361,"MoneyperEventLeaders",2011
242,242,"Gregory Bourdy",2,11777,23555,"MoneyperEventLeaders",2011
243,243,"Steve Lowery",2,11762,23525,"MoneyperEventLeaders",2011
244,244,"Derek Lamely",26,11582,301145,"MoneyperEventLeaders",2011
245,245,"John Daly",18,11553,207963,"MoneyperEventLeaders",2011
246,246,"Chad Collins",16,11469,183509,"MoneyperEventLeaders",2011
247,247,"Lee Janzen",19,11420,216992,"MoneyperEventLeaders",2011
248,248,"Will Claxton",1,11275,11275,"MoneyperEventLeaders",2011
249,249,"Julian Etulain",1,11261,11261,"MoneyperEventLeaders",2011
249,249,"Sal Spallone",1,11261,11261,"MoneyperEventLeaders",2011
251,251,"Kevin Kisner",24,11257,270170,"MoneyperEventLeaders",2011
252,252,"Colt Knost",27,10993,296817,"MoneyperEventLeaders",2011
253,253,"Jarrod Lyle",29,10946,317458,"MoneyperEventLeaders",2011
254,254,"Andre Stolz",2,10797,21594,"MoneyperEventLeaders",2011
255,255,"Corey Pavin",4,10594,42376,"MoneyperEventLeaders",2011
256,256,"Robert Damron",3,10590,31770,"MoneyperEventLeaders",2011
257,257,"Daniel Summerhays",29,10410,301899,"MoneyperEventLeaders",2011
258,258,"Tom Byrum",1,10404,10404,"MoneyperEventLeaders",2011
259,259,"Michio Matsumura",1,10395,10395,"MoneyperEventLeaders",2011
260,260,"Steve Elkington",17,10366,176225,"MoneyperEventLeaders",2011
261,261,"Brad Fritsch",1,10348,10348,"MoneyperEventLeaders",2011
262,262,"Fredrik Andersson Hed",2,10285,20571,"MoneyperEventLeaders",2011
263,263,"Chris Tidland",12,10248,122984,"MoneyperEventLeaders",2011
264,264,"Alexandre Rocha",22,10228,225025,"MoneyperEventLeaders",2011
265,265,"Dustin Risdon",1,10192,10192,"MoneyperEventLeaders",2011
266,266,"Todd Hamilton",11,10189,112082,"MoneyperEventLeaders",2011
267,267,"Alex Prugh",29,10071,292069,"MoneyperEventLeaders",2011
268,268,"Scott Gutschewski",23,9989,229758,"MoneyperEventLeaders",2011
269,269,"Jeff Quinney",14,9970,139582,"MoneyperEventLeaders",2011
270,270,"Craig Barlow",5,9937,49688,"MoneyperEventLeaders",2011
271,271,"Joost Luiten",2,9922,19845,"MoneyperEventLeaders",2011
272,272,"JP Hayes",19,9829,186769,"MoneyperEventLeaders",2011
273,273,"Peter Tomasulo",12,9651,115816,"MoneyperEventLeaders",2011
274,274,"Charles Warren",10,9642,96422,"MoneyperEventLeaders",2011
275,275,"Richard Johnson",23,9221,212105,"MoneyperEventLeaders",2011
276,276,"Jim Herman",22,8947,196844,"MoneyperEventLeaders",2011
277,277,"Andres Gonzales",21,8897,186846,"MoneyperEventLeaders",2011
278,278,"Drew Weaver",2,8866,17732,"MoneyperEventLeaders",2011
279,279,"Alejandro Canizares",2,8734,17469,"MoneyperEventLeaders",2011
280,280,"Jason Gore",6,8548,51290,"MoneyperEventLeaders",2011
281,281,"Kenny Perry",13,8475,110176,"MoneyperEventLeaders",2011
282,282,"Michael Allen",5,8468,42343,"MoneyperEventLeaders",2011
283,283,"Richard Scott",1,8400,8400,"MoneyperEventLeaders",2011
284,284,"DJ Brigman",23,8325,191491,"MoneyperEventLeaders",2011
285,285,"Guy Boros",1,8172,8172,"MoneyperEventLeaders",2011
286,286,"Dicky Pride",8,8026,64213,"MoneyperEventLeaders",2011
287,287,"Yuta Ikeda",9,7960,71646,"MoneyperEventLeaders",2011
288,288,"WC Liang",2,7796,15592,"MoneyperEventLeaders",2011
289,289,"Daniel Chopra",2,7705,15411,"MoneyperEventLeaders",2011
290,290,"Shaun Micheel",27,7646,206450,"MoneyperEventLeaders",2011
291,291,"Greg Kraft",1,7350,7350,"MoneyperEventLeaders",2011
292,292,"Joseph Bramlett",25,7149,178727,"MoneyperEventLeaders",2011
293,293,"JL Lewis",1,7056,7056,"MoneyperEventLeaders",2011
294,294,"Dave Schultz",1,7035,7035,"MoneyperEventLeaders",2011
295,295,"Brian Bateman",1,6984,6984,"MoneyperEventLeaders",2011
296,296,"Stephen Gallacher",3,6857,20571,"MoneyperEventLeaders",2011
297,297,"Patrick Reed",3,6686,20058,"MoneyperEventLeaders",2011
298,298,"Troy Merritt",23,6585,151474,"MoneyperEventLeaders",2011
299,299,"Nate Smith",24,6450,154814,"MoneyperEventLeaders",2011
300,300,"Rich Beem",21,6439,135225,"MoneyperEventLeaders",2011
301,301,"Martin Piller",23,6128,140957,"MoneyperEventLeaders",2011
302,302,"Mark OMeara",3,6080,18240,"MoneyperEventLeaders",2011
303,303,"Rocco Mediate",23,5926,136298,"MoneyperEventLeaders",2011
304,304,"Mark Calcavecchia",6,5821,34929,"MoneyperEventLeaders",2011
305,305,"Will Strickler",19,5738,109030,"MoneyperEventLeaders",2011
306,306,"Brett Quigley",10,5682,56825,"MoneyperEventLeaders",2011
307,307,"Jeff Maggert",18,5615,101080,"MoneyperEventLeaders",2011
308,308,"Jonathan Kaye",2,5416,10833,"MoneyperEventLeaders",2011
309,309,"Mark Hensby",6,5373,32241,"MoneyperEventLeaders",2011
310,310,"Graham DeLaet",2,5236,10472,"MoneyperEventLeaders",2011
311,311,"Garth Mulroy",4,5200,20800,"MoneyperEventLeaders",2011
312,312,"Fran Quinn",10,4719,47198,"MoneyperEventLeaders",2011
313,313,"Jay Williamson",6,4565,27395,"MoneyperEventLeaders",2011
314,314,"Mike Small",6,4525,27152,"MoneyperEventLeaders",2011
315,315,"Duffy Waldorf",14,4373,61233,"MoneyperEventLeaders",2011
316,316,"Todd Fischer",3,4300,12900,"MoneyperEventLeaders",2011
317,317,"Jeff Klauk",8,4295,34363,"MoneyperEventLeaders",2011
318,318,"Billy Hurley III",3,4260,12780,"MoneyperEventLeaders",2011
319,319,"Matt Weibring",5,4029,20148,"MoneyperEventLeaders",2011
320,320,"Jamie Lovemark",9,3854,34692,"MoneyperEventLeaders",2011
321,321,"Jesper Parnevik",10,3773,37739,"MoneyperEventLeaders",2011
322,322,"Omar Uresti",5,3669,18349,"MoneyperEventLeaders",2011
323,323,"Robert Gamez",9,3502,31522,"MoneyperEventLeaders",2011
324,324,"Chris Baryla",20,3400,68000,"MoneyperEventLeaders",2011
325,325,"Bob May",2,3345,6690,"MoneyperEventLeaders",2011
326,326,"Joe Affrunti",6,3139,18837,"MoneyperEventLeaders",2011
327,327,"Craig Bowden",4,2965,11863,"MoneyperEventLeaders",2011
328,328,"Alex Aragon",2,2880,5760,"MoneyperEventLeaders",2011
329,329,"Carl Paulson",11,2720,29922,"MoneyperEventLeaders",2011
330,330,"Michael Sim",19,2494,47403,"MoneyperEventLeaders",2011
331,331,"Ted Purdy",6,2470,14820,"MoneyperEventLeaders",2011
332,332,"Skip Kendall",6,1990,11940,"MoneyperEventLeaders",2011
333,333,"Fred Funk",7,1697,11880,"MoneyperEventLeaders",2011
334,334,"Notah Begay III",4,1672,6690,"MoneyperEventLeaders",2011
335,335,"Mike Weir",15,1554,23312,"MoneyperEventLeaders",2011
336,336,"Mark Brooks",5,1497,7488,"MoneyperEventLeaders",2011
337,337,"Scott Gordon",19,1490,28311,"MoneyperEventLeaders",2011
338,338,"Jose Maria Olazabal",6,1055,6330,"MoneyperEventLeaders",2011
