"Par4EagleLeaders_RANKTHISWEEK_2011","Par4EagleLeaders_RANKLASTWEEK_2011","Par4EagleLeaders_PLAYERNAME_2011","Par4EagleLeaders_ROUNDS_2011","Par4EagleLeaders_TOTAL_2011","Par4EagleLeaders_TOTALPAR4HOLES_2011","Par4EagleLeaders_TOTALHOLEOUTS_2011","stat_name","year"
1,1,"Kris Blanks",92,4,995,3,"Par4EagleLeaders",2011
1,1,"Fabian Gomez",84,4,900,4,"Par4EagleLeaders",2011
3,3,"Greg Chalmers",88,3,959,3,"Par4EagleLeaders",2011
3,3,"Rickie Fowler",84,3,889,3,"Par4EagleLeaders",2011
3,3,"Zach Johnson",79,3,860,1,"Par4EagleLeaders",2011
3,3,"Chris Kirk",87,3,948,3,"Par4EagleLeaders",2011
3,3,"Troy Matteson",91,3,970,3,"Par4EagleLeaders",2011
3,3,"George McNeill",69,3,751,2,"Par4EagleLeaders",2011
3,3,"Andres Romero",77,3,845,2,"Par4EagleLeaders",2011
3,3,"Chris Stroud",88,3,957,1,"Par4EagleLeaders",2011
11,11,"Blake Adams",116,2,1252,2,"Par4EagleLeaders",2011
11,11,"Briny Baird",60,2,662,1,"Par4EagleLeaders",2011
11,11,"Ricky Barnes",78,2,860,2,"Par4EagleLeaders",2011
11,11,"Shane Bertsch",62,2,682,1,"Par4EagleLeaders",2011
11,11,"Steven Bowditch",86,2,938,1,"Par4EagleLeaders",2011
11,11,"Keegan Bradley",91,2,992,1,"Par4EagleLeaders",2011
11,11,"Joseph Bramlett",73,2,790,2,"Par4EagleLeaders",2011
11,11,"Jonathan Byrd",83,2,899,2,"Par4EagleLeaders",2011
11,11,"Kevin Chappell",78,2,843,2,"Par4EagleLeaders",2011
11,11,"Chris Couch",73,2,783,1,"Par4EagleLeaders",2011
11,11,"Bobby Gates",82,2,876,1,"Par4EagleLeaders",2011
11,11,"Hunter Haas",96,2,1026,1,"Par4EagleLeaders",2011
11,11,"David Hearn",88,2,971,NA,"Par4EagleLeaders",2011
11,11,"Billy Horschel",75,2,808,NA,"Par4EagleLeaders",2011
11,11,"Brandt Jobe",100,2,1078,NA,"Par4EagleLeaders",2011
11,11,"Dustin Johnson",72,2,771,1,"Par4EagleLeaders",2011
11,11,"Derek Lamely",65,2,698,1,"Par4EagleLeaders",2011
11,11,"William McGirt",103,2,1129,1,"Par4EagleLeaders",2011
11,11,"Phil Mickelson",79,2,829,2,"Par4EagleLeaders",2011
11,11,"Joe Ogilvie",75,2,817,2,"Par4EagleLeaders",2011
11,11,"Jeff Overton",92,2,1002,1,"Par4EagleLeaders",2011
11,11,"Pat Perez",76,2,809,1,"Par4EagleLeaders",2011
