"Par4EagleLeaders_RANKTHISWEEK_2011","Par4EagleLeaders_RANKLASTWEEK_2011","Par4EagleLeaders_PLAYERNAME_2011","Par4EagleLeaders_ROUNDS_2011","Par4EagleLeaders_TOTAL_2011","Par4EagleLeaders_TOTALPAR4HOLES_2011","Par4EagleLeaders_TOTALHOLEOUTS_2011","stat_name","year"
11,11,"Rory Sabbatini",85,2,923,1,"Par4EagleLeaders",2011
11,11,"Webb Simpson",98,2,1071,2,"Par4EagleLeaders",2011
11,11,"Josh Teater",104,2,1131,1,"Par4EagleLeaders",2011
11,11,"Jimmy Walker",79,2,873,2,"Par4EagleLeaders",2011
11,11,"Gary Woodland",93,2,1009,1,"Par4EagleLeaders",2011
38,38,"Robert Allenby",84,1,915,1,"Par4EagleLeaders",2011
38,38,"Stephen Ames",69,1,746,1,"Par4EagleLeaders",2011
38,38,"Stuart Appleby",65,1,715,1,"Par4EagleLeaders",2011
38,38,"Woody Austin",59,1,634,1,"Par4EagleLeaders",2011
38,38,"Aaron Baddeley",77,1,837,1,"Par4EagleLeaders",2011
38,38,"Michael Bradley",74,1,808,1,"Par4EagleLeaders",2011
38,38,"Angel Cabrera",50,1,540,NA,"Par4EagleLeaders",2011
38,38,"Chad Campbell",99,1,1085,1,"Par4EagleLeaders",2011
38,38,"KJ Choi",77,1,815,NA,"Par4EagleLeaders",2011
38,38,"Ben Crane",76,1,814,NA,"Par4EagleLeaders",2011
38,38,"Jason Day",76,1,807,1,"Par4EagleLeaders",2011
38,38,"Brendon de Jonge",105,1,1137,1,"Par4EagleLeaders",2011
38,38,"Chris DiMarco",93,1,1012,1,"Par4EagleLeaders",2011
38,38,"Jason Dufner",78,1,854,1,"Par4EagleLeaders",2011
38,38,"Joe Durant",71,1,769,1,"Par4EagleLeaders",2011
38,38,"David Duval",67,1,716,1,"Par4EagleLeaders",2011
38,38,"Ernie Els",71,1,761,1,"Par4EagleLeaders",2011
38,38,"Steve Flesch",88,1,971,NA,"Par4EagleLeaders",2011
38,38,"Jim Furyk",87,1,949,1,"Par4EagleLeaders",2011
38,38,"Sergio Garcia",61,1,673,1,"Par4EagleLeaders",2011
38,38,"Robert Garrigus",83,1,900,1,"Par4EagleLeaders",2011
38,38,"Brian Gay",90,1,980,1,"Par4EagleLeaders",2011
38,38,"Tom Gillis",55,1,622,1,"Par4EagleLeaders",2011
38,38,"Retief Goosen",50,1,529,NA,"Par4EagleLeaders",2011
38,38,"Nathan Green",81,1,888,1,"Par4EagleLeaders",2011
38,38,"Scott Gutschewski",67,1,724,1,"Par4EagleLeaders",2011
38,38,"Bill Haas",93,1,1005,1,"Par4EagleLeaders",2011
38,38,"JJ Henry",96,1,1031,1,"Par4EagleLeaders",2011
38,38,"Charles Howell III",108,1,1185,1,"Par4EagleLeaders",2011
38,38,"Ryuji Imada",83,1,902,1,"Par4EagleLeaders",2011
38,38,"Trevor Immelman",84,1,920,1,"Par4EagleLeaders",2011
38,38,"Richard Johnson",64,1,693,1,"Par4EagleLeaders",2011
38,38,"Jerry Kelly",85,1,947,1,"Par4EagleLeaders",2011
38,38,"Martin Laird",77,1,809,1,"Par4EagleLeaders",2011
38,38,"Marc Leishman",87,1,943,NA,"Par4EagleLeaders",2011
38,38,"Justin Leonard",82,1,886,1,"Par4EagleLeaders",2011
38,38,"Steve Marino",76,1,821,1,"Par4EagleLeaders",2011
38,38,"David Mathis",83,1,910,NA,"Par4EagleLeaders",2011
38,38,"Billy Mayfair",94,1,1018,NA,"Par4EagleLeaders",2011
38,38,"Scott McCarron",65,1,710,NA,"Par4EagleLeaders",2011
38,38,"Graeme McDowell",50,1,517,1,"Par4EagleLeaders",2011
38,38,"Troy Merritt",63,1,682,NA,"Par4EagleLeaders",2011
38,38,"Ryan Moore",79,1,816,1,"Par4EagleLeaders",2011
38,38,"Nick OHern",89,1,960,NA,"Par4EagleLeaders",2011
38,38,"Carl Pettersson",95,1,1049,1,"Par4EagleLeaders",2011
38,38,"Martin Piller",63,1,682,1,"Par4EagleLeaders",2011
38,38,"DA Points",89,1,962,NA,"Par4EagleLeaders",2011
38,38,"Alexandre Rocha",65,1,716,1,"Par4EagleLeaders",2011
38,38,"Justin Rose",79,1,831,1,"Par4EagleLeaders",2011
38,38,"Charl Schwartzel",58,1,612,NA,"Par4EagleLeaders",2011
38,38,"Adam Scott",60,1,663,1,"Par4EagleLeaders",2011
38,38,"Vijay Singh",79,1,859,NA,"Par4EagleLeaders",2011
38,38,"Heath Slocum",89,1,970,1,"Par4EagleLeaders",2011
38,38,"Nate Smith",66,1,716,1,"Par4EagleLeaders",2011
38,38,"Kevin Stadler",88,1,939,1,"Par4EagleLeaders",2011
38,38,"Kyle Stanley",98,1,1067,NA,"Par4EagleLeaders",2011
38,38,"Steve Stricker",70,1,755,1,"Par4EagleLeaders",2011
38,38,"Will Strickler",51,1,556,1,"Par4EagleLeaders",2011
38,38,"Daniel Summerhays",75,1,806,NA,"Par4EagleLeaders",2011
38,38,"Vaughn Taylor",89,1,964,1,"Par4EagleLeaders",2011
38,38,"David Toms",78,1,846,1,"Par4EagleLeaders",2011
38,38,"Cameron Tringale",110,1,1204,1,"Par4EagleLeaders",2011
38,38,"Marc Turnesa",54,1,584,1,"Par4EagleLeaders",2011
38,38,"Bo Van Pelt",92,1,989,1,"Par4EagleLeaders",2011
38,38,"Jhonattan Vegas",84,1,917,1,"Par4EagleLeaders",2011
38,38,"Camilo Villegas",69,1,746,1,"Par4EagleLeaders",2011
38,38,"Bubba Watson",85,1,847,NA,"Par4EagleLeaders",2011
38,38,"Boo Weekley",66,1,718,1,"Par4EagleLeaders",2011
38,38,"Dean Wilson",62,1,662,1,"Par4EagleLeaders",2011
38,38,"Mark Wilson",89,1,947,1,"Par4EagleLeaders",2011
