"GreensorFringeinRegulation_RANKTHISWEEK_2011","GreensorFringeinRegulation_RANKLASTWEEK_2011","GreensorFringeinRegulation_PLAYERNAME_2011","GreensorFringeinRegulation_ROUNDS_2011","GreensorFringeinRegulation_Pct_2011","GreensorFringeinRegulation_TOTALHIT_2011","GreensorFringeinRegulation_TOTALATTEMPTS_2011","GreensorFringeinRegulation_RTPSCORE_2011","stat_name","year"
28,28,"Hunter Mahan",92,73.46,1005,1368,-290,"GreensorFringeinRegulation",2011
29,29,"Michael Bradley",74,73.45,780,1062,-180,"GreensorFringeinRegulation",2011
30,30,"Davis Love III",70,73.4,687,936,-167,"GreensorFringeinRegulation",2011
31,31,"David Hearn",88,73.39,1004,1368,-226,"GreensorFringeinRegulation",2011
32,32,"JJ Henry",96,73.35,1043,1422,-229,"GreensorFringeinRegulation",2011
32,32,"Spencer Levin",113,73.35,1241,1692,-281,"GreensorFringeinRegulation",2011
34,34,"Bo Van Pelt",92,73.32,937,1278,-231,"GreensorFringeinRegulation",2011
35,35,"Jim Herman",69,73.29,752,1026,-155,"GreensorFringeinRegulation",2011
36,36,"Woody Austin",59,73.22,659,900,-154,"GreensorFringeinRegulation",2011
37,37,"Jim Furyk",87,73.17,922,1260,-224,"GreensorFringeinRegulation",2011
38,38,"Matt Kuchar",94,73.16,935,1278,-269,"GreensorFringeinRegulation",2011
39,39,"Jason Bohn",74,73.05,881,1206,-219,"GreensorFringeinRegulation",2011
40,40,"Bill Lunde",92,72.87,1010,1386,-240,"GreensorFringeinRegulation",2011
41,41,"Chez Reavie",92,72.76,1074,1476,-273,"GreensorFringeinRegulation",2011
42,42,"Alexandre Rocha",65,72.68,641,882,-118,"GreensorFringeinRegulation",2011
42,42,"Kevin Stadler",88,72.68,955,1314,-225,"GreensorFringeinRegulation",2011
44,44,"Nick OHern",89,72.66,994,1368,-225,"GreensorFringeinRegulation",2011
45,45,"Lucas Glover",74,72.59,797,1098,-220,"GreensorFringeinRegulation",2011
46,46,"Steve Stricker",70,72.54,692,954,-223,"GreensorFringeinRegulation",2011
47,47,"Brian Davis",105,72.4,1199,1656,-307,"GreensorFringeinRegulation",2011
48,48,"Cameron Tringale",110,72.34,1263,1746,-296,"GreensorFringeinRegulation",2011
49,49,"Aron Price",58,72.22,637,882,-154,"GreensorFringeinRegulation",2011
49,49,"Johnson Wagner",81,72.22,910,1260,-187,"GreensorFringeinRegulation",2011
51,51,"Brendon de Jonge",105,72.16,1195,1656,-317,"GreensorFringeinRegulation",2011
52,52,"Vijay Singh",79,72.15,935,1296,-235,"GreensorFringeinRegulation",2011
53,53,"Zach Johnson",79,72.14,831,1152,-231,"GreensorFringeinRegulation",2011
53,53,"Scott Stallings",84,72.14,896,1242,-210,"GreensorFringeinRegulation",2011
55,55,"Martin Laird",77,72.13,805,1116,-233,"GreensorFringeinRegulation",2011
56,56,"JB Holmes",57,71.95,608,845,-176,"GreensorFringeinRegulation",2011
57,57,"KJ Choi",77,71.93,751,1044,-184,"GreensorFringeinRegulation",2011
57,57,"Phil Mickelson",79,71.93,751,1044,-221,"GreensorFringeinRegulation",2011
59,59,"Luke Donald",73,71.9,673,936,-216,"GreensorFringeinRegulation",2011
60,60,"Ricky Barnes",78,71.88,828,1152,-175,"GreensorFringeinRegulation",2011
61,61,"Aaron Baddeley",77,71.86,802,1116,-251,"GreensorFringeinRegulation",2011
62,62,"Sergio Garcia",61,71.85,582,810,-153,"GreensorFringeinRegulation",2011
63,63,"Kevin Streelman",90,71.83,918,1278,-230,"GreensorFringeinRegulation",2011
64,64,"Tommy Gainey",104,71.79,1176,1638,-305,"GreensorFringeinRegulation",2011
65,65,"Ben Crane",76,71.77,801,1116,-199,"GreensorFringeinRegulation",2011
66,66,"Robert Garrigus",83,71.66,890,1242,-244,"GreensorFringeinRegulation",2011
67,67,"Jason Dufner",78,71.62,838,1170,-209,"GreensorFringeinRegulation",2011
68,68,"Billy Horschel",75,71.59,799,1116,-194,"GreensorFringeinRegulation",2011
68,68,"Steve Marino",76,71.59,799,1116,-212,"GreensorFringeinRegulation",2011
68,68,"Jim Renner",65,71.59,683,954,-159,"GreensorFringeinRegulation",2011
68,68,"Jhonattan Vegas",84,71.59,902,1260,-208,"GreensorFringeinRegulation",2011
68,68,"Mark Wilson",89,71.59,902,1260,-219,"GreensorFringeinRegulation",2011
73,73,"Rory Sabbatini",85,71.58,786,1098,-211,"GreensorFringeinRegulation",2011
74,74,"Chris Kirk",87,71.57,992,1386,-260,"GreensorFringeinRegulation",2011
75,75,"Josh Teater",104,71.56,1185,1656,-305,"GreensorFringeinRegulation",2011
76,76,"Ian Poulter",52,71.51,502,702,-131,"GreensorFringeinRegulation",2011
77,77,"Rod Pampling",72,71.48,772,1080,-183,"GreensorFringeinRegulation",2011
78,78,"Stewart Cink",72,71.47,669,936,-175,"GreensorFringeinRegulation",2011
79,79,"Charley Hoffman",93,71.4,951,1332,-300,"GreensorFringeinRegulation",2011
80,80,"Alex Cejka",59,71.28,603,846,-134,"GreensorFringeinRegulation",2011
81,81,"Chris Stroud",88,71.23,1000,1404,-235,"GreensorFringeinRegulation",2011
82,82,"Jerry Kelly",85,71.16,871,1224,-213,"GreensorFringeinRegulation",2011
83,83,"Tom Gillis",55,71.11,640,900,-120,"GreensorFringeinRegulation",2011
84,84,"Vaughn Taylor",89,71.02,1061,1494,-260,"GreensorFringeinRegulation",2011
85,85,"Brendan Steele",89,71,984,1386,-248,"GreensorFringeinRegulation",2011
86,86,"Retief Goosen",50,70.97,511,720,-131,"GreensorFringeinRegulation",2011
87,87,"Carl Pettersson",95,70.86,1148,1620,-324,"GreensorFringeinRegulation",2011
88,88,"Charl Schwartzel",58,70.83,510,720,-121,"GreensorFringeinRegulation",2011
89,89,"Scott Piercy",78,70.81,803,1134,-223,"GreensorFringeinRegulation",2011
90,90,"Jeff Overton",92,70.78,930,1314,-241,"GreensorFringeinRegulation",2011
91,91,"Jonathan Byrd",83,70.76,917,1296,-264,"GreensorFringeinRegulation",2011
92,92,"Blake Adams",116,70.74,1337,1890,-337,"GreensorFringeinRegulation",2011
93,93,"Chris Riley",76,70.67,865,1224,-169,"GreensorFringeinRegulation",2011
94,94,"Kent Jones",76,70.65,852,1206,-180,"GreensorFringeinRegulation",2011
94,94,"Marc Turnesa",54,70.65,585,828,-117,"GreensorFringeinRegulation",2011
96,96,"Troy Matteson",91,70.64,1030,1458,-261,"GreensorFringeinRegulation",2011
97,97,"Padraig Harrington",60,70.49,571,810,-143,"GreensorFringeinRegulation",2011
97,97,"Garrett Willis",71,70.49,812,1152,-198,"GreensorFringeinRegulation",2011
99,99,"Sung Kang",63,70.48,647,918,-157,"GreensorFringeinRegulation",2011
100,100,"Joseph Bramlett",73,70.4,773,1098,-161,"GreensorFringeinRegulation",2011
101,101,"Tim Herron",85,70.35,975,1386,-225,"GreensorFringeinRegulation",2011
102,102,"Michael Thompson",79,70.29,873,1242,-213,"GreensorFringeinRegulation",2011
103,103,"Hunter Haas",96,70.26,1075,1530,-283,"GreensorFringeinRegulation",2011
104,104,"Chris DiMarco",93,70.19,1036,1476,-237,"GreensorFringeinRegulation",2011
105,105,"Paul Stankowski",78,70.17,821,1170,-194,"GreensorFringeinRegulation",2011
106,106,"Pat Perez",76,70.16,884,1260,-230,"GreensorFringeinRegulation",2011
107,107,"Graeme McDowell",50,70.12,467,666,-134,"GreensorFringeinRegulation",2011
108,108,"Alex Prugh",82,70.11,896,1278,-197,"GreensorFringeinRegulation",2011
109,109,"Shane Bertsch",62,70.09,656,936,-173,"GreensorFringeinRegulation",2011
109,109,"Ryan Palmer",82,70.09,757,1080,-180,"GreensorFringeinRegulation",2011
111,111,"Michael Connell",76,69.98,907,1296,-183,"GreensorFringeinRegulation",2011
112,112,"Bryce Molder",82,69.95,894,1278,-245,"GreensorFringeinRegulation",2011
113,113,"Ben Curtis",66,69.89,780,1116,-169,"GreensorFringeinRegulation",2011
114,114,"Justin Leonard",82,69.82,930,1332,-179,"GreensorFringeinRegulation",2011
115,115,"Ryan Moore",79,69.81,754,1080,-218,"GreensorFringeinRegulation",2011
116,116,"Marc Leishman",87,69.79,1005,1440,-251,"GreensorFringeinRegulation",2011
117,117,"Jason Day",76,69.77,741,1062,-219,"GreensorFringeinRegulation",2011
118,118,"Steve Elkington",50,69.71,527,756,-118,"GreensorFringeinRegulation",2011
119,119,"Rickie Fowler",84,69.7,828,1188,-262,"GreensorFringeinRegulation",2011
120,120,"Freddie Jacobson",92,69.68,878,1260,-232,"GreensorFringeinRegulation",2011
121,121,"Roland Thatcher",67,69.67,765,1098,-163,"GreensorFringeinRegulation",2011
122,122,"Fabian Gomez",84,69.62,864,1241,-209,"GreensorFringeinRegulation",2011
123,123,"Camilo Villegas",69,69.59,714,1026,-182,"GreensorFringeinRegulation",2011
124,124,"Kevin Chappell",78,69.49,763,1098,-170,"GreensorFringeinRegulation",2011
125,125,"Brian Gay",90,69.44,925,1332,-240,"GreensorFringeinRegulation",2011
125,125,"Paul Goydos",81,69.44,925,1332,-194,"GreensorFringeinRegulation",2011
125,125,"Justin Hicks",60,69.44,550,792,-82,"GreensorFringeinRegulation",2011
128,128,"Angel Cabrera",50,69.37,437,630,-127,"GreensorFringeinRegulation",2011
129,129,"David Mathis",83,69.21,872,1260,-201,"GreensorFringeinRegulation",2011
130,130,"Stephen Ames",69,69.17,747,1080,-167,"GreensorFringeinRegulation",2011
131,131,"Matt McQuillan",59,69.1,597,864,-149,"GreensorFringeinRegulation",2011
131,131,"Troy Merritt",63,69.1,709,1026,-146,"GreensorFringeinRegulation",2011
133,133,"Jimmy Walker",79,69.01,944,1368,-237,"GreensorFringeinRegulation",2011
134,134,"Robert Karlsson",61,68.97,558,809,-153,"GreensorFringeinRegulation",2011
135,135,"Andres Gonzales",60,68.96,571,828,-133,"GreensorFringeinRegulation",2011
136,136,"Keegan Bradley",91,68.9,955,1386,-234,"GreensorFringeinRegulation",2011
137,137,"Ben Martin",74,68.89,806,1170,-206,"GreensorFringeinRegulation",2011
137,137,"Sean OHair",71,68.89,744,1080,-166,"GreensorFringeinRegulation",2011
139,139,"Chris Couch",73,68.87,843,1224,-248,"GreensorFringeinRegulation",2011
139,139,"David Duval",67,68.87,719,1044,-150,"GreensorFringeinRegulation",2011
139,139,"Michael Putnam",67,68.87,657,954,-143,"GreensorFringeinRegulation",2011
142,142,"Andres Romero",77,68.71,841,1224,-253,"GreensorFringeinRegulation",2011
143,143,"Tag Ridings",87,68.69,915,1332,-231,"GreensorFringeinRegulation",2011
144,144,"DA Points",89,68.62,914,1332,-234,"GreensorFringeinRegulation",2011
145,145,"James Driscoll",71,68.58,753,1098,-184,"GreensorFringeinRegulation",2011
146,146,"Ryuji Imada",83,68.49,937,1368,-225,"GreensorFringeinRegulation",2011
147,147,"Bobby Gates",82,68.41,825,1206,-185,"GreensorFringeinRegulation",2011
148,148,"Cameron Beckman",71,68.4,788,1152,-188,"GreensorFringeinRegulation",2011
149,149,"Brandt Snedeker",85,68.33,824,1206,-254,"GreensorFringeinRegulation",2011
150,150,"Steven Bowditch",86,68.16,957,1404,-270,"GreensorFringeinRegulation",2011
151,151,"Shaun Micheel",77,68.12,797,1170,-156,"GreensorFringeinRegulation",2011
152,152,"Colt Knost",80,68.08,821,1206,-171,"GreensorFringeinRegulation",2011
153,153,"Arjun Atwal",91,68.01,1016,1494,-253,"GreensorFringeinRegulation",2011
154,154,"Will Strickler",51,67.96,526,774,-117,"GreensorFringeinRegulation",2011
155,155,"Geoff Ogilvy",69,67.9,660,972,-186,"GreensorFringeinRegulation",2011
156,156,"Rocco Mediate",53,67.82,586,864,-116,"GreensorFringeinRegulation",2011
157,157,"Charlie Wi",83,67.68,938,1386,-255,"GreensorFringeinRegulation",2011
158,158,"Derek Lamely",65,67.62,706,1044,-170,"GreensorFringeinRegulation",2011
158,158,"George McNeill",69,67.62,706,1044,-193,"GreensorFringeinRegulation",2011
160,160,"Anthony Kim",72,67.53,705,1044,-189,"GreensorFringeinRegulation",2011
161,161,"Scott Gutschewski",67,67.37,667,990,-135,"GreensorFringeinRegulation",2011
162,162,"Dean Wilson",62,67.35,691,1026,-159,"GreensorFringeinRegulation",2011
163,163,"Harrison Frazar",58,67.33,509,756,-123,"GreensorFringeinRegulation",2011
164,164,"Kevin Na",84,67.32,824,1224,-249,"GreensorFringeinRegulation",2011
165,165,"Rich Beem",53,67.27,557,828,-96,"GreensorFringeinRegulation",2011
166,166,"Tim Petrovic",88,67.24,932,1386,-227,"GreensorFringeinRegulation",2011
167,167,"Lee Janzen",62,67.22,605,900,-162,"GreensorFringeinRegulation",2011
168,168,"YE Yang",63,67.06,507,756,-133,"GreensorFringeinRegulation",2011
169,169,"Zack Miller",86,66.89,903,1350,-183,"GreensorFringeinRegulation",2011
170,170,"JP Hayes",56,66.78,577,864,-128,"GreensorFringeinRegulation",2011
171,171,"Daniel Summerhays",75,66.75,793,1188,-150,"GreensorFringeinRegulation",2011
172,172,"Matt Jones",71,66.67,768,1152,-197,"GreensorFringeinRegulation",2011
173,173,"Greg Chalmers",88,66.6,947,1422,-251,"GreensorFringeinRegulation",2011
174,174,"Nathan Green",81,66.59,839,1260,-191,"GreensorFringeinRegulation",2011
175,175,"Richard Johnson",64,66.56,647,972,-128,"GreensorFringeinRegulation",2011
176,176,"Joe Ogilvie",75,66.48,730,1098,-196,"GreensorFringeinRegulation",2011
177,177,"Jarrod Lyle",83,66.36,860,1296,-181,"GreensorFringeinRegulation",2011
178,178,"Stuart Appleby",65,66.02,713,1080,-170,"GreensorFringeinRegulation",2011
178,178,"Matt Bettencourt",84,66.02,915,1386,-235,"GreensorFringeinRegulation",2011
180,180,"DJ Brigman",67,65.96,653,990,-137,"GreensorFringeinRegulation",2011
181,181,"Nate Smith",66,65.83,628,954,-145,"GreensorFringeinRegulation",2011
182,182,"Scott McCarron",65,65.12,633,972,-150,"GreensorFringeinRegulation",2011
183,183,"Martin Piller",63,64.74,606,936,-133,"GreensorFringeinRegulation",2011
184,184,"Steve Flesch",88,64.6,907,1404,-242,"GreensorFringeinRegulation",2011
185,185,"Kevin Kisner",70,64.52,662,1026,-165,"GreensorFringeinRegulation",2011
186,186,"Bio Kim",71,63.41,662,1044,-160,"GreensorFringeinRegulation",2011
