"BestSubParRoundsStreak_RANKTHISWEEK_2005","BestSubParRoundsStreak_RANKLASTWEEK_2005","BestSubParRoundsStreak_PLAYERNAME_2005","BestSubParRoundsStreak__2005","BestSubParRoundsStreak_CAREERBESTSTREAK_2005","BestSubParRoundsStreak_BESTYTDSTREAK_2005","BestSubParRoundsStreak_CURRENTSTREAK_2005","stat_name","year"
1,1,"Tim Petrovic",NA,26,8,NA,"BestSubParRoundsStreak",2005
2,2,"Jeff Sluman",NA,23,4,NA,"BestSubParRoundsStreak",2005
3,3,"Tim Clark",NA,22,14,NA,"BestSubParRoundsStreak",2005
3,3,"Fred Couples",NA,22,7,NA,"BestSubParRoundsStreak",2005
3,3,"Scott McCarron",NA,22,6,NA,"BestSubParRoundsStreak",2005
6,6,"Stuart Appleby",NA,21,8,NA,"BestSubParRoundsStreak",2005
6,6,"Bob Estes",NA,21,5,NA,"BestSubParRoundsStreak",2005
6,6,"Scott Verplank",NA,21,12,NA,"BestSubParRoundsStreak",2005
9,9,"Jay Don Blake",NA,20,1,NA,"BestSubParRoundsStreak",2005
9,9,"Joey Sindelar",NA,20,12,NA,"BestSubParRoundsStreak",2005
11,11,"Joe Durant",NA,19,8,NA,"BestSubParRoundsStreak",2005
11,11,"Jesper Parnevik",NA,19,5,NA,"BestSubParRoundsStreak",2005
11,11,"Dan Pohl",NA,19,NA,NA,"BestSubParRoundsStreak",2005
14,14,"Glen Day",NA,18,6,NA,"BestSubParRoundsStreak",2005
14,14,"Chris DiMarco",NA,18,4,NA,"BestSubParRoundsStreak",2005
14,14,"Retief Goosen",NA,18,6,NA,"BestSubParRoundsStreak",2005
14,14,"Charles Howell III",NA,18,10,NA,"BestSubParRoundsStreak",2005
14,14,"Craig Parry",NA,18,5,NA,"BestSubParRoundsStreak",2005
19,19,"Ronnie Black",NA,17,NA,NA,"BestSubParRoundsStreak",2005
19,19,"Jonathan Byrd",NA,17,8,NA,"BestSubParRoundsStreak",2005
19,19,"Ed Fiori",NA,17,NA,NA,"BestSubParRoundsStreak",2005
19,19,"Donnie Hammond",NA,17,5,NA,"BestSubParRoundsStreak",2005
19,19,"Roger Maltbie",NA,17,1,NA,"BestSubParRoundsStreak",2005
19,19,"Shigeki Maruyama",NA,17,6,NA,"BestSubParRoundsStreak",2005
19,19,"Mark OMeara",NA,17,6,NA,"BestSubParRoundsStreak",2005
19,19,"Vijay Singh",NA,17,8,NA,"BestSubParRoundsStreak",2005
19,19,"Kirk Triplett",NA,17,6,NA,"BestSubParRoundsStreak",2005
28,28,"Ken Green",NA,16,1,NA,"BestSubParRoundsStreak",2005
28,28,"Lee Janzen",NA,16,7,NA,"BestSubParRoundsStreak",2005
28,28,"Jerry Kelly",NA,16,8,NA,"BestSubParRoundsStreak",2005
28,28,"Blaine McCallister",NA,16,2,NA,"BestSubParRoundsStreak",2005
28,28,"Steve Pate",NA,16,2,NA,"BestSubParRoundsStreak",2005
28,28,"Corey Pavin",NA,16,6,NA,"BestSubParRoundsStreak",2005
28,28,"Chris Riley",NA,16,4,NA,"BestSubParRoundsStreak",2005
28,28,"Tiger Woods",NA,16,11,NA,"BestSubParRoundsStreak",2005
36,36,"Carlos Franco",NA,15,8,NA,"BestSubParRoundsStreak",2005
36,36,"Scott Hoch",NA,15,4,NA,"BestSubParRoundsStreak",2005
36,36,"Tom Kite",NA,15,3,NA,"BestSubParRoundsStreak",2005
36,36,"Davis Love III",NA,15,8,NA,"BestSubParRoundsStreak",2005
36,36,"Andrew Magee",NA,15,6,NA,"BestSubParRoundsStreak",2005
36,36,"Scott Simpson",NA,15,5,NA,"BestSubParRoundsStreak",2005
36,36,"Chris Smith",NA,15,7,NA,"BestSubParRoundsStreak",2005
36,36,"Craig Stadler",NA,15,8,NA,"BestSubParRoundsStreak",2005
36,36,"Bob Tway",NA,15,8,NA,"BestSubParRoundsStreak",2005
45,45,"Robert Allenby",NA,14,8,NA,"BestSubParRoundsStreak",2005
45,45,"Brian Bateman",NA,14,6,NA,"BestSubParRoundsStreak",2005
45,45,"Russ Cochran",NA,14,NA,NA,"BestSubParRoundsStreak",2005
45,45,"Marco Dawson",NA,14,6,NA,"BestSubParRoundsStreak",2005
45,45,"Steve Flesch",NA,14,5,NA,"BestSubParRoundsStreak",2005
45,45,"Brent Geiberger",NA,14,5,NA,"BestSubParRoundsStreak",2005
45,45,"John Huston",NA,14,9,NA,"BestSubParRoundsStreak",2005
45,45,"Kent Jones",NA,14,9,NA,"BestSubParRoundsStreak",2005
45,45,"Justin Leonard",NA,14,6,NA,"BestSubParRoundsStreak",2005
45,45,"Frank Lickliter II",NA,14,5,NA,"BestSubParRoundsStreak",2005
45,45,"Peter Lonard",NA,14,7,NA,"BestSubParRoundsStreak",2005
45,45,"Jeff Maggert",NA,14,7,NA,"BestSubParRoundsStreak",2005
45,45,"Rocco Mediate",NA,14,10,NA,"BestSubParRoundsStreak",2005
45,45,"Joe Ogilvie",NA,14,7,NA,"BestSubParRoundsStreak",2005
45,45,"Loren Roberts",NA,14,7,NA,"BestSubParRoundsStreak",2005
45,45,"Payne Stewart",NA,14,NA,NA,"BestSubParRoundsStreak",2005
45,45,"Grant Waite",NA,14,4,NA,"BestSubParRoundsStreak",2005
62,62,"Billy Andrade",NA,13,5,NA,"BestSubParRoundsStreak",2005
62,62,"Woody Austin",NA,13,7,NA,"BestSubParRoundsStreak",2005
62,62,"Paul Azinger",NA,13,4,NA,"BestSubParRoundsStreak",2005
62,62,"Briny Baird",NA,13,8,NA,"BestSubParRoundsStreak",2005
62,62,"Jason Bohn",NA,13,6,NA,"BestSubParRoundsStreak",2005
62,62,"Bart Bryant",NA,13,7,NA,"BestSubParRoundsStreak",2005
62,62,"Brad Bryant",NA,13,1,NA,"BestSubParRoundsStreak",2005
62,62,"Rex Caldwell",NA,13,NA,NA,"BestSubParRoundsStreak",2005
62,62,"John Cook",NA,13,4,NA,"BestSubParRoundsStreak",2005
62,62,"Jay Delsing",NA,13,5,NA,"BestSubParRoundsStreak",2005
62,62,"David Duval",NA,13,2,NA,"BestSubParRoundsStreak",2005
62,62,"Steve Elkington",NA,13,5,NA,"BestSubParRoundsStreak",2005
62,62,"Rick Fehr",NA,13,1,NA,"BestSubParRoundsStreak",2005
62,62,"Dan Forsman",NA,13,6,NA,"BestSubParRoundsStreak",2005
62,62,"Harrison Frazar",NA,13,13,NA,"BestSubParRoundsStreak",2005
