"ScramblingFringeRTPScore_RANKTHISWEEK_2014","ScramblingFringeRTPScore_RANKLASTWEEK_2014","ScramblingFringeRTPScore_PLAYERNAME_2014","ScramblingFringeRTPScore_ROUNDS_2014","ScramblingFringeRTPScore_AVGRTP_2014","ScramblingFringeRTPScore_TOTALHOLES_2014","ScramblingFringeRTPScore_TOTALRTP_2014","stat_name","year"
27,27,"Brandt Snedeker",89,-0.02,50,-1,"ScramblingFringeRTPScore",2014
29,29,"Keegan Bradley",89,-0.019,53,-1,"ScramblingFringeRTPScore",2014
30,30,"Ben Curtis",77,-0.017,58,-1,"ScramblingFringeRTPScore",2014
30,30,"David Lingmerth",80,-0.017,58,-1,"ScramblingFringeRTPScore",2014
32,32,"Charley Hoffman",93,-0.016,62,-1,"ScramblingFringeRTPScore",2014
32,32,"JB Holmes",86,-0.016,64,-1,"ScramblingFringeRTPScore",2014
34,34,"Andres Romero",81,-0.015,65,-1,"ScramblingFringeRTPScore",2014
35,35,"Morgan Hoffmann",103,-0.013,77,-1,"ScramblingFringeRTPScore",2014
36,36,"Robert Allenby",83,0,63,0,"ScramblingFringeRTPScore",2014
36,36,"Sangmoon Bae",76,0,60,0,"ScramblingFringeRTPScore",2014
36,36,"Ricky Barnes",92,0,73,0,"ScramblingFringeRTPScore",2014
36,36,"Paul Casey",56,0,34,0,"ScramblingFringeRTPScore",2014
36,36,"Stewart Cink",91,0,66,0,"ScramblingFringeRTPScore",2014
36,36,"Jason Day",54,0,26,0,"ScramblingFringeRTPScore",2014
36,36,"Ernie Els",85,0,44,0,"ScramblingFringeRTPScore",2014
36,36,"Gonzalo Fdez Castano",83,0,52,0,"ScramblingFringeRTPScore",2014
36,36,"Jim Furyk",84,0,61,0,"ScramblingFringeRTPScore",2014
36,36,"Sergio Garcia",61,0,30,0,"ScramblingFringeRTPScore",2014
36,36,"Zach Johnson",97,0,63,0,"ScramblingFringeRTPScore",2014
36,36,"Justin Leonard",75,0,71,0,"ScramblingFringeRTPScore",2014
36,36,"Andrew Loupe",65,0,47,0,"ScramblingFringeRTPScore",2014
36,36,"Hunter Mahan",88,0,57,0,"ScramblingFringeRTPScore",2014
36,36,"Jeff Overton",80,0,56,0,"ScramblingFringeRTPScore",2014
36,36,"Webb Simpson",87,0,51,0,"ScramblingFringeRTPScore",2014
36,36,"Hudson Swafford",75,0,52,0,"ScramblingFringeRTPScore",2014
36,36,"Kevin Tway",64,0,34,0,"ScramblingFringeRTPScore",2014
36,36,"Tyrone Van Aswegen",79,0,61,0,"ScramblingFringeRTPScore",2014
36,36,"Camilo Villegas",95,0,76,0,"ScramblingFringeRTPScore",2014
36,36,"Mike Weir",69,0,48,0,"ScramblingFringeRTPScore",2014
36,36,"Gary Woodland",93,0,58,0,"ScramblingFringeRTPScore",2014
58,58,"Charles Howell III",106,0.012,85,1,"ScramblingFringeRTPScore",2014
59,59,"Brendon de Jonge",109,0.014,69,1,"ScramblingFringeRTPScore",2014
59,59,"Robert Garrigus",80,0.014,71,1,"ScramblingFringeRTPScore",2014
61,61,"George McNeill",79,0.015,68,1,"ScramblingFringeRTPScore",2014
62,62,"Roberto Castro",76,0.016,63,1,"ScramblingFringeRTPScore",2014
63,63,"James Driscoll",71,0.018,57,1,"ScramblingFringeRTPScore",2014
63,63,"Troy Matteson",62,0.018,57,1,"ScramblingFringeRTPScore",2014
63,63,"John Senden",99,0.018,55,1,"ScramblingFringeRTPScore",2014
66,66,"Michael Thompson",74,0.02,49,1,"ScramblingFringeRTPScore",2014
67,67,"Bryce Molder",77,0.022,45,1,"ScramblingFringeRTPScore",2014
68,68,"Brian Davis",93,0.023,87,2,"ScramblingFringeRTPScore",2014
68,68,"Graham DeLaet",80,0.023,44,1,"ScramblingFringeRTPScore",2014
68,68,"Jim Herman",62,0.023,44,1,"ScramblingFringeRTPScore",2014
71,71,"Bronson La Cassie",51,0.025,40,1,"ScramblingFringeRTPScore",2014
72,72,"DA Points",75,0.027,37,1,"ScramblingFringeRTPScore",2014
72,72,"Daniel Summerhays",98,0.027,75,2,"ScramblingFringeRTPScore",2014
74,74,"Brad Fritsch",50,0.028,36,1,"ScramblingFringeRTPScore",2014
75,75,"Jason Bohn",81,0.029,68,2,"ScramblingFringeRTPScore",2014
75,75,"Erik Compton",88,0.029,70,2,"ScramblingFringeRTPScore",2014
77,77,"Matt Jones",83,0.03,66,2,"ScramblingFringeRTPScore",2014
78,78,"Geoff Ogilvy",84,0.031,65,2,"ScramblingFringeRTPScore",2014
78,78,"Tim Wilkinson",86,0.031,65,2,"ScramblingFringeRTPScore",2014
80,80,"Russell Knox",92,0.032,93,3,"ScramblingFringeRTPScore",2014
81,81,"Wes Roach",67,0.033,60,2,"ScramblingFringeRTPScore",2014
81,81,"Jimmy Walker",98,0.033,60,2,"ScramblingFringeRTPScore",2014
83,83,"Seung Yul Noh",92,0.034,58,2,"ScramblingFringeRTPScore",2014
83,83,"Josh Teater",90,0.034,59,2,"ScramblingFringeRTPScore",2014
85,85,"Luke Donald",57,0.036,28,1,"ScramblingFringeRTPScore",2014
85,85,"Scott Stallings",77,0.036,56,2,"ScramblingFringeRTPScore",2014
87,87,"Brendon Todd",108,0.037,81,3,"ScramblingFringeRTPScore",2014
88,88,"Ryan Moore",86,0.038,53,2,"ScramblingFringeRTPScore",2014
88,88,"Vijay Singh",83,0.038,53,2,"ScramblingFringeRTPScore",2014
88,88,"Mark Wilson",69,0.038,52,2,"ScramblingFringeRTPScore",2014
91,91,"Jerry Kelly",80,0.039,51,2,"ScramblingFringeRTPScore",2014
92,92,"JJ Henry",91,0.04,75,3,"ScramblingFringeRTPScore",2014
93,93,"Martin Laird",66,0.043,47,2,"ScramblingFringeRTPScore",2014
93,93,"Charl Schwartzel",64,0.043,46,2,"ScramblingFringeRTPScore",2014
93,93,"Bubba Watson",76,0.043,47,2,"ScramblingFringeRTPScore",2014
96,96,"Cameron Tringale",111,0.044,68,3,"ScramblingFringeRTPScore",2014
97,97,"Retief Goosen",94,0.045,66,3,"ScramblingFringeRTPScore",2014
97,97,"Brooks Koepka",56,0.045,44,2,"ScramblingFringeRTPScore",2014
99,99,"Tim Clark",75,0.048,62,3,"ScramblingFringeRTPScore",2014
99,99,"Kevin Na",94,0.048,63,3,"ScramblingFringeRTPScore",2014
101,101,"DH Lee",54,0.05,40,2,"ScramblingFringeRTPScore",2014
102,102,"Aaron Baddeley",74,0.051,39,2,"ScramblingFringeRTPScore",2014
102,102,"Ryan Palmer",85,0.051,59,3,"ScramblingFringeRTPScore",2014
104,104,"Harris English",95,0.054,56,3,"ScramblingFringeRTPScore",2014
104,104,"Brice Garnett",92,0.054,74,4,"ScramblingFringeRTPScore",2014
104,104,"Phil Mickelson",71,0.054,37,2,"ScramblingFringeRTPScore",2014
107,107,"Jason Dufner",57,0.056,36,2,"ScramblingFringeRTPScore",2014
107,107,"Adam Scott",68,0.056,36,2,"ScramblingFringeRTPScore",2014
107,107,"Brendan Steele",89,0.056,72,4,"ScramblingFringeRTPScore",2014
110,110,"Freddie Jacobson",91,0.057,70,4,"ScramblingFringeRTPScore",2014
111,111,"Jim Renner",61,0.058,52,3,"ScramblingFringeRTPScore",2014
111,111,"Robert Streb",75,0.058,69,4,"ScramblingFringeRTPScore",2014
113,113,"Chad Campbell",57,0.059,34,2,"ScramblingFringeRTPScore",2014
113,113,"Scott Langley",95,0.059,85,5,"ScramblingFringeRTPScore",2014
115,115,"Rory Sabbatini",82,0.06,50,3,"ScramblingFringeRTPScore",2014
115,115,"YE Yang",79,0.06,50,3,"ScramblingFringeRTPScore",2014
117,117,"Chesson Hadley",84,0.063,63,4,"ScramblingFringeRTPScore",2014
117,117,"Matt Kuchar",91,0.063,63,4,"ScramblingFringeRTPScore",2014
117,117,"Davis Love III",74,0.063,64,4,"ScramblingFringeRTPScore",2014
120,120,"Russell Henley",92,0.067,45,3,"ScramblingFringeRTPScore",2014
120,120,"Pat Perez",84,0.067,75,5,"ScramblingFringeRTPScore",2014
122,122,"Boo Weekley",73,0.071,42,3,"ScramblingFringeRTPScore",2014
123,123,"Stuart Appleby",92,0.075,80,6,"ScramblingFringeRTPScore",2014
124,124,"Brian Gay",81,0.076,66,5,"ScramblingFringeRTPScore",2014
124,124,"Jordan Spieth",102,0.076,66,5,"ScramblingFringeRTPScore",2014
124,124,"Andrew Svoboda",77,0.076,66,5,"ScramblingFringeRTPScore",2014
127,127,"Briny Baird",50,0.078,51,4,"ScramblingFringeRTPScore",2014
127,127,"Bud Cauley",56,0.078,51,4,"ScramblingFringeRTPScore",2014
127,127,"Ben Crane",81,0.078,64,5,"ScramblingFringeRTPScore",2014
130,130,"Johnson Wagner",69,0.08,50,4,"ScramblingFringeRTPScore",2014
131,131,"Bill Haas",107,0.081,62,5,"ScramblingFringeRTPScore",2014
131,131,"Ben Martin",80,0.081,62,5,"ScramblingFringeRTPScore",2014
133,133,"Danny Lee",84,0.082,85,7,"ScramblingFringeRTPScore",2014
133,133,"Kevin Streelman",79,0.082,49,4,"ScramblingFringeRTPScore",2014
135,135,"Luke Guthrie",85,0.083,60,5,"ScramblingFringeRTPScore",2014
135,135,"James Hahn",82,0.083,72,6,"ScramblingFringeRTPScore",2014
135,135,"Justin Hicks",103,0.083,72,6,"ScramblingFringeRTPScore",2014
138,138,"Charlie Beljan",76,0.085,59,5,"ScramblingFringeRTPScore",2014
138,138,"Jonathan Byrd",76,0.085,59,5,"ScramblingFringeRTPScore",2014
138,138,"Spencer Levin",59,0.085,47,4,"ScramblingFringeRTPScore",2014
138,138,"Ted Potter Jr",68,0.085,59,5,"ScramblingFringeRTPScore",2014
142,142,"Rory McIlroy",66,0.088,34,3,"ScramblingFringeRTPScore",2014
142,142,"Brian Stuard",91,0.088,80,7,"ScramblingFringeRTPScore",2014
144,144,"Shawn Stefani",60,0.089,56,5,"ScramblingFringeRTPScore",2014
145,145,"Michael Putnam",106,0.09,78,7,"ScramblingFringeRTPScore",2014
146,146,"Trevor Immelman",84,0.091,55,5,"ScramblingFringeRTPScore",2014
146,146,"Carl Pettersson",91,0.091,66,6,"ScramblingFringeRTPScore",2014
146,146,"Bo Van Pelt",83,0.091,55,5,"ScramblingFringeRTPScore",2014
149,149,"Steven Bowditch",93,0.093,75,7,"ScramblingFringeRTPScore",2014
150,150,"Woody Austin",63,0.105,57,6,"ScramblingFringeRTPScore",2014
150,150,"Martin Flores",85,0.105,57,6,"ScramblingFringeRTPScore",2014
152,152,"Will Wilcox",51,0.108,37,4,"ScramblingFringeRTPScore",2014
153,153,"Ken Duke",80,0.109,64,7,"ScramblingFringeRTPScore",2014
153,153,"Tommy Gainey",73,0.109,64,7,"ScramblingFringeRTPScore",2014
153,153,"Billy Hurley III",86,0.109,64,7,"ScramblingFringeRTPScore",2014
153,153,"Heath Slocum",71,0.109,55,6,"ScramblingFringeRTPScore",2014
153,153,"Jhonattan Vegas",77,0.109,64,7,"ScramblingFringeRTPScore",2014
158,158,"Will Ma Kenzie",82,0.111,63,7,"ScramblingFringeRTPScore",2014
158,158,"John Peterson",62,0.111,63,7,"ScramblingFringeRTPScore",2014
158,158,"Ian Poulter",57,0.111,36,4,"ScramblingFringeRTPScore",2014
161,161,"Jamie Lovemark",64,0.114,44,5,"ScramblingFringeRTPScore",2014
161,161,"Jeff Maggert",54,0.114,44,5,"ScramblingFringeRTPScore",2014
163,163,"KJ Choi",80,0.115,52,6,"ScramblingFringeRTPScore",2014
163,163,"Ryo Ishikawa",75,0.115,52,6,"ScramblingFringeRTPScore",2014
165,165,"Sean OHair",77,0.119,59,7,"ScramblingFringeRTPScore",2014
166,166,"Chad Collins",78,0.122,49,6,"ScramblingFringeRTPScore",2014
167,167,"Nicholas Thompson",85,0.125,56,7,"ScramblingFringeRTPScore",2014
168,168,"John Rollins",84,0.132,53,7,"ScramblingFringeRTPScore",2014
169,169,"Richard Lee",80,0.136,66,9,"ScramblingFringeRTPScore",2014
169,169,"John Merrick",87,0.136,59,8,"ScramblingFringeRTPScore",2014
171,171,"Henrik Stenson",56,0.138,29,4,"ScramblingFringeRTPScore",2014
172,172,"Troy Merritt",62,0.14,50,7,"ScramblingFringeRTPScore",2014
173,173,"John Huh",87,0.141,64,9,"ScramblingFringeRTPScore",2014
174,174,"Derek Ernst",80,0.143,56,8,"ScramblingFringeRTPScore",2014
175,175,"Lucas Glover",68,0.149,47,7,"ScramblingFringeRTPScore",2014
176,176,"Louis Oosthuizen",50,0.158,19,3,"ScramblingFringeRTPScore",2014
177,177,"Kyle Stanley",87,0.203,59,12,"ScramblingFringeRTPScore",2014
